source,target,weight
maximo,temperatura,18
municipio,zona,12
grado,maximo,12
ambiente,maximo,9
municipio,temperatura,8
ambiente,temperatura,7
temperatura,zona,7
grado,temperatura,7
politico,proceso,5
apoyo,atencion,5
atencion,falta,5
falta,zona,4
peligroso,zona,4
falta,politico,4
ayuntamiento,municipio,4
maximo,municipio,4
apoyo,zona,4
ambiente,zona,4
maximo,zona,4
atencion,politico,3
atencion,ayuntamiento,3
grado,municipio,3
apoyo,falta,3
politico,zona,2
ayuntamiento,zona,2
atencion,proceso,2
ayuntamiento,politico,2
atencion,zona,2
ambiente,grado,2
atencion,municipio,1
municipio,politico,1
ambiente,atencion,1
apoyo,ayuntamiento,1
grado,politico,1
maximo,proceso,1
falta,proceso,1
municipio,peligroso,1
falta,peligroso,1
atencion,peligroso,1
grado,zona,1
peligroso,proceso,1
apoyo,peligroso,1
apoyo,proceso,1
