usuario,palabra,conteo,tema,sub,plataforma
Facebook::Aaron De Jesus Ramirez,excelente,1,47,5,Facebook
Facebook::Aaron De Jesus Ramirez,grupo,1,24,4,Facebook
Facebook::Aaron De Jesus Ramirez,cuadrilla,1,1,0,Facebook
Facebook::Aaron De Jesus Ramirez,fuerte,1,22,2,Facebook
Facebook::Aaron De Jesus Ramirez,lograr,1,18,4,Facebook
Facebook::Aaron De Jesus Ramirez,grande,1,0,7,Facebook
Facebook::Aaron De Jesus Ramirez,resultado,1,31,7,Facebook
Facebook::Aaron De Jesus Ramirez,union,1,6,6,Facebook
Facebook::Agustin Torres Rios,rodolfo,2,48,0,Facebook
Facebook::Agustin Torres Rios,torre,2,4,5,Facebook
Facebook::Agustin Torres Rios,hospital,1,45,2,Facebook
Facebook::Agustin Torres Rios,piedra,1,5,9,Facebook
Facebook::Agustin Torres Rios,participacion,1,31,7,Facebook
Facebook::Agustin Torres Rios,recuerdo,1,18,12,Facebook
Facebook::Agustin Torres Rios,memoria,1,46,0,Facebook
Facebook::Aj Segovia,tampicotecuida,4,47,-1,Facebook
Facebook::Aj Segovia,evento,4,6,4,Facebook
Facebook::Aj Segovia,tampico,3,13,0,Facebook
Facebook::Aj Segovia,gente,2,42,0,Facebook
Facebook::Aj Segovia,convivir,2,14,0,Facebook
Facebook::Aj Segovia,felicidades,2,0,2,Facebook
Facebook::Aj Segovia,padrisimo,2,14,8,Facebook
Facebook::Aj Segovia,sembrar,2,14,6,Facebook
Facebook::Aj Segovia,avanzar,2,23,2,Facebook
Facebook::Aj Segovia,presidenta,2,47,3,Facebook
Facebook::Aj Segovia,transformacion,2,47,1,Facebook
Facebook::Aj Segovia,labor,1,2,4,Facebook
Facebook::Aj Segovia,constar,1,36,12,Facebook
Facebook::Aj Segovia,andar,1,49,7,Facebook
Facebook::Aj Segovia,manos,1,36,9,Facebook
Facebook::Aj Segovia,obra,1,17,3,Facebook
Facebook::Aj Segovia,bello,1,28,0,Facebook
Facebook::Aj Segovia,espacio,1,6,8,Facebook
Facebook::Aj Segovia,aprender,1,14,10,Facebook
Facebook::Aj Segovia,disfrutar,1,19,1,Facebook
Facebook::Aj Segovia,conectar,1,38,2,Facebook
Facebook::Aj Segovia,entorno,1,14,5,Facebook
Facebook::Aj Segovia,natural,1,32,2,Facebook
Facebook::Aj Segovia,padre,1,14,1,Facebook
Facebook::Aj Segovia,convivencia,1,14,5,Facebook
Facebook::Aj Segovia,felicidad,1,0,2,Facebook
Facebook::Aj Segovia,significativo,1,24,9,Facebook
Facebook::Aj Segovia,plaza,1,6,7,Facebook
Facebook::Aj Segovia,quedar,1,30,0,Facebook
Facebook::Aj Segovia,bonito,1,28,0,Facebook
Facebook::Aj Segovia,esperanza,1,18,0,Facebook
Facebook::Aj Segovia,futuro,1,14,6,Facebook
Facebook::Aj Segovia,prevenir,1,31,2,Facebook
Facebook::Aj Segovia,salud,1,47,2,Facebook
Facebook::Aj Segovia,festejo,1,31,9,Facebook
Facebook::Aj Segovia,presente,1,14,6,Facebook
Facebook::Aj Segovia,dia,1,0,4,Facebook
Facebook::Aj Segovia,historia,1,39,3,Facebook
Facebook::Aj Segovia,paz,1,7,1,Facebook
Facebook::Aj Segovia,construir,1,47,1,Facebook
Facebook::Aj Segovia,cercania,1,24,2,Facebook
Facebook::Aj Segovia,bienestar,1,47,2,Facebook
Facebook::Aj Segovia,oportunidad,1,23,5,Facebook
Facebook::Aj Segovia,gracias,1,30,1,Facebook
Facebook::Aj Segovia,ambiental,1,29,5,Facebook
Facebook::Aj Segovia,amor,1,18,0,Facebook
Facebook::Aj Segovia,tierra,1,18,9,Facebook
Facebook::Aj Segovia,detener,1,8,9,Facebook
Facebook::Aj Segovia,amar,1,33,2,Facebook
Facebook::Aj Segovia,cuidar,1,47,2,Facebook
Facebook::Aj Segovia,inauguracion,1,0,0,Facebook
Facebook::Aj Segovia,mundial,1,0,0,Facebook
Facebook::Aj Segovia,triunfo,1,25,2,Facebook
Facebook::Aj Segovia,querido,1,0,3,Facebook
Facebook::Aj Segovia,seleccion,1,37,1,Facebook
Facebook::Aj Segovia,apoyar,1,42,0,Facebook
Facebook::Aj Segovia,celebrar,1,0,4,Facebook
Facebook::Aj Segovia,mexico,1,27,0,Facebook
Facebook::Aj Segovia,resultado,1,31,7,Facebook
Facebook::Aj Segovia,supervision,1,23,2,Facebook
Facebook::Aj Segovia,coordinacion,1,31,0,Facebook
Facebook::Aj Segovia,autoridad,1,15,1,Facebook
Facebook::Aj Segovia,fuerza,1,18,6,Facebook
Facebook::Aj Segovia,orden,1,11,6,Facebook
Facebook::Aj Segovia,felicitaciones,1,12,6,Facebook
Facebook::Aj Segovia,alcaldesa,1,47,0,Facebook
Facebook::Aj Segovia,madrina,1,29,1,Facebook
Facebook::Aj Segovia,lujo,1,34,2,Facebook
Facebook::Aket Osbecode,lampara,1,43,7,Facebook
Facebook::Aket Osbecode,reparar,1,45,4,Facebook
Facebook::Aket Osbecode,secretaria,1,31,6,Facebook
Facebook::Aket Osbecode,servicios,1,47,6,Facebook
Facebook::Aket Osbecode,publicos,1,47,6,Facebook
Facebook::Aket Osbecode,tampico,1,13,0,Facebook
Facebook::Aket Osbecode,monica,1,47,0,Facebook
Facebook::Aket Osbecode,villarreal,1,47,0,Facebook
Facebook::Aket Osbecode,ano,1,41,1,Facebook
Facebook::Aket Osbecode,funcionar,1,33,6,Facebook
Facebook::Alcocer Manuelita Susy,encuentro,2,6,5,Facebook
Facebook::Alcocer Manuelita Susy,hernan,1,25,2,Facebook
Facebook::Alcocer Manuelita Susy,bendiga,1,36,0,Facebook
Facebook::Alcocer Manuelita Susy,salida,1,12,5,Facebook
Facebook::Alcocer Manuelita Susy,entrada,1,19,6,Facebook
Facebook::Alcocer Manuelita Susy,deportista,1,19,3,Facebook
Facebook::Alcocer Manuelita Susy,compartir,1,30,1,Facebook
Facebook::Alcocer Manuelita Susy,red,1,5,0,Facebook
Facebook::Alcocer Manuelita Susy,deportivo,1,0,0,Facebook
Facebook::Alcocer Manuelita Susy,dema,1,20,1,Facebook
Facebook::Alcocer Manuelita Susy,tamaulipas,1,13,0,Facebook
Facebook::Alcocer Manuelita Susy,tampico,1,13,0,Facebook
Facebook::Alcocer Manuelita Susy,gob,1,47,0,Facebook
Facebook::Alejandra Sanchez,accion,1,31,2,Facebook
Facebook::Alejandra Sanchez,beneficio,1,47,8,Facebook
Facebook::Alejandra Sanchez,ciudadania,1,47,8,Facebook
Facebook::Alejandra Sanchez,ano,1,41,1,Facebook
Facebook::Alejandra Sanchez,maravillosa,1,29,1,Facebook
Facebook::Alejandra Sanchez,exposicion,1,29,4,Facebook
Facebook::Alex Moxa,felicidad,8,0,2,Facebook
Facebook::Alex Moxa,presidentar,5,47,5,Facebook
Facebook::Alex Moxa,presidenta,3,47,3,Facebook
Facebook::Alex Moxa,felicidades,3,0,2,Facebook
Facebook::Alex Moxa,bonito,2,28,0,Facebook
Facebook::Alex Moxa,iniciativa,1,23,5,Facebook
Facebook::Alex Moxa,gracias,1,30,1,Facebook
Facebook::Alex Moxa,impulsar,1,23,5,Facebook
Facebook::Alex Moxa,deporte,1,6,4,Facebook
Facebook::Alex Moxa,cancha,1,42,4,Facebook
Facebook::Alex Moxa,super,1,28,2,Facebook
Facebook::Alex Moxa,tampico,1,13,0,Facebook
Facebook::Alex Moxa,seguir,1,47,1,Facebook
Facebook::Alex Moxa,progresar,1,33,4,Facebook
Facebook::Alex Moxa,padre,1,14,1,Facebook
Facebook::Alex Moxa,ala,1,36,9,Facebook
Facebook::Alex Moxa,apollo,1,39,5,Facebook
Facebook::Alex Moxa,programa,1,48,0,Facebook
Facebook::Alex Moxa,pensar,1,33,7,Facebook
Facebook::Alex Moxa,apollar,1,39,5,Facebook
Facebook::Alex Moxa,vien,1,36,4,Facebook
Facebook::Alex Moxa,monica,1,47,0,Facebook
Facebook::Alfredo Contreras,tristemente,1,24,4,Facebook
Facebook::Alfredo Contreras,manana,1,28,3,Facebook
Facebook::Alfredo Contreras,volver,1,19,5,Facebook
Facebook::Alfredo Contreras,lleno,1,0,6,Facebook
Facebook::Alfredo Contreras,basura,1,1,0,Facebook
Facebook::Alfredo Contreras,tirar,1,33,6,Facebook
Facebook::Alfredo Contreras,gente,1,42,0,Facebook
Facebook::Alicia Ogazon,sentir,1,41,2,Facebook
Facebook::Alicia Ogazon,vida,1,18,1,Facebook
Facebook::Alicia Ogazon,gloria,1,5,8,Facebook
Facebook::Alicia Ogazon,santa,1,4,5,Facebook
Facebook::Alicia Ogazon,paz,1,7,1,Facebook
Facebook::Alicia Ogazon,bendicion,1,0,3,Facebook
Facebook::Alicia Ogazon,familia,1,14,1,Facebook
Facebook::Alma Alicia Bello,enhorabuena,1,0,2,Facebook
Facebook::Alma Alicia Bello,descanso,1,18,8,Facebook
Facebook::Alma Alicia Bello,eterno,1,18,8,Facebook
Facebook::Alma Alicia Bello,brillir,1,1,3,Facebook
Facebook::Alma Alicia Bello,luz,1,30,2,Facebook
Facebook::Alma Alicia Bello,descansar,1,7,1,Facebook
Facebook::Alma Alicia Bello,paz,1,7,1,Facebook
Facebook::Alma Flores,excelente,6,47,5,Facebook
Facebook::Alma Flores,presidenta,4,47,3,Facebook
Facebook::Alma Flores,salud,2,47,2,Facebook
Facebook::Alma Flores,evento,2,6,4,Facebook
Facebook::Alma Flores,deporte,1,6,4,Facebook
Facebook::Alma Flores,cultura,1,6,0,Facebook
Facebook::Alma Flores,exito,1,0,2,Facebook
Facebook::Alma Flores,gracias,1,30,1,Facebook
Facebook::Alma Flores,wow,1,36,4,Facebook
Facebook::Alma Flores,padrisimo,1,14,8,Facebook
Facebook::Alma Flores,super,1,28,2,Facebook
Facebook::Alma Flores,mega,1,9,4,Facebook
Facebook::Alma Flores,felicidades,1,0,2,Facebook
Facebook::Alma Flores,iniciativa,1,23,5,Facebook
Facebook::Alma Flores,galeria,1,19,9,Facebook
Facebook::Alma Flores,felicidad,1,0,2,Facebook
Facebook::Alma Flores,monica,1,47,0,Facebook
Facebook::Alma Flores,villarreal,1,47,0,Facebook
Facebook::Alma Flores,tampiquenos,1,47,5,Facebook
Facebook::Alma Flores,educacion,1,3,0,Facebook
Facebook::Alma Flores,bienvenido,1,27,6,Facebook
Facebook::Alma Flores,gobernador,1,37,2,Facebook
Facebook::Alma Flores,avanzar,1,23,2,Facebook
Facebook::Almix Mar,arreglar,1,45,4,Facebook
Facebook::Almix Mar,calle,1,17,1,Facebook
Facebook::Almix Mar,alberca,1,3,7,Facebook
Facebook::Almix Mar,puerta,1,22,8,Facebook
Facebook::Almix Mar,pesimo,1,35,6,Facebook
Facebook::Almix Mar,abierto,1,19,3,Facebook
Facebook::Alva HS,bella,1,28,0,Facebook
Facebook::Alva HS,labor,1,2,4,Facebook
Facebook::Alva HS,salud,1,47,2,Facebook
Facebook::Alva HS,bonito,1,28,0,Facebook
Facebook::Alva HS,disfrutar,1,19,1,Facebook
Facebook::Alva HS,gracias,1,30,1,Facebook
Facebook::Alvaro Garza,presidenta,2,47,3,Facebook
Facebook::Alvaro Garza,monica,1,47,0,Facebook
Facebook::Alvaro Garza,villarreal,1,47,0,Facebook
Facebook::Alvaro Garza,merecido,1,0,2,Facebook
Facebook::Alvaro Garza,area,1,17,8,Facebook
Facebook::Alvaro Garza,turistico,1,23,0,Facebook
Facebook::Alvaro Garza,tampico,1,13,0,Facebook
Facebook::Alvaro Garza,super,1,28,2,Facebook
Facebook::Alvaro Garza,beneficio,1,47,8,Facebook
Facebook::Alvaro Garza,mujer,1,12,0,Facebook
Facebook::Alvaro Garza,padre,1,14,1,Facebook
Facebook::Alvaro Garza,familia,1,14,1,Facebook
Facebook::Alverto Ivarra,jajaja,1,49,0,Facebook
Facebook::Alverto Ivarra,entrega,1,47,1,Facebook
Facebook::Alverto Ivarra,recepcion,1,3,6,Facebook
Facebook::Alverto Ivarra,salir,1,10,6,Facebook
Facebook::Alverto Ivarra,sacar,1,10,9,Facebook
Facebook::Alverto Ivarra,palacio,1,11,4,Facebook
Facebook::Alverto Ivarra,acordar,1,10,2,Facebook
Facebook::Alverto Ivarra,norona,1,49,6,Facebook
Facebook::Alverto Ivarra,llegar,1,41,4,Facebook
Facebook::Alverto Ivarra,tarde,1,19,0,Facebook
Facebook::Alverto Ivarra,ahorita,1,36,11,Facebook
Facebook::Amalia Avalos,tampico,2,13,0,Facebook
Facebook::Amalia Avalos,transformar,1,47,1,Facebook
Facebook::Amalia Avalos,listo,1,20,7,Facebook
Facebook::Amalia Avalos,recibir,1,16,3,Facebook
Facebook::Amalia Avalos,turista,1,13,-1,Facebook
Facebook::Amalia Avalos,hermoso,1,28,0,Facebook
Facebook::Amalia Avalos,puerto,1,15,8,Facebook
Facebook::America Mejia,excelente,1,47,5,Facebook
Facebook::America Mejia,iniciativa,1,23,5,Facebook
Facebook::America Mejia,alcaldesa,1,47,0,Facebook
Facebook::America Mejia,salud,1,47,2,Facebook
Facebook::America Mejia,emocional,1,29,4,Facebook
Facebook::America Mejia,joven,1,14,2,Facebook
Facebook::America Mejia,prioridad,1,31,8,Facebook
Facebook::Ami Grand Robert,temporada,2,3,5,Facebook
Facebook::Ami Grand Robert,seguir,1,47,1,Facebook
Facebook::Ami Grand Robert,esperar,1,19,0,Facebook
Facebook::Ami Grand Robert,respuesta,1,8,0,Facebook
Facebook::Ami Grand Robert,simple,1,49,11,Facebook
Facebook::Ami Grand Robert,marzo,1,3,4,Facebook
Facebook::Ami Grand Robert,venir,1,42,11,Facebook
Facebook::Ami Grand Robert,iniciativa,1,23,5,Facebook
Facebook::Ami Grand Robert,deber,1,49,-1,Facebook
Facebook::Ami Grand Robert,limpieza,1,1,0,Facebook
Facebook::Ami Grand Robert,mes,1,41,1,Facebook
Facebook::Ami Grand Robert,lluvia,1,25,1,Facebook
Facebook::Ana Luz Gz Vllvd,red,1,5,0,Facebook
Facebook::Ana Luz Gz Vllvd,mencionar,1,11,8,Facebook
Facebook::Ana Luz Gz Vllvd,enviar,1,3,8,Facebook
Facebook::Ana Luz Gz Vllvd,llegar,1,41,4,Facebook
Facebook::Ana Luz Gz Vllvd,pueblo,1,10,0,Facebook
Facebook::Andres Acuña,saludo,1,36,0,Facebook
Facebook::Andres Acuña,excelente,1,47,5,Facebook
Facebook::Andres Acuña,oportunidad,1,23,5,Facebook
Facebook::Andres Acuña,autoridad,1,15,1,Facebook
Facebook::Andres Acuña,ciudadania,1,47,8,Facebook
Facebook::Andres Acuña,contar,1,45,1,Facebook
Facebook::Andrés Díaz,incansable,1,39,4,Facebook
Facebook::Andrés Díaz,senora,1,40,4,Facebook
Facebook::Andrés Díaz,licenciada,1,47,5,Facebook
Facebook::Andrés Díaz,monica,1,47,0,Facebook
Facebook::Andrés Díaz,villarreal,1,47,0,Facebook
Facebook::Andrés Díaz,anaya,1,47,0,Facebook
Facebook::Andrés Díaz,bienestar,1,47,2,Facebook
Facebook::Andrés Díaz,tampico,1,13,0,Facebook
Facebook::Andrés Díaz,gracias,1,30,1,Facebook
Facebook::Andrés Díaz,cabildo,1,31,4,Facebook
Facebook::Angel Carrillo,familia,1,14,1,Facebook
Facebook::Angel Carrillo,certeza,1,37,2,Facebook
Facebook::Angel Carrillo,juridico,1,17,8,Facebook
Facebook::Angel Carrillo,casa,1,30,0,Facebook
Facebook::Angel Carrillo,excelente,1,47,5,Facebook
Facebook::Angel Carrillo,equipo,1,37,0,Facebook
Facebook::Angel Carrillo,monica,1,47,0,Facebook
Facebook::Angel Carrillo,villarreal,1,47,0,Facebook
Facebook::Angel Carrillo,madrina,1,29,1,Facebook
Facebook::Angel Carrillo,lujo,1,34,2,Facebook
Facebook::Angel Carrillo,felicidad,1,0,2,Facebook
Facebook::Angel Solorzano,excelente,3,47,5,Facebook
Facebook::Angel Solorzano,prianista,2,49,14,Facebook
Facebook::Angel Solorzano,jajaja,1,49,0,Facebook
Facebook::Angela Tristan Hernandez,amen,2,40,1,Facebook
Facebook::Angela Tristan Hernandez,seguir,1,47,1,Facebook
Facebook::Angela Tristan Hernandez,bendecir,1,28,8,Facebook
Facebook::Angela Tristan Hernandez,alcaldesa,1,47,0,Facebook
Facebook::Angela Tristan Hernandez,monica,1,47,0,Facebook
Facebook::Angeles Zuniga,excelente,8,47,5,Facebook
Facebook::Angeles Zuniga,gracias,3,30,1,Facebook
Facebook::Angeles Zuniga,presidenta,3,47,3,Facebook
Facebook::Angeles Zuniga,monica,2,47,0,Facebook
Facebook::Angeles Zuniga,realidad,2,26,1,Facebook
Facebook::Angeles Zuniga,supervision,1,23,2,Facebook
Facebook::Angeles Zuniga,evento,1,6,4,Facebook
Facebook::Angeles Zuniga,pueblo,1,10,0,Facebook
Facebook::Angeles Zuniga,necesitar,1,45,0,Facebook
Facebook::Angeles Zuniga,expresar,1,8,8,Facebook
Facebook::Angeles Zuniga,inquietud,1,29,0,Facebook
Facebook::Angeles Zuniga,gracia,1,14,8,Facebook
Facebook::Angeles Zuniga,exposicion,1,29,4,Facebook
Facebook::Angeles Zuniga,sueno,1,29,1,Facebook
Facebook::Angeles Zuniga,tampiqueno,1,0,1,Facebook
Facebook::Angeles Zuniga,patrimonio,1,31,1,Facebook
Facebook::Angeles Zuniga,bendicion,1,0,3,Facebook
Facebook::Angeles Zuniga,villareal,1,47,5,Facebook
Facebook::Angeles Zuniga,felicidad,1,0,2,Facebook
Facebook::Angeles Zuniga,nino,1,14,0,Facebook
Facebook::Angeles Zuniga,juego,1,44,5,Facebook
Facebook::Angeles Zuniga,cancha,1,42,4,Facebook
Facebook::Angeles Zuniga,carmen,1,41,6,Facebook
Facebook::Angelica Tinajero,excelente,1,47,5,Facebook
Facebook::Angelica Tinajero,jose,1,39,1,Facebook
Facebook::Angelica Tinajero,antonio,1,6,2,Facebook
Facebook::Angelica Tinajero,marin,1,31,0,Facebook
Facebook::Angelica Tinajero,director,1,31,13,Facebook
Facebook::Angelica Tinajero,proteccion,1,31,0,Facebook
Facebook::Angelica Tinajero,civil,1,31,0,Facebook
Facebook::Angelica Tinajero,prevencion,1,31,8,Facebook
Facebook::Angelica Tinajero,esencial,1,9,12,Facebook
Facebook::Angelica Tinajero,preparado,1,34,5,Facebook
Facebook::Angelica Tinajero,emergencia,1,2,4,Facebook
Facebook::Anita Garcia Díaz,casa,4,30,0,Facebook
Facebook::Anita Garcia Díaz,porque,1,9,4,Facebook
Facebook::Anita Garcia Díaz,interes,1,16,2,Facebook
Facebook::Anita Garcia Díaz,dia,1,0,4,Facebook
Facebook::Anita Garcia Díaz,citar,1,40,4,Facebook
Facebook::Anita Garcia Díaz,vendar,1,33,6,Facebook
Facebook::Anita Garcia Díaz,numero,1,2,11,Facebook
Facebook::Anita Garcia Díaz,infonavit,1,28,1,Facebook
Facebook::Anita Garcia Díaz,volver,1,19,5,Facebook
Facebook::Anita Garcia Díaz,pagar,1,49,1,Facebook
Facebook::Anita Garcia Díaz,querer,1,42,-1,Facebook
Facebook::Anita Garcia Díaz,escritura,1,28,1,Facebook
Facebook::Anita Garcia Díaz,recolectar,1,34,1,Facebook
Facebook::Anita Garcia Díaz,firma,1,6,5,Facebook
Facebook::Anita Garcia Díaz,andar,1,49,7,Facebook
Facebook::Anita Garcia Díaz,siquiera,1,12,4,Facebook
Facebook::Anita Garcia Díaz,acercar,1,5,2,Facebook
Facebook::Anita Garcia Díaz,chica,1,33,7,Facebook
Facebook::Anita Garcia Díaz,tocar,1,33,12,Facebook
Facebook::Anita Garcia Díaz,colonia,1,47,4,Facebook
Facebook::Anita Garcia Díaz,jesus,1,40,1,Facebook
Facebook::Anita Garcia Díaz,elias,1,47,4,Facebook
Facebook::Anita Garcia Díaz,pina,1,47,4,Facebook
Facebook::Anita Guzmán,increible,1,32,6,Facebook
Facebook::Anita Guzmán,tampico,1,13,0,Facebook
Facebook::Anita Guzmán,distinto,1,15,3,Facebook
Facebook::Anita Guzmán,visitar,1,6,1,Facebook
Facebook::Anita Guzmán,alto,1,35,2,Facebook
Facebook::Anita Guzmán,cuidad,1,8,7,Facebook
Facebook::Anita Rodriguez,presidentar,1,47,5,Facebook
Facebook::Anita Rodriguez,nino,1,14,0,Facebook
Facebook::Anita Rodriguez,contento,1,11,8,Facebook
Facebook::Anita Rodriguez,regalo,1,30,1,Facebook
Facebook::Anita Rodriguez,preguntar,1,4,9,Facebook
Facebook::Anita Rodriguez,ano,1,41,1,Facebook
Facebook::Anita Rodriguez,colonia,1,47,4,Facebook
Facebook::Anita Rodriguez,san,1,43,1,Facebook
Facebook::Anita Rodriguez,antonio,1,6,2,Facebook
Facebook::Anita Rodriguez,mandar,1,35,0,Facebook
Facebook::Anita Rodriguez,saludo,1,36,0,Facebook
Facebook::Anuar Ortiz Velazquez,actual,1,15,11,Facebook
Facebook::Anuar Ortiz Velazquez,gobierno,1,49,4,Facebook
Facebook::Anuar Ortiz Velazquez,ojala,1,4,8,Facebook
Facebook::Anuar Ortiz Velazquez,teatro,1,19,1,Facebook
Facebook::Anuar Ortiz Velazquez,metropolitano,1,6,0,Facebook
Facebook::Armando Gonzalez,super,8,28,2,Facebook
Facebook::Armando Gonzalez,padrisimo,6,14,8,Facebook
Facebook::Armando Gonzalez,padre,3,14,1,Facebook
Facebook::Armando Gonzalez,excelente,1,47,5,Facebook
Facebook::Armando Gonzalez,presidenta,1,47,3,Facebook
Facebook::Artur Montejano Perez,hora,7,5,2,Facebook
Facebook::Artur Montejano Perez,alcaldesa,7,47,0,Facebook
Facebook::Artur Montejano Perez,tampico,5,13,0,Facebook
Facebook::Artur Montejano Perez,excelente,3,47,5,Facebook
Facebook::Artur Montejano Perez,presente,1,14,6,Facebook
Facebook::Artur Montejano Perez,evento,1,6,4,Facebook
Facebook::Artur Montejano Perez,empate,1,38,5,Facebook
Facebook::Artur Montejano Perez,felicidades,1,0,2,Facebook
Facebook::Artur Montejano Perez,mujer,1,12,0,Facebook
Facebook::Artur Montejano Perez,gobernador,1,37,2,Facebook
Facebook::Arturo Garibay,tampico,5,13,0,Facebook
Facebook::Arturo Garibay,alcaldesa,3,47,0,Facebook
Facebook::Arturo Garibay,mexico,3,27,0,Facebook
Facebook::Arturo Garibay,felicidades,3,0,2,Facebook
Facebook::Arturo Garibay,cuidar,2,47,2,Facebook
Facebook::Arturo Garibay,espacio,1,6,8,Facebook
Facebook::Arturo Garibay,esparcimiento,1,14,5,Facebook
Facebook::Arturo Garibay,seguir,1,47,1,Facebook
Facebook::Arturo Garibay,pueblo,1,10,0,Facebook
Facebook::Arturo Garibay,tampiqueno,1,0,1,Facebook
Facebook::Arturo Garibay,sonrisa,1,47,2,Facebook
Facebook::Arturo Garibay,gestionar,1,10,4,Facebook
Facebook::Arturo Garibay,obra,1,17,3,Facebook
Facebook::Arturo Garibay,publicar,1,4,0,Facebook
Facebook::Arturo Garibay,excelente,1,47,5,Facebook
Facebook::Arturo Garibay,atencion,1,45,2,Facebook
Facebook::Arturo Garibay,comercial,1,23,1,Facebook
Facebook::Arturo Garibay,deportivo,1,0,0,Facebook
Facebook::Arturo Garibay,vital,1,2,11,Facebook
Facebook::Arturo Garibay,representar,1,37,3,Facebook
Facebook::Arturo Garibay,economia,1,23,1,Facebook
Facebook::Arturo Garibay,turismo,1,23,0,Facebook
Facebook::Arturo Garibay,puerto,1,15,8,Facebook
Facebook::Arturo Garibay,jaibo,1,46,4,Facebook
Facebook::Arturo Garibay,felicidad,1,0,2,Facebook
Facebook::Arturo Garibay,presidenta,1,47,3,Facebook
Facebook::Arturo Garibay,republica,1,38,0,Facebook
Facebook::Arturo Garibay,claudia,1,9,0,Facebook
Facebook::Arturo Garibay,sheinbaum,1,9,0,Facebook
Facebook::Arturo Garibay,acuerdo,1,2,5,Facebook
Facebook::Arturo Garibay,frente,1,22,6,Facebook
Facebook::Arturo Garibay,premio,1,48,0,Facebook
Facebook::Arturo Garibay,merecido,1,0,2,Facebook
Facebook::Arturo Garibay,esfuerzo,1,0,1,Facebook
Facebook::Arturo Garibay,medio,1,5,1,Facebook
Facebook::Arturo Garibay,ambiente,1,23,8,Facebook
Facebook::Arturo Garibay,cuidado,1,29,5,Facebook
Facebook::Arturo Garibay,ecologico,1,40,3,Facebook
Facebook::Arturo Garibay,tamaulipas,1,13,0,Facebook
Facebook::Arturo Garibay,reforestacion,1,7,8,Facebook
Facebook::Arturo Garibay,bravo,1,24,6,Facebook
Facebook::Arturo Garibay,responsable,1,11,2,Facebook
Facebook::Arturo Garibay,dirigir,1,16,3,Facebook
Facebook::Arturo Garibay,destino,1,23,0,Facebook
Facebook::Arturo Garibay,tampiquenos,1,47,5,Facebook
Facebook::Arturo Garibay,certeza,1,37,2,Facebook
Facebook::Arturo Garibay,confianza,1,22,9,Facebook
Facebook::Arturo Garibay,ocupar,1,12,3,Facebook
Facebook::Arturo Garibay,ciudad,1,13,0,Facebook
Facebook::Arturo Garibay,limpio,1,47,6,Facebook
Facebook::Arturo Garibay,apoyar,1,42,0,Facebook
Facebook::Arturo Garibay,libertad,1,21,2,Facebook
Facebook::Arturo Garibay,expresion,1,10,1,Facebook
Facebook::Arturo Garibay,evento,1,6,4,Facebook
Facebook::Arturo Garibay,monica,1,47,0,Facebook
Facebook::Arturo Garibay,reconocimiento,1,0,1,Facebook
Facebook::Arturo Garibay,hermoso,1,28,0,Facebook
Facebook::Aurelio Cantú D,presidenta,6,47,3,Facebook
Facebook::Aurelio Cantú D,excelente,5,47,5,Facebook
Facebook::Aurelio Cantú D,felicidades,5,0,2,Facebook
Facebook::Aurelio Cantú D,accion,3,31,2,Facebook
Facebook::Aurelio Cantú D,tampiquenos,2,47,5,Facebook
Facebook::Aurelio Cantú D,monica,2,47,0,Facebook
Facebook::Aurelio Cantú D,villarreal,2,47,0,Facebook
Facebook::Aurelio Cantú D,equipo,1,37,0,Facebook
Facebook::Aurelio Cantú D,vision,1,47,1,Facebook
Facebook::Aurelio Cantú D,bello,1,28,0,Facebook
Facebook::Aurelio Cantú D,tampico,1,13,0,Facebook
Facebook::Aurelio Cantú D,beneficio,1,47,8,Facebook
Facebook::Aurelio Cantú D,tampicovacontodo,1,47,-1,Facebook
Facebook::Aurelio Cantú D,turismo,1,23,0,Facebook
Facebook::Aurelio Cantú D,unir,1,6,1,Facebook
Facebook::Aurelio Cantú D,madrina,1,29,1,Facebook
Facebook::Aurelio Cantú D,lujo,1,34,2,Facebook
Facebook::Aurelio Cantú D,felicidad,1,0,2,Facebook
Facebook::Aurelio Cantú D,prevencion,1,31,8,Facebook
Facebook::Aurelio Cantú D,importante,1,48,0,Facebook
Facebook::Aurelio Garcia,excelente,3,47,5,Facebook
Facebook::Aurelio Garcia,apoyo,1,45,0,Facebook
Facebook::Aurelio Garcia,beneficio,1,47,8,Facebook
Facebook::Aurora Covarrubias Alvarado,calle,2,17,1,Facebook
Facebook::Aurora Covarrubias Alvarado,cuadra,2,11,10,Facebook
Facebook::Aurora Covarrubias Alvarado,tampico,2,13,0,Facebook
Facebook::Aurora Covarrubias Alvarado,ocampo,1,1,5,Facebook
Facebook::Aurora Covarrubias Alvarado,adolfo,1,36,6,Facebook
Facebook::Aurora Covarrubias Alvarado,lopez,1,9,3,Facebook
Facebook::Aurora Covarrubias Alvarado,mateos,1,37,4,Facebook
Facebook::Aurora Covarrubias Alvarado,faltar,1,42,9,Facebook
Facebook::Aurora Covarrubias Alvarado,col,1,45,5,Facebook
Facebook::Aurora Covarrubias Alvarado,paz,1,7,1,Facebook
Facebook::Aurora Covarrubias Alvarado,favor,1,42,2,Facebook
Facebook::Aurora Zurc,parecer,1,42,12,Facebook
Facebook::Aurora Zurc,increible,1,32,6,Facebook
Facebook::Aurora Zurc,labor,1,2,4,Facebook
