palabra,tema_id,sub_id,color_tema,peso_lda,grado_total,grado_intra_sub,grado_intra_cluster,grado_extra,peso_intra_sub,peso_intra_cluster,peso_extra,pagerank,betweenness,clustering_coef,eigenvector,participation,z_within_degree,rol
escuchar,13,0,#ff9896,0.0115789165720343,5,1,4,0,8.0,12.0,0.0,0.001358,0.004215,0.4,0.0,0.56,0.4472,broker
gobierno,13,0,#ff9896,0.0228892173618078,26,1,10,15,8.0,44.0,77.0,0.005653,0.014151,0.1846,0.0,0.9172,1.7889,broker
obra,13,1,#ff9896,0.0229395534843206,16,1,3,12,6.0,16.0,71.0,0.004024,0.004317,0.325,0.0,0.9141,-1.0,broker
utilizar,13,3,#ff9896,0.0058985659852623,3,1,1,1,7.0,3.0,4.0,0.00087,0.0,0.6667,0.0,0.6667,0.0,broker
hombre,13,2,#ff9896,0.0115789221599698,8,0,6,2,0.0,25.0,10.0,0.002035,0.000213,0.25,0.0,0.75,0.75,broker
tarde,13,2,#ff9896,0.011578919366002,9,0,5,4,0.0,19.0,18.0,0.001911,0.004045,0.2222,0.0,0.8148,0.75,broker
frente,13,2,#ff9896,0.0115789202973246,5,0,5,0,0.0,19.0,0.0,0.001228,0.0,0.6,0.0,0.56,0.75,broker
evitar,13,2,#ff9896,0.0058985673822462,3,0,3,0,0.0,10.0,0.0,0.00077,0.0,0.6667,0.0,0.6667,-1.75,broker
responder,13,0,#ff9896,0.0115789156407117,2,0,2,0,0.0,7.0,0.0,0.0007,0.0,1.0,0.0,0.0,-0.8944,periferico
jorge,13,0,#ff9896,0.0172592382878065,4,0,3,1,0.0,9.0,4.0,0.001151,6.6e-05,0.1667,0.0,0.375,0.4472,periferico
ejercito,13,2,#ff9896,0.0058985683135688,3,0,3,0,0.0,9.0,0.0,0.000747,0.0,0.6667,0.0,0.4444,-0.5,periferico
informar,13,3,#ff9896,0.0058985687792301,1,0,1,0,0.0,3.0,0.0,0.000456,0.0,0.0,0.0,0.0,-1.4142,periferico
cercano,13,0,#ff9896,0.0115789156407117,4,0,2,2,0.0,6.0,11.0,0.00105,0.0,0.3333,0.0,0.5,-0.8944,broker
apoyar,13,0,#ff9896,0.0115789156407117,2,0,2,0,0.0,6.0,0.0,0.000724,0.0,0.0,0.0,0.0,-0.8944,periferico
maximo,8,0,#bcbd22,0.0244155153632164,16,3,2,11,39.0,8.0,54.0,0.004517,0.00949,0.2583,0.0,0.8984,1.0,broker
temperatura,8,0,#bcbd22,0.0244155097752809,15,3,2,10,32.0,15.0,57.0,0.004483,0.018251,0.3048,0.0,0.8889,1.0,broker
municipio,8,2,#bcbd22,0.0143563859164714,9,1,4,4,12.0,19.0,19.0,0.002211,0.0,0.4444,0.0,0.7654,1.0,broker
zona,8,2,#bcbd22,0.0184360649436712,14,1,6,7,12.0,27.0,48.0,0.004049,0.012276,0.2418,0.0,0.8469,1.0,broker
grado,8,0,#bcbd22,0.0123166674748063,6,2,1,3,19.0,3.0,15.0,0.001812,9e-06,0.6667,0.0,0.7778,-1.0,broker
ambiente,8,0,#bcbd22,0.0131860608235001,5,2,1,2,16.0,4.0,8.0,0.001431,3e-06,0.7,0.0,0.72,-1.0,broker
politico,8,1,#bcbd22,0.0083788111805915,5,1,2,2,5.0,7.0,8.0,0.001662,0.0043,0.1,0.0,0.56,0.75,broker
proceso,8,1,#bcbd22,0.0062923715449869,1,1,0,0,5.0,0.0,0.0,0.000679,0.0,0.0,0.0,0.0,-1.75,periferico
apoyo,8,1,#bcbd22,0.0061116321012377,3,1,2,0,5.0,7.0,0.0,0.000978,0.000284,0.6667,0.0,0.4444,-0.5,periferico
atencion,8,1,#bcbd22,0.0080821309238672,5,2,2,1,10.0,6.0,5.0,0.001549,0.000166,0.2,0.0,0.56,0.75,broker
falta,8,1,#bcbd22,0.0082374028861522,5,1,3,1,5.0,11.0,4.0,0.001415,0.000781,0.3,0.0,0.56,0.75,broker
peligroso,8,2,#bcbd22,0.0041577434167265,1,0,1,0,0.0,4.0,0.0,0.000484,0.0,0.0,0.0,0.0,-1.0,periferico
ayuntamiento,8,2,#bcbd22,0.0102384705096483,3,0,2,1,0.0,7.0,8.0,0.000929,0.002505,0.3333,0.0,0.6667,-1.0,broker
ano,11,4,#ffbb78,0.031770646572113,59,1,20,38,5.0,108.0,212.0,0.014774,0.116257,0.1034,0.0,0.9641,1.4142,broker
economico,11,3,#ffbb78,0.0388889499008655,6,2,2,2,12.0,13.0,13.0,0.001905,0.0,0.4,0.0,0.6667,1.0,broker
importante,11,3,#ffbb78,0.0184679143130779,7,2,4,1,13.0,20.0,4.0,0.001939,0.0,0.4762,0.0,0.7347,1.0,broker
mundial,11,1,#ffbb78,0.0282819457352161,6,1,3,2,9.0,9.0,9.0,0.001828,5.7e-05,0.2,0.0,0.7778,1.7889,broker
observar,11,1,#ffbb78,0.0143967298790812,2,1,1,0,9.0,4.0,0.0,0.000998,0.0,1.0,0.0,0.5,0.4472,broker
oportunidad,11,3,#ffbb78,0.0366827622056007,10,2,5,3,11.0,21.0,16.0,0.002445,0.000478,0.3111,0.0,0.86,-1.0,broker
pequeno,11,0,#ffbb78,0.0323490463197231,9,2,6,1,10.0,26.0,4.0,0.002315,0.000335,0.25,0.0,0.7407,1.5689,broker
explicar,11,2,#ffbb78,0.0144027406349778,4,0,4,0,0.0,17.0,0.0,0.001131,0.0,0.3333,0.0,0.75,-0.3536,broker
escenario,11,2,#ffbb78,0.0143967028707265,4,1,3,0,7.0,11.0,0.0,0.001257,2.4e-05,0.1667,0.0,0.625,0.7071,broker
impulsar,11,2,#ffbb78,0.0197693072259426,8,1,4,3,7.0,14.0,15.0,0.002035,9e-06,0.25,0.0,0.75,1.7678,broker
entender,11,0,#ffbb78,0.0143924430012702,4,0,3,1,0.0,14.0,5.0,0.001142,0.0,0.6667,0.0,0.625,-0.3922,broker
aprovechar,11,1,#ffbb78,0.0143908485770225,2,0,2,0,0.0,9.0,0.0,0.00073,0.0,1.0,0.0,0.5,0.4472,broker
posibilidad,11,4,#ffbb78,0.0143993226811289,5,1,0,4,5.0,0.0,17.0,0.001188,0.0,0.5,0.0,0.56,-0.7071,broker
ayudar,11,5,#ffbb78,0.0143956784158945,1,0,1,0,0.0,5.0,0.0,0.000519,0.0,0.0,0.0,0.0,0.0,periferico
enfrentar,11,0,#ffbb78,0.0144014246761798,4,1,3,0,5.0,11.0,0.0,0.001085,0.0,0.8333,0.0,0.375,0.5883,periferico
mexicano,11,0,#ffbb78,0.0144030768424272,5,1,3,1,5.0,11.0,4.0,0.001207,0.0,0.5,0.0,0.72,-0.3922,broker
alla,11,1,#ffbb78,0.0143799809738993,3,0,2,1,0.0,8.0,4.0,0.000818,0.0,0.3333,0.0,0.6667,-0.8944,broker
consecuencia,11,0,#ffbb78,0.0144005110487341,3,0,3,0,0.0,12.0,0.0,0.000877,0.0,0.3333,0.0,0.6667,-1.3728,broker
comercio,11,2,#ffbb78,0.0144060757011175,3,0,3,0,0.0,10.0,0.0,0.000788,0.0,0.6667,0.0,0.6667,-0.3536,broker
marcado,11,4,#ffbb78,0.014400421641767,2,0,1,1,0.0,4.0,5.0,0.000652,0.0,1.0,0.0,0.5,-0.7071,broker
ofrecer,11,1,#ffbb78,0.0144007680937647,3,0,2,1,0.0,6.0,4.0,0.000787,0.0,0.0,0.0,0.6667,-0.8944,broker
abrir,11,-1,#ffbb78,0.014401314780116,5,0,3,2,0.0,9.0,8.0,0.00108,9e-06,0.2,0.0,0.8,0.0,broker
avance,11,2,#ffbb78,0.0143918944522738,2,0,1,1,0.0,3.0,4.0,0.000607,0.0,0.0,0.0,0.5,-0.3536,broker
representar,11,3,#ffbb78,0.0252290572971105,4,0,4,0,0.0,12.0,0.0,0.000876,0.0,0.6667,0.0,0.625,-1.0,broker
directivo,11,5,#ffbb78,0.0143952826038002,3,0,2,1,0.0,6.0,4.0,0.000804,0.0,0.3333,0.0,0.6667,0.0,broker
internacional,11,-1,#ffbb78,0.0282616931945085,7,0,2,5,0.0,6.0,32.0,0.001691,0.0,0.4286,0.0,0.8163,0.0,broker
milenio,11,2,#ffbb78,0.014389730989933,1,0,1,0,0.0,3.0,0.0,0.000441,0.0,0.0,0.0,0.0,-1.4142,periferico
baja,6,0,#e377c2,0.0378825403749942,15,6,1,8,55.0,4.0,38.0,0.003711,0.014509,0.4476,0.0,0.72,1.1832,broker
california,6,0,#e377c2,0.0378127731382846,17,6,3,8,52.0,10.0,39.0,0.003895,0.000649,0.3897,0.0,0.7751,1.1832,broker
appel,6,0,#e377c2,0.0274720750749111,12,4,5,3,31.0,16.0,12.0,0.002428,0.0,0.5758,0.0,0.7361,-0.169,broker
ruffo,6,0,#e377c2,0.0427854694426059,18,6,5,7,60.0,21.0,42.0,0.004769,0.007898,0.3856,0.0,0.8086,0.5071,broker
ernesto,6,0,#e377c2,0.0406882725656032,13,5,3,5,40.0,11.0,29.0,0.003175,3.6e-05,0.5385,0.0,0.7337,-0.169,broker
combustible,6,1,#e377c2,0.024080004543066,7,1,5,1,10.0,16.0,5.0,0.001549,0.000142,0.4762,0.0,0.6939,0.0,broker
empresa,6,1,#e377c2,0.0787724703550338,24,4,11,9,33.0,47.0,37.0,0.005537,0.024901,0.1268,0.0,0.8681,1.633,broker
operacion,6,1,#e377c2,0.0279896594583988,9,1,6,2,10.0,20.0,8.0,0.001978,0.000823,0.3611,0.0,0.716,0.8165,broker
exgobernador,6,0,#e377c2,0.0211124904453754,11,4,2,5,30.0,7.0,22.0,0.002362,4.1e-05,0.7273,0.0,0.6116,0.5071,broker
fiscal,6,2,#e377c2,0.0301235206425189,5,1,4,0,8.0,12.0,0.0,0.001115,0.0,0.9,0.0,0.64,-1.0,broker
huachicol,6,2,#e377c2,0.0299585182219743,10,1,5,4,8.0,20.0,17.0,0.002253,0.005348,0.2444,0.0,0.82,1.0,broker
grande,6,1,#e377c2,0.0261268354952335,7,2,4,1,12.0,13.0,4.0,0.001518,0.000152,0.4762,0.0,0.6122,0.8165,broker
red,6,1,#e377c2,0.0175170097500085,3,2,0,1,11.0,0.0,10.0,0.001797,0.004803,0.0,0.0,0.4444,-0.8165,periferico
ensenada,6,0,#e377c2,0.0173854362219572,4,3,1,0,16.0,4.0,0.0,0.00101,0.0,0.8333,0.0,0.375,-1.5213,periferico
comenzar,6,1,#e377c2,0.0089797172695398,1,1,0,0,5.0,0.0,0.0,0.00069,0.0,0.0,0.0,0.0,-1.633,periferico
alto,6,1,#e377c2,0.0126819964498281,7,1,4,2,5.0,14.0,8.0,0.001474,0.000431,0.3333,0.0,0.7347,0.0,broker
aprehension,6,3,#e377c2,0.0161804798990488,1,1,0,0,5.0,0.0,0.0,0.002169,0.0,0.0,0.0,0.0,0.0,periferico
orden,6,3,#e377c2,0.016133576631546,1,1,0,0,5.0,0.0,0.0,0.002169,0.0,0.0,0.0,0.0,0.0,periferico
solicitar,6,3,#e377c2,0.0088778436183929,5,0,2,3,0.0,8.0,14.0,0.001239,0.004083,0.4,0.0,0.8,0.0,broker
industria,6,1,#e377c2,0.012985723093152,3,0,2,1,0.0,8.0,4.0,0.000864,0.000114,0.0,0.0,0.4444,-0.8165,periferico
republica,6,0,#e377c2,0.0131518617272377,5,0,3,2,0.0,11.0,8.0,0.000998,4.7e-05,0.4,0.0,0.56,-1.5213,broker
relacionado,6,2,#e377c2,0.029006352648139,13,0,10,3,0.0,35.0,12.0,0.002296,0.000448,0.3205,0.0,0.7574,1.0,broker
firma,6,2,#e377c2,0.0174042303115129,3,0,3,0,0.0,10.0,0.0,0.000739,0.0,1.0,0.0,0.4444,-1.0,periferico
titular,6,3,#e377c2,0.0054619489237666,3,0,3,0,0.0,9.0,0.0,0.000722,0.0,0.6667,0.0,0.4444,0.0,periferico
millon,14,1,#c5b0d5,0.0306890774518251,22,2,6,14,19.0,25.0,80.0,0.005516,0.015544,0.1732,0.0,0.9298,0.0,broker
proyecto,14,1,#c5b0d5,0.0307217333465814,16,2,3,11,20.0,13.0,56.0,0.004267,0.006214,0.2417,0.0,0.9141,0.0,broker
centro,14,0,#c5b0d5,0.0307337287813425,14,3,4,7,20.0,14.0,30.0,0.00311,0.004556,0.1978,0.0,0.8571,2.0,broker
comunidad,14,0,#c5b0d5,0.015649439767003,4,1,3,0,8.0,10.0,0.0,0.001146,9e-06,0.3333,0.0,0.625,-0.5,broker
construir,14,1,#c5b0d5,0.0307153742760419,7,2,2,3,13.0,7.0,19.0,0.001935,0.004282,0.3333,0.0,0.8163,0.0,broker
general,14,0,#c5b0d5,0.0156443696469068,11,1,5,5,7.0,18.0,29.0,0.002713,0.009095,0.2,0.0,0.876,-0.5,broker
infraestructura,14,4,#c5b0d5,0.0457925759255886,3,0,2,1,0.0,8.0,4.0,0.000955,0.0,0.3333,0.0,0.6667,0.0,broker
federal,14,3,#c5b0d5,0.0156915113329887,8,0,7,1,0.0,25.0,4.0,0.001846,0.000387,0.1786,0.0,0.8125,1.0,broker
esperar,14,2,#c5b0d5,0.0156657844781875,11,1,4,6,5.0,14.0,32.0,0.002399,0.000715,0.2909,0.0,0.876,-0.5774,broker
laredo,14,5,#c5b0d5,0.0307329967617988,11,1,3,7,5.0,12.0,38.0,0.002681,0.003642,0.2727,0.0,0.876,1.4142,broker
region,14,0,#c5b0d5,0.0156507920473814,7,1,3,3,5.0,11.0,15.0,0.001676,9.5e-05,0.2857,0.0,0.8163,-0.5,broker
confirmar,14,5,#c5b0d5,0.0156541690230369,3,1,1,1,5.0,3.0,4.0,0.000878,0.0,0.3333,0.0,0.6667,-0.7071,broker
terminar,14,2,#c5b0d5,0.0156678277999162,8,1,4,3,5.0,15.0,12.0,0.001836,0.001025,0.0,0.0,0.7812,1.7321,broker
sumar,14,5,#c5b0d5,0.0156651008874177,5,0,2,3,0.0,8.0,15.0,0.001169,0.0,0.5,0.0,0.8,-0.7071,broker
generar,14,4,#c5b0d5,0.0156463515013456,7,0,3,4,0.0,11.0,19.0,0.001472,0.0,0.3333,0.0,0.8571,0.0,broker
medio,14,4,#c5b0d5,0.0156601332128047,4,0,3,1,0.0,10.0,4.0,0.000985,0.0,0.0,0.0,0.75,0.0,broker
indicar,14,2,#c5b0d5,0.0156503692269325,3,0,3,0,0.0,11.0,0.0,0.000815,1.9e-05,0.3333,0.0,0.4444,-0.5774,periferico
coahuila,14,3,#c5b0d5,0.0156603679060935,3,0,3,0,0.0,10.0,0.0,0.000789,0.0,0.6667,0.0,0.4444,1.0,periferico
frontera,14,3,#c5b0d5,0.0156412944197654,6,0,5,1,0.0,17.0,4.0,0.001234,1.9e-05,0.2667,0.0,0.8333,-1.0,broker
grupo,14,4,#c5b0d5,0.0458487756550312,2,0,2,0,0.0,6.0,0.0,0.000655,0.0,0.0,0.0,0.5,0.0,broker
encargado,14,2,#c5b0d5,0.0156999435275793,3,0,2,1,0.0,6.0,4.0,0.00077,1.9e-05,0.0,0.0,0.6667,-0.5774,broker
victoria,14,0,#c5b0d5,0.0156870894134044,3,0,2,1,0.0,6.0,4.0,0.0007,0.0,0.6667,0.0,0.4444,-0.5,periferico
unidos,14,3,#c5b0d5,0.0156597942113876,2,0,2,0,0.0,6.0,0.0,0.000616,0.0,1.0,0.0,0.5,-1.0,broker
columna,25,1,#8c564b,0.0664736256003379,8,4,3,1,30.0,16.0,8.0,0.002823,0.010707,0.6071,0.0,0.5938,0.8165,broker
noticias,25,1,#8c564b,0.0333684980869293,6,3,2,1,20.0,8.0,4.0,0.001791,5e-06,0.7333,0.0,0.6111,-1.2247,broker
cartones,25,1,#8c564b,0.033368494361639,6,4,1,1,25.0,5.0,4.0,0.001877,0.000262,0.8,0.0,0.5,0.8165,broker
casa,25,0,#8c564b,0.0267996229231357,20,4,7,9,28.0,29.0,40.0,0.004897,0.032751,0.1579,0.0,0.845,1.5275,broker
responsabilidad,25,0,#8c564b,0.026799626648426,9,2,5,2,16.0,21.0,8.0,0.00238,0.001456,0.4444,0.0,0.642,0.7638,broker
mandar,25,2,#8c564b,0.0333684906363487,9,4,4,1,20.0,23.0,4.0,0.002688,0.008558,0.4722,0.0,0.716,0.8165,broker
quedar,25,3,#8c564b,0.0397539548575878,14,2,9,3,13.0,50.0,12.0,0.003892,0.018749,0.2637,0.0,0.8265,0.0,broker
articulo,25,0,#8c564b,0.0267996285110712,4,1,2,1,8.0,8.0,4.0,0.001223,0.0,1.0,0.0,0.375,-0.7638,periferico
libertad,25,0,#8c564b,0.0267996285110712,7,1,4,2,5.0,20.0,8.0,0.001785,0.018623,0.619,0.0,0.6939,-0.7638,broker
proteccion,25,3,#8c564b,0.0135038495063781,9,1,4,4,7.0,13.0,25.0,0.002402,0.013024,0.25,0.0,0.7407,1.8257,broker
correo,25,2,#8c564b,0.033368494361639,5,4,1,0,20.0,7.0,0.0,0.001759,3e-06,0.7,0.0,0.32,0.8165,periferico
fuerte,25,3,#8c564b,0.0068814838305115,4,1,2,1,6.0,6.0,4.0,0.000993,0.0,0.6667,0.0,0.625,0.0,broker
respetar,25,0,#8c564b,0.0267996229231357,7,1,5,1,6.0,20.0,4.0,0.001694,3.8e-05,0.7143,0.0,0.5714,0.0,broker
loultimo,25,1,#8c564b,0.0333684980869293,7,4,2,1,20.0,10.0,4.0,0.001904,6.3e-05,0.7143,0.0,0.6122,0.8165,broker
newsletter,25,1,#8c564b,0.033368494361639,7,3,3,1,15.0,15.0,4.0,0.001909,3e-06,0.7143,0.0,0.6939,-1.2247,broker
conversacion,25,2,#8c564b,0.033368494361639,7,3,3,1,15.0,15.0,4.0,0.002018,4.3e-05,0.619,0.0,0.6939,-1.2247,broker
resumen,25,2,#8c564b,0.0333684980869293,4,4,0,0,20.0,0.0,0.0,0.001424,3e-06,0.8333,0.0,0.0,0.8165,periferico
informativo,25,2,#8c564b,0.033368494361639,3,3,0,0,15.0,0.0,0.0,0.001149,0.0,1.0,0.0,0.0,-1.2247,periferico
salir,25,0,#8c564b,0.0068814759142696,5,1,2,2,5.0,7.0,8.0,0.00116,0.000175,0.3,0.0,0.72,-1.5275,broker
impactar,25,3,#8c564b,0.0068780216388404,1,0,1,0,0.0,4.0,0.0,0.000507,0.0,0.0,0.0,0.0,-0.9129,periferico
emitir,25,0,#8c564b,0.0267996191978454,6,0,5,1,0.0,20.0,4.0,0.001432,0.0,0.8,0.0,0.2778,0.7638,periferico
abril,25,3,#8c564b,0.0201246328651905,3,0,1,2,0.0,3.0,9.0,0.000734,0.0,0.3333,0.0,0.6667,-0.9129,broker
historia,1,1,#ff7f0e,0.0161447543650865,10,2,4,4,17.0,16.0,21.0,0.002344,0.0,0.4889,0.0,0.82,0.0,broker
vivir,1,1,#ff7f0e,0.0137706464156508,9,2,5,2,18.0,18.0,13.0,0.00222,0.007748,0.4444,0.0,0.8148,0.0,broker
experiencia,1,1,#ff7f0e,0.0182053912431001,18,2,8,8,17.0,33.0,44.0,0.003826,0.008554,0.3072,0.0,0.8827,0.0,broker
agosto,1,0,#ff7f0e,0.0151728373020887,9,2,2,5,11.0,9.0,40.0,0.002579,0.000521,0.4722,0.0,0.8395,-0.5,broker
tampicotecuida,1,0,#ff7f0e,0.0137473288923501,11,2,2,7,11.0,8.0,32.0,0.002252,9e-06,0.3455,0.0,0.843,0.75,broker
jaiba,1,3,#ff7f0e,0.0182245075702667,11,1,3,7,6.0,12.0,39.0,0.002301,0.0,0.6,0.0,0.8595,0.0,broker
unico,1,3,#ff7f0e,0.0206123609095811,8,1,4,3,6.0,13.0,19.0,0.001638,0.0,0.75,0.0,0.75,0.0,broker
contar,1,2,#ff7f0e,0.0129045536741614,8,1,3,4,5.0,13.0,17.0,0.001757,0.000654,0.2143,0.0,0.75,0.0,broker
cultura,1,0,#ff7f0e,0.0091944877058267,6,0,3,3,0.0,12.0,12.0,0.001187,0.0,0.7333,0.0,0.7778,-1.75,broker
arte,1,0,#ff7f0e,0.0183301959186792,8,1,4,3,5.0,13.0,14.0,0.001503,9e-06,0.3571,0.0,0.75,0.75,broker
tampicovacontodo,1,0,#ff7f0e,0.0137760136276483,6,3,0,3,15.0,0.0,12.0,0.001321,0.0,0.6667,0.0,0.6667,0.75,broker
social,1,2,#ff7f0e,0.0183735713362693,5,2,2,1,10.0,8.0,10.0,0.002121,0.004424,0.3,0.0,0.64,1.4142,broker
privado,1,2,#ff7f0e,0.0092754680663347,1,1,0,0,5.0,0.0,0.0,0.000647,0.0,0.0,0.0,0.0,0.0,periferico
domingo,1,3,#ff7f0e,0.0137741798534989,6,0,4,2,0.0,13.0,13.0,0.001212,0.0,0.8,0.0,0.7778,0.0,broker
ciudad,12,2,#98df8a,0.0500435233116149,63,1,13,49,15.0,94.0,330.0,0.015798,0.107138,0.1306,0.0,0.969,0.0,broker
dafne,12,0,#98df8a,0.0394561663269996,48,1,9,38,25.0,95.0,248.0,0.012764,0.081549,0.2039,0.0,0.9627,1.4142,broker
militarizado,12,0,#98df8a,0.0190937314182519,12,1,4,7,25.0,20.0,42.0,0.002994,0.0,0.6364,0.0,0.8889,-0.7071,broker
mante,12,2,#98df8a,0.0206677485257387,11,1,6,4,15.0,31.0,20.0,0.002411,0.0,0.5818,0.0,0.843,0.0,broker
fallecimiento,12,-1,#98df8a,0.009374264627695,6,0,5,1,0.0,33.0,6.0,0.001505,0.0,0.9333,0.0,0.7222,0.0,broker
pedir,12,3,#98df8a,0.0164084043353796,9,1,4,4,5.0,22.0,17.0,0.001851,0.002183,0.3333,0.0,0.8395,1.4142,broker
recibir,12,3,#98df8a,0.0121721290051937,11,1,6,4,5.0,28.0,16.0,0.002062,0.0,0.3273,0.0,0.876,0.0,broker
luis,12,3,#98df8a,0.00659418432042,7,0,4,3,0.0,19.0,13.0,0.001354,0.0,0.3333,0.0,0.8163,0.0,broker
antonio,12,1,#98df8a,0.0368819497525692,6,2,2,2,13.0,6.0,13.0,0.001608,0.0,0.5333,0.0,0.6667,1.7678,broker
evento,12,1,#98df8a,0.0319822430610656,6,1,1,4,7.0,3.0,20.0,0.001442,0.0,0.4667,0.0,0.8333,-0.3536,broker
sosa,12,1,#98df8a,0.0239378083497285,4,1,1,2,6.0,4.0,12.0,0.001129,0.0,1.0,0.0,0.75,-0.3536,broker
reunir,12,1,#98df8a,0.0116540854796767,1,0,1,0,0.0,5.0,0.0,0.000478,0.0,0.0,0.0,0.0,-1.4142,periferico
juan,12,1,#98df8a,0.0200748927891254,4,0,4,0,0.0,13.0,0.0,0.000938,0.0,0.5,0.0,0.625,0.7071,broker
originario,12,2,#98df8a,0.006594281643629,3,0,3,0,0.0,11.0,0.0,0.000659,0.0,1.0,0.0,0.4444,0.0,periferico
localviernes,12,0,#98df8a,0.0133266989141702,3,0,2,1,0.0,7.0,6.0,0.000737,0.0,1.0,0.0,0.6667,-0.7071,broker
hernandez,12,1,#98df8a,0.0295416824519634,2,0,2,0,0.0,6.0,0.0,0.000601,0.0,1.0,0.0,0.5,-0.3536,broker
localdomingo,12,3,#98df8a,0.0125050563365221,2,0,1,1,0.0,3.0,4.0,0.000548,0.0,1.0,0.0,0.5,-1.4142,broker
academia,24,2,#9467bd,0.0610663443803787,32,2,7,23,34.0,127.0,128.0,0.009534,0.01173,0.2722,0.0,0.9434,1.0,broker
director,24,2,#9467bd,0.0540278144180774,17,1,8,8,29.0,87.0,37.0,0.005,0.000227,0.4485,0.0,0.872,1.0,broker
militarizada,24,1,#9467bd,0.0533240288496017,14,3,4,7,55.0,75.0,38.0,0.005265,0.005876,0.6593,0.0,0.8776,0.0,broker
muerte,24,0,#9467bd,0.05490293353796,40,4,9,27,49.0,101.0,164.0,0.010413,0.040547,0.2423,0.0,0.9463,1.0928,broker
doenitz,24,1,#9467bd,0.0531879775226116,20,3,6,11,54.0,63.0,61.0,0.005715,0.003773,0.4842,0.0,0.91,0.0,broker
madero,24,0,#9467bd,0.0315348021686077,36,2,8,26,36.0,42.0,192.0,0.009566,0.02864,0.2714,0.0,0.9429,1.0928,broker
amenazar,24,0,#9467bd,0.0492169633507728,10,2,5,3,25.0,41.0,16.0,0.003126,0.004291,0.4444,0.0,0.68,1.0928,broker
seguridad,24,1,#9467bd,0.0490263365209102,18,3,4,11,49.0,21.0,57.0,0.004609,0.007805,0.268,0.0,0.8889,0.0,broker
temer,24,1,#9467bd,0.0492955036461353,10,3,3,4,48.0,24.0,20.0,0.003144,0.00081,0.6667,0.0,0.8,0.0,broker
septiembre,24,0,#9467bd,0.0414587557315826,15,3,3,9,27.0,11.0,57.0,0.00366,0.000431,0.4,0.0,0.8444,1.0928,broker
cobrar,24,2,#9467bd,0.0059530404396355,5,1,3,1,5.0,11.0,4.0,0.000909,0.0,1.0,0.0,0.72,-1.0,broker
dano,24,0,#9467bd,0.0083774123340845,2,1,1,0,5.0,4.0,0.0,0.000597,0.0,1.0,0.0,0.0,-0.6428,periferico
denunciar,24,2,#9467bd,0.0064141252078115,4,0,4,0,0.0,17.0,0.0,0.00081,0.0,1.0,0.0,0.5,-1.0,broker
revelar,24,3,#9467bd,0.0116761466488242,7,0,5,2,0.0,20.0,8.0,0.001294,0.0,0.8571,0.0,0.6939,0.0,broker
sexo,24,3,#9467bd,0.0116761624813079,6,0,4,2,0.0,16.0,8.0,0.001175,0.0,0.9333,0.0,0.7222,0.0,broker
nombre,24,3,#9467bd,0.011896077543497,6,0,4,2,0.0,15.0,8.0,0.001141,0.0,0.8,0.0,0.7778,0.0,broker
fecha,24,0,#9467bd,0.0063585038296878,2,0,2,0,0.0,7.0,0.0,0.000535,0.0,1.0,0.0,0.0,-0.6428,periferico
informe,24,0,#9467bd,0.0086442371830344,2,0,2,0,0.0,6.0,0.0,0.000514,0.0,1.0,0.0,0.0,-0.6428,periferico
administracion,24,0,#9467bd,0.0064337868243455,1,0,1,0,0.0,3.0,0.0,0.000416,0.0,0.0,0.0,0.0,-1.2214,periferico
marzo,24,0,#9467bd,0.0093905180692672,1,0,1,0,0.0,3.0,0.0,0.000422,0.0,0.0,0.0,0.0,-1.2214,periferico
monica,16,0,#f7b6d2,0.0336961708962917,19,2,4,13,28.0,17.0,79.0,0.004598,0.003888,0.3626,0.0,0.8975,0.9129,broker
villarreal,16,0,#f7b6d2,0.0328598544001579,22,2,4,16,28.0,18.0,94.0,0.00514,0.000152,0.3074,0.0,0.9132,0.9129,broker
prevencion,16,1,#f7b6d2,0.0313742533326149,21,2,6,13,16.0,35.0,72.0,0.00485,0.001617,0.2667,0.0,0.9297,0.0,broker
programa,16,1,#f7b6d2,0.0107283759862184,8,1,2,5,9.0,8.0,22.0,0.001823,0.000114,0.4286,0.0,0.7812,0.0,broker
jornada,16,2,#f7b6d2,0.022398505359888,10,1,4,5,6.0,22.0,34.0,0.00249,0.0,0.6,0.0,0.86,0.7071,broker
bienestar,16,1,#f7b6d2,0.011203565634787,9,1,3,5,7.0,10.0,27.0,0.001876,0.0,0.5,0.0,0.8148,0.0,broker
saludable,16,2,#f7b6d2,0.0170534253120422,5,1,1,3,6.0,7.0,16.0,0.001326,0.0,1.0,0.0,0.8,0.7071,broker
oferta,16,0,#f7b6d2,0.0086133498698472,6,2,0,4,12.0,0.0,20.0,0.00137,0.0,0.8667,0.0,0.7778,0.0,broker
fortalecer,16,0,#f7b6d2,0.0103571200743317,5,0,2,3,0.0,7.0,17.0,0.001118,0.0,1.0,0.0,0.72,0.0,broker
servicio,16,1,#f7b6d2,0.0099586164578795,5,0,3,2,0.0,11.0,12.0,0.001189,9.5e-05,0.6,0.0,0.56,0.0,broker
extraordinario,16,-1,#f7b6d2,0.0085298838093876,3,0,3,0,0.0,9.0,0.0,0.000614,0.0,1.0,0.0,0.4444,0.0,periferico
formar,5,0,#8c564b,0.0211421400308609,9,2,4,3,18.0,13.0,13.0,0.002092,0.0,0.3611,0.0,0.7407,0.4082,broker
