usuario,posicion_id,tema_id,rank_en_posicion,conteo_tema,pct_usuario_en_tema,n_msgs,n_palabras,plataformas,tema_dominante,sub_dominante
TikTok::info7tamps,T02_P1,2,9,3,12.0,1,25,TikTok,T04,T04_S0
Twitter::@RevistaDebateMX,T02_P1,2,10,3,23.1,2,13,Twitter,T02,T02_S0
YouTube::@CristianJonathanRodríguezR-d4v,T03_P1,3,1,7,23.3,1,30,YouTube,T03,T25_S0
YouTube::@GerardoReyna-zq6ho,T03_P1,3,2,3,37.5,1,8,YouTube,T03,T03_S0
TikTok::info7tamps,T04_P1,4,1,5,20.0,1,25,TikTok,T04,T04_S0
YouTube::@AlfonsopreciadoPreciadoGonzale,T04_P1,4,2,4,19.0,3,21,YouTube,T21,T21_S3
YouTube::@GrandRNomada,T04_P1,4,3,3,15.8,1,19,YouTube,T24,T24_S2
TikTok::monicavtampico,T05_P1,5,1,8,16.7,2,48,TikTok,T05,T02_S0
TikTok::info7tamps,T05_P1,5,2,4,16.0,1,25,TikTok,T04,T04_S0
Instagram::desecotampico,T05_P1,5,3,3,15.0,1,20,Instagram,T11,T05_S0
YouTube::@CarlaMo-qb5cq,T07_P1,7,1,11,29.7,2,37,YouTube,T07,T07_S1
YouTube::@KevinSantos-so9lm,T07_P1,7,2,8,61.5,5,13,YouTube,T07,T07_S2
YouTube::@rebecaLM4318,T07_P1,7,3,8,53.3,2,15,YouTube,T07,T07_S3
YouTube::@TribunaVecinal,T07_P1,7,4,8,44.4,3,18,YouTube,T07,T07_S1
YouTube::@lizzieguez,T07_P1,7,5,7,29.2,2,24,YouTube,T07,T00_S1
YouTube::@aracelifigueroa7751,T07_P1,7,6,6,42.9,1,14,YouTube,T07,T07_S2
YouTube::@EduvigesServin-w3s,T07_P1,7,7,5,45.5,1,11,YouTube,T07,T20_S0
YouTube::@CristinaTorres-fw1kw,T07_P1,7,8,5,25.0,1,20,YouTube,T07,T07_S3
YouTube::@RPD-DD,T07_P1,7,9,5,41.7,1,12,YouTube,T07,T07_S7
YouTube::@fer3725,T07_P1,7,10,5,33.3,1,15,YouTube,T07,T09_S1
YouTube::@misaelalonso2382,T07_P1,7,11,5,50.0,1,10,YouTube,T07,T07_S6
YouTube::@myriamjannethtapiaamezcua2141,T07_P1,7,12,5,13.5,1,37,YouTube,T15,T17_S2
YouTube::@CristianJonathanRodríguezR-d4v,T07_P1,7,13,4,13.3,1,30,YouTube,T03,T25_S0
YouTube::@rojoazul1687,T07_P1,7,14,4,44.4,1,9,YouTube,T07,T11_S4
YouTube::@paolac.7266,T07_P1,7,15,4,57.1,1,7,YouTube,T07,T15_S3
YouTube::@SebasPadilla-s4o,T07_P1,7,16,4,36.4,1,11,YouTube,T07,T00_S2
YouTube::@MARTHA.Patito,T07_P1,7,17,4,80.0,1,5,YouTube,T07,T07_S1
YouTube::@MariaCoreyLoyaReyes,T07_P1,7,18,4,36.4,1,11,YouTube,T07,T02_S0
YouTube::@GuadalupeGarcia-s6j,T07_P1,7,19,4,50.0,1,8,YouTube,T07,T07_S2
Instagram::tampico.noticias,T07_P1,7,20,4,20.0,1,20,Instagram,T24,T07_S3
YouTube::@CaroDiaz-m3g,T07_P1,7,21,4,23.5,1,17,YouTube,T07,T15_S0
YouTube::@IncrementaTuCartera,T07_P1,7,22,4,80.0,1,5,YouTube,T07,T07_S7
YouTube::@DeAndra750,T07_P1,7,23,3,17.6,2,17,YouTube,T00,T20_S0
YouTube::@Chuy_-qd8yd,T07_P1,7,24,3,20.0,1,15,YouTube,T17,T17_S2
YouTube::@MsBthy,T07_P1,7,25,3,42.9,2,7,YouTube,T07,T07_S1
YouTube::@Mr_Dr_Tacco,T07_P1,7,26,3,50.0,1,6,YouTube,T07,T07_S1
YouTube::@MauricioMartinez-g6q1n,T07_P1,7,27,3,60.0,1,5,YouTube,T07,T07_S6
YouTube::@MariaTorres-fj2bd,T07_P1,7,28,3,37.5,1,8,YouTube,T07,T21_S1
YouTube::@Lachicadehumo4120,T07_P1,7,29,3,33.3,1,9,YouTube,T07,T07_S2
YouTube::@FabiolaVillegas-y7h,T07_P1,7,30,3,37.5,1,8,YouTube,T07,T25_S3
YouTube::@Gonzo1611R,T07_P1,7,31,3,50.0,1,6,YouTube,T07,T07_S7
YouTube::@Julio-l7r4e,T07_P1,7,32,3,20.0,3,15,YouTube,T20,T13_S1
YouTube::@DylanFernando-t4g,T07_P1,7,33,3,30.0,1,10,YouTube,T10,T10_S0
YouTube::@FelisaSánchez-y5b,T07_P1,7,34,3,25.0,3,12,YouTube,T07,T07_S1
YouTube::@Coco-k3c,T07_P1,7,35,3,42.9,1,7,YouTube,T07,T07_S3
YouTube::@anaquintero9841,T07_P1,7,36,3,33.3,1,9,YouTube,T07,T10_S0
YouTube::@anaramirez1601,T07_P1,7,37,3,42.9,1,7,YouTube,T07,T07_S7
YouTube::@VeronicaRodriguezcervant-l6g2l,T07_P1,7,38,3,25.0,1,12,YouTube,T12,T24_S2
YouTube::@VeronicaMendez-t8o,T07_P1,7,39,3,17.6,4,17,YouTube,T00,T00_S1
YouTube::@SalvadorOlmospulido,T07_P1,7,40,3,21.4,1,14,YouTube,T20,T20_S0
YouTube::@henryhernandez7714,T07_P1,7,41,3,42.9,1,7,YouTube,T07,T15_S1
YouTube::@estanislaolazcanocastelan90,T07_P1,7,42,3,50.0,1,6,YouTube,T07,T08_S0
YouTube::@erebosart4379,T07_P1,7,43,3,27.3,1,11,YouTube,T07,T07_S3
YouTube::@deliasanchez4700,T07_P1,7,44,3,27.3,2,11,YouTube,T07,T07_S0
YouTube::@angievillasenor8179,T07_P1,7,45,3,42.9,1,7,YouTube,T07,T07_S1
YouTube::@apolinarsanchezmorales621,T07_P1,7,46,3,27.3,1,11,YouTube,T07,T00_S1
YouTube::@josefaguzman1645,T07_P1,7,47,3,60.0,1,5,YouTube,T07,T07_S1
YouTube::@jessicanavit,T07_P1,7,48,3,33.3,1,9,YouTube,T07,T24_S0
YouTube::@martharaquelramirezcelesti1660,T07_P1,7,49,3,33.3,1,9,YouTube,T07,T07_S1
YouTube::@mariadelsocorrorangel3725,T07_P1,7,50,3,50.0,1,6,YouTube,T07,T07_S6
YouTube::@mariadelrefugiohernandezro772,T07_P1,7,51,3,30.0,1,10,YouTube,T07,T07_S1
YouTube::@maria.67,T07_P1,7,52,3,37.5,2,8,YouTube,T07,T00_S1
YouTube::@lordyaco5202,T07_P1,7,53,3,30.0,1,10,YouTube,T07,T07_S1
YouTube::@nicoSaucedoEsparza,T07_P1,7,54,3,30.0,3,10,YouTube,T10,T10_S0
YouTube::@oscarhuerta3637,T07_P1,7,55,3,33.3,1,9,YouTube,T07,T20_S0
YouTube::@pattoronto8594,T07_P1,7,56,3,42.9,1,7,YouTube,T07,T07_S6
YouTube::@eiguajardo,T07_P2,7,1,9,40.9,2,22,YouTube,T07,T07_S3
YouTube::@familiabellezafitnes,T07_P2,7,2,8,44.4,1,18,YouTube,T07,T07_S3
YouTube::@chimichurri260,T07_P2,7,3,7,63.6,3,11,YouTube,T07,T07_S3
YouTube::@acs3452,T07_P2,7,4,6,50.0,2,12,YouTube,T07,T00_S1
YouTube::@RileyBeppler69,T07_P2,7,5,6,19.4,1,31,YouTube,T07,T12_S0
YouTube::@miriammartinez4530,T07_P2,7,6,6,37.5,1,16,YouTube,T07,T11_S0
YouTube::@aca639,T07_P2,7,7,5,33.3,1,15,YouTube,T07,T07_S5
YouTube::@AngieAngiedeMexico,T07_P2,7,8,5,21.7,1,23,YouTube,T07,T07_S5
YouTube::@aleromero33,T07_P2,7,9,4,66.7,1,6,YouTube,T07,T07_S5
YouTube::@arizuokusawa6953,T07_P2,7,10,4,25.0,2,16,YouTube,T07,T07_S5
YouTube::@Nerisse-q5v2n,T07_P2,7,11,4,33.3,1,12,YouTube,T07,T20_S0
YouTube::@LourdesJovitaSolisCruz-g5h3v,T07_P2,7,12,4,28.6,2,14,YouTube,T07,T11_S4
YouTube::@FromAnytown,T07_P2,7,13,4,12.5,1,32,YouTube,T13,T13_S1
YouTube::@veronicacopal8166,T07_P2,7,14,4,36.4,1,11,YouTube,T07,T07_S5
YouTube::@eduardoE5252,T07_P2,7,15,4,16.7,1,24,YouTube,T13,T13_S1
YouTube::@ootilootil9062,T07_P2,7,16,4,36.4,2,11,YouTube,T07,T07_S1
YouTube::@danubys1,T07_P2,7,17,4,21.1,1,19,YouTube,T07,T10_S0
YouTube::@h5jy,T07_P2,7,18,4,33.3,1,12,YouTube,T07,T00_S1
YouTube::@TeresaAcostaMontero,T07_P2,7,19,3,37.5,1,8,YouTube,T07,T00_S1
YouTube::@RddStar-y2v4z,T07_P2,7,20,3,23.1,3,13,YouTube,T00,T24_S0
YouTube::@IsraelMartinez-p5w,T07_P2,7,21,3,37.5,2,8,YouTube,T07,T13_S0
YouTube::@casagame-g6r,T07_P2,7,22,3,37.5,1,8,YouTube,T07,T12_S0
YouTube::@cristinapalacios3831,T07_P2,7,23,3,33.3,1,9,YouTube,T07,T07_S5
YouTube::@heribertocastanedacastro5822,T07_P2,7,24,3,60.0,1,5,YouTube,T07,T07_S5
YouTube::@karenchic4860,T07_P2,7,25,3,16.7,1,18,YouTube,T00,T02_S0
YouTube::@mamarodriguez9122,T07_P2,7,26,3,30.0,1,10,YouTube,T07,T13_S1
YouTube::@lupitaortizgarcia7364,T07_P2,7,27,3,42.9,1,7,YouTube,T07,T07_S7
YouTube::@patriciaponce3989,T07_P2,7,28,3,30.0,1,10,YouTube,T07,T07_S5
YouTube::@xavierzuniga6610,T07_P2,7,29,3,60.0,1,5,YouTube,T07,T07_S2
YouTube::@mariateresarosas3268,T09_P1,9,1,4,18.2,1,22,YouTube,T25,T25_S2
Twitter::@EleeseNoticias,T09_P1,9,2,3,12.5,2,24,Twitter,T16,T16_S0
YouTube::@rosalbacastellanos3845,T09_P1,9,3,3,25.0,1,12,YouTube,T09,T09_S1
YouTube::@Arigari21,T10_P1,10,1,5,62.5,2,8,YouTube,T10,T10_S0
YouTube::@nicoSaucedoEsparza,T10_P1,10,2,5,50.0,3,10,YouTube,T10,T10_S0
YouTube::@DylanFernando-t4g,T10_P1,10,3,4,40.0,1,10,YouTube,T10,T10_S0
YouTube::@ramirezpcmusica,T10_P1,10,4,4,28.6,1,14,YouTube,T10,T00_S2
YouTube::@RileyBeppler69,T10_P1,10,5,4,12.9,1,31,YouTube,T07,T12_S0
YouTube::@arizuokusawa6953,T10_P1,10,6,4,25.0,2,16,YouTube,T07,T07_S5
YouTube::@GeorginafajardoIII,T10_P1,10,7,3,23.1,1,13,YouTube,T10,T10_S0
YouTube::@aracelifigueroa7751,T10_P1,10,8,3,21.4,1,14,YouTube,T07,T07_S2
YouTube::@VeronicaMendez-t8o,T10_P1,10,9,3,17.6,4,17,YouTube,T00,T00_S1
YouTube::@josecarreno7780,T10_P1,10,10,3,23.1,1,13,YouTube,T20,T20_S0
YouTube::@danubys1,T10_P1,10,11,3,15.8,1,19,YouTube,T07,T10_S0
Instagram::metrotampico,T11_P1,11,1,16,14.5,3,110,Instagram,T20,T01_S0
Instagram::desecotampico,T11_P1,11,2,4,20.0,1,20,Instagram,T11,T05_S0
YouTube::@aca639,T11_P1,11,3,3,20.0,1,15,YouTube,T07,T07_S5
YouTube::@eduardoE5252,T11_P1,11,4,3,12.5,1,24,YouTube,T13,T13_S1
YouTube::@josedejesuagonzalez7271,T11_P1,11,5,3,60.0,1,5,YouTube,T11,T11_S4
Instagram::tampico.noticias,T12_P1,12,1,4,20.0,1,20,Instagram,T24,T07_S3
YouTube::@RileyBeppler69,T12_P1,12,2,4,12.9,1,31,YouTube,T07,T12_S0
YouTube::@VeronicaRodriguezcervant-l6g2l,T12_P1,12,3,4,33.3,1,12,YouTube,T12,T24_S2
Twitter::@MonicaVTampico,T13_P1,13,1,10,27.8,3,36,Twitter,T13,T13_S0
YouTube::@FromAnytown,T13_P1,13,2,5,15.6,1,32,YouTube,T13,T13_S1
YouTube::@eduardoE5252,T13_P1,13,3,5,20.8,1,24,YouTube,T13,T13_S1
YouTube::@CarlosEduardo-ul9rt,T13_P1,13,4,4,26.7,2,15,YouTube,T13,T13_S2
YouTube::@JesusAlejandrobg1,T13_P1,13,5,3,21.4,1,14,YouTube,T00,T13_S1
YouTube::@SebasPadilla-s4o,T13_P1,13,6,3,27.3,1,11,YouTube,T07,T00_S2
Instagram::juanpizanamtz,T14_P1,14,1,3,13.0,1,23,Instagram,T02,T02_S0
YouTube::@lourdessilvaruiz8642,T15_P1,15,1,6,23.1,1,26,YouTube,T15,T15_S0
YouTube::@myriamjannethtapiaamezcua2141,T15_P1,15,2,5,13.5,1,37,YouTube,T15,T17_S2
YouTube::@arizuokusawa6953,T15_P1,15,3,4,25.0,2,16,YouTube,T07,T07_S5
YouTube::@Atlas3ISam,T15_P1,15,4,3,50.0,2,6,YouTube,T15,T13_S1
YouTube::@JuanAmaral-g8w,T15_P1,15,5,3,37.5,1,8,YouTube,T15,T15_S0
YouTube::@RobertValenciaPIrob,T15_P1,15,6,3,27.3,2,11,YouTube,T02,T02_S0
YouTube::@RddStar-y2v4z,T15_P1,15,7,3,23.1,3,13,YouTube,T00,T24_S0
YouTube::@eltiowodi,T15_P1,15,8,3,60.0,1,5,YouTube,T15,T07_S7
YouTube::@luciamontealegre3859,T15_P1,15,9,3,16.7,1,18,YouTube,T15,T10_S0
Twitter::@gruponoticiaspc,T16_P1,16,1,14,31.1,3,45,Twitter,T16,T16_S0
Twitter::@VoxPopuliNoti,T16_P1,16,2,11,25.6,3,43,Twitter,T16,T16_S0
Twitter::@EleeseNoticias,T16_P1,16,3,6,25.0,2,24,Twitter,T16,T16_S0
Instagram::prevencion.delito_tampico,T16_P1,16,4,5,16.7,1,30,Instagram,T21,T21_S2
TikTok::israelponceporstreaming,T16_P1,16,5,5,33.3,2,15,TikTok,T16,T16_S0
TikTok::prevenciondelitotampico,T16_P1,16,6,5,18.5,1,27,TikTok,T16,T02_S0
Instagram::desecotampico,T16_P1,16,7,3,15.0,1,20,Instagram,T11,T05_S0
Twitter::@RevistaDebateMX,T16_P1,16,8,3,23.1,2,13,Twitter,T02,T02_S0
YouTube::@Chuy_-qd8yd,T17_P1,17,1,4,26.7,1,15,YouTube,T17,T17_S2
YouTube::@AngieAngiedeMexico,T17_P1,17,2,4,17.4,1,23,YouTube,T07,T07_S5
YouTube::@danubys1,T17_P1,17,3,4,21.1,1,19,YouTube,T07,T10_S0
Facebook::Ana Laura E P,T17_P1,17,4,3,30.0,6,10,Facebook,T01,T01_S0
TikTok::israelponceporstreaming,T17_P1,17,5,3,20.0,2,15,TikTok,T16,T16_S0
YouTube::@OmarR-v8u,T17_P1,17,6,3,33.3,1,9,YouTube,T17,T17_S2
YouTube::@cristinasalinas5132,T17_P1,17,7,3,30.0,1,10,YouTube,T17,T17_S2
YouTube::@luciamontealegre3859,T17_P1,17,8,3,16.7,1,18,YouTube,T15,T10_S0
YouTube::@marianacabrera1486,T17_P1,17,9,3,27.3,2,11,YouTube,T17,T03_S0
YouTube::@toctocgreen,T17_P1,17,10,3,42.9,1,7,YouTube,T17,T17_S2
Twitter::@MonicaVTampico,T18_P1,18,1,5,13.9,3,36,Twitter,T13,T13_S0
Instagram::metrotampico,T20_P1,20,1,24,21.8,3,110,Instagram,T20,T01_S0
YouTube::@SalvadorOlmospulido,T20_P1,20,2,6,42.9,1,14,YouTube,T20,T20_S0
YouTube::@LetyCharls,T20_P1,20,3,6,30.0,1,20,YouTube,T20,T20_S0
Instagram::prevencion.delito_tampico,T20_P1,20,4,4,13.3,1,30,Instagram,T21,T21_S2
YouTube::@Julio-l7r4e,T20_P1,20,5,4,26.7,3,15,YouTube,T20,T13_S1
YouTube::@irmacolorina,T20_P1,20,6,4,44.4,3,9,YouTube,T20,T20_S0
YouTube::@jorgealbertoherrera3778,T20_P1,20,7,4,33.3,1,12,YouTube,T20,T20_S0
YouTube::@josecarreno7780,T20_P1,20,8,4,30.8,1,13,YouTube,T20,T20_S0
YouTube::@ElizaLeon-q2z,T20_P1,20,9,3,25.0,1,12,YouTube,T20,T22_S1
YouTube::@AlfonsopreciadoPreciadoGonzale,T20_P1,20,10,3,14.3,3,21,YouTube,T21,T21_S3
YouTube::@Santiago65-c4b,T20_P1,20,11,3,21.4,1,14,YouTube,T20,T20_S0
YouTube::@Nerisse-q5v2n,T20_P1,20,12,3,25.0,1,12,YouTube,T07,T20_S0
YouTube::@EduvigesServin-w3s,T20_P1,20,13,3,27.3,1,11,YouTube,T07,T20_S0
YouTube::@aca639,T20_P1,20,14,3,20.0,1,15,YouTube,T07,T07_S5
YouTube::@jessicanavit,T20_P1,20,15,3,33.3,1,9,YouTube,T07,T24_S0
YouTube::@esthermaganatorres9709,T20_P1,20,16,3,50.0,2,6,YouTube,T20,T20_S0
YouTube::@lourdespenaloza3885,T20_P1,20,17,3,25.0,1,12,YouTube,T20,T20_S0
YouTube::@mariateresarosas3268,T20_P1,20,18,3,13.6,1,22,YouTube,T25,T25_S2
Facebook::Tampico Gob,T21_P1,21,1,11,15.9,3,69,Facebook,T21,T02_S0
Instagram::prevencion.delito_tampico,T21_P1,21,2,7,23.3,1,30,Instagram,T21,T21_S2
YouTube::@AlfonsopreciadoPreciadoGonzale,T21_P1,21,3,4,19.0,3,21,YouTube,T21,T21_S3
Instagram::desecotampico,T21_P1,21,4,3,15.0,1,20,Instagram,T11,T05_S0
YouTube::@ssoyluz20,T21_P1,21,5,3,16.7,1,18,YouTube,T21,T21_S1
YouTube::@LetyCharls,T22_P1,22,1,3,15.0,1,20,YouTube,T20,T20_S0
YouTube::@eduardoE5252,T22_P1,22,2,3,12.5,1,24,YouTube,T13,T13_S1
Instagram::monicavtampico,T23_P1,23,1,28,16.6,6,169,Instagram,T23,T02_S0
Facebook::Tampico Gob,T23_P1,23,2,10,14.5,3,69,Facebook,T21,T02_S0
Twitter::@gruponoticiaspc,T23_P1,23,3,9,20.0,3,45,Twitter,T16,T16_S0
Facebook::Francisco Gomez,T23_P1,23,4,3,37.5,1,8,Facebook,T23,T23_S3
Twitter::@EleeseNoticias,T23_P1,23,5,3,12.5,2,24,Twitter,T16,T16_S0
Medios::El Sol de México,T24_P1,24,1,218,19.6,57,1111,Medios,T24,T24_S0
Instagram::tampico.noticias,T24_P1,24,2,5,25.0,1,20,Instagram,T24,T07_S3
YouTube::@GrandRNomada,T24_P1,24,3,4,21.1,1,19,YouTube,T24,T24_S2
YouTube::@VeronicaRodriguezcervant-l6g2l,T24_P1,24,4,4,33.3,1,12,YouTube,T12,T24_S2
YouTube::@latuna8395,T24_P1,24,5,3,30.0,1,10,YouTube,T24,T24_S2
YouTube::@ssoyluz20,T24_P1,24,6,3,16.7,1,18,YouTube,T21,T21_S1
YouTube::@CristianJonathanRodríguezR-d4v,T25_P1,25,1,5,16.7,1,30,YouTube,T03,T25_S0
YouTube::@crescenciajarquinelorza4271,T25_P1,25,2,5,19.2,1,26,YouTube,T25,T25_S0
YouTube::@lizzieguez,T25_P1,25,3,4,16.7,2,24,YouTube,T07,T00_S1
YouTube::@mariateresarosas3268,T25_P1,25,4,4,18.2,1,22,YouTube,T25,T25_S2
YouTube::@cecilianikkenmexico,T25_P1,25,5,3,50.0,1,6,YouTube,T25,T25_S0
YouTube::@SoledadPeralts,T25_P1,25,6,3,42.9,1,7,YouTube,T25,T25_S0
YouTube::@AngieAngiedeMexico,T25_P1,25,7,3,13.0,1,23,YouTube,T07,T07_S5
YouTube::@laylatov3941,T25_P1,25,8,3,30.0,2,10,YouTube,T25,T20_S1
