id_global,tema_id,sub_id,nombre_subtema,resumen_subtema,top_terminos,n_palabras,n_aristas,densidad,peso_total
T00_S00,0,0,"Mundial, deportivo, torneo, brava","Subtema T00.S00 centrado en mundial, deportivo, torneo, brava, profesional, copa; conecta tambien competencia, deportiva, corona, inauguracion, atleta, hector.","mundial, deportivo, torneo, brava, profesional, copa, competencia, deportiva, corona, inauguracion, atleta, hector",20,125,0.658,973.0
T00_S01,0,1,"Esfuerzo, tampiqueno, reconocer, agradecer","Subtema T00.S01 centrado en esfuerzo, tampiqueno, reconocer, agradecer, reconocimiento, dedicacion; conecta tambien liderazgo, felicitar, fomentar, vocacion, invitacion, distinguir.","esfuerzo, tampiqueno, reconocer, agradecer, reconocimiento, dedicacion, liderazgo, felicitar, fomentar, vocacion, invitacion, distinguir",19,128,0.749,966.0
T00_S02,0,2,"Felicidad, felicidades, exito, logro","Subtema T00.S02 centrado en felicidad, felicidades, exito, logro, enhorabuena, sigar; conecta tambien merecido, certidumbre.","felicidad, felicidades, exito, logro, enhorabuena, sigar, merecido, certidumbre",8,22,0.786,776.0
T00_S03,0,3,"Feliz, bendicion, querido, abrazo","Subtema T00.S03 centrado en feliz, bendicion, querido, abrazo, cumpleanos, bendigar; conecta tambien orgulloso, bendecido, prosperidad.","feliz, bendicion, querido, abrazo, cumpleanos, bendigar, orgulloso, bendecido, prosperidad",9,36,1.0,774.0
T00_S04,0,4,"Dia, celebrar, especialmente, detalle","Subtema T00.S04 centrado en dia, celebrar, especialmente, detalle, invitado, fest; conecta tambien honrar, estrecho, cuestionar, mty.","dia, celebrar, especialmente, detalle, invitado, fest, honrar, estrecho, cuestionar, mty",10,24,0.533,481.0
T00_S05,0,5,"Orgullo, talento, llenar, emocion","Subtema T00.S05 centrado en orgullo, talento, llenar, emocion, posicionar, ortega; conecta tambien joan.","orgullo, talento, llenar, emocion, posicionar, ortega, joan",7,16,0.762,186.0
T00_S06,0,6,"Lleno, alegria, espiritu","Subtema T00.S06 centrado en lleno, alegria, espiritu.","lleno, alegria, espiritu",3,3,1.0,142.0
T00_S07,0,7,"Grande, gusto, temblar, ingenieria","Subtema T00.S07 centrado en grande, gusto, temblar, ingenieria, trejo, amelia.","grande, gusto, temblar, ingenieria, trejo, amelia",6,9,0.6,70.0
T01_S00,1,0,"Basura, camion, limpieza, recoleccion","Subtema T01.S00 centrado en basura, camion, limpieza, recoleccion, contenedor, cuadrilla; conecta tambien proyectos.","basura, camion, limpieza, recoleccion, contenedor, cuadrilla, proyectos",7,18,0.857,388.0
T01_S01,1,1,"Secuestro, cantar, detras, extorsion","Subtema T01.S01 centrado en secuestro, cantar, detras, extorsion, quemar, intencion; conecta tambien narcoestado, palo, fabrica, chism, center, reponer.","secuestro, cantar, detras, extorsion, quemar, intencion, narcoestado, palo, fabrica, chism, center, reponer",14,52,0.571,127.0
T01_S02,1,2,"Desaparecer, urgente, avisar, vestir","Subtema T01.S02 centrado en desaparecer, urgente, avisar, vestir, provincia, zapatilla; conecta tambien perico, calladito.","desaparecer, urgente, avisar, vestir, provincia, zapatilla, perico, calladito",8,23,0.821,104.0
T01_S03,1,3,"Capital, riqueza, rincon, ideal","Subtema T01.S03 centrado en capital, riqueza, rincon, ideal, huastecas, torno; conecta tambien leticia, acosta, miel, conquistar, brillir, altamirano.","capital, riqueza, rincon, ideal, huastecas, torno, leticia, acosta, miel, conquistar, brillir, altamirano",16,42,0.35,86.0
T01_S04,1,4,"Aire, contratar, sierra, adquirir","Subtema T01.S04 centrado en aire, contratar, sierra, adquirir, bala, ventana; conecta tambien ten, llenir, planeado, grandeza, autoritario, bicicleta.","aire, contratar, sierra, adquirir, bala, ventana, ten, llenir, planeado, grandeza, autoritario, bicicleta",19,51,0.298,78.0
T01_S05,1,5,"Decidir, permanecer, consejo, democratico","Subtema T01.S05 centrado en decidir, permanecer, consejo, democratico, concentrar, foro; conecta tambien ocampo, escalar, ajedrez, tablero, arranca.","decidir, permanecer, consejo, democratico, concentrar, foro, ocampo, escalar, ajedrez, tablero, arranca",11,25,0.455,76.0
T01_S06,1,6,"Evidencia, bulevar, fidel, predio","Subtema T01.S06 centrado en evidencia, bulevar, fidel, predio, perimetral, yahaira; conecta tambien republicano, sarahi, mitigar, danino.","evidencia, bulevar, fidel, predio, perimetral, yahaira, republicano, sarahi, mitigar, danino",10,21,0.467,55.0
T01_S07,1,7,"Cita, nefasto, priista, contestar","Subtema T01.S07 centrado en cita, nefasto, priista, contestar, rodilla, pecho; conecta tambien manchar, inflado.","cita, nefasto, priista, contestar, rodilla, pecho, manchar, inflado",8,15,0.536,31.0
T02_S00,2,0,"Zona, norte, temperatura, minimo","Subtema T02.S00 centrado en zona, norte, temperatura, minimo, viernes, cercano; conecta tambien acompanado, delegacion, pronostico, posibilidad, alex.","zona, norte, temperatura, minimo, viernes, cercano, acompanado, delegacion, pronostico, posibilidad, alex",11,49,0.891,1365.0
T02_S01,2,1,"Elemento, operativo, guardia, dependencia","Subtema T02.S01 centrado en elemento, operativo, guardia, dependencia, vigilancia, permanente; conecta tambien flores, localizar, saldo.","elemento, operativo, guardia, dependencia, vigilancia, permanente, flores, localizar, saldo",9,33,0.917,574.0
T02_S02,2,2,"Transito, direccion, vialidad, conductor","Subtema T02.S02 centrado en transito, direccion, vialidad, conductor, agente, cruzar; conecta tambien electronico, ministerio, crucero, dominguez, archivo, multimedios.","transito, direccion, vialidad, conductor, agente, cruzar, electronico, ministerio, crucero, dominguez, archivo, multimedios",12,36,0.545,403.0
T02_S03,2,3,"Persona, situacion, acudir, garza","Subtema T02.S03 centrado en persona, situacion, acudir, garza, boleto, alimentacion; conecta tambien finalmente, padron, ofender, andy, mortal, alimentario.","persona, situacion, acudir, garza, boleto, alimentacion, finalmente, padron, ofender, andy, mortal, alimentario",12,38,0.576,354.0
T02_S04,2,4,"Personal, labor, emergencia, bomberos","Subtema T02.S04 centrado en personal, labor, emergencia, bomberos, fuego, elementos.","personal, labor, emergencia, bomberos, fuego, elementos",6,15,1.0,218.0
T02_S05,2,5,"Acuerdo, mantener, alcanzar","Subtema T02.S05 centrado en acuerdo, mantener, alcanzar.","acuerdo, mantener, alcanzar",3,3,1.0,169.0
T02_S06,2,6,"Trabajador, afectar, laboral, mitad","Subtema T02.S06 centrado en trabajador, afectar, laboral, mitad, opcion, canasta; conecta tambien datos, first.","trabajador, afectar, laboral, mitad, opcion, canasta, datos, first",8,24,0.857,164.0
T02_S07,2,7,"Ocurrir, ingresar, incidente, posteriormente","Subtema T02.S07 centrado en ocurrir, ingresar, incidente, posteriormente, transitar, establecimiento; conecta tambien tanque.","ocurrir, ingresar, incidente, posteriormente, transitar, establecimiento, tanque",7,18,0.857,95.0
T02_S08,2,8,"Visitante, vacacion, curso, verano","Subtema T02.S08 centrado en visitante, vacacion, curso, verano, apto.","visitante, vacacion, curso, verano, apto",5,7,0.7,80.0
T02_S09,2,9,"Refugio, temporal, habilitar","Subtema T02.S09 centrado en refugio, temporal, habilitar.","refugio, temporal, habilitar",3,3,1.0,76.0
T02_S10,2,10,"Unidad, report, habitante, central","Subtema T02.S10 centrado en unidad, report, habitante, central, denominado, irapuato; conecta tambien modernizar, avanza.","unidad, report, habitante, central, denominado, irapuato, modernizar, avanza",8,17,0.607,73.0
T02_S11,2,11,"Numero, cifra, elevar, signo","Subtema T02.S11 centrado en numero, cifra, elevar, signo, vital, evidenciar.","numero, cifra, elevar, signo, vital, evidenciar",6,10,0.667,65.0
T02_S12,2,12,"Policia, tienda, salvador, angeles","Subtema T02.S12 centrado en policia, tienda, salvador, angeles, castro, actualizar; conecta tambien mariela.","policia, tienda, salvador, angeles, castro, actualizar, mariela",7,12,0.571,52.0
T03_S00,3,0,"Educacion, estudiante, educativo, alumno","Subtema T03.S00 centrado en educacion, estudiante, educativo, alumno, maestro, primaria; conecta tambien secundaria, asesor.","educacion, estudiante, educativo, alumno, maestro, primaria, secundaria, asesor",8,27,0.964,652.0
T03_S01,3,1,"Accidente, medida, causa, impacto","Subtema T03.S01 centrado en accidente, medida, causa, impacto, corresponder, precisar; conecta tambien estacion, revision, corporacion, determinar, automovil, publicado.","accidente, medida, causa, impacto, corresponder, precisar, estacion, revision, corporacion, determinar, automovil, publicado",19,98,0.573,383.0
T03_S02,3,2,"Invitar, costo, gratuito, crear","Subtema T03.S02 centrado en invitar, costo, gratuito, crear, comida, gratis; conecta tambien medicina, cuidir, pantalla, fresco, valorar.","invitar, costo, gratuito, crear, comida, gratis, medicina, cuidir, pantalla, fresco, valorar",11,45,0.818,274.0
T03_S03,3,3,"Acceso, recinto, ferial, asistente","Subtema T03.S03 centrado en acceso, recinto, ferial, asistente, mecanico, magia; conecta tambien estacionamiento, navidena, benjamin, festividad.","acceso, recinto, ferial, asistente, mecanico, magia, estacionamiento, navidena, benjamin, festividad",10,34,0.756,236.0
T03_S04,3,4,"Pemex, marzo, petrolero, produccion","Subtema T03.S04 centrado en pemex, marzo, petrolero, produccion, millonario, dulce; conecta tambien refineria, arrancar, sindicato, york, frenar, abuelo.","pemex, marzo, petrolero, produccion, millonario, dulce, refineria, arrancar, sindicato, york, frenar, abuelo",16,64,0.533,230.0
T03_S05,3,5,"Cuerpo, temporada, visita, rescate","Subtema T03.S05 centrado en cuerpo, temporada, visita, rescate, division, coordinador; conecta tambien torres, bombero, circuito, juegos, instante, heroico.","cuerpo, temporada, visita, rescate, division, coordinador, torres, bombero, circuito, juegos, instante, heroico",13,46,0.59,215.0
T03_S06,3,6,"Cruz, sanchez, roja, alejandra","Subtema T03.S06 centrado en cruz, sanchez, roja, alejandra, maniobra, asumir; conecta tambien prevalecer, prieto, portal, recepcion, designacion, beneficiir.","cruz, sanchez, roja, alejandra, maniobra, asumir, prevalecer, prieto, portal, recepcion, designacion, beneficiir",12,29,0.439,137.0
T03_S07,3,7,"Extranjero, compania, rica, poza","Subtema T03.S07 centrado en extranjero, compania, rica, poza, activar, barra; conecta tambien latino, azucar, insultar, alberca, valencia, oeste.","extranjero, compania, rica, poza, activar, barra, latino, azucar, insultar, alberca, valencia, oeste",12,27,0.409,81.0
T03_S08,3,8,"Enviar, castillo, deseo, pepe","Subtema T03.S08 centrado en enviar, castillo, deseo, pepe.","enviar, castillo, deseo, pepe",4,6,1.0,51.0
T04_S00,4,0,"Peor, alli, inutil, gastar","Subtema T04.S00 centrado en peor, alli, inutil, gastar, publicar, lamentable; conecta tambien obviamente, bukele, art.","peor, alli, inutil, gastar, publicar, lamentable, obviamente, bukele, art",9,31,0.861,149.0
T04_S01,4,1,"Opinar, dolares, serar, pagado","Subtema T04.S01 centrado en opinar, dolares, serar, pagado, visto, momia; conecta tambien asqueroso, demas, naci, guey, eyos, gustariar.","opinar, dolares, serar, pagado, visto, momia, asqueroso, demas, naci, guey, eyos, gustariar",18,75,0.49,144.0
T04_S02,4,2,"Cualquiera, asalto, mercancia, mencionado","Subtema T04.S02 centrado en cualquiera, asalto, mercancia, mencionado, ocasionar, vencido; conecta tambien sepa, buenisimo, factura, tumbar, importacion, galan.","cualquiera, asalto, mercancia, mencionado, ocasionar, vencido, sepa, buenisimo, factura, tumbar, importacion, galan",12,32,0.485,90.0
T04_S03,4,3,"Cerrar, fila, propietario, captura","Subtema T04.S03 centrado en cerrar, fila, propietario, captura, gabriel, cerveza; conecta tambien muchisima, consumar, sacrificar, argumentar, compuesto, mixto.","cerrar, fila, propietario, captura, gabriel, cerveza, muchisima, consumar, sacrificar, argumentar, compuesto, mixto",12,29,0.439,78.0
T04_S04,4,4,"Empezar, mandir, acaso, explicacion","Subtema T04.S04 centrado en empezar, mandir, acaso, explicacion, vato, surgir; conecta tambien podcast.","empezar, mandir, acaso, explicacion, vato, surgir, podcast",7,14,0.667,65.0
T04_S05,4,5,"Santa, ladrona, balacera, torre","Subtema T04.S05 centrado en santa, ladrona, balacera, torre, agustin, cheque; conecta tambien cena, poblado, revivir.","santa, ladrona, balacera, torre, agustin, cheque, cena, poblado, revivir",9,14,0.389,61.0
T04_S06,4,6,"Incremento, soler, advertir, disparar","Subtema T04.S06 centrado en incremento, soler, advertir, disparar, piel, injusto; conecta tambien infeccion, inusual, metal, prolongado, innecesario.","incremento, soler, advertir, disparar, piel, injusto, infeccion, inusual, metal, prolongado, innecesario",11,29,0.527,60.0
T04_S07,4,7,"Revisar, desgracia, amo, quizas","Subtema T04.S07 centrado en revisar, desgracia, amo, quizas, imbecil, desesperado; conecta tambien pelea, tambo, tir, dormido, maton, tini.","revisar, desgracia, amo, quizas, imbecil, desesperado, pelea, tambo, tir, dormido, maton, tini",12,36,0.545,59.0
T04_S08,4,8,"Ojala, dueno, convenir, consideracion","Subtema T04.S08 centrado en ojala, dueno, convenir, consideracion.","ojala, dueno, convenir, consideracion",4,6,1.0,51.0
T04_S09,4,9,"Preguntar, simplemente, reportaje, extra","Subtema T04.S09 centrado en preguntar, simplemente, reportaje, extra, pedazo, mamon; conecta tambien amanda, contagiar.","preguntar, simplemente, reportaje, extra, pedazo, mamon, amanda, contagiar",8,16,0.571,50.0
T04_S10,4,10,"Puta, enfermo, lastimar, nadama","Subtema T04.S10 centrado en puta, enfermo, lastimar, nadama, mata, milagro; conecta tambien chingo, pecado, rabia, queria, apoco.","puta, enfermo, lastimar, nadama, mata, milagro, chingo, pecado, rabia, queria, apoco",11,30,0.545,50.0
T04_S11,4,11,"Placa, patrulla, bestia, tubo","Subtema T04.S11 centrado en placa, patrulla, bestia, tubo, bancario, dispositivo; conecta tambien accionar, sucursal, despojar.","placa, patrulla, bestia, tubo, bancario, dispositivo, accionar, sucursal, despojar",9,17,0.472,44.0
T04_S12,4,12,"Mero, compa, enemigo, oscuro","Subtema T04.S12 centrado en mero, compa, enemigo, oscuro, bro, literalmente; conecta tambien podriar, darte, delicios, capa, xochimilco.","mero, compa, enemigo, oscuro, bro, literalmente, podriar, darte, delicios, capa, xochimilco",11,27,0.491,44.0
T04_S13,4,13,"Muerto, medicamento, gozar, chapo","Subtema T04.S13 centrado en muerto, medicamento, gozar, chapo, ofrenda, good; conecta tambien creser, let.","muerto, medicamento, gozar, chapo, ofrenda, good, creser, let",8,14,0.5,43.0
T04_S14,4,14,"Cargar, elite, humo, atra","Subtema T04.S14 centrado en cargar, elite, humo, atra, fruta, globo; conecta tambien darir, pico, hiciste, luces.","cargar, elite, humo, atra, fruta, globo, darir, pico, hiciste, luces",10,21,0.467,30.0
T04_S15,4,15,"Turno, bendita, criminales, grosero","Subtema T04.S15 centrado en turno, bendita, criminales, grosero, proximamente, verdaderamente; conecta tambien santisima, mamita, charla, zapata, amarrado.","turno, bendita, criminales, grosero, proximamente, verdaderamente, santisima, mamita, charla, zapata, amarrado",11,18,0.327,28.0
T04_S16,4,16,"Tonto, atacar, urgir, borrego","Subtema T04.S16 centrado en tonto, atacar, urgir, borrego.","tonto, atacar, urgir, borrego",4,5,0.833,22.0
T04_S17,4,17,"Peso, borrar, decomisar, fotos","Subtema T04.S17 centrado en peso, borrar, decomisar, fotos.","peso, borrar, decomisar, fotos",4,3,0.5,15.0
T04_S18,4,18,"Notar, cansar, radio, colapsado","Subtema T04.S18 centrado en notar, cansar, radio, colapsado.","notar, cansar, radio, colapsado",4,4,0.667,13.0
T05_S00,5,0,"Social, red, ciudadana, publicacion","Subtema T05.S00 centrado en social, red, ciudadana, publicacion, recordado.","social, red, ciudadana, publicacion, recordado",5,7,0.7,223.0
T05_S01,5,1,"Medio, entrar, recuperar, alito","Subtema T05.S01 centrado en medio, entrar, recuperar, alito, orar.","medio, entrar, recuperar, alito, orar",5,7,0.7,129.0
T05_S02,5,2,"Hora, acercar, oficina, reparacion","Subtema T05.S02 centrado en hora, acercar, oficina, reparacion, sonrisas, tinoco; conecta tambien farc.","hora, acercar, oficina, reparacion, sonrisas, tinoco, farc",7,11,0.524,120.0
T05_S03,5,3,"Cancer, temprano, motivo, abandonar","Subtema T05.S03 centrado en cancer, temprano, motivo, abandonar, paciente, clinica; conecta tambien vidas, flaco, aparente.","cancer, temprano, motivo, abandonar, paciente, clinica, vidas, flaco, aparente",9,21,0.583,85.0
T05_S04,5,4,"Camara, otorgar, complejo, lanzar","Subtema T05.S04 centrado en camara, otorgar, complejo, lanzar, confirmado, roo; conecta tambien quintana, adquisicion, videovigilancia, adquirido, santillan.","camara, otorgar, complejo, lanzar, confirmado, roo, quintana, adquisicion, videovigilancia, adquirido, santillan",11,28,0.509,82.0
T05_S05,5,5,"Voto, periodista, fraude, candidata","Subtema T05.S05 centrado en voto, periodista, fraude, candidata, gallina, humildad; conecta tambien rol, validar.","voto, periodista, fraude, candidata, gallina, humildad, rol, validar",8,18,0.643,76.0
T05_S06,5,6,"Celular, telefono, caja, llamada","Subtema T05.S06 centrado en celular, telefono, caja, llamada, limitar, coger.","celular, telefono, caja, llamada, limitar, coger",6,9,0.6,65.0
T05_S07,5,7,"Cobro, manejar, carga, libramiento","Subtema T05.S07 centrado en cobro, manejar, carga, libramiento, poniente, tam; conecta tambien dinamismo.","cobro, manejar, carga, libramiento, poniente, tam, dinamismo",7,13,0.619,45.0
T05_S08,5,8,"Unido, gloria, rendir, caido","Subtema T05.S08 centrado en unido, gloria, rendir, caido, lleve, juanita; conecta tambien emergencias.","unido, gloria, rendir, caido, lleve, juanita, emergencias",7,12,0.571,39.0
T05_S09,5,9,"Carne, piedra, huella, admirar","Subtema T05.S09 centrado en carne, piedra, huella, admirar, creativo, sensibilidad; conecta tambien abundante, satisfaccion, apreciar, honorario.","carne, piedra, huella, admirar, creativo, sensibilidad, abundante, satisfaccion, apreciar, honorario",10,25,0.556,39.0
T05_S10,5,10,"Tecnologico, inaugurar, televisa, evidente","Subtema T05.S10 centrado en tecnologico, inaugurar, televisa, evidente, marquez, damaso; conecta tambien refuerza.","tecnologico, inaugurar, televisa, evidente, marquez, damaso, refuerza",7,10,0.476,30.0
T05_S11,5,11,"Escenario, cantante, reconocido, monito","Subtema T05.S11 centrado en escenario, cantante, reconocido, monito.","escenario, cantante, reconocido, monito",4,4,0.667,15.0
T05_S12,5,12,"Lista, jodido, tirado, pulmon","Subtema T05.S12 centrado en lista, jodido, tirado, pulmon.","lista, jodido, tirado, pulmon",4,5,0.833,11.0
T06_S00,6,0,"Cultura, cultural, arte, artistico","Subtema T06.S00 centrado en cultura, cultural, arte, artistico, metropolitano, musical; conecta tambien artes, visual, lectura, coleccion.","cultura, cultural, arte, artistico, metropolitano, musical, artes, visual, lectura, coleccion",10,40,0.889,566.0
T06_S01,6,1,"Vivir, experiencia, especial, visitar","Subtema T06.S01 centrado en vivir, experiencia, especial, visitar, unir, extraordinario; conecta tambien israel, moda, protegido, credencial, patrias, rostro.","vivir, experiencia, especial, visitar, unir, extraordinario, israel, moda, protegido, credencial, patrias, rostro",13,46,0.59,476.0
T06_S02,6,2,"Marco, antonio, ruiz, promocion","Subtema T06.S02 centrado en marco, antonio, ruiz, promocion, sosa, senadora; conecta tambien gerardo, olga, renovar, blanca, raul, presentado.","marco, antonio, ruiz, promocion, sosa, senadora, gerardo, olga, renovar, blanca, raul, presentado",13,45,0.577,379.0
T06_S03,6,3,"Dif, zacil, adriana, inclusion","Subtema T06.S03 centrado en dif, zacil, adriana, inclusion, fisico, discapacidad; conecta tambien donacion, silla, solidario, aparato, aportacion, incluyente.","dif, zacil, adriana, inclusion, fisico, discapacidad, donacion, silla, solidario, aparato, aportacion, incluyente",14,64,0.703,371.0
T06_S04,6,4,"Evento, deporte, disciplina, herramienta","Subtema T06.S04 centrado en evento, deporte, disciplina, herramienta, impulso, entusiasmo; conecta tambien constancia, muchisimos, lozano, cedillo.","evento, deporte, disciplina, herramienta, impulso, entusiasmo, constancia, muchisimos, lozano, cedillo",10,28,0.622,250.0
T06_S05,6,5,"Actividad, encuentro, promover, reunir","Subtema T06.S05 centrado en actividad, encuentro, promover, reunir, firma, proyeccion; conecta tambien anfitrion, insistir, sacudir.","actividad, encuentro, promover, reunir, firma, proyeccion, anfitrion, insistir, sacudir",9,25,0.694,228.0
T06_S06,6,6,"Tradicion, identidad, celebracion, union","Subtema T06.S06 centrado en tradicion, identidad, celebracion, union, huasteca, baile; conecta tambien muertos, ramos, programacion.","tradicion, identidad, celebracion, union, huasteca, baile, muertos, ramos, programacion",9,27,0.75,216.0
T06_S07,6,7,"Plaza, presentacion, armas, agrupacion","Subtema T06.S07 centrado en plaza, presentacion, armas, agrupacion, estelar.","plaza, presentacion, armas, agrupacion, estelar",5,10,1.0,198.0
T06_S08,6,8,"Espacio, tejido, agradable, realizamos","Subtema T06.S08 centrado en espacio, tejido, agradable, realizamos.","espacio, tejido, agradable, realizamos",4,5,0.833,58.0
T06_S09,6,9,"Recorrido, muestra, recorrer, artesanal","Subtema T06.S09 centrado en recorrido, muestra, recorrer, artesanal.","recorrido, muestra, recorrer, artesanal",4,6,1.0,32.0
T06_S10,6,10,"Magico, regidora, silvia, tianguis","Subtema T06.S10 centrado en magico, regidora, silvia, tianguis, orozco, alarcon.","magico, regidora, silvia, tianguis, orozco, alarcon",6,7,0.467,31.0
T07_S00,7,0,"Recordar, comentario, triste, jugar","Subtema T07.S00 centrado en recordar, comentario, triste, jugar, feo, votado; conecta tambien rock, doloroso, reclamar, mercenario, milei, platicar.","recordar, comentario, triste, jugar, feo, votado, rock, doloroso, reclamar, mercenario, milei, platicar",24,101,0.366,368.0
T07_S01,7,1,"Paz, descansar, fortaleza, qepd","Subtema T07.S01 centrado en paz, descansar, fortaleza, qepd.","paz, descansar, fortaleza, qepd",4,6,1.0,221.0
T07_S02,7,2,"Condolencia, sincero, fallecimiento, lamentar","Subtema T07.S02 centrado en condolencia, sincero, fallecimiento, lamentar, profundamente, diputada; conecta tambien perdurar, deandar, icono.","condolencia, sincero, fallecimiento, lamentar, profundamente, diputada, perdurar, deandar, icono",9,30,0.833,151.0
T07_S03,7,3,"Cine, hrs, avila, camacho","Subtema T07.S03 centrado en cine, hrs, avila, camacho, orquesta, cuauhtemoc; conecta tambien arenal, sinfonica, beto, nancy, acompanano.","cine, hrs, avila, camacho, orquesta, cuauhtemoc, arenal, sinfonica, beto, nancy, acompanano",11,28,0.509,56.0
T07_S04,7,4,"Foto, infantil, munoz, escolta","Subtema T07.S04 centrado en foto, infantil, munoz, escolta, mono, unam; conecta tambien expresir, peruano, incautacion, ecuatoriano, egresar, correismo.","foto, infantil, munoz, escolta, mono, unam, expresir, peruano, incautacion, ecuatoriano, egresar, correismo",12,24,0.364,55.0
T07_S05,7,5,"Presirvienta, manifestacion, protesta, borracho","Subtema T07.S05 centrado en presirvienta, manifestacion, protesta, borracho.","presirvienta, manifestacion, protesta, borracho",4,5,0.833,25.0
T07_S06,7,6,"Mental, tar, trastorno, retrasado","Subtema T07.S06 centrado en mental, tar, trastorno, retrasado, cura, violin.","mental, tar, trastorno, retrasado, cura, violin",6,9,0.6,21.0
T07_S07,7,7,"Legado, museo, literatura, literario","Subtema T07.S07 centrado en legado, museo, literatura, literario.","legado, museo, literatura, literario",4,6,1.0,17.0
T07_S08,7,8,"Litro, cargado, vamo, fisica","Subtema T07.S08 centrado en litro, cargado, vamo, fisica, reforestacion.","litro, cargado, vamo, fisica, reforestacion",5,5,0.5,11.0
T08_S00,8,0,"Respuesta, responder, inmediato, observar","Subtema T08.S00 centrado en respuesta, responder, inmediato, observar, rojas, margarita; conecta tambien vacacional, ahhh, considerable, conalep, montalvo, derrumbe.","respuesta, responder, inmediato, observar, rojas, margarita, vacacional, ahhh, considerable, conalep, montalvo, derrumbe",12,32,0.485,147.0
T08_S01,8,1,"Luis, concierto, cancelar, encargado","Subtema T08.S01 centrado en luis, concierto, cancelar, encargado, ausencia, ultimahora; conecta tambien aparicion, pronunciar, cancelacion, vespertino, percatar.","luis, concierto, cancelar, encargado, ausencia, ultimahora, aparicion, pronunciar, cancelacion, vespertino, percatar",11,33,0.6,143.0
T08_S02,8,2,"Pan, cuanto, diputado, totalmente","Subtema T08.S02 centrado en pan, cuanto, diputado, totalmente, regla, rodear; conecta tambien roma, parese, panzon.","pan, cuanto, diputado, totalmente, regla, rodear, roma, parese, panzon",9,26,0.722,132.0
T08_S03,8,3,"Texas, valle, people, come","Subtema T08.S03 centrado en texas, valle, people, come, magnifico, inmigrante; conecta tambien country, rayo, live, may, per, noriega.","texas, valle, people, come, magnifico, inmigrante, country, rayo, live, may, per, noriega",14,34,0.374,101.0
T08_S04,8,4,"Planeta, oir, reaccion, bomba","Subtema T08.S04 centrado en planeta, oir, reaccion, bomba, misil, nuclear; conecta tambien argentino, literal, maya, serca, admirable, avez.","planeta, oir, reaccion, bomba, misil, nuclear, argentino, literal, maya, serca, admirable, avez",14,50,0.549,88.0
T08_S05,8,5,"Mil, titulo, maestra, primo","Subtema T08.S05 centrado en mil, titulo, maestra, primo, codigo, nacido; conecta tambien justamente, horas, costumbre, vitrina, caminata, mazon.","mil, titulo, maestra, primo, codigo, nacido, justamente, horas, costumbre, vitrina, caminata, mazon",13,28,0.359,79.0
T08_S06,8,6,"Dron, ovni, asustar, alien","Subtema T08.S06 centrado en dron, ovni, asustar, alien, broma, queso; conecta tambien nose, oigan, alan, molesto, incrustado.","dron, ovni, asustar, alien, broma, queso, nose, oigan, alan, molesto, incrustado",11,27,0.491,60.0
T08_S07,8,7,"Casualidad, devolver, pendeja, jefa","Subtema T08.S07 centrado en casualidad, devolver, pendeja, jefa, cerro, culero; conecta tambien helicoptero, tipejo, hacienda, cuidad, triunfar.","casualidad, devolver, pendeja, jefa, cerro, culero, helicoptero, tipejo, hacienda, cuidad, triunfar",11,25,0.455,52.0
T08_S08,8,8,"Expresar, tragedia, internet, ocurrido","Subtema T08.S08 centrado en expresar, tragedia, internet, ocurrido, selva, posicion; conecta tambien figurar, circunstancia, perito.","expresar, tragedia, internet, ocurrido, selva, posicion, figurar, circunstancia, perito",9,17,0.472,39.0
T08_S09,8,9,"Detener, preocupacion, localizacion, competente","Subtema T08.S09 centrado en detener, preocupacion, localizacion, competente, paradero, encarnar; conecta tambien latam.","detener, preocupacion, localizacion, competente, paradero, encarnar, latam",7,12,0.571,31.0
T08_S10,8,10,"Actuar, aliado, intocable, amante","Subtema T08.S10 centrado en actuar, aliado, intocable, amante.","actuar, aliado, intocable, amante",4,5,0.833,17.0
T08_S11,8,11,"Pescador, barco, pesquero, acompanamiento","Subtema T08.S11 centrado en pescador, barco, pesquero, acompanamiento, tripulante.","pescador, barco, pesquero, acompanamiento, tripulante",5,9,0.9,14.0
T09_S00,9,0,"Claudia, sheinbaum, pardo","Subtema T09.S00 centrado en claudia, sheinbaum, pardo.","claudia, sheinbaum, pardo",3,3,1.0,475.0
T09_S01,9,1,"Unidos, organizado, donald, estadounidense","Subtema T09.S01 centrado en unidos, organizado, donald, estadounidense, canada, anuncio; conecta tambien oler, impulsado, encuesta, emitido, inversionista, times.","unidos, organizado, donald, estadounidense, canada, anuncio, oler, impulsado, encuesta, emitido, inversionista, times",12,42,0.636,225.0
T09_S02,9,2,"Carretera, carpeta, nahle, velocidad","Subtema T09.S02 centrado en carretera, carpeta, nahle, velocidad, carretero, caseta; conecta tambien autopista, bache, temer, suceso, muro, imputado.","carretera, carpeta, nahle, velocidad, carretero, caseta, autopista, bache, temer, suceso, muro, imputado",13,40,0.513,213.0
T09_S03,9,3,"Lopez, manuel, andres, adan","Subtema T09.S03 centrado en lopez, manuel, andres, adan, farsa, esperado; conecta tambien silva, sostuve.","lopez, manuel, andres, adan, farsa, esperado, silva, sostuve",8,16,0.571,198.0
T09_S04,9,4,"Gringo, porque, lara, americano","Subtema T09.S04 centrado en gringo, porque, lara, americano, campos, sigan; conecta tambien metido, tipico, continente, caca, genio, mega.","gringo, porque, lara, americano, campos, sigan, metido, tipico, continente, caca, genio, mega",14,49,0.538,142.0
