id_global,tema_id,sub_id,nombre_subtema,resumen_subtema,top_terminos,n_palabras,n_aristas,densidad,peso_total
T37_S02,37,2,"Gobernador, americo, certeza","Subtema T37.S02 centrado en gobernador, americo, certeza.","gobernador, americo, certeza",3,3,1.0,293.0
T37_S03,37,3,"Representar, sumar, aumento, enero","Subtema T37.S03 centrado en representar, sumar, aumento, enero, firme, colaboracion; conecta tambien financiero, liderado, imperdible.","representar, sumar, aumento, enero, firme, colaboracion, financiero, liderado, imperdible",9,26,0.722,206.0
T37_S04,37,4,"Internacional, espana, aeropuerto, madrid","Subtema T37.S04 centrado en internacional, espana, aeropuerto, madrid, otorgado, mateos; conecta tambien finalista, polvo, acompananos.","internacional, espana, aeropuerto, madrid, otorgado, mateos, finalista, polvo, acompananos",9,20,0.556,192.0
T37_S05,37,5,"Noticia, cuarto, azteca, fuente","Subtema T37.S05 centrado en noticia, cuarto, azteca, fuente, sear, rehabilitar; conecta tambien rancho, posesion, cumbre, encargar, trailero, padrino.","noticia, cuarto, azteca, fuente, sear, rehabilitar, rancho, posesion, cumbre, encargar, trailero, padrino",19,52,0.304,168.0
T37_S06,37,6,"Aprobar, ambito, moderno, analizar","Subtema T37.S06 centrado en aprobar, ambito, moderno, analizar, intercambio, acta; conecta tambien actualizacion, periodico, trabajadora, ratificar, mcallen, notificar.","aprobar, ambito, moderno, analizar, intercambio, acta, actualizacion, periodico, trabajadora, ratificar, mcallen, notificar",18,52,0.34,110.0
T37_S07,37,7,"Clave, infancia, dialogar, adolescencia","Subtema T37.S07 centrado en clave, infancia, dialogar, adolescencia, demarcacion.","clave, infancia, dialogar, adolescencia, demarcacion",5,7,0.7,99.0
T37_S08,37,8,"Inicio, martes, miercoles, profesor","Subtema T37.S08 centrado en inicio, martes, miercoles, profesor, relevancia, del; conecta tambien percibir, jubilado, aporte, almomento, tecate.","inicio, martes, miercoles, profesor, relevancia, del, percibir, jubilado, aporte, almomento, tecate",11,21,0.382,97.0
T37_S09,37,9,"Plan, rumbo, enfatizar, implementacion","Subtema T37.S09 centrado en plan, rumbo, enfatizar, implementacion.","plan, rumbo, enfatizar, implementacion",4,5,0.833,25.0
T38_S00,38,0,"Mexicano, ejercito, militar, arma","Subtema T38.S00 centrado en mexicano, ejercito, militar, arma, republica, infanteria; conecta tambien batallon, potencia, catolico, atrevir, ejido, privada.","mexicano, ejercito, militar, arma, republica, infanteria, batallon, potencia, catolico, atrevir, ejido, privada",14,59,0.648,781.0
T38_S01,38,1,"Nacional, desarrollar, sede, participante","Subtema T38.S01 centrado en nacional, desarrollar, sede, participante, favorecer, racha; conecta tambien sorteo, mosca.","nacional, desarrollar, sede, participante, favorecer, racha, sorteo, mosca",8,17,0.607,263.0
T38_S02,38,2,"Local, ejecutivo, edicion, feria","Subtema T38.S02 centrado en local, ejecutivo, edicion, feria, juventud, cliente; conecta tambien productor, conectar, creatividad, patricia, alternativa, formato.","local, ejecutivo, edicion, feria, juventud, cliente, productor, conectar, creatividad, patricia, alternativa, formato",16,61,0.508,253.0
T38_S03,38,3,"Veracruz, estudio, blanco, material","Subtema T38.S03 centrado en veracruz, estudio, blanco, material, credito, delgado; conecta tambien colaborar, medina, terrestre, tuxpan, severo, subsecretaria.","veracruz, estudio, blanco, material, credito, delgado, colaborar, medina, terrestre, tuxpan, severo, subsecretaria",20,74,0.389,244.0
T38_S04,38,4,"Participar, proceso, convocatoria, requisito","Subtema T38.S04 centrado en participar, proceso, convocatoria, requisito, interesado, sanitario; conecta tambien liberacion, colapso, reunimos.","participar, proceso, convocatoria, requisito, interesado, sanitario, liberacion, colapso, reunimos",9,22,0.611,167.0
T38_S05,38,5,"Garcia, jorge, alberto, fernandez","Subtema T38.S05 centrado en garcia, jorge, alberto, fernandez, romero, jimenez; conecta tambien gabriela, muchacho, regalado, caza, ibarra, empate.","garcia, jorge, alberto, fernandez, romero, jimenez, gabriela, muchacho, regalado, caza, ibarra, empate",13,40,0.513,147.0
T38_S06,38,6,"Edad, clase, concluir, escolar","Subtema T38.S06 centrado en edad, clase, concluir, escolar, primario, preescolar; conecta tambien someter.","edad, clase, concluir, escolar, primario, preescolar, someter",7,18,0.857,135.0
T38_S07,38,7,"Directora, ninos, estrada, inaugural","Subtema T38.S07 centrado en directora, ninos, estrada, inaugural, adame, fraccionamiento; conecta tambien adolescentes, libby.","directora, ninos, estrada, inaugural, adame, fraccionamiento, adolescentes, libby",8,18,0.643,95.0
T38_S08,38,8,"Puesto, conocimiento, agresor, transportar","Subtema T38.S08 centrado en puesto, conocimiento, agresor, transportar, oculto, popularidad; conecta tambien marihuana, cocaina.","puesto, conocimiento, agresor, transportar, oculto, popularidad, marihuana, cocaina",8,17,0.607,46.0
T38_S09,38,9,"Especifico, oxxo, restriccion, acreditar","Subtema T38.S09 centrado en especifico, oxxo, restriccion, acreditar.","especifico, oxxo, restriccion, acreditar",4,4,0.667,18.0
T38_S10,38,10,"Beltran, sopa, beber, aventura","Subtema T38.S10 centrado en beltran, sopa, beber, aventura, divorcio.","beltran, sopa, beber, aventura, divorcio",5,7,0.7,10.0
T39_S00,39,0,"Ceremonia, honor, aniversario, bandera","Subtema T39.S00 centrado en ceremonia, honor, aniversario, bandera, asistir, civico; conecta tambien emotivo, conmemoracion, celebrado, himno, honores.","ceremonia, honor, aniversario, bandera, asistir, civico, emotivo, conmemoracion, celebrado, himno, honores",11,46,0.836,310.0
T39_S01,39,1,"Jose, rodriguez, francisco, instalar","Subtema T39.S01 centrado en jose, rodriguez, francisco, instalar, mendoza, castaneda; conecta tambien cecilia, semanal.","jose, rodriguez, francisco, instalar, mendoza, castaneda, cecilia, semanal",8,19,0.679,166.0
T39_S02,39,2,"Escuela, angel, carrera, preparar","Subtema T39.S02 centrado en escuela, angel, carrera, preparar, efecto, extranar; conecta tambien morenita, bonita, estadistica, camisa, banar, facho.","escuela, angel, carrera, preparar, efecto, extranar, morenita, bonita, estadistica, camisa, banar, facho",12,42,0.636,156.0
T39_S03,39,3,"Historia, batalla, emblematico, basta","Subtema T39.S03 centrado en historia, batalla, emblematico, basta, choque, creador; conecta tambien patriota, drama, atrapado.","historia, batalla, emblematico, basta, choque, creador, patriota, drama, atrapado",9,19,0.528,106.0
T39_S04,39,4,"Gonzalez, teresa, incansable, edmundo","Subtema T39.S04 centrado en gonzalez, teresa, incansable, edmundo, nombrar, edil; conecta tambien vicepresidenta, harta.","gonzalez, teresa, incansable, edmundo, nombrar, edil, vicepresidenta, harta",8,13,0.464,103.0
T39_S05,39,5,"Prensa, rueda, declaracion, issste","Subtema T39.S05 centrado en prensa, rueda, declaracion, issste, apollo, llover; conecta tambien peje, omiso, lagunario, apollar, horizonte, sugerir.","prensa, rueda, declaracion, issste, apollo, llover, peje, omiso, lagunario, apollar, horizonte, sugerir",12,26,0.394,73.0
T39_S06,39,6,"Naval, comandante, eduardo, armada","Subtema T39.S06 centrado en naval, comandante, eduardo, armada, escamilla, lucas; conecta tambien susana, pampita.","naval, comandante, eduardo, armada, escamilla, lucas, susana, pampita",8,15,0.536,73.0
T39_S07,39,7,"Reyes, rosca, interpretado","Subtema T39.S07 centrado en reyes, rosca, interpretado.","reyes, rosca, interpretado",3,2,0.667,70.0
T39_S08,39,8,"Bad, negocios, jovenes, poor","Subtema T39.S08 centrado en bad, negocios, jovenes, poor, better, take; conecta tambien job, name, black.","bad, negocios, jovenes, poor, better, take, job, name, black",9,23,0.639,59.0
T39_S09,39,9,"Constitucion, democracia, interno, soto","Subtema T39.S09 centrado en constitucion, democracia, interno, soto, tension, pacto; conecta tambien inconformidad, chingado, tepjf.","constitucion, democracia, interno, soto, tension, pacto, inconformidad, chingado, tepjf",9,17,0.472,43.0
T40_S00,40,0,"Like, love, thank, see","Subtema T40.S00 centrado en like, love, thank, see, get, know; conecta tambien much, day, even, going, always, every.","like, love, thank, see, get, know, much, day, even, going, always, every",50,552,0.451,1099.0
T40_S01,40,1,"Jesus, amen, santo, misericordia","Subtema T40.S01 centrado en jesus, amen, santo, misericordia, amado, fiel; conecta tambien jesucristo, gutierrez, reino, piedad, misa, familias.","jesus, amen, santo, misericordia, amado, fiel, jesucristo, gutierrez, reino, piedad, misa, familias",33,161,0.305,430.0
T40_S02,40,2,"Guadalupe, virgen, diego, tepeyac","Subtema T40.S02 centrado en guadalupe, virgen, diego, tepeyac, espiritual, granja; conecta tambien culto, iluminacion, led, impreso, sigo, virgencita.","guadalupe, virgen, diego, tepeyac, espiritual, granja, culto, iluminacion, led, impreso, sigo, virgencita",12,28,0.424,293.0
T40_S03,40,3,"Calor, golfo, sensacion, cuyo","Subtema T40.S03 centrado en calor, golfo, sensacion, cuyo, factor, distancia; conecta tambien lavado, creado, olor, estres, abasto, diagnostico.","calor, golfo, sensacion, cuyo, factor, distancia, lavado, creado, olor, estres, abasto, diagnostico",23,76,0.3,213.0
T40_S04,40,4,"Senora, imagen, america, original","Subtema T40.S04 centrado en senora, imagen, america, original, sabiduria, demonio; conecta tambien ritual, citar, pos, arroyo, paralelo, documentado.","senora, imagen, america, original, sabiduria, demonio, ritual, citar, pos, arroyo, paralelo, documentado",13,34,0.436,159.0
T40_S05,40,5,"Dano, escapar, tramo, automovilista","Subtema T40.S05 centrado en dano, escapar, tramo, automovilista, peaton, florida; conecta tambien pluvial, pinchi, mmm, navegar, supervisar, desconocido.","dano, escapar, tramo, automovilista, peaton, florida, pluvial, pinchi, mmm, navegar, supervisar, desconocido",15,41,0.39,116.0
T40_S06,40,6,"Activo, poblano, magisterio, cholula","Subtema T40.S06 centrado en activo, poblano, magisterio, cholula.","activo, poblano, magisterio, cholula",4,6,1.0,69.0
T40_S07,40,7,"Pablo, dedicado, monte, hermanos","Subtema T40.S07 centrado en pablo, dedicado, monte, hermanos, engano, beneficiario; conecta tambien acuerdir, llanta, subida, poseer, max, cuervo.","pablo, dedicado, monte, hermanos, engano, beneficiario, acuerdir, llanta, subida, poseer, max, cuervo",15,34,0.324,61.0
T40_S08,40,8,"Youtube, photo, online, dejo","Subtema T40.S08 centrado en youtube, photo, online, dejo.","youtube, photo, online, dejo",4,4,0.667,30.0
T41_S00,41,0,"Judicial, reforma, electoral, decision","Subtema T41.S00 centrado en judicial, reforma, electoral, decision, tribunal, federacion; conecta tambien organizar, diputados, magistrado, secreto, universal, magistrada.","judicial, reforma, electoral, decision, tribunal, federacion, organizar, diputados, magistrado, secreto, universal, magistrada",15,67,0.638,445.0
T41_S01,41,1,"Ano, mes, franquicia, comparacion","Subtema T41.S01 centrado en ano, mes, franquicia, comparacion, recibo, matrimonio; conecta tambien complicar, cursar, fernanda.","ano, mes, franquicia, comparacion, recibo, matrimonio, complicar, cursar, fernanda",9,16,0.444,403.0
T41_S02,41,2,"Llamar, sentir, mama, subir","Subtema T41.S02 centrado en llamar, sentir, mama, subir, costar, escribir; conecta tambien porcentaje, comparar, parecido, prender, karen, enfoque.","llamar, sentir, mama, subir, costar, escribir, porcentaje, comparar, parecido, prender, karen, enfoque",13,53,0.679,376.0
T41_S03,41,3,"Perro, hogar, gato, perrito","Subtema T41.S03 centrado en perro, hogar, gato, perrito, chico, adoptar; conecta tambien mediano, adopcion, perrita, talla, aprox, amigable.","perro, hogar, gato, perrito, chico, adoptar, mediano, adopcion, perrita, talla, aprox, amigable",13,65,0.833,361.0
T41_S04,41,4,"Llegar, comenzar, petroleo, taxi","Subtema T41.S04 centrado en llegar, comenzar, petroleo, taxi, semifinal, seleccionar; conecta tambien veronica, app.","llegar, comenzar, petroleo, taxi, semifinal, seleccionar, veronica, app",8,16,0.571,171.0
T41_S05,41,5,"Buscar, tratar, propuesta, hidrico","Subtema T41.S05 centrado en buscar, tratar, propuesta, hidrico, artesano.","buscar, tratar, propuesta, hidrico, artesano",5,7,0.7,133.0
T41_S06,41,6,"Mayoria, cobrar, aparecer, gordo","Subtema T41.S06 centrado en mayoria, cobrar, aparecer, gordo, carmen, armar; conecta tambien finanzas, adeudo, novia, pared, contraloria, guillen.","mayoria, cobrar, aparecer, gordo, carmen, armar, finanzas, adeudo, novia, pared, contraloria, guillen",12,31,0.47,125.0
T41_S07,41,7,"Gasto, cubrir, opositor, donar","Subtema T41.S07 centrado en gasto, cubrir, opositor, donar, diana, rosales; conecta tambien vdd, lago, cuerda, ticket.","gasto, cubrir, opositor, donar, diana, rosales, vdd, lago, cuerda, ticket",10,20,0.444,75.0
T41_S08,41,8,"Luchar, valiente, rubio, abrazar","Subtema T41.S08 centrado en luchar, valiente, rubio, abrazar, alegre, definido.","luchar, valiente, rubio, abrazar, alegre, definido",6,11,0.733,36.0
T41_S09,41,9,"Cuando, practicamente, imposible, derrota","Subtema T41.S09 centrado en cuando, practicamente, imposible, derrota, moneda, negociacion; conecta tambien eventual.","cuando, practicamente, imposible, derrota, moneda, negociacion, eventual",7,14,0.667,29.0
T42_S00,42,0,"Gente, apoyar, pendiente, atento","Subtema T42.S00 centrado en gente, apoyar, pendiente, atento, apoyado.","gente, apoyar, pendiente, atento, apoyado",5,10,1.0,237.0
T42_S01,42,1,"Vender, precio, comer, caro","Subtema T42.S01 centrado en vender, precio, comer, caro, favorito, consumir; conecta tambien kilo, insulto, limon, garantia, eliminacion, mina.","vender, precio, comer, caro, favorito, consumir, kilo, insulto, limon, garantia, eliminacion, mina",12,43,0.652,214.0
T42_S02,42,2,"Favor, mensaje, venezolano, intervencion","Subtema T42.S02 centrado en favor, mensaje, venezolano, intervencion, difundir, preso.","favor, mensaje, venezolano, intervencion, difundir, preso",6,13,0.867,117.0
T42_S03,42,3,"Terminar, donde, ocasion, reves","Subtema T42.S03 centrado en terminar, donde, ocasion, reves, picar, web; conecta tambien incendiar.","terminar, donde, ocasion, reves, picar, web, incendiar",7,16,0.762,71.0
T42_S04,42,4,"Dejar, dejen, cancha, paloma","Subtema T42.S04 centrado en dejar, dejen, cancha, paloma.","dejar, dejen, cancha, paloma",4,4,0.667,59.0
T42_S05,42,5,"Completo, fondo, parar, moreno","Subtema T42.S05 centrado en completo, fondo, parar, moreno, error, corregir; conecta tambien apariencia.","completo, fondo, parar, moreno, error, corregir, apariencia",7,18,0.857,50.0
T42_S06,42,6,"Michoacan, caliente, cjng, mariposa","Subtema T42.S06 centrado en michoacan, caliente, cjng, mariposa, monarca, insecto; conecta tambien creencia, homero.","michoacan, caliente, cjng, mariposa, monarca, insecto, creencia, homero",8,15,0.536,47.0
T42_S08,42,8,"Mano, pronto, amiga","Subtema T42.S08 centrado en mano, pronto, amiga.","mano, pronto, amiga",3,3,1.0,34.0
T42_S09,42,9,"Faltar, dejate, perdonar, presionar","Subtema T42.S09 centrado en faltar, dejate, perdonar, presionar, aora.","faltar, dejate, perdonar, presionar, aora",5,5,0.5,32.0
T42_S10,42,10,"Malo, fama, victor, grabacion","Subtema T42.S10 centrado en malo, fama, victor, grabacion, completar.","malo, fama, victor, grabacion, completar",5,7,0.7,27.0
T42_S11,42,11,"Venir, ecatepec, querida, arruinar","Subtema T42.S11 centrado en venir, ecatepec, querida, arruinar.","venir, ecatepec, querida, arruinar",4,4,0.667,19.0
T42_S12,42,12,"Parecer, esposa, bachillerato","Subtema T42.S12 centrado en parecer, esposa, bachillerato.","parecer, esposa, bachillerato",3,2,0.667,18.0
T42_S13,42,13,"Cara, tremendo, decirte","Subtema T42.S13 centrado en cara, tremendo, decirte.","cara, tremendo, decirte",3,2,0.667,11.0
T43_S00,43,0,"Tomar, votar, ministro, elegir","Subtema T43.S00 centrado en tomar, votar, ministro, elegir, sueldo, soltar; conecta tambien aportar, obedecer, ganado, fuser, agradar, regresen.","tomar, votar, ministro, elegir, sueldo, soltar, aportar, obedecer, ganado, fuser, agradar, regresen",15,46,0.438,236.0
T43_S01,43,1,"San, pedro, electo, mendez","Subtema T43.S01 centrado en san, pedro, electo, mendez, tercer, calzada; conecta tambien marcos, iclei.","san, pedro, electo, mendez, tercer, calzada, marcos, iclei",8,12,0.429,203.0
T43_S02,43,2,"Com, nao, uma, sem","Subtema T43.S02 centrado en com, nao, uma, sem, ortiz, pra; conecta tambien orgullosamente, sua, ter, muniz.","com, nao, uma, sem, ortiz, pra, orgullosamente, sua, ter, muniz",10,28,0.622,190.0
T43_S03,43,3,"Octubre, doctora, jazz, global","Subtema T43.S03 centrado en octubre, doctora, jazz, global, apostar, trascender; conecta tambien band, blues, alcanzado, excelencia, inedito, orgullosa.","octubre, doctora, jazz, global, apostar, trascender, band, blues, alcanzado, excelencia, inedito, orgullosa",14,40,0.44,108.0
T43_S04,43,4,"Ruta, aviso, cerrado, vuelo","Subtema T43.S04 centrado en ruta, aviso, cerrado, vuelo, alterno, parcial; conecta tambien avalar, fino, enterado, locatario.","ruta, aviso, cerrado, vuelo, alterno, parcial, avalar, fino, enterado, locatario",10,27,0.6,75.0
T43_S05,43,5,"Tormenta, tropical, indicacion, extraordinaria","Subtema T43.S05 centrado en tormenta, tropical, indicacion, extraordinaria, captar.","tormenta, tropical, indicacion, extraordinaria, captar",5,5,0.5,56.0
T43_S06,43,6,"Legislativo, corriente, paga, comprometer","Subtema T43.S06 centrado en legislativo, corriente, paga, comprometer, directiva, twitter; conecta tambien senorita, repente, censura, tulipan.","legislativo, corriente, paga, comprometer, directiva, twitter, senorita, repente, censura, tulipan",10,19,0.422,33.0
T43_S07,43,7,"Time, miriam, bless, god","Subtema T43.S07 centrado en time, miriam, bless, god, lampara.","time, miriam, bless, god, lampara",5,6,0.6,22.0
T43_S09,43,9,"Ramon, martin, farol","Subtema T43.S09 centrado en ramon, martin, farol.","ramon, martin, farol",3,3,1.0,4.0
T44_S00,44,0,"Huachicol, fiscal, funcionario, aduana","Subtema T44.S00 centrado en huachicol, fiscal, funcionario, aduana, huachicolero, escandalo; conecta tambien sat, paraiso, finanza, publicamente, enterate.","huachicol, fiscal, funcionario, aduana, huachicolero, escandalo, sat, paraiso, finanza, publicamente, enterate",11,37,0.673,283.0
T44_S01,44,1,"Investigacion, fiscalia, juez, hidrocarburo","Subtema T44.S01 centrado en investigacion, fiscalia, juez, hidrocarburo, involucrar, ministerial; conecta tambien fijar, dimension, atropellamiento, procesado, embarazo, enjambre.","investigacion, fiscalia, juez, hidrocarburo, involucrar, ministerial, fijar, dimension, atropellamiento, procesado, embarazo, enjambre",12,35,0.53,271.0
T44_S02,44,2,"Junio, iniciar, confirmar, jueves","Subtema T44.S02 centrado en junio, iniciar, confirmar, jueves, dirigido, aficion; conecta tambien monumental, anticipar, atraco, basica, transportes, mantente.","junio, iniciar, confirmar, jueves, dirigido, aficion, monumental, anticipar, atraco, basica, transportes, mantente",13,39,0.5,232.0
T44_S03,44,3,"Mostrar, diario, juarez, rosa","Subtema T44.S03 centrado en mostrar, diario, juarez, rosa, tijuana, toluca; conecta tambien casas, cabello, pachuca, gastronomia, decente, disenado.","mostrar, diario, juarez, rosa, tijuana, toluca, casas, cabello, pachuca, gastronomia, decente, disenado",14,55,0.604,175.0
T44_S04,44,4,"Permiso, droga, gobernante, eua","Subtema T44.S04 centrado en permiso, droga, gobernante, eua, cuello, soberano; conecta tambien narcos, venganza, modificar, apoderar, incomodo, arrasar.","permiso, droga, gobernante, eua, cuello, soberano, narcos, venganza, modificar, apoderar, incomodo, arrasar",12,45,0.682,122.0
T44_S05,44,5,"Juego, aceptar, azul, figura","Subtema T44.S05 centrado en juego, aceptar, azul, figura, escena, legislador; conecta tambien resistencia, critica, ascenso, conviccion, influyente, puesta.","juego, aceptar, azul, figura, escena, legislador, resistencia, critica, ascenso, conviccion, influyente, puesta",16,48,0.4,119.0
T44_S06,44,6,"Negocio, operar, significar, consumo","Subtema T44.S06 centrado en negocio, operar, significar, consumo, decena, proveedor.","negocio, operar, significar, consumo, decena, proveedor",6,9,0.6,75.0
T44_S07,44,7,"Jalisco, serie, revelar, leal","Subtema T44.S07 centrado en jalisco, serie, revelar, leal, presumir, licenciado; conecta tambien isla, conexion, maki, facundo.","jalisco, serie, revelar, leal, presumir, licenciado, isla, conexion, maki, facundo",10,26,0.578,74.0
T44_S08,44,8,"Asegurar, afirmar, febrero, recientemente","Subtema T44.S08 centrado en asegurar, afirmar, febrero, recientemente.","asegurar, afirmar, febrero, recientemente",4,5,0.833,53.0
T44_S09,44,9,"Justo, masivo, festejar, record","Subtema T44.S09 centrado en justo, masivo, festejar, record, rango, abuela; conecta tambien incondicional.","justo, masivo, festejar, record, rango, abuela, incondicional",7,10,0.476,40.0
T44_S10,44,10,"Ingreso, efectivo, geografia","Subtema T44.S10 centrado en ingreso, efectivo, geografia.","ingreso, efectivo, geografia",3,2,0.667,12.0
T44_S11,44,11,"Presidencial, luisa, fortuna, comienzo","Subtema T44.S11 centrado en presidencial, luisa, fortuna, comienzo.","presidencial, luisa, fortuna, comienzo",4,4,0.667,11.0
T45_S00,45,0,"Apoyo, pedir, necesitar, ayuda","Subtema T45.S00 centrado en apoyo, pedir, necesitar, ayuda, ayudar, pata; conecta tambien pesitos, team, rezar.","apoyo, pedir, necesitar, ayuda, ayudar, pata, pesitos, team, rezar",9,27,0.75,913.0
T45_S01,45,1,"Contar, mercado, clabe, tarjeta","Subtema T45.S01 centrado en contar, mercado, clabe, tarjeta, cuentas, toby; conecta tambien paypal, bancomer, puntilla, bbva.","contar, mercado, clabe, tarjeta, cuentas, toby, paypal, bancomer, puntilla, bbva",10,30,0.667,681.0
T45_S02,45,2,"Atencion, medico, hospital, auxilio","Subtema T45.S02 centrado en atencion, medico, hospital, auxilio, rescatar, canseco; conecta tambien cirugia, cuida, regularizacion.","atencion, medico, hospital, auxilio, rescatar, canseco, cirugia, cuida, regularizacion",9,26,0.722,664.0
T45_S03,45,3,"Encontrar, ubicado, usuario, desaparecido","Subtema T45.S03 centrado en encontrar, ubicado, usuario, desaparecido, gas, arribar; conecta tambien nunez, petro, amarillo, restablecer, europeo, administrar.","encontrar, ubicado, usuario, desaparecido, gas, arribar, nunez, petro, amarillo, restablecer, europeo, administrar",16,44,0.367,209.0
T45_S04,45,4,"Problema, arreglar, critico, regular","Subtema T45.S04 centrado en problema, arreglar, critico, regular, verificar, controlado; conecta tambien reparar, hueso, sobrevivir, pensamiento, compadre, secuestrado.","problema, arreglar, critico, regular, verificar, controlado, reparar, hueso, sobrevivir, pensamiento, compadre, secuestrado",23,67,0.265,171.0
T45_S05,45,5,"Negro, col, drenaje, ave","Subtema T45.S05 centrado en negro, col, drenaje, ave, lomas, medir; conecta tambien heroes, morelia, brillar, inundar, cano, tapia.","negro, col, drenaje, ave, lomas, medir, heroes, morelia, brillar, inundar, cano, tapia",16,43,0.358,146.0
T45_S06,45,6,"Atender, necesidad, reto, monico","Subtema T45.S06 centrado en atender, necesidad, reto, monico, candidatura, nomina; conecta tambien conversar.","atender, necesidad, reto, monico, candidatura, nomina, conversar",7,15,0.714,120.0
T46_S00,46,0,"Lider, lucha, denunciar, memoria","Subtema T46.S00 centrado en lider, lucha, denunciar, memoria, privilegio, tratamiento; conecta tambien respaldar, defensor, respirar, narcoterrorista, disfrazar, migrante.","lider, lucha, denunciar, memoria, privilegio, tratamiento, respaldar, defensor, respirar, narcoterrorista, disfrazar, migrante",13,36,0.462,147.0
T46_S01,46,1,"Pelicula, cadena, producir, abogado","Subtema T46.S01 centrado en pelicula, cadena, producir, abogado, sala, adentro; conecta tambien hombro, latina, fractura, acumulacion, alfonso, estancia.","pelicula, cadena, producir, abogado, sala, adentro, hombro, latina, fractura, acumulacion, alfonso, estancia",17,54,0.397,119.0
T46_S02,46,2,"Hermana, banda, xochitl, galvez","Subtema T46.S02 centrado en hermana, banda, xochitl, galvez, influencia, solis.","hermana, banda, xochitl, galvez, influencia, solis",6,10,0.667,95.0
T46_S03,46,3,"Moral, morenarco, mafioso, pinches","Subtema T46.S03 centrado en moral, morenarco, mafioso, pinches, carajo, secta; conecta tambien comprado, atreveir, intimidar, cinica, kakas, lambiscon.","moral, morenarco, mafioso, pinches, carajo, secta, comprado, atreveir, intimidar, cinica, kakas, lambiscon",13,41,0.526,82.0
T46_S04,46,4,"Decada, epoca, davila, vicky","Subtema T46.S04 centrado en decada, epoca, davila, vicky, jaibo, promotor; conecta tambien rangel, estacionado, simpatizante, acorde, tela.","decada, epoca, davila, vicky, jaibo, promotor, rangel, estacionado, simpatizante, acorde, tela",11,19,0.345,79.0
T46_S05,46,5,"Unico, correcto, mentirosa, oreja","Subtema T46.S05 centrado en unico, correcto, mentirosa, oreja, novedad, monstruo; conecta tambien nervioso, regularizar.","unico, correcto, mentirosa, oreja, novedad, monstruo, nervioso, regularizar",8,16,0.571,60.0
T46_S06,46,6,"Animar, guzman, rosario, divino","Subtema T46.S06 centrado en animar, guzman, rosario, divino, despensa, bodega; conecta tambien aurrera, caridad, sanguinario, lee.","animar, guzman, rosario, divino, despensa, bodega, aurrera, caridad, sanguinario, lee",10,20,0.444,57.0
T46_S07,46,7,"Conocido, presa, animalito, mascota","Subtema T46.S07 centrado en conocido, presa, animalito, mascota, personalidad, juancho; conecta tambien mor, promocionar, entusiasta, obstante.","conocido, presa, animalito, mascota, personalidad, juancho, mor, promocionar, entusiasta, obstante",10,21,0.467,50.0
T46_S08,46,8,"Formar, eliminar, reducir, abandonado","Subtema T46.S08 centrado en formar, eliminar, reducir, abandonado, tamaulipeca, calendario; conecta tambien jaibas.","formar, eliminar, reducir, abandonado, tamaulipeca, calendario, jaibas",7,14,0.667,50.0
T46_S09,46,9,"Delincuencia, detenido, delegado, calibre","Subtema T46.S09 centrado en delincuencia, detenido, delegado, calibre, prepotente, sii.","delincuencia, detenido, delegado, calibre, prepotente, sii",6,9,0.6,46.0
T46_S10,46,10,"Cobarde, discurso, sinverguenza, exhibir","Subtema T46.S10 centrado en cobarde, discurso, sinverguenza, exhibir, dominicana, daniela; conecta tambien extremadamente, sindrome, depredador.","cobarde, discurso, sinverguenza, exhibir, dominicana, daniela, extremadamente, sindrome, depredador",9,20,0.556,42.0
T46_S11,46,11,"Vista, raiz, simbolo, patrio","Subtema T46.S11 centrado en vista, raiz, simbolo, patrio, contingente.","vista, raiz, simbolo, patrio, contingente",5,8,0.8,41.0
T46_S12,46,12,"Gritar, abuelito, quiero, delfina","Subtema T46.S12 centrado en gritar, abuelito, quiero, delfina, destrozar, martina; conecta tambien chiara.","gritar, abuelito, quiero, delfina, destrozar, martina, chiara",7,12,0.571,32.0
T46_S13,46,13,"Doble, llama, mauricio, michelle","Subtema T46.S13 centrado en doble, llama, mauricio, michelle, leslie.","doble, llama, mauricio, michelle, leslie",5,6,0.6,24.0
T47_S00,47,0,"Villarreal, monica, anaya, alcaldesa","Subtema T47.S00 centrado en villarreal, monica, anaya, alcaldesa, gob, monicavillarreal.","villarreal, monica, anaya, alcaldesa, gob, monicavillarreal",6,14,0.933,4405.0
T47_S01,47,1,"Seguir, fortalecer, compromiso, construir","Subtema T47.S01 centrado en seguir, fortalecer, compromiso, construir, entrega, transformacion; conecta tambien sociedad, reafirmar, vision, transformar, respaldo, fundamental.","seguir, fortalecer, compromiso, construir, entrega, transformacion, sociedad, reafirmar, vision, transformar, respaldo, fundamental",17,119,0.875,2482.0
T47_S02,47,2,"Bienestar, salud, cuidar, jornada","Subtema T47.S02 centrado en bienestar, salud, cuidar, jornada, consulta, sonrisa; conecta tambien saludable, modulo, diabetes, dental, omar.","bienestar, salud, cuidar, jornada, consulta, sonrisa, saludable, modulo, diabetes, dental, omar",11,45,0.818,933.0
T47_S03,47,3,"Presidenta, municipal, clandestino","Subtema T47.S03 centrado en presidenta, municipal, clandestino.","presidenta, municipal, clandestino",3,3,1.0,803.0
