usuario,posicion_id,tema_id,rank_en_posicion,conteo_tema,pct_usuario_en_tema,n_msgs,n_palabras,plataformas,tema_dominante,sub_dominante
Twitter::@ChivaInvencible,T11_P2,11,58,4,30.8,2,13,Twitter,T11,T11_S4
YouTube::@RamonLlerenas,T11_P2,11,59,4,36.4,4,11,YouTube,T12,T11_S5
YouTube::@Alejandro-s4q9g,T11_P2,11,60,4,19.0,1,21,YouTube,T12,T12_S0
YouTube::@juanjor182,T11_P2,11,61,4,23.5,1,17,YouTube,T10,T10_S4
YouTube::@luztorresruiz7480,T11_P2,11,62,4,14.8,1,27,YouTube,T09,T12_S0
YouTube::@marcobetancourt3733,T11_P2,11,63,4,36.4,1,11,YouTube,T10,T10_S4
YouTube::@juanmartinbernalpascual6353,T11_P2,11,64,4,20.0,3,20,YouTube,T12,T08_S0
YouTube::@salomesilvestre6874,T11_P2,11,65,4,50.0,1,8,YouTube,T11,T11_S1
YouTube::@mariselatorres4916,T11_P2,11,66,4,66.7,1,6,YouTube,T11,T11_S1
YouTube::@victorlooez6171,T11_P2,11,67,4,36.4,1,11,YouTube,T11,T11_S1
YouTube::@rosapina8807,T11_P2,11,68,4,25.0,1,16,YouTube,T10,T10_S2
YouTube::@joseeulaliomartinezvergara5956,T11_P2,11,69,4,66.7,1,6,YouTube,T11,T11_S1
YouTube::@berthavelasco3707,T11_P2,11,70,4,66.7,1,6,YouTube,T11,T11_S1
YouTube::@idayrperez4573,T11_P2,11,71,4,25.0,1,16,YouTube,T10,T11_S4
YouTube::@imeldamaguadalupevaldezest3373,T11_P2,11,72,4,57.1,1,7,YouTube,T11,T11_S1
YouTube::@armando5w1518,T11_P2,11,73,3,60.0,1,5,YouTube,T11,T11_S1
YouTube::@anycastillo5605,T11_P2,11,74,3,60.0,1,5,YouTube,T11,T11_S1
YouTube::@VictorGarcia-l6m,T11_P2,11,75,3,30.0,1,10,YouTube,T12,T12_S1
YouTube::@SilverioLeyvaluna,T11_P2,11,76,3,23.1,1,13,YouTube,T12,T11_S1
Twitter::@RafaelG95065276,T11_P2,11,77,3,20.0,1,15,Twitter,T10,T10_S1
Twitter::@DulceGabs,T11_P2,11,78,3,15.8,3,19,Twitter,T06,T06_S0
Facebook::Orlando Santiago,T11_P2,11,79,3,60.0,1,5,Facebook,T11,T11_S6
Facebook::Tony Ochoa,T11_P2,11,80,3,23.1,1,13,Facebook,T02,T02_S4
YouTube::@Richmx10,T11_P2,11,81,3,50.0,1,6,YouTube,T11,T11_S1
YouTube::@JoseluisPerreroperrero,T11_P2,11,82,3,50.0,1,6,YouTube,T11,T11_S4
YouTube::@Marco-d3s2d,T11_P2,11,83,3,21.4,2,14,YouTube,T12,T12_S1
YouTube::@NicolasMendoza-k5h,T11_P2,11,84,3,60.0,1,5,YouTube,T11,T11_S1
YouTube::@Ciudadano707,T11_P2,11,85,3,50.0,1,6,YouTube,T11,T04_S0
YouTube::@EdyTrejo-k5f,T11_P2,11,86,3,42.9,1,7,YouTube,T11,T12_S0
Twitter::@AnaC8291079432,T11_P2,11,87,3,15.0,2,20,Twitter,T11,T09_S0
Twitter::@alondrarohe,T11_P2,11,88,3,60.0,2,5,Twitter,T11,T11_S1
Twitter::@lopez_mari30103,T11_P2,11,89,3,33.3,2,9,Twitter,T11,T03_S0
YouTube::@Adrian-n1f,T11_P2,11,90,3,30.0,1,10,YouTube,T11,T11_S5
YouTube::@AnselmaOliveraIbarra,T11_P2,11,91,3,25.0,1,12,YouTube,T12,T12_S1
YouTube::@CarlosLupercio-c8b,T11_P2,11,92,3,42.9,2,7,YouTube,T11,T11_S1
YouTube::@jesusgarzon7095,T11_P2,11,93,3,50.0,1,6,YouTube,T11,T05_S2
YouTube::@jazzcasarrubias17,T11_P2,11,94,3,50.0,1,6,YouTube,T11,T11_S1
YouTube::@isramac41605,T11_P2,11,95,3,42.9,1,7,YouTube,T11,T11_S1
YouTube::@felixvelazquez7212,T11_P2,11,96,3,50.0,1,6,YouTube,T11,T11_S1
YouTube::@geramorales1561,T11_P2,11,97,3,23.1,1,13,YouTube,T02,T02_S3
YouTube::@dianamendezbello5015,T11_P2,11,98,3,60.0,1,5,YouTube,T11,T11_S5
YouTube::@davidandres9728,T11_P2,11,99,3,50.0,4,6,YouTube,T11,T11_S5
YouTube::@carlosr5985,T11_P2,11,100,3,60.0,1,5,YouTube,T11,T11_S1
YouTube::@dorayneyuleykarodriguezher2906,T11_P2,11,101,3,27.3,1,11,YouTube,T11,T11_S0
YouTube::@donquijotedelamancha538,T11_P2,11,102,3,30.0,1,10,YouTube,T11,T08_S0
YouTube::@edmaes7450,T11_P2,11,103,3,30.0,1,10,YouTube,T11,T11_S4
YouTube::@eberardorodriguez8198,T11_P2,11,104,3,25.0,1,12,YouTube,T11,T09_S0
YouTube::@ednamarcelagonzalez9636,T11_P2,11,105,3,42.9,1,7,YouTube,T11,T11_S1
YouTube::@elenaalaniz1796,T11_P2,11,106,3,42.9,1,7,YouTube,T12,T11_S4
YouTube::@eliseogonzalezortega5018,T11_P2,11,107,3,37.5,1,8,YouTube,T12,T12_S0
YouTube::@fcorivasll,T11_P2,11,108,3,33.3,1,9,YouTube,T11,T11_S1
YouTube::@malugarcia6413,T11_P2,11,109,3,50.0,1,6,YouTube,T11,T11_S4
YouTube::@lunamorena390,T11_P2,11,110,3,13.0,2,23,YouTube,T12,T02_S0
YouTube::@liancortez5200,T11_P2,11,111,3,16.7,1,18,YouTube,T14,T14_S3
YouTube::@luisvillalvazo9912,T11_P2,11,112,3,60.0,1,5,YouTube,T11,T11_S1
YouTube::@l.d.v.9936,T11_P2,11,113,3,33.3,1,9,YouTube,T11,T11_S1
YouTube::@kevinaragon8011,T11_P2,11,114,3,23.1,1,13,YouTube,T12,T12_S1
YouTube::@joseluismejia9645,T11_P2,11,115,3,37.5,1,8,YouTube,T11,T11_S1
YouTube::@juaneduardoguillenlopez,T11_P2,11,116,3,37.5,1,8,YouTube,T11,T03_S1
YouTube::@jorgemeza218,T11_P2,11,117,3,15.0,1,20,YouTube,T04,T04_S0
YouTube::@porfiriochinchillas3156,T11_P2,11,118,3,42.9,2,7,YouTube,T11,T11_S1
YouTube::@marthaesquer9167,T11_P2,11,119,3,25.0,1,12,YouTube,T11,T08_S1
YouTube::@miguelgranados-v2s,T11_P2,11,120,3,27.3,1,11,YouTube,T11,T10_S4
YouTube::@rokolozano9961,T11_P2,11,121,3,42.9,1,7,YouTube,T11,T12_S4
YouTube::@rogatogt5,T11_P2,11,122,3,17.6,1,17,YouTube,T12,T12_S4
YouTube::@rociopedraja1179,T11_P2,11,123,3,18.8,2,16,YouTube,T12,T12_S0
YouTube::@robertoguerrero4723,T11_P2,11,124,3,50.0,1,6,YouTube,T11,T10_S4
YouTube::@heisenbergtherigatonisdad4041,T12_P1,12,1,47,68.1,6,69,YouTube,T12,T12_S4
YouTube::@mishaillich9728,T12_P1,12,2,25,54.3,2,46,YouTube,T12,T12_S1
YouTube::@1818dany,T12_P1,12,3,16,42.1,2,38,YouTube,T12,T12_S1
YouTube::@GustavoGarcia-qq4ec,T12_P1,12,4,16,61.5,3,26,YouTube,T12,T12_S1
YouTube::@fidenciomoralesh8819,T12_P1,12,5,16,38.1,3,42,YouTube,T12,T04_S1
Twitter::@IldaServin90245,T12_P1,12,6,14,46.7,2,30,Twitter,T12,T12_S4
YouTube::@aurorapereasarabia306,T12_P1,12,7,12,50.0,2,24,YouTube,T12,T12_S1
Facebook::Lucio MTZ sanchez,T12_P1,12,8,12,36.4,2,33,Facebook,T04,T04_S0
YouTube::@leticiajimenez4482,T12_P1,12,9,11,78.6,4,14,YouTube,T12,T12_S3
YouTube::@albertovallejohernandez9453,T12_P1,12,10,10,58.8,1,17,YouTube,T12,T12_S3
YouTube::@raulportilla8449,T12_P1,12,11,10,58.8,1,17,YouTube,T12,T12_S3
YouTube::@armandogutierrezmontero5934,T12_P1,12,12,10,83.3,1,12,YouTube,T12,T12_S4
YouTube::@CesarCruz-tr8nm,T12_P1,12,13,10,50.0,3,20,YouTube,T12,T12_S4
YouTube::@LuisAntonioGonzálezGil666,T12_P1,12,14,9,60.0,1,15,YouTube,T12,T12_S1
YouTube::@Alejandro-s4q9g,T12_P1,12,15,9,42.9,1,21,YouTube,T12,T12_S0
Twitter::@88hh8888,T12_P1,12,16,9,12.9,8,70,Twitter,T11,T11_S3
YouTube::@rogatogt5,T12_P1,12,17,9,52.9,1,17,YouTube,T12,T12_S4
YouTube::@MiguelSanchez-br7xw,T12_P1,12,18,9,81.8,2,11,YouTube,T12,T12_S4
YouTube::@Nikita-z1n7k,T12_P1,12,19,9,31.0,1,29,YouTube,T12,T12_S1
YouTube::@ElmerRoberto-y8x,T12_P1,12,20,8,57.1,2,14,YouTube,T12,T12_S0
YouTube::@TeresaTalamantes-j3j,T12_P1,12,21,8,40.0,2,20,YouTube,T12,T12_S4
YouTube::@abracadabra13-z2u,T12_P1,12,22,8,28.6,1,28,YouTube,T12,T12_S3
YouTube::@odiseo-lh4ku,T12_P1,12,23,8,61.5,1,13,YouTube,T12,T12_S3
YouTube::@germanomana4040,T12_P1,12,24,8,50.0,3,16,YouTube,T12,T12_S0
YouTube::@GustavoFraidez,T12_P1,12,25,8,50.0,1,16,YouTube,T12,T12_S1
YouTube::@Marcos-vm1bd,T12_P1,12,26,8,80.0,1,10,YouTube,T12,T12_S0
YouTube::@MsMariaCisneros,T12_P1,12,27,8,80.0,2,10,YouTube,T12,T12_S0
Facebook::Maria Araujo,T12_P1,12,28,8,33.3,9,24,Facebook,T12,T08_S0
YouTube::@ArturoRodríguez-n4p,T12_P1,12,29,8,57.1,1,14,YouTube,T12,T12_S3
YouTube::@DAIANAJISSELESPAÑAFRAGOSO,T12_P1,12,30,8,61.5,1,13,YouTube,T12,T12_S5
Twitter::@VaxTamaulipas,T12_P1,12,31,8,50.0,2,16,Twitter,T12,T05_S2
Twitter::@pucca_cn,T12_P1,12,32,8,30.8,7,26,Twitter,T12,T03_S0
YouTube::@danieladairgonzalez2780,T12_P1,12,33,7,36.8,1,19,YouTube,T12,T12_S0
YouTube::@carmenalvarado5052,T12_P1,12,34,7,50.0,1,14,YouTube,T12,T12_S0
YouTube::@franciscojavierbarrongomez7995,T12_P1,12,35,7,77.8,1,9,YouTube,T12,T12_S1
YouTube::@joaquinnavassilva57,T12_P1,12,36,7,63.6,1,11,YouTube,T12,T12_S0
YouTube::@jacquelinesotoarias7426,T12_P1,12,37,7,33.3,1,21,YouTube,T12,T12_S1
YouTube::@rociopedraja1179,T12_P1,12,38,7,43.8,2,16,YouTube,T12,T12_S0
YouTube::@RicardoLoredo-e4p,T12_P1,12,39,7,58.3,1,12,YouTube,T12,T12_S3
YouTube::@FranksS92,T12_P1,12,40,7,50.0,1,14,YouTube,T12,T12_S4
YouTube::@69emiprz,T12_P1,12,41,7,35.0,1,20,YouTube,T12,T12_S1
YouTube::@Abrahamb-p6e-r3n,T12_P1,12,42,7,58.3,3,12,YouTube,T12,T12_S0
YouTube::@BlancaGuzman-v3i,T12_P1,12,43,7,38.9,1,18,YouTube,T12,T12_S4
Facebook::Kathy del Angel,T12_P1,12,44,7,38.9,1,18,Facebook,T12,T12_S0
YouTube::@hermilocortes3875,T12_P1,12,45,6,25.0,2,24,YouTube,T11,T11_S1
YouTube::@chrissalazar8209,T12_P1,12,46,6,50.0,2,12,YouTube,T12,T12_S3
YouTube::@pabloamandosacramentorodri4096,T12_P1,12,47,6,40.0,2,15,YouTube,T11,T11_S1
YouTube::@juanmunguia7347,T12_P1,12,48,6,16.7,1,36,YouTube,T11,T10_S4
YouTube::@GerardoEnriqueMartinezSaenz,T12_P1,12,49,6,100.0,2,6,YouTube,T12,T12_S1
YouTube::@IsabelCanela-z9o,T12_P1,12,50,6,54.5,3,11,YouTube,T12,T12_S0
YouTube::@JavierJSantamaría,T12_P1,12,51,6,66.7,1,9,YouTube,T12,T12_S4
YouTube::@JuanPerez-gz9ur,T12_P1,12,52,6,54.5,1,11,YouTube,T12,T12_S4
Twitter::@MarioJRamirezR,T12_P1,12,53,6,31.6,2,19,Twitter,T05,T12_S0
YouTube::@AbrahamMendoza-e8c,T12_P1,12,54,6,33.3,2,18,YouTube,T12,T12_S4
YouTube::@ALXPARTANATTITUDE,T12_P1,12,55,6,31.6,1,19,YouTube,T12,T04_S1
YouTube::@SamuelMorfin-ro5xy,T12_P1,12,56,6,40.0,1,15,YouTube,T12,T12_S0
YouTube::@Tony-s7d2w,T12_P1,12,57,6,23.1,3,26,YouTube,T12,T12_S0
YouTube::@VictorGarcia-l6m,T12_P1,12,58,6,60.0,1,10,YouTube,T12,T12_S1
YouTube::@JoseRobertoLopezCortes,T12_P1,12,59,6,100.0,1,6,YouTube,T12,T12_S4
YouTube::@cesarsalazar5932,T12_P1,12,60,6,50.0,1,12,YouTube,T12,T11_S3
YouTube::@ALFSalvatierra,T12_P1,12,61,6,66.7,1,9,YouTube,T12,T12_S1
Twitter::@adanmartinezt,T12_P1,12,62,6,24.0,2,25,Twitter,T11,T11_S5
Twitter::@YosoyPedrero,T12_P1,12,63,6,17.6,1,34,Twitter,T04,T12_S0
YouTube::@17artegrafico,T12_P1,12,64,6,66.7,1,9,YouTube,T12,T12_S5
YouTube::@phantomaq,T12_P1,12,65,6,40.0,2,15,YouTube,T12,T12_S0
YouTube::@veronicaromopedroza6726,T12_P1,12,66,6,35.3,3,17,YouTube,T12,T06_S0
YouTube::@ramonortigozaperez7116,T12_P1,12,67,6,37.5,2,16,YouTube,T12,T00_S4
YouTube::@mariomarquez1176,T12_P1,12,68,5,100.0,1,5,YouTube,T12,T12_S0
YouTube::@luztorresruiz7480,T12_P1,12,69,5,18.5,1,27,YouTube,T09,T12_S0
YouTube::@fredygutierrez7737,T12_P1,12,70,5,62.5,1,8,YouTube,T12,T12_S4
YouTube::@hcxtr55,T12_P1,12,71,5,50.0,2,10,YouTube,T12,T12_S4
YouTube::@hugoposo6242,T12_P1,12,72,5,71.4,1,7,YouTube,T12,T12_S3
YouTube::@enriqueg6060,T12_P1,12,73,5,71.4,1,7,YouTube,T12,T12_S1
YouTube::@efrainhernandez765,T12_P1,12,74,5,62.5,1,8,YouTube,T12,T12_S5
YouTube::@fillgreyreyes7725,T12_P1,12,75,5,38.5,1,13,YouTube,T12,T10_S4
YouTube::@Victormanuelarellanoramirez,T12_P1,12,76,5,55.6,1,9,YouTube,T12,T12_S5
YouTube::@Rulas15,T12_P1,12,77,5,71.4,1,7,YouTube,T12,T12_S1
YouTube::@RicardoRosasarias-l2d,T12_P1,12,78,5,31.2,2,16,YouTube,T11,T11_S1
YouTube::@agustintrejo4952,T12_P1,12,79,5,55.6,1,9,YouTube,T12,T12_S1
YouTube::@PavelDragunov-yv5dk,T12_P1,12,80,5,71.4,1,7,YouTube,T12,T12_S0
YouTube::@alejandramora950,T12_P1,12,81,5,33.3,2,15,YouTube,T12,T12_S0
YouTube::@abadvicencio385,T12_P1,12,82,5,62.5,1,8,YouTube,T12,T12_S1
YouTube::@FatCk67,T12_P1,12,83,5,50.0,1,10,YouTube,T12,T09_S0
YouTube::@FernandoTorres-cf7gi,T12_P1,12,84,5,55.6,3,9,YouTube,T12,T12_S1
YouTube::@JuanHerrera-m7o,T12_P1,12,85,5,14.3,1,35,YouTube,T11,T11_S3
YouTube::@Marco-d3s2d,T12_P1,12,86,5,35.7,2,14,YouTube,T12,T12_S1
YouTube::@RodrigoHernandez-h2d,T12_P1,12,87,5,31.2,2,16,YouTube,T12,T11_S1
YouTube::@susanaalvarez2074,T12_P1,12,88,5,33.3,1,15,YouTube,T11,T11_S1
YouTube::@robertohernandez5408,T12_P1,12,89,5,41.7,1,12,YouTube,T12,T12_S4
YouTube::@mzzzol,T12_P1,12,90,5,71.4,1,7,YouTube,T12,T12_S4
YouTube::@victorcruz9366,T12_P1,12,91,5,83.3,1,6,YouTube,T12,T12_S2
YouTube::@squalloriginal4455,T12_P1,12,92,5,35.7,1,14,YouTube,T12,T12_S3
YouTube::@roxaveca5382,T12_P1,12,93,5,83.3,1,6,YouTube,T12,T12_S1
YouTube::@norbertocastorela5643,T12_P1,12,94,5,31.2,3,16,YouTube,T11,T11_S4
YouTube::@joseluismorrismontalvo3562,T12_P1,12,95,5,71.4,1,7,YouTube,T12,T12_S4
YouTube::@lunamorena390,T12_P1,12,96,5,21.7,2,23,YouTube,T12,T02_S0
YouTube::@EdithGarcia-k2y,T12_P1,12,97,5,35.7,2,14,YouTube,T12,T11_S0
YouTube::@ACH673,T12_P1,12,98,5,71.4,1,7,YouTube,T12,T12_S0
YouTube::@AnselmaOliveraIbarra,T12_P1,12,99,5,41.7,1,12,YouTube,T12,T12_S1
YouTube::@ArmandoLopez-iu5eq,T12_P1,12,100,5,71.4,1,7,YouTube,T12,T12_S0
YouTube::@SilverioLeyvaluna,T12_P1,12,101,5,38.5,1,13,YouTube,T12,T11_S1
YouTube::@AnaGonzalez-nm7ir,T12_P1,12,102,5,22.7,2,22,YouTube,T12,T12_S0
YouTube::@Rafael-wn7bf,T12_P1,12,103,4,66.7,1,6,YouTube,T12,T12_S4
YouTube::@Miyoutubeperfil,T12_P1,12,104,4,50.0,1,8,YouTube,T12,T12_S0
Facebook::Dulce Ornelas B,T12_P1,12,105,4,36.4,1,11,Facebook,T12,T08_S0
YouTube::@JesusRamos-f4f3e,T12_P1,12,106,4,80.0,1,5,YouTube,T12,T12_S0
YouTube::@JavierPartida-w7m,T12_P1,12,107,4,36.4,1,11,YouTube,T11,T12_S4
YouTube::@VirgynBlack,T12_P1,12,108,4,66.7,2,6,YouTube,T12,T12_S3
YouTube::@PanteraMtz,T12_P1,12,109,4,80.0,1,5,YouTube,T12,T12_S1
YouTube::@LuisDanielGaleana-l6g4r,T12_P1,12,110,4,50.0,1,8,YouTube,T12,T12_S0
YouTube::@AsiaYoung-m5l,T12_P1,12,111,4,80.0,1,5,YouTube,T12,T12_S3
YouTube::@Dalva-uf3dy,T12_P1,12,112,4,57.1,1,7,YouTube,T12,T12_S0
YouTube::@AngelAltuzar-fc1de,T12_P1,12,113,4,80.0,1,5,YouTube,T12,T12_S2
YouTube::@AMLO2026,T12_P1,12,114,4,66.7,1,6,YouTube,T12,T12_S0
YouTube::@1GeminiGirl,T12_P1,12,115,4,50.0,1,8,YouTube,T12,T12_S1
Twitter::@Notmeanymore01,T12_P1,12,116,4,13.8,4,29,Twitter,T11,T09_S0
Twitter::@GPL59323899,T12_P1,12,117,4,25.0,3,16,Twitter,T00,T12_S3
Facebook::Maria Del Socorro Hurtado Alvarez,T12_P1,12,118,4,21.1,6,19,Facebook,T08,T08_S0
Facebook::Martha Rivas,T12_P1,12,119,4,17.4,14,23,Facebook,T02,T02_S1
YouTube::@albertootero704,T12_P1,12,120,4,66.7,1,6,YouTube,T12,T12_S4
YouTube::@aleflou,T12_P1,12,121,4,50.0,1,8,YouTube,T12,T12_S1
YouTube::@Kenyy_64mart,T12_P1,12,122,4,66.7,1,6,YouTube,T12,T12_S4
YouTube::@FranciscoArmandoLauterioLozano,T12_P1,12,123,4,66.7,1,6,YouTube,T12,T12_S1
YouTube::@Hatzlaja-w6o,T12_P1,12,124,4,40.0,1,10,YouTube,T12,T04_S1
YouTube::@JoseLuisGonzalez-j2l,T12_P1,12,125,4,80.0,1,5,YouTube,T12,T12_S4
Twitter::@chazarordz,T12_P1,12,126,4,14.8,2,27,Twitter,T05,T05_S1
Facebook::Carolina Jones,T12_P1,12,127,4,13.8,1,29,Facebook,T07,T07_S4
Twitter::@porktendencia,T12_P1,12,128,4,50.0,1,8,Twitter,T12,T12_S0
YouTube::@xausdtmlc,T12_P1,12,129,4,23.5,1,17,YouTube,T12,T06_S2
YouTube::@timoteomiranda5005,T12_P1,12,130,4,14.8,1,27,YouTube,T08,T08_S0
YouTube::@saritasanchez2808,T12_P1,12,131,4,80.0,1,5,YouTube,T12,T12_S4
YouTube::@teresamexico309,T12_P1,12,132,4,50.0,1,8,YouTube,T12,T12_S1
YouTube::@pumascampeon5758,T12_P1,12,133,4,40.0,1,10,YouTube,T12,T12_S0
YouTube::@kevinaragon8011,T12_P1,12,134,4,30.8,1,13,YouTube,T12,T12_S1
YouTube::@juansantos6905,T12_P1,12,135,4,66.7,1,6,YouTube,T12,T11_S1
YouTube::@juanmanuelfloresvillarreal8648,T12_P1,12,136,4,36.4,1,11,YouTube,T12,T04_S1
YouTube::@markis650,T12_P1,12,137,4,57.1,1,7,YouTube,T12,T11_S0
YouTube::@rafaelcantuhinojosa1103,T12_P1,12,138,4,66.7,1,6,YouTube,T12,T12_S0
YouTube::@oscarvelardemendoza435,T12_P1,12,139,4,40.0,1,10,YouTube,T12,T11_S0
YouTube::@mariaricardez7167,T12_P1,12,140,4,80.0,1,5,YouTube,T12,T12_S1
YouTube::@luisantoniogutierrezbravo1206,T12_P1,12,141,4,44.4,1,9,YouTube,T12,T12_S1
YouTube::@gerardoamadorluna6663,T12_P1,12,142,4,57.1,1,7,YouTube,T12,T12_S3
YouTube::@franciscomercell543,T12_P1,12,143,4,50.0,1,8,YouTube,T12,T12_S0
YouTube::@felipegasca5719,T12_P1,12,144,4,57.1,2,7,YouTube,T12,T12_S0
YouTube::@joseluisgutierrezpineda9631,T12_P1,12,145,4,57.1,1,7,YouTube,T12,T12_S1
YouTube::@joseluisbenitezlarios,T12_P1,12,146,4,40.0,1,10,YouTube,T12,T12_S0
YouTube::@jesusfierro5425,T12_P1,12,147,4,50.0,3,8,YouTube,T12,T12_S1
YouTube::@evelynsauceda3325,T12_P1,12,148,4,16.0,1,25,YouTube,T11,T11_S0
YouTube::@gerardogarcia509,T12_P1,12,149,4,80.0,1,5,YouTube,T12,T12_S1
YouTube::@cookiesguevara3355,T12_P1,12,150,4,66.7,1,6,YouTube,T12,T12_S0
YouTube::@elizabethvega6379,T12_P1,12,151,4,57.1,1,7,YouTube,T12,T12_S4
YouTube::@gerardofranco5372,T12_P1,12,152,4,57.1,2,7,YouTube,T12,T12_S0
YouTube::@claudiafliegen.3910,T12_P1,12,153,4,80.0,1,5,YouTube,T12,T12_S3
YouTube::@chirimpihuila,T12_P1,12,154,4,66.7,1,6,YouTube,T12,T12_S4
YouTube::@erickbustamante3163,T12_P1,12,155,4,44.4,1,9,YouTube,T12,T10_S4
YouTube::@estebancitofifi2776,T12_P1,12,156,4,36.4,1,11,YouTube,T12,T12_S3
YouTube::@docmontejo8585,T12_P1,12,157,4,66.7,1,6,YouTube,T12,T12_S0
YouTube::@camiloa1663,T12_P1,12,158,4,50.0,1,8,YouTube,T12,T12_S4
YouTube::@aliam67951,T12_P1,12,159,4,66.7,1,6,YouTube,T12,T12_S1
YouTube::@LorenzArabia-iy3uh,T12_P1,12,160,4,66.7,2,6,YouTube,T12,T12_S1
YouTube::@ErickTubito,T12_P1,12,161,4,57.1,1,7,YouTube,T12,T12_S4
YouTube::@DoloresAcostaGarcía-z8d,T12_P1,12,162,4,50.0,2,8,YouTube,T12,T12_S1
YouTube::@AnnaPaz90,T12_P1,12,163,4,33.3,1,12,YouTube,T12,T12_S0
YouTube::@AntonioVazquez-vn9ks,T12_P1,12,164,4,36.4,1,11,YouTube,T12,T12_S1
YouTube::@APRENDIENDOCONOCIENDOYENSE-h6d,T12_P1,12,165,4,28.6,1,14,YouTube,T12,T09_S0
YouTube::@CristinaManterola,T12_P1,12,166,4,17.4,1,23,YouTube,T12,T10_S3
YouTube::@BENNYNOWE,T12_P1,12,167,4,36.4,1,11,YouTube,T12,T12_S1
Twitter::@contextodgo,T12_P1,12,168,4,15.4,1,26,Twitter,T04,T06_S1
Twitter::@MennyValdz,T12_P1,12,169,4,20.0,3,20,Twitter,T12,T09_S0
YouTube::@rebeckacampbell2782,T12_P1,12,170,4,18.2,1,22,YouTube,T10,T09_S4
YouTube::@pedromorales7287,T12_P1,12,171,4,57.1,1,7,YouTube,T12,T09_S0
YouTube::@ismaelperez-zm3uq,T12_P1,12,172,4,25.0,1,16,YouTube,T11,T11_S0
YouTube::@hardyhardtimez3536,T12_P1,12,173,4,30.8,1,13,YouTube,T12,T01_S3
YouTube::@anamora6431,T12_P1,12,174,4,28.6,1,14,YouTube,T08,T08_S0
YouTube::@ManuelDiaz-n9s,T12_P1,12,175,3,33.3,1,9,YouTube,T11,T11_S2
YouTube::@LuisLopez-g2g,T12_P1,12,176,3,25.0,2,12,YouTube,T11,T04_S3
YouTube::@GarzaLingo-t6f,T12_P1,12,177,3,37.5,1,8,YouTube,T11,T11_S3
YouTube::@AlejandroJuarez-j4f,T12_P1,12,178,3,50.0,2,6,YouTube,T12,T12_S2
Twitter::@eGasControlVol,T12_P1,12,179,3,18.8,2,16,Twitter,T12,T13_S2
Twitter::@ZonaTransparent,T12_P1,12,180,3,15.8,2,19,Twitter,T04,T04_S2
Twitter::@ChivaInvencible,T12_P1,12,181,3,23.1,2,13,Twitter,T11,T11_S4
Facebook::Mexitli Bernal,T12_P1,12,182,3,60.0,1,5,Facebook,T12,T12_S3
Twitter::@Aleperez_jim,T12_P1,12,183,3,16.7,2,18,Twitter,T02,T02_S4
Twitter::@jlaram12,T12_P1,12,184,3,12.0,3,25,Twitter,T10,T13_S3
Twitter::@mario_dico50,T12_P1,12,185,3,13.6,3,22,Twitter,T11,T11_S2
YouTube::@CharoMedrano,T12_P1,12,186,3,50.0,1,6,YouTube,T12,T12_S4
YouTube::@AlexMartinez-x2x,T12_P1,12,187,3,18.8,1,16,YouTube,T11,T11_S0
YouTube::@CarolinaMartinez-zk6os,T12_P1,12,188,3,33.3,2,9,YouTube,T12,T12_S0
YouTube::@ClaraUreñacastañon,T12_P1,12,189,3,37.5,1,8,YouTube,T12,T12_S1
YouTube::@EduardoMontiel-s5q,T12_P1,12,190,3,18.8,7,16,YouTube,T06,T09_S1
YouTube::@DanielMorales-u9t,T12_P1,12,191,3,60.0,1,5,YouTube,T12,T11_S1
YouTube::@MauricioHernandez-p3r8o,T12_P1,12,192,3,33.3,1,9,YouTube,T11,T12_S1
YouTube::@aaaaaa00001,T12_P1,12,193,3,50.0,1,6,YouTube,T12,T10_S1
YouTube::@SergioDiaz-r9p6r,T12_P1,12,194,3,27.3,1,11,YouTube,T11,T11_S1
YouTube::@TheEnriqueking,T12_P1,12,195,3,27.3,2,11,YouTube,T12,T12_S1
YouTube::@PoloRodriguez-t3y,T12_P1,12,196,3,42.9,1,7,YouTube,T12,T04_S6
YouTube::@PaulaPaz-x7e,T12_P1,12,197,3,50.0,1,6,YouTube,T12,T12_S1
YouTube::@Miri-si8ez,T12_P1,12,198,3,60.0,1,5,YouTube,T12,T09_S0
YouTube::@RaulSandovalMartinez,T12_P1,12,199,3,60.0,1,5,YouTube,T12,T11_S0
YouTube::@GilbertoGarcia-o9f,T12_P1,12,200,3,60.0,1,5,YouTube,T12,T12_S1
YouTube::@JesusRosales-n1t,T12_P1,12,201,3,50.0,1,6,YouTube,T12,T12_S3
YouTube::@HumbertoGonzalezVillanueva,T12_P1,12,202,3,50.0,1,6,YouTube,T12,T12_S1
YouTube::@JoseJuarez-g8z9d,T12_P1,12,203,3,21.4,2,14,YouTube,T11,T11_S1
YouTube::@JuanaPerez-d7m,T12_P1,12,204,3,60.0,1,5,YouTube,T12,T12_S1
YouTube::@Judy-z9w,T12_P1,12,205,3,37.5,1,8,YouTube,T12,T10_S4
YouTube::@ivani182skato,T12_P1,12,206,3,15.8,1,19,YouTube,T11,T11_S0
YouTube::@fernandomendoza4978,T12_P1,12,207,3,50.0,1,6,YouTube,T12,T12_S0
YouTube::@gloriaestherbricenoalcaraz3593,T12_P1,12,208,3,42.9,1,7,YouTube,T12,T12_S1
YouTube::@claudia7605,T12_P1,12,209,3,50.0,1,6,YouTube,T12,T12_S0
