usuario,posicion_id,tema_id,rank_en_posicion,conteo_tema,pct_usuario_en_tema,n_msgs,n_palabras,plataformas,tema_dominante,sub_dominante
YouTube::@ARTUROCRUZCARRASCO-x7l,T10_P2,10,16,5,55.6,1,9,YouTube,T10,T10_S4
YouTube::@ivani182skato,T10_P2,10,17,5,26.3,1,19,YouTube,T11,T11_S0
YouTube::@pablofernando-m1p,T10_P2,10,18,5,45.5,1,11,YouTube,T10,T10_S5
YouTube::@oSaaron,T10_P2,10,19,5,41.7,1,12,YouTube,T10,T12_S3
Twitter::@tetragastesta2,T10_P2,10,20,5,19.2,1,26,Twitter,T11,T11_S4
YouTube::@movieskoala8909,T10_P2,10,21,5,38.5,1,13,YouTube,T10,T10_S4
YouTube::@manueldejesusrodriguezagui4326,T10_P2,10,22,4,66.7,1,6,YouTube,T10,T10_S4
YouTube::@marcobetancourt3733,T10_P2,10,23,4,36.4,1,11,YouTube,T10,T10_S4
YouTube::@bluedoc007,T10_P2,10,24,4,66.7,1,6,YouTube,T10,T10_S4
YouTube::@reneeduardomontelongolopez8954,T10_P2,10,25,4,50.0,1,8,YouTube,T10,T11_S0
YouTube::@davidvaldezaraoz7740,T10_P2,10,26,4,44.4,1,9,YouTube,T10,T10_S4
YouTube::@gabrielfranco8893,T10_P2,10,27,4,44.4,1,9,YouTube,T10,T10_S4
YouTube::@RosarioPerez-f8f,T10_P2,10,28,4,66.7,1,6,YouTube,T10,T10_S4
YouTube::@CarlosQuiñonezLopez,T10_P2,10,29,4,19.0,4,21,YouTube,T11,T11_S2
YouTube::@MarcoGarcía-j9p,T10_P2,10,30,4,19.0,1,21,YouTube,T11,T10_S4
YouTube::@arturitoazlevraabda,T10_P2,10,31,4,66.7,2,6,YouTube,T10,T11_S1
YouTube::@luigivelgar,T10_P2,10,32,4,33.3,1,12,YouTube,T10,T10_S5
Twitter::@penyazulgranatm,T10_P2,10,33,3,30.0,2,10,Twitter,T10,T11_S2
Twitter::@nikolazsk,T10_P2,10,34,3,50.0,2,6,Twitter,T10,T10_S5
Twitter::@Lady_Mariell,T10_P2,10,35,3,14.3,15,21,Twitter,T11,T11_S3
YouTube::@JoseA.Torres-tp4xk,T10_P2,10,36,3,33.3,1,9,YouTube,T10,T11_S0
YouTube::@belikedvm,T10_P2,10,37,3,60.0,1,5,YouTube,T10,T10_S4
YouTube::@RamirezG-n7n2q,T10_P2,10,38,3,60.0,1,5,YouTube,T10,T10_S4
YouTube::@Alejandro-s4q9g,T10_P2,10,39,3,14.3,1,21,YouTube,T12,T12_S0
YouTube::@gilbertogarcia5127,T10_P2,10,40,3,50.0,1,6,YouTube,T10,T10_S5
YouTube::@bulmaromorales5564,T10_P2,10,41,3,27.3,1,11,YouTube,T11,T10_S4
YouTube::@esperanzaserrano,T10_P2,10,42,3,42.9,1,7,YouTube,T10,T10_S5
YouTube::@felipecoria2024,T10_P2,10,43,3,30.0,1,10,YouTube,T10,T10_S4
YouTube::@mariapatriciaortiz4249,T10_P2,10,44,3,27.3,1,11,YouTube,T10,T03_S1
YouTube::@miguelgranados-v2s,T10_P2,10,45,3,27.3,1,11,YouTube,T11,T10_S4
YouTube::@mesinamanzoricardo4157,T10_P2,10,46,3,33.3,1,9,YouTube,T10,T10_S5
YouTube::@martinrico6387,T10_P2,10,47,3,23.1,1,13,YouTube,T11,T11_S0
YouTube::@marisolgarcia7341,T10_P2,10,48,3,15.0,1,20,YouTube,T11,T09_S1
YouTube::@miguelserratoca1333,T10_P2,10,49,3,21.4,1,14,YouTube,T11,T11_S1
YouTube::@pedrogamboa5500,T10_P2,10,50,3,60.0,2,5,YouTube,T10,T10_S4
YouTube::@pipetonlov,T10_P2,10,51,3,37.5,1,8,YouTube,T10,T10_S4
YouTube::@rociopedraja1179,T10_P2,10,52,3,18.8,2,16,YouTube,T12,T12_S0
Facebook::Baird Damon,T11_P1,11,1,62,26.7,10,232,Facebook,T11,T13_S4
Twitter::@necaxamor,T11_P1,11,2,30,17.6,12,170,Twitter,T07,T05_S0
Twitter::@RadioUAT,T11_P1,11,3,22,23.4,10,94,Twitter,T05,T05_S0
YouTube::@JuanHerrera-m7o,T11_P1,11,4,21,60.0,1,35,YouTube,T11,T11_S3
Twitter::@88hh8888,T11_P1,11,5,17,24.3,8,70,Twitter,T11,T11_S3
Twitter::@ONVentura,T11_P1,11,6,16,32.0,1,50,Twitter,T11,T14_S2
YouTube::@RanaNano-k1y,T11_P1,11,7,11,64.7,2,17,YouTube,T11,T11_S2
YouTube::@junal27,T11_P1,11,8,11,32.4,2,34,YouTube,T11,T11_S2
YouTube::@michelgonzalezsuarez4924,T11_P1,11,9,11,42.3,1,26,YouTube,T11,T11_S2
YouTube::@sonadorvajo,T11_P1,11,10,10,20.0,1,50,YouTube,T11,T09_S2
YouTube::@evelynsauceda3325,T11_P1,11,11,9,36.0,1,25,YouTube,T11,T11_S0
Twitter::@Vachyo,T11_P1,11,12,9,27.3,3,33,Twitter,T11,T11_S2
YouTube::@rociogalindoarizmendi8334,T11_P1,11,13,9,22.5,3,40,YouTube,T12,T12_S2
YouTube::@Ayaxdgo,T11_P1,11,14,9,60.0,1,15,YouTube,T11,T11_S3
Twitter::@Lady_Mariell,T11_P1,11,15,8,38.1,15,21,Twitter,T11,T11_S3
YouTube::@PericoPalote2025,T11_P1,11,16,8,33.3,1,24,YouTube,T11,T02_S0
Facebook::Sujei Perez Martinez,T11_P1,11,17,8,18.6,11,43,Facebook,T08,T08_S0
YouTube::@CarlosQuiñonezLopez,T11_P1,11,18,7,33.3,4,21,YouTube,T11,T11_S2
Twitter::@mario_dico50,T11_P1,11,19,7,31.8,3,22,Twitter,T11,T11_S2
Facebook::Maria Isabel Chimeca Villasana,T11_P1,11,20,7,33.3,7,21,Facebook,T11,T08_S0
YouTube::@armadashoptube7326,T11_P1,11,21,7,46.7,1,15,YouTube,T11,T11_S0
YouTube::@MarcoGarcía-j9p,T11_P1,11,22,7,33.3,1,21,YouTube,T11,T10_S4
Facebook::Gabriel Alexander Montoya,T11_P1,11,23,6,27.3,1,22,Facebook,T11,T11_S5
YouTube::@Morlys23,T11_P1,11,24,6,42.9,1,14,YouTube,T11,T11_S2
YouTube::@Walitocamina,T11_P1,11,25,6,50.0,1,12,YouTube,T11,T11_S3
YouTube::@aurorapereasarabia306,T11_P1,11,26,6,25.0,2,24,YouTube,T12,T12_S1
YouTube::@chayitochomi3933,T11_P1,11,27,6,30.0,1,20,YouTube,T11,T06_S2
YouTube::@desilos2628,T11_P1,11,28,6,27.3,1,22,YouTube,T10,T10_S5
YouTube::@carmenr1753,T11_P1,11,29,6,40.0,2,15,YouTube,T11,T11_S3
Twitter::@TampicososTV,T11_P1,11,30,6,12.0,5,50,Twitter,T10,T10_S5
YouTube::@filibertojuarez9275,T11_P1,11,31,6,37.5,1,16,YouTube,T11,T11_S3
YouTube::@solracohcnap,T11_P1,11,32,6,46.2,1,13,YouTube,T11,T11_S0
YouTube::@juanjoyo7,T11_P1,11,33,6,40.0,2,15,YouTube,T11,T11_S3
YouTube::@jacquelinesotoarias7426,T11_P1,11,34,6,28.6,1,21,YouTube,T12,T12_S1
YouTube::@sergiolopez2440,T11_P1,11,35,5,55.6,1,9,YouTube,T11,T11_S2
YouTube::@luismellado6676,T11_P1,11,36,5,50.0,1,10,YouTube,T11,T11_S3
YouTube::@vitoelcuervito,T11_P1,11,37,5,38.5,1,13,YouTube,T11,T11_S3
YouTube::@plainstatue,T11_P1,11,38,5,33.3,1,15,YouTube,T11,T11_S3
YouTube::@RicardoMartinez-iy9md,T11_P1,11,39,5,45.5,1,11,YouTube,T11,T09_S0
YouTube::@DanteOmarLacrossValdez,T11_P1,11,40,5,41.7,1,12,YouTube,T11,T11_S0
YouTube::@JesusMeza-r3x,T11_P1,11,41,5,50.0,1,10,YouTube,T11,T11_S6
YouTube::@EdithGarcia-k2y,T11_P1,11,42,5,35.7,2,14,YouTube,T12,T11_S0
YouTube::@JuanLopez-cq4rp,T11_P1,11,43,5,83.3,1,6,YouTube,T11,T11_S6
YouTube::@JulioFuentetaja,T11_P1,11,44,5,41.7,1,12,YouTube,T11,T11_S2
YouTube::@jorgeclemente9163,T11_P1,11,45,5,26.3,1,19,YouTube,T11,T02_S0
YouTube::@ManuelDiaz-n9s,T11_P1,11,46,5,55.6,1,9,YouTube,T11,T11_S2
Twitter::@smumexico,T11_P1,11,47,5,14.7,2,34,Twitter,T01,T01_S2
Twitter::@tuespacio_1,T11_P1,11,48,5,22.7,3,22,Twitter,T11,T08_S2
Twitter::@nora_ricardi,T11_P1,11,49,5,16.7,4,30,Twitter,T13,T13_S2
Twitter::@YosoyPedrero,T11_P1,11,50,5,14.7,1,34,Twitter,T04,T12_S0
Twitter::@Notmeanymore01,T11_P1,11,51,5,17.2,4,29,Twitter,T11,T09_S0
Facebook::Cuiry Lira,T11_P1,11,52,5,29.4,1,17,Facebook,T11,T11_S3
Facebook::Luz Ibon Mendez,T11_P1,11,53,5,15.6,1,32,Facebook,T07,T11_S3
YouTube::@martinrico6387,T11_P1,11,54,5,38.5,1,13,YouTube,T11,T11_S0
Facebook::Yesenia Vazquez Lopez,T11_P1,11,55,4,12.5,5,32,Facebook,T08,T08_S0
YouTube::@yoyelcuba9219,T11_P1,11,56,4,30.8,1,13,YouTube,T11,T08_S0
YouTube::@squalloriginal4455,T11_P1,11,57,4,28.6,1,14,YouTube,T12,T12_S3
YouTube::@victormedina7431,T11_P1,11,58,4,44.4,1,9,YouTube,T11,T11_S3
YouTube::@newcruiser,T11_P1,11,59,4,21.1,1,19,YouTube,T11,T04_S3
YouTube::@pablomou1635,T11_P1,11,60,4,57.1,1,7,YouTube,T11,T11_S0
YouTube::@raulnoriegamora5152,T11_P1,11,61,4,66.7,1,6,YouTube,T11,T11_S0
YouTube::@joseluiscuriel2592,T11_P1,11,62,4,66.7,1,6,YouTube,T11,T11_S0
YouTube::@graamae,T11_P1,11,63,4,14.8,1,27,YouTube,T09,T09_S4
YouTube::@juanantonionunezhierrezuel8807,T11_P1,11,64,4,36.4,1,11,YouTube,T11,T11_S2
YouTube::@rollingloudadelina,T11_P1,11,65,4,19.0,1,21,YouTube,T09,T11_S0
YouTube::@robertotogo7856,T11_P1,11,66,4,57.1,2,7,YouTube,T11,T11_S0
YouTube::@maruchvazquez3163,T11_P1,11,67,4,57.1,2,7,YouTube,T11,T11_S6
YouTube::@phantomaq,T11_P1,11,68,4,26.7,2,15,YouTube,T12,T12_S0
YouTube::@luzrazante,T11_P1,11,69,4,30.8,2,13,YouTube,T10,T10_S2
YouTube::@luissarmiento7982,T11_P1,11,70,4,50.0,1,8,YouTube,T11,T11_S2
YouTube::@marisolgarcia7341,T11_P1,11,71,4,20.0,1,20,YouTube,T11,T09_S1
YouTube::@juanjesuscortesgaribay8737,T11_P1,11,72,4,44.4,1,9,YouTube,T11,T11_S2
YouTube::@alvarozermeno6203,T11_P1,11,73,4,57.1,2,7,YouTube,T11,T11_S2
YouTube::@Nikita-z1n7k,T11_P1,11,74,4,13.8,1,29,YouTube,T12,T12_S1
YouTube::@alonsoperez5760,T11_P1,11,75,4,57.1,1,7,YouTube,T11,T11_S3
YouTube::@ajzambranomata4351,T11_P1,11,76,4,25.0,1,16,YouTube,T11,T11_S0
YouTube::@bulmaromorales5564,T11_P1,11,77,4,36.4,1,11,YouTube,T11,T10_S4
YouTube::@danielmeza130,T11_P1,11,78,4,22.2,1,18,YouTube,T11,T11_S0
Facebook::Leobardo Maldonado Rosas,T11_P1,11,79,4,25.0,2,16,Facebook,T02,T03_S0
Twitter::@gdlyuridia,T11_P1,11,80,4,20.0,3,20,Twitter,T10,T10_S0
Twitter::@Vanguardia_Mx,T11_P1,11,81,4,50.0,1,8,Twitter,T11,T11_S3
Facebook::Paris Sodi Ramos,T11_P1,11,82,4,17.4,1,23,Facebook,T03,T03_S1
Facebook::Clara M. Lerma,T11_P1,11,83,4,22.2,2,18,Facebook,T09,T09_S1
Facebook::Carolina Jones,T11_P1,11,84,4,13.8,1,29,Facebook,T07,T07_S4
Facebook::Sofia Negrita Vera,T11_P1,11,85,4,50.0,1,8,Facebook,T11,T02_S4
Twitter::@robertsranduks,T11_P1,11,86,4,44.4,2,9,Twitter,T11,T06_S2
YouTube::@AlexMartinez-x2x,T11_P1,11,87,4,25.0,1,16,YouTube,T11,T11_S0
Facebook::Victor Eduardo Torres Velazquez,T11_P1,11,88,4,18.2,2,22,Facebook,T02,T14_S2
YouTube::@alfredorodriguezmata2809,T11_P1,11,89,4,80.0,1,5,YouTube,T11,T11_S0
YouTube::@emiliokinghjjjmartinez2321,T11_P1,11,90,4,30.8,1,13,YouTube,T11,T12_S1
YouTube::@lugorodasluisangel8728,T11_P1,11,91,4,44.4,1,9,YouTube,T11,T11_S0
YouTube::@mariaalbisu-iribe1715,T11_P1,11,92,4,33.3,1,12,YouTube,T11,T11_S0
YouTube::@mariadelcarmencastanedadia3151,T11_P1,11,93,4,57.1,1,7,YouTube,T11,T11_S0
YouTube::@juansanchez-lp9cu,T11_P1,11,94,4,44.4,1,9,YouTube,T11,T09_S0
YouTube::@michaeldominguez6416,T11_P1,11,95,4,80.0,1,5,YouTube,T11,T11_S4
YouTube::@reservoirdogs00,T11_P1,11,96,4,30.8,1,13,YouTube,T00,T00_S1
YouTube::@LuisSanchez-hm5bd,T11_P1,11,97,4,36.4,2,11,YouTube,T11,T11_S2
YouTube::@OliviaMartinez-f2n,T11_P1,11,98,4,21.1,3,19,YouTube,T11,T11_S3
YouTube::@JesúsValdezGonzález-n6i,T11_P1,11,99,4,25.0,1,16,YouTube,T11,T11_S2
YouTube::@Daniomerta,T11_P1,11,100,4,36.4,1,11,YouTube,T11,T11_S2
YouTube::@EduardoMontiel-s5q,T11_P1,11,101,4,25.0,7,16,YouTube,T06,T09_S1
YouTube::@CesarCruz-tr8nm,T11_P1,11,102,4,20.0,3,20,YouTube,T12,T12_S4
YouTube::@ConsueloGuadalupe-w8v,T11_P1,11,103,4,66.7,2,6,YouTube,T11,T11_S2
YouTube::@Princesahermosa-c6b,T11_P1,11,104,4,26.7,2,15,YouTube,T11,T12_S1
YouTube::@bertinsantos7528,T11_P1,11,105,4,36.4,1,11,YouTube,T11,T11_S3
Facebook::Francisco Moya,T11_P1,11,106,3,25.0,1,12,Facebook,T04,T06_S0
Facebook::Anita Rodriguez,T11_P1,11,107,3,27.3,1,11,Facebook,T08,T08_S0
Facebook::Maria Garcia,T11_P1,11,108,3,37.5,1,8,Facebook,T11,T11_S3
Facebook::Magdq Britos,T11_P1,11,109,3,50.0,1,6,Facebook,T11,T11_S2
Facebook::Alverto Ivarra,T11_P1,11,110,3,37.5,3,8,Facebook,T11,T11_S0
Facebook::José Manuel Velazquez,T11_P1,11,111,3,50.0,1,6,Facebook,T11,T11_S3
Facebook::Eduardo Rojas Escobar,T11_P1,11,112,3,37.5,2,8,Facebook,T11,T08_S0
Twitter::@PeriodicoQuequi,T11_P1,11,113,3,12.0,2,25,Twitter,T14,T10_S0
Twitter::@BlazeLeiton,T11_P1,11,114,3,27.3,2,11,Twitter,T03,T03_S1
Twitter::@GamyKnight,T11_P1,11,115,3,37.5,2,8,Twitter,T13,T13_S5
Twitter::@SamsClubMexico,T11_P1,11,116,3,21.4,1,14,Twitter,T10,T10_S0
Twitter::@MennyValdz,T11_P1,11,117,3,15.0,3,20,Twitter,T12,T09_S0
Facebook::Sara Cintora,T11_P1,11,118,3,15.8,9,19,Facebook,T02,T02_S1
Twitter::@Aleperez_jim,T11_P1,11,119,3,16.7,2,18,Twitter,T02,T02_S4
YouTube::@CarlosSandoval-rb6dv,T11_P1,11,120,3,60.0,1,5,YouTube,T11,T11_S0
YouTube::@BlancaRamirezflores,T11_P1,11,121,3,12.0,1,25,YouTube,T09,T09_S0
YouTube::@ARTUROCRUZCARRASCO-x7l,T11_P1,11,122,3,33.3,1,9,YouTube,T10,T10_S4
YouTube::@AntonioVazquez-vn9ks,T11_P1,11,123,3,27.3,1,11,YouTube,T12,T12_S1
YouTube::@ALXPARTANATTITUDE,T11_P1,11,124,3,15.8,1,19,YouTube,T12,T04_S1
Twitter::@marionyxo7,T11_P1,11,125,3,37.5,1,8,Twitter,T11,T11_S5
Twitter::@news_lacasa,T11_P1,11,126,3,60.0,1,5,Twitter,T11,T11_S4
Twitter::@ferbel140,T11_P1,11,127,3,33.3,3,9,Twitter,T11,T11_S0
Twitter::@Belinda_GaVa,T11_P1,11,128,3,13.0,2,23,Twitter,T07,T07_S4
YouTube::@agustingonzalez1881,T11_P1,11,129,3,30.0,1,10,YouTube,T11,T13_S3
YouTube::@TheRegulusSpica,T11_P1,11,130,3,37.5,1,8,YouTube,T11,T11_S0
YouTube::@RicardoLoredo-e4p,T11_P1,11,131,3,25.0,1,12,YouTube,T12,T12_S3
YouTube::@almaliliagarciasaenz1322,T11_P1,11,132,3,33.3,1,9,YouTube,T08,T08_S0
YouTube::@abrahamesparza5130,T11_P1,11,133,3,42.9,1,7,YouTube,T11,T06_S0
YouTube::@cachipum,T11_P1,11,134,3,27.3,1,11,YouTube,T08,T11_S3
YouTube::@RecuerdoInolvidable,T11_P1,11,135,3,27.3,1,11,YouTube,T12,T11_S5
YouTube::@JuanRamirez-m2n,T11_P1,11,136,3,50.0,1,6,YouTube,T11,T12_S4
YouTube::@MSFGpoRBdelBajío,T11_P1,11,137,3,15.0,1,20,YouTube,T10,T05_S2
YouTube::@Leortega-n4q,T11_P1,11,138,3,60.0,1,5,YouTube,T11,T11_S1
YouTube::@JoseA.Torres-tp4xk,T11_P1,11,139,3,33.3,1,9,YouTube,T10,T11_S0
YouTube::@ClaraUreñacastañon,T11_P1,11,140,3,37.5,1,8,YouTube,T12,T12_S1
YouTube::@GarzaLingo-t6f,T11_P1,11,141,3,37.5,1,8,YouTube,T11,T11_S3
YouTube::@IronMan-id7xw,T11_P1,11,142,3,50.0,2,6,YouTube,T11,T13_S3
YouTube::@JorgeCruzhernandez-y7u,T11_P1,11,143,3,50.0,1,6,YouTube,T11,T11_S0
YouTube::@MariadelCarmenSESIN,T11_P1,11,144,3,27.3,1,11,YouTube,T11,T11_S0
YouTube::@MichelleGianni,T11_P1,11,145,3,60.0,1,5,YouTube,T11,T11_S2
YouTube::@MartinBarron-m1c,T11_P1,11,146,3,30.0,1,10,YouTube,T12,T11_S3
YouTube::@LugianXD,T11_P1,11,147,3,42.9,1,7,YouTube,T11,T09_S0
YouTube::@RMMR-po5xb,T11_P1,11,148,3,33.3,1,9,YouTube,T11,T02_S2
YouTube::@agustinhernandez3960,T11_P1,11,149,3,37.5,1,8,YouTube,T11,T11_S3
YouTube::@alvarezmendez5700,T11_P1,11,150,3,42.9,1,7,YouTube,T11,T11_S0
YouTube::@angelosorio9425,T11_P1,11,151,3,42.9,1,7,YouTube,T11,T11_S0
YouTube::@dorisdiaz9779,T11_P1,11,152,3,50.0,2,6,YouTube,T11,T11_S2
YouTube::@delzysanchez8311,T11_P1,11,153,3,60.0,1,5,YouTube,T11,T11_S1
YouTube::@david.B.C.835,T11_P1,11,154,3,50.0,1,6,YouTube,T11,T11_S2
YouTube::@davidalcantara9195,T11_P1,11,155,3,33.3,1,9,YouTube,T11,T11_S0
YouTube::@conejozombiee,T11_P1,11,156,3,37.5,1,8,YouTube,T10,T09_S0
YouTube::@cesarsalazar5932,T11_P1,11,157,3,25.0,1,12,YouTube,T12,T11_S3
YouTube::@lucastotti7463,T11_P1,11,158,3,37.5,1,8,YouTube,T11,T08_S3
YouTube::@luiselizalde3384,T11_P1,11,159,3,42.9,1,7,YouTube,T11,T11_S3
YouTube::@jasa-z7r,T11_P1,11,160,3,42.9,2,7,YouTube,T11,T11_S0
YouTube::@isabelyruela273,T11_P1,11,161,3,37.5,1,8,YouTube,T11,T11_S2
YouTube::@gabrielfranco8893,T11_P1,11,162,3,33.3,1,9,YouTube,T10,T10_S4
YouTube::@georgenavas645,T11_P1,11,163,3,25.0,1,12,YouTube,T11,T11_S2
YouTube::@josecalebnoticiasmundiales,T11_P1,11,164,3,17.6,1,17,YouTube,T12,T07_S4
YouTube::@lorenalra8553,T11_P1,11,165,3,33.3,1,9,YouTube,T11,T10_S1
YouTube::@lacajadelchocotorro7815,T11_P1,11,166,3,42.9,1,7,YouTube,T11,T11_S0
YouTube::@jonathanvargas5628,T11_P1,11,167,3,60.0,1,5,YouTube,T11,T11_S3
YouTube::@mariomontelongo6759,T11_P1,11,168,3,33.3,1,9,YouTube,T11,T11_S0
YouTube::@manuellinares1609,T11_P1,11,169,3,37.5,1,8,YouTube,T11,T09_S1
YouTube::@maik235,T11_P1,11,170,3,17.6,1,17,YouTube,T10,T10_S4
YouTube::@pedropiscina.alicante,T11_P1,11,171,3,60.0,1,5,YouTube,T11,T11_S2
YouTube::@maximinaalcay3350,T11_P1,11,172,3,50.0,1,6,YouTube,T11,T06_S0
YouTube::@movieskoala8909,T11_P1,11,173,3,23.1,1,13,YouTube,T10,T10_S4
YouTube::@oscarmendez3125,T11_P1,11,174,3,37.5,1,8,YouTube,T11,T11_S0
YouTube::@oscarvelardemendoza435,T11_P1,11,175,3,30.0,1,10,YouTube,T12,T11_S0
YouTube::@ragnarfire3229,T11_P1,11,176,3,21.4,1,14,YouTube,T11,T11_S0
YouTube::@profr.pedromm6802,T11_P1,11,177,3,21.4,1,14,YouTube,T09,T09_S0
YouTube::@pablofernando-m1p,T11_P1,11,178,3,27.3,1,11,YouTube,T10,T10_S5
YouTube::@reneeduardomontelongolopez8954,T11_P1,11,179,3,37.5,1,8,YouTube,T10,T11_S0
YouTube::@shavannaMarquez,T11_P1,11,180,3,33.3,1,9,YouTube,T11,T12_S0
YouTube::@veronicaromopedroza6726,T11_P1,11,181,3,17.6,3,17,YouTube,T12,T06_S0
YouTube::@vigoram17,T11_P1,11,182,3,60.0,1,5,YouTube,T11,T11_S0
YouTube::@yaritaestrada5348,T11_P1,11,183,3,21.4,1,14,YouTube,T11,T11_S0
YouTube::@eduardoantonioballesterosc8476,T11_P2,11,1,17,36.2,1,47,YouTube,T11,T11_S1
Twitter::@AragonEquity,T11_P2,11,2,16,53.3,3,30,Twitter,T11,T11_S1
YouTube::@alicia0074,T11_P2,11,3,14,50.0,1,28,YouTube,T11,T11_S5
Twitter::@TampicoViral,T11_P2,11,4,13,22.0,3,59,Twitter,T11,T04_S1
Twitter::@adanmartinezt,T11_P2,11,5,11,44.0,2,25,Twitter,T11,T11_S5
YouTube::@BRORION11,T11_P2,11,6,11,31.4,1,35,YouTube,T11,T09_S0
YouTube::@fidenciomoralesh8819,T11_P2,11,7,10,23.8,3,42,YouTube,T12,T04_S1
YouTube::@juanmunguia7347,T11_P2,11,8,10,27.8,1,36,YouTube,T11,T10_S4
YouTube::@hectorjavierverasteguibara5181,T11_P2,11,9,9,14.5,1,62,YouTube,T10,T10_S4
YouTube::@norbertocastorela5643,T11_P2,11,10,9,56.2,3,16,YouTube,T11,T11_S4
YouTube::@hermilocortes3875,T11_P2,11,11,9,37.5,2,24,YouTube,T11,T11_S1
Facebook::Juan Lopez,T11_P2,11,12,8,27.6,1,29,Facebook,T08,T08_S0
YouTube::@benjaminlomeliperez8469,T11_P2,11,13,8,66.7,1,12,YouTube,T11,T11_S1
YouTube::@gigo24betmej,T11_P2,11,14,8,53.3,1,15,YouTube,T11,T11_S1
YouTube::@ivani182skato,T11_P2,11,15,8,42.1,1,19,YouTube,T11,T11_S0
YouTube::@JoseJuarez-g8z9d,T11_P2,11,16,7,50.0,2,14,YouTube,T11,T11_S1
YouTube::@susanaalvarez2074,T11_P2,11,17,7,46.7,1,15,YouTube,T11,T11_S1
YouTube::@joseluismaganapavon6138,T11_P2,11,18,6,33.3,1,18,YouTube,T10,T10_S4
YouTube::@mikedelgadillo3148,T11_P2,11,19,6,25.0,1,24,YouTube,T06,T06_S2
YouTube::@pabloamandosacramentorodri4096,T11_P2,11,20,6,40.0,2,15,YouTube,T11,T11_S1
YouTube::@RaulHernandez_G,T11_P2,11,21,6,22.2,1,27,YouTube,T11,T11_S1
Twitter::@25Cam03,T11_P2,11,22,6,42.9,2,14,Twitter,T11,T11_S0
YouTube::@ismaelperez-zm3uq,T11_P2,11,23,6,37.5,1,16,YouTube,T11,T11_S0
Twitter::@varancib,T11_P2,11,24,6,18.8,2,32,Twitter,T11,T06_S2
Twitter::@tetragastesta2,T11_P2,11,25,6,23.1,1,26,Twitter,T11,T11_S4
YouTube::@AbrahamMendoza-e8c,T11_P2,11,26,6,33.3,2,18,YouTube,T12,T12_S4
Twitter::@chazarordz,T11_P2,11,27,6,22.2,2,27,Twitter,T05,T05_S1
Twitter::@VictorTello73,T11_P2,11,28,5,17.2,7,29,Twitter,T05,T11_S4
YouTube::@germanomana4040,T11_P2,11,29,5,31.2,3,16,YouTube,T12,T12_S0
YouTube::@gabyolmeda8756,T11_P2,11,30,5,27.8,1,18,YouTube,T09,T11_S4
YouTube::@SergioDiaz-r9p6r,T11_P2,11,31,5,45.5,1,11,YouTube,T11,T11_S1
YouTube::@SamuelMorfin-ro5xy,T11_P2,11,32,5,33.3,1,15,YouTube,T12,T12_S0
YouTube::@JoseLuisHernandez-w4w,T11_P2,11,33,5,41.7,2,12,YouTube,T11,T11_S1
YouTube::@69emiprz,T11_P2,11,34,5,25.0,1,20,YouTube,T12,T12_S1
Facebook::Rocio Hernandez Robledo,T11_P2,11,35,5,100.0,1,5,Facebook,T11,T11_S4
YouTube::@Tony-s7d2w,T11_P2,11,36,5,19.2,3,26,YouTube,T12,T12_S0
YouTube::@HEVICO316,T11_P2,11,37,5,62.5,1,8,YouTube,T11,T11_S4
YouTube::@RicardoRosasarias-l2d,T11_P2,11,38,5,31.2,2,16,YouTube,T11,T11_S1
Twitter::@ClubDeAnsiedad,T11_P2,11,39,5,27.8,2,18,Twitter,T11,T11_S1
YouTube::@gustavobalpitt1973,T11_P2,11,40,5,50.0,1,10,YouTube,T11,T11_S1
YouTube::@demetriohernandez1999,T11_P2,11,41,5,16.7,1,30,YouTube,T12,T12_S2
YouTube::@enrique6730,T11_P2,11,42,5,45.5,1,11,YouTube,T11,T11_S1
YouTube::@miguelserratoca1333,T11_P2,11,43,5,35.7,1,14,YouTube,T11,T11_S1
YouTube::@MariaRValenzuela-qi9to,T11_P2,11,44,4,66.7,1,6,YouTube,T11,T11_S1
YouTube::@anaevelyn4627,T11_P2,11,45,4,18.2,1,22,YouTube,T09,T09_S0
YouTube::@TeresaTalamantes-j3j,T11_P2,11,46,4,20.0,2,20,YouTube,T12,T12_S4
YouTube::@abracadabra13-z2u,T11_P2,11,47,4,14.3,1,28,YouTube,T12,T12_S3
YouTube::@RaulValencia-e8z,T11_P2,11,48,4,28.6,3,14,YouTube,T11,T04_S1
YouTube::@SamuelG-k2h,T11_P2,11,49,4,25.0,1,16,YouTube,T11,T11_S1
YouTube::@RodrigoHernandez-h2d,T11_P2,11,50,4,25.0,2,16,YouTube,T12,T11_S1
YouTube::@LuisLopez-g2g,T11_P2,11,51,4,33.3,2,12,YouTube,T11,T04_S3
YouTube::@DarioAlejandroZarazuaGom-qm3hk,T11_P2,11,52,4,26.7,4,15,YouTube,T12,T12_S2
YouTube::@GustavoRivera-b1k,T11_P2,11,53,4,40.0,1,10,YouTube,T11,T11_S1
YouTube::@JavierPartida-w7m,T11_P2,11,54,4,36.4,1,11,YouTube,T11,T12_S4
YouTube::@MauricioHernandez-p3r8o,T11_P2,11,55,4,44.4,1,9,YouTube,T11,T12_S1
YouTube::@CarlosJimenez-kw6fb,T11_P2,11,56,4,19.0,1,21,YouTube,T11,T10_S0
Twitter::@the_archist,T11_P2,11,57,4,36.4,3,11,Twitter,T11,T11_S4
