posicion_id,tema_id,rank,palabra,conteo
T33_P3,33,2,gracias,71
T33_P3,33,3,esperar,47
T33_P3,33,4,amor,28
T33_P3,33,5,vivir,27
T33_P3,33,6,familia,26
T33_P3,33,7,necesitar,25
T33_P3,33,8,corazon,18
T33_P3,33,9,amigo,13
T33_P3,33,10,ayuda,11
T33_P3,33,11,apoyo,10
T33_P3,33,12,contar,9
T34_P1,34,1,puebla,18
T34_P1,34,2,libre,17
T34_P1,34,3,villavicencio,16
T34_P1,34,4,mayo,15
T34_P1,34,5,tania,10
T34_P1,34,6,leon,9
T34_P1,34,7,camioneta,8
T34_P1,34,8,tamia,8
T34_P1,34,9,campeon,7
T34_P1,34,10,amanda,7
T34_P1,34,11,empezar,6
T34_P1,34,12,penal,5
T34_P2,34,1,concierto,16
T34_P2,34,2,cancelar,13
T34_P2,34,3,luis,13
T34_P2,34,4,confirmar,5
T34_P2,34,5,programado,2
T34_P2,34,6,enterate,2
T34_P2,34,7,boleto,1
T34_P2,34,8,contingencia,1
T34_P2,34,9,empezar,1
T34_P2,34,10,denlir,1
T34_P2,34,11,entrada,1
T34_P2,34,12,principal,1
