termino_interno,termino_externo,weight
mujer,tampico,219
mujer,dia,173
mujer,presidenta,134
mujer,ano,122
mujer,vida,108
mujer,tamaulipas,94
mujer,querer,94
familiar,tampico,90
mujer,seguir,86
mujer,gracias,84
mujer,pais,81
mujer,monica,76
mujer,mexico,73
mujer,gobierno,71
mujer,villarreal,67
mujer,persona,66
mujer,municipal,64
mujer,madre,63
mujer,deber,62
mujer,justicia,58
violencia,tampico,55
mujer,familia,55
mujer,caso,55
mujer,bienestar,54
mujer,dejar,53
mujer,llegar,53
violencia,caso,52
menor,edad,50
mujer,victima,49
mujer,atencion,48
familiar,tamaulipas,48
mujer,programa,47
mujer,instituto,47
familiar,familia,46
mujer,hijo,45
mujer,buscar,44
violencia,tamaulipas,44
mujer,salud,44
familiar,convivencia,43
mujer,accion,43
violencia,dia,42
mujer,compromiso,42
mujer,salir,42
mujer,pasar,42
familiar,villarreal,41
mujer,amor,41
mujer,quedar,41
mujer,nina,40
mujer,ciudad,39
mujer,mexicano,38
mujer,presidente,38
mujer,hablar,38
mujer,historia,38
disfrazado,dia,38
mujer,apoyo,37
mujer,gente,37
hombre,ano,37
violencia,genero,37
derecho,tampico,37
mujer,maria,37
mujer,excelente,36
mujer,internacional,36
menor,tampico,36
menor,ano,36
mujer,vivir,36
mujer,reconocer,35
mujer,colonia,35
mujer,nacional,35
mujer,felicidad,35
mujer,municipio,35
menor,tamaulipas,35
mujer,espacio,34
mujer,impulsar,34
hombre,dia,34
familiar,ano,33
derecho,seguir,33
mujer,felicidades,33
derecho,ley,33
hombre,persona,33
mujer,seguridad,33
mujer,seguro,33
mujer,joven,33
mujer,nino,33
mujer,publico,33
mujer,valiente,33
familiar,monica,32
mujer,encontrar,32
mujer,mama,32
mujer,unico,32
derecho,justicia,31
respeto,seguir,31
violencia,accion,31
mujer,marco,31
hombre,tamaulipas,31
mujer,mano,31
mujer,alcaldesa,31
violencia,gobierno,31
hombre,vida,31
respeto,mexico,31
violencia,presidenta,30
mujer,grande,30
mujer,claudia,30
mujer,contar,30
familiar,ciudad,30
mujer,llamar,30
mujer,pueblo,30
mujer,recibir,30
violencia,seguridad,30
mujer,corazon,30
mujer,mundo,30
violencia,ano,30
mujer,escuchar,30
tania,contreras,30
hombre,tampico,30
familiar,caso,30
mujer,social,29
violencia,vivir,29
mujer,favor,29
hombre,mexico,29
mujer,proteccion,29
mujer,estatal,29
mujer,fortalecer,29
mujer,servicio,29
familiar,mexico,29
mujer,anaya,28
familiar,seguir,28
mujer,fuerte,28
mujer,creer,28
mujer,paz,28
mujer,esperar,28
mujer,casa,28
mujer,venir,28
derecho,salud,28
mujer,lograr,27
mujer,politica,27
mujer,autoridad,27
mujer,perder,27
mujer,oportunidad,27
derecho,mexico,27
derecho,presidenta,27
mujer,genero,27
mujer,luchar,27
derecho,vida,27
mujer,calle,27
derecho,gobierno,27
mujeres,presidenta,26
respeto,tampico,26
violencia,prevencion,26
derecho,querer,26
mujer,desarrollo,26
mujer,abrir,26
mujer,gustar,26
violencia,familia,26
mujer,lucha,26
mujer,san,26
mujer,libertad,26
violencia,mexico,26
mujer,apoyar,26
mujer,video,26
hombre,dejar,26
eleccion,tamaulipas,26
mujer,necesitar,25
violencia,pais,25
mujer,mes,25
mujer,fuerza,25
mujer,voz,25
mujer,pedir,25
violencia,ciudad,25
mujer,hija,25
familiar,vida,25
disfrazado,celebrar,25
disfrazado,nino,25
disfrazado,civismo,25
disfrazado,colonia,25
disfrazado,guadalupe,25
disfrazado,mainero,25
familiar,colonia,24
familiar,dia,24
derecho,dia,24
familiar,gracias,24
familiar,municipal,24
mujer,dif,24
familiar,persona,24
respeto,dia,24
mujer,hermoso,24
derecho,persona,24
mujer,pagar,24
mujer,cancer,24
mujer,zona,24
menor,caso,24
disfrazado,clave,24
disfrazado,sanar,24
disfrazado,herida,24
disfrazado,infancia,24
respeto,presidenta,23
violencia,seguir,23
mujer,comprometido,23
eleccion,tampico,23
mujer,feliz,23
mujer,recordar,23
