termino_interno,termino_externo,weight
americo,villarreal,292
gobernador,villarreal,244
equipo,tampico,237
internacional,tampico,175
gobernador,tamaulipas,128
americo,anaya,123
gobernador,tampico,122
gobernador,anaya,115
futbol,tampico,112
americo,tamaulipas,111
liga,expansion,111
sumar,tampico,97
equipo,presidenta,93
equipo,ciudad,93
americo,tampico,86
representar,tampico,82
futbol,mundial,81
equipo,excelente,78
gobernador,gobierno,78
gobernador,gracias,76
equipo,gracias,75
equipo,villarreal,71
equipo,seguir,71
plan,tampico,71
liga,final,69
equipo,monica,68
gobernador,presidenta,68
liga,tampico,68
colaboracion,tampico,66
mexicana,tampico,66
inicio,tampico,65
internacional,dia,65
sumar,esfuerzo,63
americo,gobierno,63
martes,tampico,62
sumar,seguir,60
representar,tamaulipas,60
equipo,familia,60
liga,jaiba,60
liga,brava,59
aprobar,tampico,58
clave,tampico,57
pasion,tampico,57
equipo,jaiba,57
equipo,municipal,56
enero,tampico,54
seleccion,mexico,51
firme,seguir,50
seleccion,tampico,50
equipo,felicidad,49
internacional,nacional,49
equipo,tamaulipas,49
equipo,brava,48
representar,ciudad,47
internacional,mexico,47
equipo,felicidades,46
clave,tamaulipas,46
clausura,final,46
futbol,tamaulipas,46
internacional,tamaulipas,45
equipo,seguridad,45
seleccion,mundial,45
sumar,tamaulipas,44
enfrentar,tamaulipas,44
miercoles,tampico,43
representar,mexico,43
aprobar,tamaulipas,43
liga,tepatitlan,43
clave,dia,42
gobernador,seguir,42
equipo,ano,42
internacional,ciudad,42
internacional,villarreal,42
equipo,dia,41
equipo,bienestar,41
internacional,festival,41
futbol,ciudad,41
futbol,mexico,41
equipo,campeon,41
aprobar,sesion,40
internacional,mexicano,40
liga,campeon,40
representar,ano,39
equipo,accion,39
infancia,dia,39
equipo,servicio,38
equipo,fortalecer,38
equipo,final,38
rumbo,tampico,37
clave,ciudad,37
sumar,ciudad,37
equipo,llegar,37
espana,mexico,36
internacional,mujer,36
equipo,medico,35
americo,monica,35
gobernador,respaldo,35
aumento,tampico,35
equipo,gobierno,34
internacional,presidenta,34
internacional,evento,34
aprobar,cabildo,34
plan,desarrollo,34
americo,presidenta,34
enfrentar,tampico,34
gobernador,seguridad,34
futbol,partido,34
aeropuerto,tampico,34
firme,villarreal,33
equipo,colonia,33
internacional,seguir,33
internacional,monica,33
americo,gracias,33
seleccion,nacional,33
futbol,deportivo,33
seleccion,partido,33
futbol,mexicano,33
equipo,desarrollo,32
equipo,apoyo,32
gobernador,municipal,32
plan,tamaulipas,32
gobernador,apoyo,32
americo,respaldo,32
representar,millon,32
representar,familia,32
americo,seguir,31
equipo,compromiso,31
plan,municipal,31
equipo,proteccion,31
noticia,mexico,31
seleccion,mexicano,31
representar,riesgo,31
futbol,historia,31
equipo,alcaldesa,30
gobernador,publico,30
firme,compromiso,30
noticia,tampico,30
transmision,tampico,30
gobernador,ciudad,30
equipo,zona,30
equipo,deporte,30
equipo,torneo,30
equipo,madero,30
liga,madero,30
sumar,accion,29
equipo,apoyar,29
gobernador,monica,29
internacional,gobierno,29
equipo,esfuerzo,29
equipo,lograr,29
infancia,nino,29
aprobar,dia,29
firme,tampico,28
colaboracion,gobierno,28
colaboracion,municipal,28
equipo,mexico,28
equipo,recibir,28
sumar,gobierno,28
inicio,semana,28
aprobar,congreso,28
futbol,ano,28
equipo,gente,27
equipo,tampicovacontodo,27
clave,seguir,27
noticia,excelente,27
enero,ano,27
espana,tampico,27
equipo,mantener,27
gobernador,desarrollo,27
gobernador,claudia,27
sumar,municipal,27
liga,partido,27
equipo,civil,27
equipo,municipio,26
internacional,reconocer,26
internacional,cultural,26
internacional,nivel,26
equipo,tampicotecuida,26
gobernador,compromiso,26
representar,nacional,26
internacional,ano,26
gobernador,familia,26
azteca,mexico,26
martes,tamaulipas,26
futbol,deporte,26
enfrentar,final,26
futbol,jaiba,26
equipo,secretaria,25
internacional,impulsar,25
enero,tamaulipas,25
plan,mexico,25
plan,gobierno,25
gobernador,resultado,25
gobernador,estatal,25
certeza,juridico,25
gobernador,bienestar,25
inicio,ciudad,25
aumento,ano,25
gobernador,nacional,25
firme,monica,25
