termino_interno,termino_externo,weight
junio,tampico,183
asegurar,tampico,104
junio,tamaulipas,100
fiscalia,general,79
iniciar,tampico,74
negocio,tampico,74
confirmar,tampico,59
junio,dia,59
asegurar,tamaulipas,55
junio,mexico,53
febrero,tampico,51
jueves,tampico,50
fiscalia,tamaulipas,50
fiscalia,justicia,49
junio,ano,46
huachicol,tamaulipas,45
confirmar,tamaulipas,44
iniciar,tamaulipas,42
asegurar,autoridad,42
junio,ciudad,42
junio,mundial,42
investigacion,tamaulipas,40
mostrar,tampico,38
gastronomia,tampico,37
junio,actividad,37
asegurar,publico,36
asegurar,ano,33
diario,tampico,33
aduana,tampico,33
serie,tampico,32
asegurar,mexico,32
investigacion,carpeta,31
investigacion,autoridad,31
huachicol,millon,31
junio,nacional,31
junio,localmartes,31
funcionario,tampico,30
iniciar,ano,30
asegurar,ciudad,30
huachicol,tampico,30
junio,casa,30
junio,lluvia,30
junio,zona,30
justo,tampico,29
negocio,ciudad,29
negocio,tamaulipas,29
junio,sur,29
junio,celebrar,29
justo,seguir,28
rosa,tampico,28
funcionario,gobierno,28
fiscalia,caso,28
juego,tampico,28
fiscalia,delito,27
ingreso,tamaulipas,27
funcionario,publico,27
fiscalia,republica,27
junio,familia,27
junio,sabado,27
junio,locallunes,27
asegurar,gobierno,26
juarez,benito,26
asegurar,villarreal,26
fiscal,tampico,26
fiscalia,estatal,26
confirmar,autoridad,26
junio,colonia,26
mostrar,tamaulipas,25
fiscal,millon,25
funcionario,municipal,25
negocio,gobierno,25
febrero,ciudad,25
asegurar,sur,25
negocio,local,25
iniciar,villarreal,24
asegurar,municipal,24
asegurar,municipio,24
iniciar,dia,24
confirmar,ciudad,24
investigacion,caso,24
febrero,tamaulipas,24
asegurar,seguridad,24
junio,laguna,24
asegurar,monica,23
iniciar,ciudad,23
diario,dia,23
investigacion,general,23
negocio,ano,23
jueves,tamaulipas,23
fiscal,tamaulipas,23
junio,domingo,23
asegurar,federal,23
junio,semana,23
negocio,zona,22
fiscalia,denuncia,22
negocio,empresario,22
asegurar,nacional,22
asegurar,zona,22
investigacion,tampico,22
investigacion,justicia,22
jueves,abril,22
finanza,tampico,22
junio,opinion,22
junio,municipio,22
confirmar,zona,22
fiscalia,fgr,22
junio,partido,22
junio,emitir,22
junio,carpintero,22
junio,articulo,22
asegurar,familia,21
iniciar,monica,21
asegurar,llegar,21
investigacion,seguridad,21
junio,vertido,21
junio,responsabilidad,21
justo,mexico,20
asegurar,civil,20
jueves,municipal,20
funcionario,tamaulipas,20
mostrar,seguir,20
iniciar,proceso,20
iniciar,gobierno,20
asegurar,encontrar,20
confirmar,mexico,20
luisa,gonzalez,20
junio,mayo,20
asegurar,estatal,20
jueves,ciudad,20
afirmar,tamaulipas,20
aficion,equipo,20
aficion,jaiba,20
junio,madero,20
justo,dia,19
negocio,dejar,19
negocio,autoridad,19
significar,tamaulipas,19
negocio,seguir,19
iniciar,municipal,19
azul,tamaulipas,19
azul,tampico,19
investigacion,mexico,19
huachicol,gobierno,19
huachicol,mexico,19
junio,fecha,19
toluca,final,19
huachicol,lopez,19
funcionario,estatal,19
investigacion,correspondiente,19
junio,localdomingo,19
junio,editorial,19
justo,pais,18
juego,nino,18
asegurar,alcaldesa,18
negocio,centro,18
mostrar,villarreal,18
asegurar,mujer,18
mostrar,querer,18
investigacion,persona,18
ingreso,tampico,18
iniciar,presidenta,18
fiscalia,seguridad,18
negocio,dia,18
asegurar,buscar,18
jueves,dia,18
negocio,mexico,18
asegurar,caso,18
jueves,viernes,18
fiscalia,ano,18
fiscalia,persona,18
febrero,dia,18
negocio,venta,18
juez,federal,18
investigacion,nacional,18
negocio,comercio,18
investigacion,acuerdo,18
junio,columna,18
negocio,dinero,17
jueves,familia,17
jueves,tarde,17
azul,color,17
dirigido,tampico,17
mostrar,municipio,17
justo,tamaulipas,17
iniciar,mexico,17
azul,cruz,17
diario,tamaulipas,17
asegurar,colonia,17
negocio,empresa,17
investigacion,estatal,17
asegurar,maria,17
jueves,sabado,17
diario,vida,17
iniciar,colonia,17
fiscalia,victima,17
junio,tarde,17
funcionario,federal,17
serie,tamaulipas,17
asegurar,mantener,17
afirmar,tampico,17
