termino_interno,termino_externo,weight
atencion,tampico,227
apoyo,tampico,154
mercado,tampico,138
contar,tampico,137
apoyo,gracias,113
atender,tampico,106
encontrar,tampico,106
apoyo,presidenta,105
col,calle,93
col,tampico,88
apoyo,villarreal,86
apoyo,gobierno,83
apoyo,familia,82
hospital,tampico,81
atencion,municipal,79
apoyo,bienestar,79
atencion,brindar,79
atencion,salud,78
atencion,villarreal,77
mercado,municipal,76
atencion,servicio,76
necesitar,tampico,76
medico,servicio,75
atender,villarreal,74
apoyo,monica,73
contar,tamaulipas,73
cuida,tampico,71
apoyo,seguir,71
atencion,monica,69
atencion,tamaulipas,67
medico,salud,67
apoyo,excelente,66
necesitar,seguir,66
pedir,tampico,64
clabe,pagar,64
atencion,bienestar,63
atender,monica,62
ubicado,tampico,62
apoyo,municipal,62
contar,historia,61
encontrar,tamaulipas,61
atencion,familia,59
medico,tampico,59
nunez,ruiz,59
atencion,gobierno,57
contar,ano,57
ubicado,colonia,57
mercado,alias,57
necesidad,tampico,56
encontrar,ano,56
encontrar,vida,55
nunez,adolfo,55
atencion,presidenta,53
encontrar,zona,53
atencion,recibir,53
apoyo,dia,52
apoyo,brindar,52
necesitar,gracias,52
contar,seguir,52
pedir,seguridad,52
paypal,alias,52
tarjeta,pagar,52
apoyo,persona,51
ayuda,tampico,51
apoyo,ano,51
pedir,querer,51
atencion,persona,50
necesitar,dia,50
pedir,maria,50
atencion,colonia,49
apoyo,claudia,49
necesitar,querer,49
encontrar,ciudad,49
atender,seguir,49
atencion,mujer,48
atender,zona,48
apoyo,tamaulipas,48
apoyo,recibir,48
atender,municipal,47
pedir,colonia,47
pedir,dia,47
pedir,volver,47
atencion,llamar,46
encontrar,familia,46
ubicado,calle,46
contar,ciudad,46
encontrar,mexico,46
contar,dia,45
apoyo,jornada,45
apoyo,querer,45
atencion,ciudad,45
encontrar,persona,45
atencion,fortalecer,45
atencion,social,44
apoyo,mexico,44
mercado,villarreal,44
atender,ciudad,44
atencion,espacio,43
necesidad,monica,43
pedir,dejar,43
contar,pagar,43
atencion,accion,42
hospital,salud,42
pedir,perder,42
contar,querer,42
atencion,seguir,42
atencion,programa,41
atencion,publico,41
necesidad,villarreal,41
ayudar,gracias,41
pedir,mexico,41
pedir,venezuela,41
atencion,direccion,40
atencion,dia,40
atender,presidenta,40
apoyo,gente,40
apoyo,vida,40
problema,tampico,40
apoyo,seguridad,40
encontrar,dia,40
apoyo,zona,40
pedir,corina,40
encontrar,colonia,40
apoyo,pais,39
atender,gobierno,39
atencion,anaya,39
encontrar,autoridad,39
necesitar,familia,39
brillar,tampico,39
negro,tampico,39
pedir,machado,39
ubicado,ciudad,39
contar,familia,39
contar,gobierno,38
contar,gracias,38
ayudar,tampico,38
apoyo,colonia,38
problema,ano,38
mercado,monica,38
mercado,tamaulipas,38
necesitar,persona,38
atencion,unidad,38
atencion,zona,38
cuentas,alias,38
atencion,gracias,37
medico,persona,37
apoyo,mujer,37
apoyo,servicio,37
necesitar,gente,37
atencion,calidad,37
atender,persona,37
ayudar,querer,37
atender,tamaulipas,37
contar,municipal,37
contar,vida,37
pedir,doble,37
pedir,viajar,37
atencion,gratuito,36
apoyo,agradecer,36
apoyo,pueblo,36
pedir,gente,36
apoyo,social,36
encontrar,buscar,36
encontrar,centro,36
atender,municipio,36
encontrar,calle,36
apoyo,estatal,36
necesitar,vida,36
atencion,jornada,35
medico,equipo,35
ayudar,persona,35
contar,servicio,35
mercado,locatario,35
necesitar,presidenta,35
contar,seguro,35
necesitar,llegar,35
pedir,negar,35
atencion,seguridad,35
pedir,persona,35
pedir,llama,35
contar,zona,35
pedir,empezar,35
pedir,tamaulipas,35
pedir,deber,34
pedir,seguir,34
atender,dia,34
contar,presidenta,34
necesidad,seguir,34
problema,querer,34
problema,persona,34
ayudar,seguir,34
pedir,vida,34
pedir,localdespiertan,34
pedir,obrera,34
pedir,mundotrump,34
atencion,secretaria,33
apoyo,compromiso,33
apoyo,apoyar,33
atender,colonia,33
apoyo,autoridad,33
