termino_interno,termino_externo,weight
nacional,tampico,306
nacional,tamaulipas,243
mexicano,mexico,189
nacional,mexico,142
participar,tampico,131
local,tampico,124
nacional,nivel,116
nacional,ano,109
nacional,ciudad,107
mexicano,presidenta,93
veracruz,tamaulipas,93
veracruz,norte,93
mexicano,tampico,91
nacional,dia,88
nacional,gobierno,85
edad,ano,85
nacional,pais,82
veracruz,tampico,81
nacional,seguridad,79
mexicano,gobierno,78
nacional,proteccion,73
mexicano,ano,71
sede,tampico,70
nacional,presidenta,70
mexicano,seguir,68
nacional,acuerdo,68
nacional,civil,67
nacional,zona,67
nacional,villarreal,67
nacional,secretaria,67
nacional,guardia,66
mexicano,pais,65
mexicano,pueblo,64
nacional,municipal,64
mexicano,querer,63
garcia,tampico,63
local,tamaulipas,62
participar,municipal,60
participar,tamaulipas,60
feria,tampico,59
local,ciudad,59
nacional,servicio,57
mexicano,tamaulipas,57
participar,ciudad,55
nacional,evento,55
garcia,monica,55
nacional,estatal,54
local,impulsar,53
juventud,tampico,53
mexicano,gracias,52
mexicano,gente,51
nacional,entidad,51
nacional,monica,50
edad,menor,50
nacional,sur,50
proceso,tampico,50
racha,viento,50
nacional,internacional,49
nacional,destacar,49
nacional,autoridad,49
mexicano,claudia,48
nacional,centro,48
proceso,tamaulipas,48
mexicano,deber,47
directora,tampico,47
nacional,instituto,45
participar,villarreal,45
nacional,seguir,45
nacional,municipio,45
veracruz,carretera,45
mexicano,dejar,44
nacional,partido,44
participar,monica,44
nacional,reunion,44
nacional,sistema,44
nacional,comision,44
nacional,palacio,43
nacional,millon,43
participar,presidenta,42
mexicano,viva,42
nacional,unidad,42
nacional,sector,42
mexicano,vivir,41
local,municipal,41
nacional,accion,41
local,fortalecer,40
nacional,defensa,40
mexicano,internacional,40
nacional,general,40
nacional,persona,40
nacional,federal,40
nacional,madero,39
nacional,gracias,39
veracruz,altamira,39
nacional,recibir,39
sede,tamaulipas,39
mexicano,mujer,38
mexicano,persona,38
participar,estatal,38
puesto,tampico,38
mexicano,familia,37
mexicano,dia,37
nacional,coordinacion,37
nacional,desarrollo,37
nacional,llegar,37
mexicano,ciudad,37
edad,tampico,37
nacional,medalla,37
nacional,publico,36
local,seguir,36
arma,fuego,36
nacional,agua,36
escolar,tamaulipas,36
nacional,mujer,35
mexicano,creer,35
mexicano,buscar,35
nacional,marina,35
nacional,informar,35
nacional,deportivo,35
nacional,final,35
clase,tampico,34
mexicano,llegar,34
nacional,anaya,34
proceso,ano,34
mexicano,narco,34
veracruz,sur,34
veracruz,dia,34
mexicano,vida,33
mexicano,orgullo,33
participar,invitar,33
mexicano,mundial,33
participar,proteccion,33
juventud,instituto,33
nacional,buscar,33
nacional,importante,33
nacional,fortalecer,33
garcia,secretario,33
nacional,seleccion,33
mexicano,futbol,33
nacional,claudia,32
nacional,presidente,32
mexicano,historia,32
participar,civil,32
mexicano,villarreal,32
local,villarreal,32
participar,secretaria,32
nacional,vida,32
nacional,encuentro,32
nacional,resultado,32
nacional,actividad,32
nacional,presentar,32
militar,tampico,31
local,desarrollo,31
veracruz,mexico,31
edicion,tampico,31
nacional,permitir,31
nacional,joven,31
mexicano,pasar,31
mexicano,mundo,31
mexicano,seleccion,31
nacional,mayo,31
nacional,olimpiada,31
nacional,junio,31
veracruz,nahle,31
local,talento,30
mexicano,hablar,30
mexicano,dinero,30
mexicano,salir,30
veracruz,exigir,30
nacional,deber,30
nacional,congreso,30
nacional,pasar,30
directora,municipio,30
local,economia,30
mexicano,festival,30
escolar,tampico,30
proceso,electoral,30
nacional,simulacro,30
nacional,mantener,30
local,presidenta,29
mexicano,bienestar,29
local,economico,29
nacional,compromiso,29
mexicano,seguridad,29
veracruz,pasar,29
concluir,tampico,29
participar,gobierno,29
nacional,altamira,29
nacional,celebrar,29
nacional,lograr,29
participar,seguir,29
nacional,registrar,29
blanco,tampico,29
veracruz,municipio,29
desarrollar,tampico,28
mexicano,politico,28
mexicano,millon,28
local,zona,28
nacional,social,28
local,monica,28
