termino_interno,termino_externo,weight
partido,mexico,104
oficial,tampico,91
partido,tampico,81
oficial,tamaulipas,77
partido,tamaulipas,76
estadio,tamaulipas,74
partido,politico,70
partido,mundial,57
edificio,tampico,54
mona,lisa,51
partido,nacional,44
jajajaja,jajaja,44
partido,final,44
oficial,dia,43
horario,tampico,43
comunicacion,medio,41
estadio,jaiba,40
partido,deber,38
partido,seguir,38
estadio,tampico,37
genero,violencia,37
estadio,mexico,36
oficial,acuerdo,36
estadio,brava,36
comunicacion,tampico,35
negar,pedir,35
partido,querer,35
coahuila,tamaulipas,34
partido,morena,34
partido,futbol,34
partido,jaiba,34
partido,seleccion,33
partido,buscar,32
partido,verde,32
natural,tampico,31
partido,hora,30
partido,pan,29
horario,hora,29
oficial,informacion,29
partido,brava,29
enteratir,tamaulipas,28
partido,dia,28
partido,ganar,28
estadio,final,28
cartilla,militar,27
genero,mujer,27
horario,fecha,27
partido,liga,27
estadio,concierto,26
edificio,centro,25
jajajaja,querer,25
jajajaja,mexico,25
horario,viernes,25
partido,llegar,25
partido,ciudad,25
partido,gente,24
partido,familia,24
preservar,tampico,24
partido,vivir,24
partido,mexicana,24
oficial,autoridad,23
partido,municipal,23
partido,ano,23
partido,pasar,23
partido,gobierno,23
oficial,fecha,23
oficial,nacional,23
partido,clausura,23
oficial,actividad,23
oficial,mexico,22
partido,actividad,22
movimiento,tampico,22
miss,mexico,22
dato,mexico,22
partido,junio,22
oficial,ano,21
toma,tampico,21
increible,tampico,21
partido,pueblo,21
dato,ano,21
partido,persona,21
partido,disfrutar,21
coahuila,tampico,21
partido,aficionado,21
partido,transmision,21
partido,presidenta,20
comunicacion,social,20
oficial,seguir,20
cartilla,tampico,20
dato,nacional,20
compra,tampico,20
mona,coming,20
oficial,celebrar,20
oficial,zona,20
partido,encuentro,20
comunicacion,dia,19
adolescente,nino,19
pagina,tampico,19
tamaulipa,tampico,19
partido,creer,19
movimiento,seguir,19
recoger,tampico,19
estadio,querer,19
oficial,ciudad,19
partido,esperar,19
negar,maria,19
partido,dejar,19
partido,corrupto,19
mona,jhope,19
partido,tepatitlan,19
partido,transmitir,19
enteratir,tampico,19
estadio,tepatitlan,19
jajajaja,mexicano,18
recoger,basura,18
comunicacion,gobierno,18
oficial,persona,18
estadio,equipo,18
partido,gracias,18
negar,venezuela,18
horario,sabado,18
negar,orden,18
partido,candidato,18
presion,tampico,18
partido,accion,18
partido,estatal,18
negar,seguridad,18
oficial,mundial,18
coahuila,cdvictoria,18
negar,doble,18
negar,ayuda,18
oficial,aprobar,18
negar,colonia,18
suerte,tampico,17
oficial,municipal,17
conservar,tampico,17
comunicacion,mantener,17
edificio,villarreal,17
oficial,comunicado,17
oficial,encontrar,17
dato,ciento,17
grave,caso,17
panista,gobierno,17
partido,jugar,17
partido,celebrar,17
partido,mayo,17
oficial,recibir,17
dato,tampico,17
che,per,17
horario,lunes,17
dato,persona,17
horario,dia,17
presion,tamaulipas,17
habitat,cocodrilo,17
partido,comenzar,17
partido,torneo,17
oficial,congreso,17
partido,inglaterra,17
negar,localdespiertan,17
negar,llama,17
negar,obrera,17
negar,perder,17
negar,volver,17
negar,empezar,17
negar,mundotrump,17
negar,corina,17
negar,machado,17
negar,viajar,17
negar,terremoto,17
edificio,historico,16
edificio,antiguo,16
donaldo,luis,16
partido,historia,16
mora,servicios,16
mora,ricardo,16
partido,social,16
estadio,ciudad,16
oficial,seguridad,16
partido,politica,16
movimiento,mexico,16
horario,servicio,16
horario,municipal,16
natural,ano,16
partido,vuelta,16
tommavi,grandefratello,16
movimiento,ciudadano,16
oficial,sector,16
increible,monica,16
coahuila,mexico,16
increible,gracias,16
partido,electoral,16
estadio,mayo,16
movimiento,tamaulipas,16
partido,ecuador,16
dato,millon,16
natural,recurso,16
partido,expansion,16
partido,domingo,16
partido,ida,16
edificio,ano,15
