termino_interno,termino_externo,weight
clima,tamaulipas,77
justicia,tamaulipas,61
justicia,mujer,58
palacio,municipal,56
orden,tampico,54
laredo,tampico,52
gustavo,corona,51
orden,seguridad,50
laredo,matamoros,50
victima,mujer,49
justicia,fiscalia,49
laredo,ciudad,49
laredo,reynosa,49
justicia,seguir,47
justicia,general,47
clima,lluvia,47
laredo,tamaulipas,46
muerte,vida,44
madres,dia,44
justicia,deber,43
palacio,nacional,43
justicia,tampico,40
justicia,gobierno,40
justicia,exigir,40
vehiculo,tampico,40
justicia,querer,40
orden,gobierno,39
laredo,minimo,39
responsable,tampico,38
laredo,maximo,38
clima,tampico,37
palacio,tampico,37
clima,temperatura,36
vehiculo,tamaulipas,35
justicia,social,34
justicia,mexico,34
justicia,pais,33
orden,seguir,33
descuento,pago,33
justicia,ano,33
fronterizo,tamaulipas,33
justicia,dejar,32
pleno,dia,32
justicia,derecho,31
justicia,seguridad,31
presunto,tampico,31
fronterizo,temperatura,31
victima,ano,30
justicia,vida,30
clima,dia,30
vehiculo,persona,29
justicia,buscar,29
fronterizo,zona,29
orden,mexico,27
justicia,presidenta,27
muerte,ano,27
frontera,tamaulipas,27
justicia,libertad,26
justicia,dia,26
justicia,pueblo,26
justicia,delito,26
clima,fuerte,26
orden,ayuda,25
orden,pedir,25
justicia,autoridad,25
justicia,madre,25
orden,dia,25
vehiculo,colonia,25
amanecer,dia,25
fronterizo,reynosa,25
presunto,tamaulipas,25
clima,zona,25
marcado,tamaulipas,25
acto,tampico,24
aprovechar,tampico,24
justicia,pedir,24
vehiculo,operativo,24
justicia,caso,24
pleno,ciudad,24
laredo,victoria,24
justicia,judicial,23
predial,pago,23
justicia,persona,23
mencionar,tampico,23
justicia,familia,23
victima,familiar,23
orden,colonia,23
clima,condicion,23
laredo,temperatura,23
laredo,mexico,22
justicia,quedar,22
justicia,paz,22
justicia,tribunal,22
vehiculo,ano,22
vehiculo,autoridad,22
denuncia,fiscalia,22
justicia,investigacion,22
orden,empezar,22
justicia,compromiso,21
palacio,gobierno,21
frontera,sur,21
orden,volver,21
monumento,hidalgo,21
muerte,tamaulipas,21
justicia,politico,21
vehiculo,seguridad,21
monumento,tampico,21
vehiculo,unidad,21
orden,limpieza,21
gustavo,tampico,21
pleno,agua,21
clima,viento,21
pleno,sur,21
madres,sur,21
acto,villarreal,20
acto,dia,20
frontera,mexico,20
descuento,tampico,20
responsable,ciudad,20
muerte,pais,20
denuncia,presentar,20
vehiculo,carretera,20
orden,mercado,20
responsable,tamaulipas,20
contento,gracias,20
clima,pronostico,20
amanecer,ciudad,20
amanecer,sur,20
orden,reglamento,20
orden,presidenta,19
justicia,gracias,19
frontera,zona,19
justicia,venezuela,19
justicia,mexicano,19
responsable,seguir,19
justicia,pasar,19
acto,gente,19
laredo,zona,19
responsable,autoridad,19
vehiculo,robo,19
vehiculo,acuerdo,19
amanecer,agua,19
pleno,madero,19
laredo,municipio,19
fronterizo,minimo,19
amanecer,madero,19
amanecer,comapa,19
pleno,comapa,19
madres,ciudad,19
madres,comapa,19
victima,autoridad,18
justicia,gente,18
muerte,dia,18
vehiculo,zona,18
orden,dejar,18
fuga,tampico,18
justicia,federal,18
denuncia,caso,18
justicia,publico,18
victima,dia,18
frontera,matamoros,18
victima,vida,18
justicia,acuerdo,18
justicia,lopez,18
vehiculo,quedar,18
orden,negar,18
denuncia,tamaulipas,18
presunto,autoridad,18
orden,perder,18
laredo,altamira,18
fronterizo,maximo,18
amanecer,explicar,18
pleno,explicar,18
madres,madero,18
madres,agua,18
madres,explicar,18
orden,rodant,18
orden,apostar,18
acto,monica,17
aprovechar,ciudad,17
vehiculo,ciudad,17
clima,ambiente,17
justicia,llegar,17
justicia,memoria,17
muerte,seguir,17
victima,persona,17
vehiculo,calle,17
justicia,corrupcion,17
justicia,esperar,17
victima,fiscalia,17
agencia,tamaulipas,17
frontera,norte,17
justicia,informacion,17
vehiculo,municipio,17
frontera,unidos,17
palacio,mexico,17
denuncia,delito,17
justicia,morena,17
clima,calor,17
marcado,lluvia,17
