termino_interno,termino_externo,weight
abril,tampico,158
playa,miramar,124
grupo,tampico,80
mesa,seguridad,70
condicion,tamaulipas,70
condicion,tampico,69
cambio,tampico,66
presencia,tampico,66
abril,tamaulipas,65
playa,tamaulipas,61
universidad,tamaulipas,61
condicion,zona,57
mesa,paz,54
ciudadmadero,tampico,53
mesa,tampico,50
playa,tampico,49
presencia,tamaulipas,49
playa,ciudad,49
fiestas,tampico,48
condicion,temperatura,48
grupo,tamaulipas,46
playa,madero,45
ciudadmadero,altamira,44
hijas,plaza,44
comision,nacional,44
bravo,rio,44
ciudadmadero,tamaulipas,42
abril,dia,40
universidad,autonoma,39
grupo,ano,38
ciudadmadero,matamoros,38
periodo,ano,38
abril,ciudad,37
grupo,persona,37
condicion,dia,37
mesa,construccion,36
ciudadmadero,reynosa,36
presencia,zona,36
condicion,ciudad,36
cercania,tampico,35
comision,tamaulipas,35
cambio,tamaulipas,35
playa,mexico,34
condicion,municipio,34
condicion,region,34
hijas,tampico,33
comision,federal,33
condicion,mejorar,32
periodo,tamaulipas,32
condicion,lluvia,32
playa,visitante,32
bravo,minimo,32
comision,tampico,31
condicion,seguridad,31
energetico,tamaulipas,31
leon,tampico,31
comision,electricidad,31
cambio,seguir,30
leon,tamaulipas,30
presencia,ciudad,29
ordinaria,sesion,29
presencia,mexico,29
presencia,seguridad,29
condicion,seguir,29
bravo,maximo,29
grupo,gracias,28
periodo,tampico,28
presencia,municipal,28
grupo,familia,28
grupo,mexico,27
ciudadmadero,nuevolaredo,27
mesa,villarreal,27
presencia,municipio,27
condicion,ano,27
ubicar,tamaulipas,27
mar,tampico,26
leon,ano,26
huasteco,tampico,26
playa,sur,26
grupo,gente,26
condicion,esperar,26
artista,tampico,26
abril,madero,26
ciudadmadero,elmante,26
playa,turistico,26
comision,cfe,26
presencia,autoridad,25
playa,altamira,25
condicion,persona,25
condicion,villarreal,25
grupo,gobierno,25
grupo,querer,25
presencia,villarreal,25
periodo,vacacional,25
leon,ciudad,25
leon,mexico,25
territorio,tamaulipas,25
playa,turista,25
bravo,matamoros,25
mesa,reunion,24
cambio,dia,24
abril,mayo,24
cambio,ano,24
comision,estatal,24
presencia,contar,24
territorio,mexico,24
territorio,mexicano,24
playa,zona,24
grupo,apoyo,24
ciudadmadero,riobravo,24
playa,destino,24
meteorologico,pronostico,24
meteorologico,lluvia,24
condicion,autoridad,23
grupo,presidenta,23
mar,tamaulipas,23
sustentable,tampico,23
universidad,ano,23
cambio,ciudad,23
artista,arte,23
condicion,viento,23
universidad,tampico,23
universidad,uat,23
bravo,reynosa,23
presencia,estatal,23
condicion,mantener,23
abril,sabado,23
condicion,clima,23
meteorologico,temperatura,23
cambio,gobierno,22
cambio,gracias,22
condicion,acuerdo,22
grupo,villarreal,22
cambio,querer,22
presencia,nacional,22
energetico,desarrollo,22
abril,zona,22
queretaro,tampico,22
playa,santa,22
abril,jueves,22
grupo,pais,21
grupo,dia,21
bravo,presidenta,21
comision,desarrollo,21
condicion,monica,21
mesa,municipal,21
mesa,altamira,21
grupo,mujer,21
grupo,estatal,21
condicion,mexico,21
grupo,encontrar,21
grupo,ciudad,21
condicion,sur,21
condicion,espacio,21
condicion,presentar,21
territorio,nacional,21
abril,final,21
condicion,ambiente,21
abril,ano,20
mesa,monica,20
grupo,zona,20
condicion,maximo,20
grupo,criminal,20
huasteco,cultura,20
grupo,pasar,20
condicion,colonia,20
mar,dia,20
artista,obra,20
grupo,lograr,20
condicion,alto,20
energetico,sector,20
mar,mie,20
ciudadmadero,nuevoleon,20
playa,semana,20
formal,tampico,19
cambio,presidenta,19
bravo,excelente,19
abril,mes,19
condicion,norte,19
elena,tampico,19
cambio,zona,19
presencia,presidenta,19
grupo,policia,19
presencia,madero,19
mesa,tamaulipas,19
presencia,monica,19
playa,persona,19
grupo,social,19
cambio,accion,19
maltrato,animal,19
condicion,fuerte,19
abril,sur,19
comision,agua,19
condicion,senalar,19
originario,ano,19
condicion,indicar,19
condicion,centro,19
meteorologico,acuerdo,19
meteorologico,zona,19
ciudadmadero,cdvictorio,19
