termino_interno,termino_externo,weight
educacion,tampico,123
invitar,tampico,122
gratuito,tampico,71
recinto,tampico,70
temporada,tampico,68
educacion,tamaulipas,65
accidente,tampico,60
cuerpo,tampico,60
costo,pesos,60
cruz,tampico,57
educacion,secretaria,56
educativo,tampico,56
educacion,seguir,55
visita,tampico,55
ferial,tampico,54
marzo,tampico,53
acceso,tampico,52
educacion,villarreal,51
educacion,presidenta,50
educacion,municipal,49
estudiante,tampico,47
costo,tampico,42
educacion,escuela,42
primaria,escuela,41
temporada,lluvia,40
educacion,monica,39
top,spender,39
educacion,salud,38
estudiante,tamaulipas,38
cuerpo,bomberos,38
invitar,disfrutar,38
educacion,gobierno,37
invitar,vivir,37
maestro,tampico,37
cuerpo,vida,37
cuerpo,emergencia,37
gratuito,atencion,36
invitar,municipal,36
cuerpo,proteccion,35
top,mami,35
gratuito,bienestar,34
educacion,nino,34
invitar,espacio,34
gratuito,servicio,34
invitar,ciudad,33
invitar,participar,33
invitar,familia,33
cuerpo,agua,33
arrancar,tamaulipas,33
marzo,ano,33
alumno,tampico,32
educacion,direccion,32
educacion,compromiso,32
invitar,seguir,32
educacion,familia,32
causa,tampico,32
alumno,escuela,31
accidente,conductor,31
top,huahin,31
extranjero,pais,30
gratuito,jornada,30
cuerpo,zona,30
invitar,presidenta,29
medida,tamaulipas,29
educacion,impulsar,29
coordinador,tampico,29
benjamin,turismo,29
crear,tampico,29
cuerpo,dia,29
impacto,tamaulipas,29
educacion,anaya,28
accidente,vial,28
sanchez,tampico,28
accidente,ano,28
gratuito,salud,28
cruz,tamaulipas,28
marzo,tamaulipas,28
marzo,ciudad,28
educativo,escuela,28
educacion,joven,27
accidente,carretera,27
cuerpo,civil,27
corporacion,seguridad,27
gratis,tampico,27
deseo,feliz,27
educacion,escolar,27
invitar,gobierno,27
temporada,tamaulipas,27
accidente,avenida,27
accidente,autoridad,27
top,time,27
costo,ciudad,27
sindicato,tampico,27
accidente,tamaulipas,26
medida,tampico,26
benjamin,hernandez,26
benjamin,rodriguez,26
educacion,plantel,26
gratuito,familia,26
educativo,tamaulipas,26
comida,tampico,26
temporada,zona,26
primaria,tampico,26
invitar,tamaulipas,26
educacion,superior,26
educacion,gracias,25
invitar,villarreal,25
visita,presidenta,25
benjamin,secretario,25
acceso,tamaulipas,25
cuerpo,encontrar,25
accidente,persona,25
gratuito,programa,25
cuerpo,ano,25
comida,necesitar,25
educativo,plantel,25
educacion,alcaldesa,24
educacion,fortalecer,24
medida,seguridad,24
extranjero,mexico,24
extranjero,mexicano,24
asistente,tampico,24
medida,tomar,24
accidente,evitar,24
costo,servicio,24
accidente,ciudad,24
impacto,tampico,24
enviar,mensaje,24
educacion,bienestar,23
gratuito,gracias,23
gratuito,ofrecer,23
invitar,monica,23
visita,municipal,23
cuerpo,seguridad,23
temporada,ciudad,23
accidente,transito,23
accidente,zona,23
top,sweet,23
educacion,excelente,22
visita,tamaulipas,22
costo,precio,22
alumno,familia,22
educacion,basico,22
accidente,registrar,22
educacion,publico,22
alumno,tamaulipas,22
educacion,vida,22
educacion,ciudad,21
educacion,esfuerzo,21
gratuito,villarreal,21
invitar,lleno,21
accidente,dejar,21
deseo,ano,21
educacion,nina,21
educacion,padre,21
pemex,mexico,21
educacion,secretario,21
acceso,garantizar,21
educativo,institucion,21
cruz,ciudad,21
compania,tampico,21
gratuito,colonia,21
cuerpo,tecnico,21
arrancar,dia,21
marzo,nacional,21
cuerpo,llegar,21
invitar,historia,21
navidena,tampico,20
educacion,cultura,20
educacion,espacio,20
educacion,futuro,20
gratuito,seguir,20
invitar,tradicion,20
gratuito,espacio,20
estudiante,escuela,20
visita,recibir,20
costo,producto,20
alumno,padre,20
cuerpo,persona,20
enviar,tampico,20
medida,gobierno,20
educacion,mexico,20
frenar,tampico,20
pantalla,tampico,20
temporada,calor,20
petrolero,veracruz,20
medida,preventivo,19
educacion,desarrollo,19
educacion,entrega,19
arrancar,tampico,19
gratuito,actividad,19
visita,villarreal,19
causa,ano,19
deseo,dia,19
cruz,madero,19
educacion,deber,19
cruz,municipal,19
coordinador,estatal,19
educacion,evento,19
acceso,servicio,19
