termino_interno,termino_externo,weight
historia,tampico,147
gonzalez,tampico,126
escuela,tampico,90
historia,ano,88
historia,ciudad,77
gonzalez,erasmo,77
jose,tampico,74
historia,mexico,73
gonzalez,robledo,72
gonzalez,madero,72
gonzalez,ciudad,71
historia,contar,61
gonzalez,tamaulipas,57
historia,seguir,55
ceremonia,tampico,53
aniversario,tampico,53
gonzalez,alcalde,52
gonzalez,altamira,50
francisco,tampico,50
historia,dia,48
historia,vida,47
jose,maria,45
honor,tampico,44
asistir,tampico,42
escuela,publico,42
escuela,tamaulipas,42
rodriguez,secretario,42
rodriguez,tamaulipas,42
escuela,educacion,42
lagunario,sistema,42
gonzalez,roberto,42
historia,pais,41
rodriguez,turismo,41
escuela,primaria,41
jose,luis,40
gonzalez,villarreal,40
instalar,tampico,39
historia,mujer,38
historia,gracias,38
historia,dejar,38
jose,antonio,37
historia,tamaulipas,37
escuela,municipal,36
jose,tamaulipas,36
gonzalez,sol,36
historia,lleno,35
septiembre,tampico,35
escuela,ano,35
gonzalez,martinez,35
carrera,tampico,35
historia,orgullo,34
asistir,presidenta,33
escuela,nino,33
angel,miguel,33
gonzalez,armando,33
emblematico,tampico,33
gonzalez,maria,33
historia,vivir,32
gonzalez,municipal,32
historia,mexicano,32
rodriguez,villarreal,32
rodriguez,tampico,32
jose,proteccion,32
jose,civil,32
jose,marin,32
gonzalez,gobierno,32
escuela,alumno,31
gonzalez,colonia,31
gonzalez,mexico,31
historia,futbol,31
historia,identidad,30
historia,familia,30
ceremonia,villarreal,30
rodriguez,hernandez,30
gonzalez,monica,30
reyes,tampico,30
issste,hospital,30
rodriguez,presidenta,29
jose,ano,29
rodriguez,ciudad,29
jose,director,29
historia,querer,29
escuela,colonia,29
soto,monica,29
reyes,dia,29
historia,celebrar,28
honor,presidenta,28
gonzalez,presidente,28
escuela,seguir,28
escuela,escolar,28
historia,llegar,28
edmundo,maria,28
escuela,educativo,28
historia,amor,27
historia,pueblo,27
rodriguez,monica,27
escuela,villarreal,27
gonzalez,secretario,27
escuela,familia,27
angel,vida,27
historia,persona,27
edmundo,corina,27
rodriguez,municipal,26
rodriguez,benjamin,26
escuela,plantel,26
gonzalez,sur,26
historia,espacio,25
historia,tradicion,25
angel,tampico,25
gonzalez,carlos,25
escuela,presidenta,25
jose,san,25
gonzalez,manriquez,25
preparar,tampico,25
jose,presidente,25
gonzalez,hermano,25
historia,construir,24
historia,legado,24
francisco,madero,24
gonzalez,seguridad,24
historia,gobierno,24
escuela,padre,24
asistir,monica,24
escuela,programa,24
jose,garcia,24
reyes,villarreal,24
reyes,monica,24
historia,recordar,23
armada,mexico,23
asistir,municipal,23
jose,municipal,23
ceremonia,presidenta,23
asistir,villarreal,23
gonzalez,dia,23
angel,garcia,23
eduardo,tampico,23
historia,pasion,23
historia,compartir,22
historia,representar,22
honor,ciudad,22
historia,excelente,22
historia,monica,22
bandera,tampico,22
escuela,dia,22
aniversario,monica,22
historia,cambiar,22
angel,ano,22
historia,hora,22
francisco,ciudad,22
gonzalez,municipio,22
rodriguez,madero,22
lagunario,tampico,22
honor,dia,21
historia,presidenta,21
historia,corazon,21
historia,generacion,21
jose,familia,21
jose,flores,21
ceremonia,municipal,21
gonzalez,zona,21
gonzalez,estatal,21
rodriguez,hector,21
aniversario,celebrar,21
honor,recibir,21
jose,ciudad,21
historia,casa,21
reyes,tradicion,21
historia,invitar,21
escuela,hijo,21
democracia,mexico,20
aniversario,villarreal,20
jose,villarreal,20
honor,villarreal,20
escuela,institucion,20
escuela,monica,20
escuela,estudiante,20
ceremonia,anaya,20
historia,villarreal,20
francisco,tamaulipas,20
historia,futuro,20
gonzalez,nacional,20
rodriguez,alcalde,20
rueda,silla,20
gonzalez,corina,20
escuela,mexico,20
gonzalez,luisa,20
reyes,gracias,20
preparar,tamaulipas,20
rosca,tradicion,20
escuela,apoyo,20
rosca,presidenta,19
rosca,monica,19
historia,pasar,19
historia,presidente,19
jose,mexico,19
historia,grande,19
ceremonia,encabezar,19
ceremonia,tamaulipas,19
asistir,madero,19
edmundo,machado,19
