termino_interno,termino_externo,weight
responder,sem,157
responder,gustar,156
concierto,tampico,95
luis,tampico,94
luis,tamaulipas,73
luis,san,72
luis,potosi,53
responder,tampico,52
texas,tampico,47
pan,pri,46
luis,villarreal,43
luis,jose,40
diputado,federal,39
luis,monica,38
concierto,tamaulipas,37
vacacional,tampico,37
pan,tamaulipas,37
respuesta,tampico,36
luis,miguel,35
mil,tampico,35
responder,excelente,34
pan,morena,32
luis,ciudad,29
pan,ano,29
pan,partido,29
responder,presidenta,29
diputado,tamaulipas,28
responder,monica,28
responder,gobierno,27
detener,persona,27
detener,tamaulipas,27
mil,familia,27
luis,presidenta,26
concierto,miguel,26
concierto,estadio,26
concierto,hora,26
pan,tampico,26
ciudadvictoria,tampico,25
luis,colonia,25
pan,mexico,25
vacacional,periodo,25
luis,familia,24
concierto,mexico,24
texas,ciudad,24
detener,ano,24
detener,autoridad,24
respuesta,presidenta,23
responder,seguir,23
responder,villarreal,23
inmediato,tampico,22
mil,tamaulipas,22
concierto,mayo,22
luis,excelente,21
responder,alcaldesa,21
luis,gobierno,21
pan,gobierno,21
pan,politico,21
mil,persona,21
respuesta,capacidad,21
titulo,tampico,20
ciudadvictoria,tamaulipas,20
ciudadvictoria,reynosa,20
concierto,boleto,20
pan,gente,20
detener,presidenta,20
mil,dia,20
detener,gobierno,20
responder,fan,20
titulo,liga,20
concierto,antonio,20
luis,mexico,19
pan,pueblo,19
respuesta,gobierno,19
inmediato,atencion,19
vacacional,turistico,19
luis,ano,19
luis,veracruz,19
responder,destacado,19
concierto,marco,19
responder,tamaulipas,18
texas,tamaulipas,18
ciudadvictoria,nuevolaredo,18
mil,disfrutar,18
titulo,final,18
texas,villarreal,18
luis,bienestar,18
luis,municipio,18
titulo,expansion,18
concierto,solis,18
luis,alcaldesa,17
luis,municipal,17
expresar,tampico,17
responder,mexico,17
ocurrido,ciudad,17
concierto,programado,17
concierto,evento,17
diputado,local,17
detener,querer,17
detener,seguir,17
titulo,ano,17
mil,ano,17
luis,gerardo,17
per,che,17
vacacional,semana,17
totalmente,tampico,17
responder,hermoso,17
actuar,gobierno,16
expresar,querer,16
responder,gente,16
responder,necesidad,16
concierto,villarreal,16
concierto,dejar,16
ciudadvictoria,matamoros,16
luis,donaldo,16
pan,dia,16
luis,director,16
titulo,campeon,16
vacacional,visitante,16
inmediato,accion,16
mil,mexico,16
pan,circo,16
detener,mexico,16
pan,jajaja,16
internet,tampico,16
titulo,tepatitlan,16
concierto,recinto,16
totalmente,gratuito,15
luis,secretario,15
pan,seguir,15
actuar,presidenta,15
texas,mexico,15
cancelar,tampico,15
concierto,monica,15
tragedia,ano,15
encargado,tampico,15
respuesta,ano,15
pan,pais,15
pan,deber,15
diputado,morena,15
pescador,tampico,15
diputado,congreso,15
detener,policia,15
luis,sur,15
mil,mujer,15
respuesta,unidad,15
respuesta,dejar,15
inmediato,zona,15
luis,publico,15
cuanto,tampico,15
texas,laredo,15
concierto,buki,15
concierto,ferial,15
responder,querer,14
luis,echeverria,14
concierto,dia,14
pan,dejar,14
luis,colosio,14
respuesta,gracias,14
texas,monica,14
hacienda,secretaria,14
titulo,campeones,14
respuesta,monica,14
vacacional,tamaulipas,14
inmediato,exigir,14
luis,seguir,14
respuesta,seguir,14
vacacional,puente,14
luis,nacional,14
luis,reyes,14
per,grazie,14
responder,gracias,14
concierto,llegar,14
concierto,ofrecer,14
pan,eleccion,14
ocurrido,dia,14
diputado,tampico,14
luis,saludo,14
ciudadvictoria,altamira,14
pan,estatal,14
ocurrido,agua,14
concierto,cuando,14
cuanto,costar,13
actuar,deber,13
luis,madero,13
pan,pensar,13
expresar,municipal,13
observar,tampico,13
luis,gracias,13
detener,zona,13
inmediato,deber,13
mil,seguir,13
diputado,alcalde,13
detener,tampico,13
texas,mcallen,13
respuesta,norte,13
pan,dirigencia,13
mil,celebrar,13
pan,querer,13
nacido,tampico,13
cuidad,tampico,13
