termino_interno,termino_externo,weight
claudia,presidenta,249
sheinbaum,presidenta,150
claudia,mexico,139
campos,antonio,104
lopez,obrador,76
claudia,gobierno,72
pardo,presidenta,70
sheinbaum,mexico,64
unidos,mexico,63
claudia,gracias,62
claudia,pueblo,61
organizado,crimen,61
claudia,seguir,56
carretera,tamaulipas,56
lopez,presidenta,52
marina,secretaria,52
marina,tampico,50
claudia,apoyo,49
claudia,querer,49
claudia,mexicano,48
bache,tampico,47
claudia,viva,47
descacharrizacion,jornada,47
carretera,veracruz,45
claudia,pais,44
donald,trump,44
sheinbaum,gobierno,42
carretera,circulacion,40
sheinbaum,pasar,39
carretera,norte,39
unidos,gobierno,38
sheinbaum,tamaulipas,37
unidos,tampico,37
carretera,dia,37
nahle,dia,37
sheinbaum,dia,36
marina,mexico,36
claudia,villarreal,35
claudia,morena,35
carretera,tampico,35
marina,nacional,35
sheinbaum,villarreal,34
claudia,presidente,34
sheinbaum,pueblo,33
mexicanos,mexico,33
unidos,pais,33
lara,rene,33
lopez,tampico,33
lopez,tamaulipas,33
carretera,seguridad,32
claudia,nacional,32
claudia,dejar,32
campos,tampico,32
claudia,amlo,31
lopez,mexico,31
andres,obrador,31
carpeta,investigacion,31
nahle,veracruz,31
carretera,exigir,31
claudia,mujer,30
manuel,tampico,30
nahle,derrame,30
sheinbaum,derrame,30
pardo,mexico,29
sheinbaum,gracias,29
sheinbaum,altamira,29
carretera,colonia,29
sheinbaum,norte,29
sheinbaum,seguir,28
manuel,obrador,28
claudia,tampico,28
carretera,altamira,28
marina,seguridad,28
lopez,llegar,28
carretera,liberar,28
nahle,exigir,28
sheinbaum,veracruz,28
sheinbaum,liberar,28
sheinbaum,exigir,28
nahle,norte,28
carretera,accidente,27
claudia,deber,27
claudia,gobernador,27
marina,dia,27
carretera,indemnizacion,27
carretera,derrame,27
sheinbaum,indemnizacion,27
nahle,liberar,27
nahle,indemnizacion,27
lopez,gobierno,26
organizado,gobierno,26
carretera,altura,26
unidos,trump,26
unidos,ano,26
nahle,pasar,26
unidos,mexicano,25
lopez,seguir,25
claudia,gente,25
unidos,presidenta,25
marina,guardia,25
carretera,reportar,25
carretera,ciudad,25
sheinbaum,experiencia,25
nahle,altamira,25
nahle,experiencia,25
claudia,vida,24
lopez,dejar,24
unidos,tamaulipas,24
carretera,federal,24
sheinbaum,gobernador,24
carretera,pasar,24
sheinbaum,pais,23
claudia,bendicion,23
sheinbaum,mexicano,23
unidos,presidente,23
cdvictorio,tampico,23
cdvictorio,altamira,23
claudia,persona,23
sheinbaum,tampico,23
claudia,americo,23
lopez,narco,23
carretera,bloqueo,23
cdvictorio,tamaulipas,23
unidos,dejar,22
marina,elemento,22
unidos,mundo,22
organizado,delincuencia,22
organizado,pais,22
gringo,mexicano,22
organizado,mexico,22
claudia,tamaulipas,22
claudia,dra,21
claudia,ano,21
claudia,millon,21
claudia,politico,21
carretera,sur,21
manuel,juan,21
correr,salir,21
carretera,nacional,21
descacharrizacion,colonia,21
descacharrizacion,accion,21
claudia,trump,21
adan,augusto,21
claudia,narco,21
sheinbaum,americo,21
lara,amar,21
unidos,visa,21
cdvictorio,reynosa,21
cdvictorio,matamoros,21
sheinbaum,apoyo,20
bache,calle,20
bache,ciudad,20
lopez,presidente,20
claudia,dia,20
lopez,mexicano,20
marina,proteccion,20
claudia,pagar,20
claudia,senora,20
claudia,pasar,20
lopez,querer,20
carretera,puente,20
unidos,ciudad,20
marina,civil,20
mexicanos,morena,20
carretera,vehiculo,20
donald,presidente,20
retirar,tampico,20
gringo,mexico,20
lopez,hijo,20
carretera,persona,20
carretera,detencion,20
carretera,voceria,20
campos,zona,20
sheinbaum,presentar,20
impulsado,villarreal,19
claudia,felicidad,19
unidos,deber,19
claudia,pedir,19
sheinbaum,morena,19
claudia,excelente,19
lopez,morena,19
sheinbaum,ano,19
andres,fray,19
lopez,huachicol,19
cdvictorio,elmante,19
cdvictorio,ciudadmadero,19
cdvictorio,xicotencatl,19
cdvictorio,nuevoleon,19
impulsado,presidenta,18
pardo,seguir,18
manuel,presidente,18
organizado,tampico,18
mexicanos,pais,18
unidos,seguir,18
sheinbaum,nacional,18
gobernadora,gobierno,18
descacharrizacion,tampico,18
president,mexico,18
manuel,villarreal,18
carretera,autoridad,18
