termino_interno,termino_externo,weight
formar,tampico,94
unico,tampico,63
hermana,tampico,43
reducir,tampico,42
unico,seguir,37
doble,pedir,37
unico,mexico,35
lider,tampico,35
llama,pedir,35
formar,ciudad,34
unico,pais,32
unico,mujer,32
formar,accion,31
hermana,ano,31
banda,tampico,29
unico,ano,29
lucha,dia,29
conocido,tampico,27
unico,presidenta,27
unico,gobierno,26
unico,vivir,26
lucha,mujer,26
formar,dia,26
formar,tamaulipas,26
decada,ano,26
hermana,villarreal,25
unico,querer,24
unico,dia,24
jaibo,tampico,24
lucha,ano,24
latina,america,24
eliminar,tampico,24
delegado,tamaulipas,23
unico,experiencia,23
formar,villarreal,23
formar,familia,23
sala,cabildo,22
unico,vida,22
lider,tamaulipas,22
formar,municipal,22
unico,persona,22
delincuencia,organizado,22
martina,granhermano,22
mascota,tampico,22
solis,marco,22
llama,tampico,22
banda,municipal,21
lucha,pais,21
lider,pais,21
lider,mujer,21
formar,espacio,21
denunciar,tamaulipas,21
solis,antonio,21
delincuencia,mexico,20
unico,deber,20
cadena,tampico,20
lucha,tampico,20
raiz,tampico,20
lucha,seguir,20
formar,gobierno,20
reducir,gobierno,20
doble,ayuda,19
jaibo,puerto,19
conocido,ano,19
doble,empezar,19
llama,seguridad,19
doble,venezuela,19
unico,creer,18
banda,ano,18
unico,mexicano,18
unico,oportunidad,18
delegado,tampico,18
lider,ano,18
formar,monica,18
formar,gracias,18
formar,vida,18
formar,compromiso,18
sala,tampico,18
lider,politico,18
formar,presidenta,18
hermana,familia,18
reducir,riesgo,18
formar,fortalecer,18
tratamiento,cancer,18
doble,volver,18
llama,maria,18
llama,corina,18
doble,negar,18
solis,concierto,18
doble,terremoto,18
doble,viajar,18
unico,pueblo,17
unico,gracias,17
banda,plaza,17
lucha,tamaulipas,17
formar,publico,17
memoria,justicia,17
formar,ano,17
lucha,libertad,17
lucha,venezuela,17
lider,maria,17
formar,equipo,17
rosario,della,17
unico,pago,17
llama,localnuevo,17
llama,reglamento,17
llama,mercado,17
llama,rodant,17
llama,apostar,17
llama,limpieza,17
llama,orden,17
llama,localdespiertan,17
llama,colonia,17
llama,obrera,17
llama,perder,17
llama,ayuda,17
llama,volver,17
llama,empezar,17
llama,mundotrump,17
llama,negar,17
doble,mundotrump,17
doble,maria,17
doble,corina,17
doble,machado,17
respaldar,presidenta,16
unico,presidente,16
hermana,mujer,16
formar,nacional,16
unico,pasar,16
lucha,amor,16
formar,persona,16
formar,seguir,16
denunciar,mujer,16
formar,mexico,16
hermana,dia,16
unico,tamaulipas,16
unico,salir,16
banda,musica,16
conocido,ciudad,16
reducir,municipal,16
hermana,hija,16
lider,corina,16
hermana,monica,16
formar,zona,16
martina,tato,16
galvez,malinali,16
denunciar,tampico,16
hermana,gobernador,15
detenido,persona,15
formar,proyecto,15
denunciar,violencia,15
unico,monica,15
lider,seguir,15
formar,historia,15
unico,mundo,15
unico,municipal,15
formar,area,15
tamaulipeca,familia,15
unico,venir,15
lider,machado,15
denunciar,querer,15
unico,terminar,15
lider,gobierno,15
tratamiento,tampico,15
memoria,mujer,15
reducir,publico,15
unico,llegar,15
formar,estrategia,15
abandonado,tampico,15
simbolo,tampico,15
decada,tampico,15
formar,mantener,15
memoria,tampico,15
solis,tampico,15
raiz,tradicion,14
hermana,alcaldesa,14
unico,dejar,14
sala,municipal,14
hermana,hermano,14
unico,historia,14
denunciar,pasar,14
lucha,justicia,14
lucha,maria,14
lucha,vida,14
formar,actividad,14
hermana,madre,14
hermana,vida,14
lucha,venezolano,14
reducir,mejorar,14
reducir,objetivo,14
denunciar,delito,14
hermana,querer,14
tamaulipeca,tampico,14
decada,pais,14
denunciar,ano,14
martina,tana,14
formar,atencion,14
respaldar,tampico,14
unico,familia,13
unico,quedar,13
