termino_interno,termino_externo,weight
dia,tampico,442
felicidad,tampico,234
dia,tamaulipas,228
brava,jaiba,201
felicidad,excelente,197
dia,ano,196
felicidad,monica,195
felicidad,presidenta,194
dia,gracias,194
felicidades,tampico,188
celebrar,tampico,186
felicidades,monica,184
felicidades,presidenta,179
dia,ciudad,178
dia,mujer,173
felicidad,villarreal,165
dia,monica,165
felicidades,villarreal,163
mundial,tampico,162
dia,seguir,160
dia,vida,159
dia,villarreal,156
lleno,tampico,153
dia,presidenta,151
felicidades,excelente,148
tampiqueno,tampico,147
esfuerzo,tampico,146
dia,mexico,138
felicidad,gracias,137
feliz,gracias,136
grande,tampico,134
orgullo,tampico,130
dia,familia,129
dia,pasar,122
deportivo,tampico,122
dia,municipal,121
feliz,presidenta,119
exito,tampico,119
reconocer,tampico,117
feliz,monica,114
lleno,ano,112
dia,querer,109
feliz,ano,108
dia,nino,106
mundial,mexico,106
dia,madre,106
felicidad,alcaldesa,105
dia,gobierno,101
agradecer,tampico,101
dia,persona,98
felicidades,gracias,93
felicidad,seguir,93
abrazo,fuerte,92
alegria,tampico,91
bendicion,gracias,90
felicidades,alcaldesa,90
torneo,tampico,90
dia,colonia,89
dia,zona,89
dia,dejar,88
talento,tampico,88
dia,nacional,88
feliz,villarreal,87
exito,ano,87
felicidad,lic,86
felicidades,seguir,85
bendicion,presidenta,85
lleno,vida,84
dia,salud,83
tampiqueno,villarreal,83
feliz,vida,82
dia,amor,81
dia,esperar,81
mundial,futbol,81
esfuerzo,seguir,80
reconocimiento,tampico,80
dia,llegar,80
feliz,familia,80
dia,compromiso,79
dia,vivir,79
felicidad,ano,77
mundial,tamaulipas,77
tampiqueno,monica,76
deportiva,tampico,76
dia,gente,75
felicidad,familia,75
orgullo,ciudad,75
dia,corazon,75
feliz,tampico,74
tampiqueno,seguir,74
esfuerzo,gracias,72
tampiqueno,presidenta,72
cumpleanos,ano,72
lleno,familia,71
dia,labor,70
bendicion,monica,69
felicidad,salud,67
querido,tampico,67
feliz,navidad,66
feliz,alcaldesa,66
grande,presidenta,66
dia,semana,66
dia,casa,66
dia,madero,66
felicidad,hermoso,65
felicidad,vida,65
dia,internacional,65
feliz,nino,65
bendicion,villarreal,64
esfuerzo,sumar,63
felicidades,lic,63
dia,pais,63
dia,mama,63
reconocer,villarreal,62
feliz,excelente,62
felicidad,bonito,62
dia,anaya,62
bendicion,familia,62
exito,seguir,61
dia,mes,61
lleno,gracias,61
dia,sur,61
lleno,salud,61
dia,disfrutar,61
dia,bienestar,60
dia,actividad,60
lleno,ciudad,60
dia,norte,60
celebrar,ciudad,60
grande,seguir,59
dia,municipio,59
exito,presidenta,59
dia,junio,59
brava,liga,59
dia,excelente,58
agradecer,villarreal,58
dia,hora,58
dia,especial,58
dia,quedar,58
dia,mayo,58
gusto,tampico,57
alegria,ano,57
dia,accion,57
dia,alcaldesa,57
dia,maria,57
brava,tampico,57
mundial,partido,57
felicidades,hermoso,56
tampiqueno,gracias,56
dia,hermoso,56
querido,presidenta,56
llenar,tampico,56
deportiva,ciudad,56
celebrar,tamaulipas,56
grande,gracias,55
bendicion,tampico,55
bendicion,excelente,55
tampiqueno,bienestar,55
lleno,seguir,55
bendicion,ano,55
esfuerzo,municipal,55
tampiqueno,excelente,55
dia,evento,54
bendicion,saludo,54
dia,agua,54
deportivo,tamaulipas,54
esfuerzo,familia,54
grande,monica,53
grande,mexico,53
exito,gracias,53
dia,buscar,53
dia,apoyo,52
esfuerzo,villarreal,52
lleno,amor,52
logro,tampico,52
tampiqueno,alcaldesa,52
talento,ciudad,52
dia,altamira,52
feliz,salud,51
abrazo,familia,51
dia,fecha,51
felicidad,ciudad,51
alegria,familia,51
esfuerzo,gobierno,51
exito,monica,51
celebrar,ano,51
corona,gustavo,51
lleno,vivir,50
querido,gracias,50
exito,villarreal,50
cumpleanos,vida,50
dia,salir,50
dia,necesitar,50
dia,manana,49
dia,noche,49
felicidades,familia,49
felicidad,equipo,49
tampiqueno,ciudad,49
cumpleanos,salud,49
grande,ciudad,49
