termino_interno,termino_externo,weight
villarreal,tampico,1227
monica,tampico,1109
municipal,tampico,822
presidenta,tampico,778
seguir,tampico,656
alcaldesa,tampico,546
excelente,tampico,505
colonia,tampico,406
municipal,gobierno,403
anaya,tampico,393
bienestar,tampico,380
presidenta,gracias,364
fortalecer,tampico,348
monica,gracias,328
villarreal,tamaulipas,326
villarreal,gracias,313
villarreal,americo,292
excelente,gracias,276
compromiso,tampico,271
villarreal,gobierno,266
salud,tampico,263
presidenta,gobierno,260
presidenta,mexico,254
presidenta,claudia,249
seguir,ciudad,245
villarreal,gobernador,244
seguir,gracias,240
tampicotecuida,tampico,218
seguir,gobierno,216
tampicovacontodo,tampico,213
seguir,familia,206
villarreal,ciudad,202
excelente,felicidad,197
monica,tamaulipas,196
monica,felicidad,195
presidenta,felicidad,194
construir,tampico,193
cuidar,tampico,191
alcaldesa,gracias,186
monica,gobierno,185
monica,felicidades,184
presidenta,felicidades,179
villarreal,familia,174
villarreal,accion,172
colonia,calle,170
seguir,vida,170
municipal,tamaulipas,169
monica,ciudad,166
presidenta,tamaulipas,166
villarreal,felicidad,165
monica,dia,165
monica,accion,165
villarreal,felicidades,163
seguir,ano,163
seguir,dia,160
presidenta,pueblo,159
municipal,ciudad,159
monica,familia,159
presidenta,familia,158
bienestar,gobierno,157
seguir,querer,157
villarreal,dia,156
municipal,accion,155
bienestar,social,153
presidenta,accion,151
presidenta,dia,151
presidenta,sheinbaum,150
villarreal,zacil,149
excelente,felicidades,148
seguir,mexico,146
presidenta,ciudad,141
alcaldesa,tamaulipas,140
seguir,espacio,138
mejorar,tampico,135
presidenta,mujer,134
villarreal,impulsar,132
bienestar,familia,131
seguir,tamaulipas,131
fortalecer,tamaulipas,131
villarreal,desarrollo,129
villarreal,programa,128
bienestar,programa,128
anaya,zacil,128
fortalecer,ciudad,125
lic,tampico,123
anaya,americo,123
jornada,tampico,122
fortalecer,accion,121
seguir,impulsar,121
municipal,dia,121
municipal,familia,120
brindar,tampico,120
presidenta,feliz,119
ciudadania,tampico,119
villarreal,dif,118
villarreal,luz,116
excelente,hermoso,115
anaya,gobernador,115
monica,feliz,114
fortalecer,espacio,114
monica,zacil,114
villarreal,municipio,112
villarreal,espacio,112
bienestar,tamaulipas,112
servicios,tampico,111
presidenta,evento,110
limpio,tampico,110
compromiso,gobierno,109
calidad,tampico,109
colonia,tamaulipas,109
villarreal,adriana,108
presidenta,ano,108
entrega,tampico,108
municipal,zacil,108
colonia,familia,107
excelente,gobierno,107
seguir,gente,107
fortalecer,gobierno,106
seguir,pais,106
villarreal,evento,106
presidenta,gente,105
anaya,gobierno,105
alcaldesa,felicidad,105
presidenta,apoyo,105
municipal,desarrollo,105
colonia,ciudad,105
municipal,zona,105
seguir,accion,104
colonia,zona,104
monica,programa,103
salud,ano,101
excelente,ciudad,100
anaya,tamaulipas,100
calidad,vida,100
presidenta,zacil,99
fortalecer,seguridad,99
municipal,seguridad,99
monica,espacio,98
villarreal,seguridad,98
monica,hermoso,97
presidenta,dif,97
excelente,gente,97
monica,desarrollo,97
presidenta,apoyar,97
municipal,estatal,97
salud,tamaulipas,97
gob,tampico,96
villarreal,zona,96
municipal,autoridad,96
presidenta,bonito,95
excelente,accion,95
bienestar,gracias,95
municipal,servicio,95
salud,vida,95
monica,gente,94
alcaldesa,gobierno,94
presidenta,equipo,93
monica,evento,93
bienestar,accion,93
seguir,seguro,93
seguir,felicidad,93
presidenta,mexicano,93
seguir,publico,92
municipal,publico,92
excelente,familia,91
seguir,seguridad,91
compromiso,ciudad,91
villarreal,sistema,91
presidenta,hermoso,90
alcaldesa,felicidades,90
presidenta,nino,90
seguir,oportunidad,90
monica,impulsar,90
monica,municipio,89
villarreal,hermoso,89
excelente,labor,89
colonia,dia,89
publicos,tampico,89
villarreal,publico,89
alcaldesa,ciudad,89
bienestar,secretaria,88
municipal,gracias,88
compromiso,familia,88
beneficio,tampico,87
villarreal,feliz,87
lic,felicidad,86
monica,publico,86
transformar,tampico,86
fortalecer,familia,86
seguir,mujer,86
villarreal,apoyo,86
compromiso,tamaulipas,86
seguir,felicidades,85
seguir,desarrollo,85
presidenta,bendicion,85
anaya,ciudad,85
excelente,evento,84
villarreal,social,84
municipal,secretaria,84
seguir,esperar,84
