termino_interno,termino_externo,weight
programa,tampico,231
importante,tampico,191
resumen,columna,186
programa,villarreal,128
programa,bienestar,128
resumen,quedar,114
resumen,informativo,114
resumen,conversacion,113
resumen,mandar,113
resumen,correo,113
programa,monica,103
resumen,loultimo,99
resumen,newsletter,99
resumen,noticias,93
resumen,cartones,93
programa,tamaulipas,83
importante,tamaulipas,83
programa,gobierno,80
programa,presidenta,79
programa,excelente,78
programa,municipal,74
principal,tampico,74
fiesta,tampico,71
importante,ciudad,69
programa,familia,65
resumen,expresion,65
resumen,libertad,64
importante,gracias,63
programa,gracias,62
premio,tampico,59
programa,seguir,59
programa,colonia,58
importante,familia,58
programa,ciudad,58
importante,presidenta,55
principal,tamaulipas,55
importante,villarreal,54
programa,salud,52
importante,ano,51
programa,accion,51
programa,fortalecer,51
importante,zona,50
importante,mexico,50
importante,gobierno,48
programa,mujer,47
programa,desarrollo,46
importante,excelente,44
importante,municipal,43
club,tampico,43
programa,anaya,42
importante,bienestar,42
programa,alcaldesa,42
programa,atencion,41
programa,casa,41
importante,seguir,40
importante,pais,40
importante,vida,40
marcar,tampico,39
programa,sonrisas,39
importante,seguridad,38
programa,servicio,38
importante,dia,37
programa,social,36
importante,sur,36
importante,monica,36
principal,ciudad,36
programa,buscar,35
importante,fortalecer,35
cambiar,tampico,35
cambiar,vida,35
importante,salud,34
importante,municipio,34
programa,municipio,34
importante,espacio,34
programa,proyecto,33
importante,nacional,33
importante,compromiso,32
programa,compromiso,32
fiesta,feliz,30
programa,impulsar,30
programa,apoyo,30
real,tampico,30
importante,buscar,29
importante,persona,29
importante,dejar,29
cambiar,ano,29
importante,proyecto,29
programa,secretaria,28
importante,evento,28
importante,accion,28
programa,seguridad,27
programa,zona,27
programa,vida,27
programa,mejorar,27
fiesta,mexico,27
importante,social,27
importante,reunion,26
importante,compartir,26
fiesta,gracias,26
importante,tampicotecuida,26
programa,beneficio,26
programa,ano,26
importante,seguro,26
importante,tampiqueno,26
importante,reconocer,25
programa,tampicotecuida,25
programa,ciudadania,25
cambiar,seguir,25
importante,publico,25
meta,tampico,25
importante,llegar,25
atraer,tampico,25
programa,gratuito,25
programa,federal,25
importante,lluvia,25
programa,publico,24
importante,labor,24
importante,felicidades,24
principal,municipio,24
fiesta,vivir,24
fiesta,familia,24
cambiar,ciudad,24
programa,mexico,24
meta,seguir,24
cambiar,deber,24
cambiar,querer,24
importante,anaya,24
importante,region,24
programa,calidad,24
programa,escuela,24
asociacion,tampico,24
fiesta,monica,23
programa,dia,23
asociacion,tamaulipas,23
importante,joven,23
programa,esfuerzo,23
importante,recibir,23
programa,brindar,23
fiesta,tamaulipas,23
popular,tampico,23
programa,sector,22
programa,continuar,22
programa,persona,22
programa,llegar,22
fiesta,villarreal,22
programa,espacio,22
principal,objetivo,22
programa,centro,22
importante,proteccion,22
importante,equipo,22
importante,tampicovacontodo,22
programa,estatal,22
importante,felicidad,22
cambiar,historia,22
importante,alcaldesa,22
importante,desarrollo,22
club,deportivo,22
programa,nacional,22
fiesta,dia,22
principal,autoridad,22
cambiar,dejar,22
programa,iniciativa,21
importante,prevencion,21
premio,ganar,21
cambiar,gente,21
importante,centro,21
cambiar,pasar,21
importante,querer,21
principal,mexico,21
importante,gente,21
principal,municipal,21
programa,vial,21
principal,acuerdo,21
importante,mes,21
programa,tampiqueno,21
importante,generar,21
importante,medio,21
programa,acercar,20
fiesta,disfrutar,20
programa,entrega,20
programa,apoyar,20
principal,villarreal,20
importante,esperar,20
importante,madero,20
importante,altamira,20
programa,actividad,20
importante,cabo,20
importante,cuidar,20
importante,mantener,20
programa,cuidar,19
importante,informacion,19
importante,colonia,19
premio,internacional,19
importante,nivel,19
marcar,diferencia,19
importante,impulsar,19
principal,calle,19
programa,tampicovacontodo,19
programa,obra,19
programa,necesitar,19
