palabra,tema_id,sub_id,rol,participation,z_within_degree,grado_total
colaboracion,17,1,periferico,0.4444,-1.6414,3
evento,2,0,broker,0.8554,0.5,22
nacional,2,0,broker,0.9249,1.5,76
nivel,2,0,broker,0.8639,1.5,26
senalar,2,7,broker,0.8691,1.75,32
turistico,2,2,broker,0.8866,1.5076,31
visitante,2,2,broker,0.8544,0.9045,23
presidente,2,1,conector_provincial,0.8475,2.8184,40
destino,2,2,broker,0.8056,0.3015,12
firma,2,1,broker,0.7273,0.2673,11
pacto,2,1,broker,0.6939,-0.4616,7
activo,2,7,broker,0.75,-0.75,4
consolidar,2,0,broker,0.68,0.5,10
aumentar,2,5,broker,0.84,-1.0,10
mes,2,3,broker,0.8438,1.4639,24
octavio,2,1,broker,0.6944,0.6317,12
torre,2,1,broker,0.6446,0.6317,11
identificar,2,4,broker,0.7778,0.2063,6
gonzalez,2,2,broker,0.7733,0.9045,15
rafael,2,2,broker,0.6667,-1.5076,3
tren,2,1,broker,0.7222,-0.4616,12
volver,2,3,broker,0.8516,0.3904,16
canaco,2,1,periferico,0.4463,1.3606,11
erasmo,2,2,broker,0.56,-0.3015,5
cuidar,2,3,broker,0.785,2.0006,20
similar,2,3,broker,0.7917,0.3904,12
plaza,2,5,broker,0.782,1.0,17
eduardo,2,1,broker,0.6667,-0.4616,6
manzur,2,1,periferico,0.375,-0.4616,4
puerto,2,6,broker,0.8299,1.206,24
armas,2,5,broker,0.72,-1.0,5
reunir,2,5,broker,0.74,1.0,10
comercial,2,5,broker,0.8395,1.0,18
estrategia,2,4,broker,0.8367,0.2063,14
reafirmar,2,0,broker,0.56,-0.5,5
television,2,0,broker,0.6667,-0.5,6
echar,2,1,broker,0.625,-0.8261,4
recuperar,2,3,broker,0.82,-0.1464,10
forma,2,3,broker,0.8267,0.3904,15
trabajador,2,6,broker,0.7222,-0.603,6
atraer,2,2,broker,0.8148,-0.9045,9
steffano,2,1,broker,0.625,-0.0972,8
aduana,2,8,broker,0.75,0.7071,8
funcionario,2,7,broker,0.7654,-0.75,9
autobus,2,4,broker,0.5,1.6503,6
diverso,2,5,broker,0.8333,-1.0,12
aspecto,2,0,broker,0.7347,-0.5,7
crear,2,0,periferico,0.4444,-1.0,3
delgado,2,8,broker,0.82,0.7071,10
identidad,2,6,broker,0.8595,-0.603,11
sabor,2,6,broker,0.6667,0.3015,6
jaibo,2,1,periferico,0.32,-0.0972,5
sonar,2,0,periferico,0.0,-1.5,1
significar,2,3,periferico,0.4444,-0.6831,3
imagen,2,4,broker,0.8395,0.2063,9
cabe,2,7,broker,0.8163,0.5,7
urbano,2,4,broker,0.5,1.6503,6
brindar,2,4,broker,0.6562,1.6503,8
record,2,2,periferico,0.0,-0.9045,2
barda,2,6,broker,0.6562,1.206,8
sorprender,2,6,broker,0.5,-1.5076,2
emprender,2,8,broker,0.72,0.7071,5
patrimonio,2,3,broker,0.625,-0.6831,4
instalar,2,3,broker,0.8,-1.2199,5
lara,2,4,broker,0.75,-1.2377,4
porteno,2,8,broker,0.75,-1.4142,4
coordinado,2,4,broker,0.7755,-0.5157,7
sospechoso,2,3,broker,0.5,-0.6831,4
diputado,2,4,broker,0.6667,-0.5157,3
falla,2,4,broker,0.5,-0.5157,2
franquicia,2,8,broker,0.5,0.7071,4
saldo,2,4,broker,0.625,0.2063,4
guardar,2,1,broker,0.72,-0.8261,5
materia,2,1,broker,0.72,-0.8261,5
destinado,2,4,periferico,0.0,-1.2377,1
supervisar,2,1,broker,0.5,-1.1905,2
aunado,2,4,broker,0.8,-0.5157,5
deportesmiercol,2,7,broker,0.6667,-0.75,3
conservar,2,4,periferico,0.0,-1.2377,1
preparado,2,3,periferico,0.0,-1.2199,1
impuesto,2,8,broker,0.6667,-1.4142,3
municipal,18,2,broker,0.8979,1.055,55
presidenta,18,2,broker,0.8871,2.2419,65
mujer,18,4,conector_provincial,0.8179,2.6679,31
cultural,18,1,broker,0.8077,0.3111,26
espacio,18,1,broker,0.8462,0.3111,40
apoyo,18,2,broker,0.815,0.4616,20
economia,18,0,broker,0.8166,-0.0569,17
empresa,18,0,conector_provincial,0.6886,2.9044,34
metropolitano,18,1,periferico,0.497,0.9333,13
pardo,18,2,broker,0.8099,-0.7253,11
participacion,18,0,broker,0.7675,0.8542,23
agosto,18,3,broker,0.7633,2.1381,26
taller,18,3,broker,0.7975,0.9354,22
publico,18,0,broker,0.7728,2.221,37
metro,18,1,broker,0.6901,2.1776,22
iniciativa,18,0,broker,0.6578,-0.0569,15
privado,18,0,broker,0.7143,1.7654,28
horario,18,3,broker,0.5444,1.3363,13
encabezado,18,2,broker,0.7,-0.7253,10
corazon,18,4,broker,0.716,0.7276,9
informes,18,1,periferico,0.0,-0.3111,7
fecha,18,3,broker,0.6627,0.5345,13
artes,18,1,broker,0.6735,-0.9333,14
zacil,18,2,periferico,0.48,-0.7253,5
lunes,18,3,broker,0.642,-0.2673,9
invitar,18,1,broker,0.7219,-0.9333,13
organismo,18,0,broker,0.5124,0.3986,11
bonito,18,4,broker,0.625,-0.2425,4
olga,18,5,broker,0.5312,0.8292,8
senadora,18,5,broker,0.6173,0.8292,9
impulsado,18,2,broker,0.7188,-0.7253,8
inscripcion,18,1,periferico,0.2778,-1.5554,6
gusto,18,5,broker,0.7934,-0.5276,11
ayuntamiento,18,0,broker,0.7574,-0.0569,13
costo,18,1,broker,0.7405,-0.3111,17
impulso,18,2,broker,0.75,-0.7253,8
ruiz,18,5,broker,0.6509,2.186,13
mexicanos,18,0,periferico,0.4444,-0.7403,3
pemex,18,0,broker,0.7407,-0.2847,9
detalles,18,3,broker,0.6562,-0.2673,8
disenado,18,3,broker,0.7222,-1.069,6
arte,18,1,periferico,0.2975,0.9333,11
jose,18,5,broker,0.7222,-1.206,6
miercoles,18,3,broker,0.7769,-0.6682,11
cifra,18,6,broker,0.7654,-0.75,9
ubicar,18,6,broker,0.76,0.5,10
camara,18,0,broker,0.759,0.1708,19
mitad,18,0,periferico,0.0,-0.5125,3
enviar,18,4,broker,0.6939,0.2425,7
tampicovacontodo,18,1,broker,0.5139,0.3111,12
diputada,18,5,broker,0.7654,-0.5276,9
adulto,18,3,broker,0.7812,-1.069,8
dirigido,18,3,broker,0.7867,0.1336,19
respaldo,18,2,broker,0.7438,-0.1319,11
presente,18,4,broker,0.7,-0.2425,10
camino,18,6,broker,0.716,1.75,9
escueladeartesmetro,18,1,periferico,0.0,-0.9333,6
hrs,18,3,broker,0.6122,-0.6682,7
conurbado,18,0,broker,0.5,-0.9681,2
demandar,18,4,periferico,0.4444,-1.2127,3
socio,18,0,periferico,0.449,-0.0569,7
lanzar,18,0,periferico,0.4444,-0.7403,3
afiliado,18,0,periferico,0.449,-0.0569,7
futuro,18,4,broker,0.7778,-0.7276,6
prohibir,18,0,broker,0.6667,-0.9681,3
fuerte,18,5,broker,0.7219,-0.5276,13
pago,18,0,periferico,0.4062,0.1708,8
extranjero,18,0,broker,0.6667,-0.9681,3
patria,18,5,broker,0.6531,-0.5276,7
participante,18,6,broker,0.72,-0.75,10
maestro,18,4,broker,0.6667,0.7276,9
resto,18,0,periferico,0.32,-0.2847,5
pese,18,0,periferico,0.4444,-0.9681,3
checar,18,4,broker,0.75,-0.7276,4
esperanza,18,3,broker,0.7812,-1.069,8
lucero,18,5,broker,0.7188,-0.5276,8
mujeres,18,4,broker,0.5,-0.7276,2
guia,18,4,broker,0.716,0.2425,9
plataforma,18,0,periferico,0.375,-0.5125,4
dedicado,18,0,periferico,0.0,-0.2847,4
respaldar,18,6,broker,0.625,-0.75,4
regla,18,4,broker,0.5,-0.7276,2
rendir,18,0,broker,0.5,-0.9681,2
ano,22,7,broker,0.9201,1.8257,107
seguir,22,4,broker,0.8743,1.2247,70
colonia,22,1,broker,0.8488,2.1213,40
obra,22,2,broker,0.8725,1.6771,40
construir,22,4,broker,0.8558,1.2247,33
gracias,22,3,broker,0.881,1.4985,45
excelente,22,3,broker,0.8673,1.0302,28
edad,22,7,broker,0.8148,0.0,18
transformar,22,4,broker,0.75,0.0,16
empezar,22,0,broker,0.7231,1.3356,22
calidad,22,2,broker,0.7963,0.559,18
mejorar,22,2,broker,0.8299,0.0,21
infraestructura,22,2,broker,0.8393,0.559,23
felicidad,22,3,broker,0.8178,-0.3746,15
felicidades,22,3,broker,0.7734,0.562,16
ninos,22,1,broker,0.8166,-1.2122,13
unidos,22,5,broker,0.8091,1.995,23
cumplir,22,4,broker,0.8089,0.0,19
laguna,22,1,broker,0.8182,-0.101,22
puerta,22,1,broker,0.7982,-0.101,21
alcalde,22,0,broker,0.7422,0.4714,16
heroes,22,1,broker,0.6122,-1.7678,7
apoyar,22,3,broker,0.7937,1.0302,21
escuchar,22,3,broker,0.8416,0.562,25
pavimentacion,22,1,broker,0.5956,1.0102,15
parecer,22,0,broker,0.7872,1.0476,25
entregar,22,1,broker,0.7422,0.4546,16
atender,22,6,broker,0.8313,2.4988,27
problema,22,0,broker,0.6481,1.3356,18
vivienda,22,4,broker,0.68,-1.2247,10
intencion,22,4,broker,0.84,-1.2247,10
dinero,22,0,conector_provincial,0.6492,3.0641,29
golfo,22,6,broker,0.7778,-0.3123,12
tropical,22,6,broker,0.6667,0.3904,6
espera,22,1,periferico,0.46,0.4546,10
hidraulico,22,2,broker,0.6484,0.559,16
avenida,22,1,broker,0.6944,-0.6566,12
inauguracion,22,2,broker,0.716,-0.559,9
concreto,22,2,periferico,0.4734,0.0,13
vender,22,5,broker,0.7769,0.3491,11
lic,22,3,periferico,0.375,-0.8429,4
manifestar,22,7,broker,0.6667,-0.9129,3
sostener,22,6,broker,0.8533,0.3904,15
saludo,22,5,broker,0.6562,0.8978,8
senor,22,5,broker,0.7811,0.3491,13
miramar,22,1,broker,0.7644,-0.101,15
directo,22,0,broker,0.7639,-0.1048,12
duda,22,7,broker,0.8163,0.0,14
mayoria,22,0,broker,0.7273,-0.1048,11
viva,22,3,broker,0.7812,-1.3112,8
beneficiar,22,2,broker,0.72,-1.6771,5
asesinato,22,0,broker,0.6281,0.1833,11
privada,22,1,broker,0.58,-0.101,10
comerciante,22,5,broker,0.6667,-0.7481,3
mencionar,22,0,broker,0.6806,0.1833,12
frecuencia,22,0,broker,0.6667,-0.6809,6
tragedia,22,6,broker,0.72,-0.3123,5
estilo,22,5,broker,0.72,-0.7481,5
necesidad,22,3,broker,0.8163,-1.3112,7
hidrosanitaria,22,2,broker,0.6281,0.559,11
hola,22,5,broker,0.64,-1.2968,5
saludos,22,5,broker,0.74,0.8978,10
obviamente,22,7,periferico,0.0,-0.9129,1
super,22,0,broker,0.6944,0.1833,12
licencia,22,0,broker,0.6667,-1.5452,3
provocar,22,0,broker,0.68,-0.1048,10
tampiquenas,22,2,broker,0.6531,-1.6771,7
venir,22,0,broker,0.7822,-0.1048,15
vivo,22,0,broker,0.7755,-0.969,7
abrazo,22,5,periferico,0.375,0.3491,4
necesario,22,0,broker,0.7101,0.1833,13
adicional,22,6,broker,0.625,-0.3123,4
trump,22,0,broker,0.6111,-0.6809,6
rueda,22,3,periferico,0.0,-0.8429,3
retirar,22,6,broker,0.6667,-1.0151,3
canada,22,0,broker,0.6122,-0.3928,7
peligroso,22,6,broker,0.72,-0.3123,5
rapido,22,0,broker,0.6875,-0.3928,8
facil,22,0,broker,0.625,-0.969,4
ausencia,22,6,broker,0.5,-1.0151,2
blanco,22,0,broker,0.75,-0.6809,8
aparte,22,5,broker,0.7222,-1.2968,6
empatia,22,0,broker,0.72,-1.2571,5
estimado,22,5,periferico,0.0,-0.7481,1
altamira,19,0,broker,0.91,1.4486,40
tamaulipas,19,0,broker,0.979,1.4486,143
matamoros,19,3,broker,0.8097,1.4142,17
laredo,19,0,broker,0.72,0.1811,10
comercio,19,1,broker,0.6627,1.7928,13
nino,19,2,broker,0.8431,1.4142,23
tarde,19,0,broker,0.72,-0.4527,10
concluir,19,5,broker,0.6531,1.0,7
nuevolaredo,19,3,broker,0.7337,0.3536,13
libramiento,19,4,broker,0.56,0.4743,5
poniente,19,4,broker,0.625,-0.6325,4
pendiente,19,6,broker,0.7654,1.118,9
ecosistema,19,4,broker,0.625,-0.6325,4
manglar,19,4,broker,0.56,0.4743,5
cuando,19,0,periferico,0.4444,-1.0864,3
conectividad,19,4,broker,0.7188,0.4743,8
conforme,19,0,periferico,0.4444,-1.0864,3
productor,19,5,broker,0.64,-1.0,5
depender,19,6,broker,0.7812,0.0,8
corona,19,7,broker,0.6667,0.7071,3
gustavo,19,7,broker,0.6667,0.7071,3
celebrar,19,1,broker,0.6667,-1.7928,6
mercado,19,1,broker,0.7222,-1.1952,6
texas,19,0,periferico,0.0,-0.4527,3
bienvenido,19,1,broker,0.5714,0.0,7
fomentar,19,1,broker,0.58,1.1952,10
ciudadvictoria,19,3,periferico,0.4444,-1.7678,6
serie,19,5,broker,0.7222,-1.0,6
sonora,19,4,broker,0.6667,-1.7393,3
monterrey,19,2,broker,0.66,0.7071,10
nieto,19,2,periferico,0.2778,0.7071,6
hermoso,19,4,broker,0.6562,1.5811,8
clase,19,6,broker,0.6562,1.118,8
estudiar,19,2,broker,0.625,-1.4142,4
tierra,19,1,periferico,0.32,0.0,5
elmante,19,3,broker,0.7188,-0.7071,8
tramite,19,6,broker,0.72,-1.118,5
ciudadmadero,19,3,broker,0.7,0.3536,10
riobravo,19,3,periferico,0.4444,0.3536,6
cruzar,19,2,broker,0.6111,-0.7071,6
deportesjuev,19,7,periferico,0.0,-1.4142,1
afectacion,19,8,periferico,0.0,-1.4142,2
energetico,19,8,broker,0.6667,0.0,3
ciclo,19,5,broker,0.7347,1.0,7
angel,19,8,broker,0.5,1.4142,4
consulta,19,2,broker,0.5938,0.0,8
aliado,19,8,broker,0.72,0.0,5
asumir,19,2,periferico,0.4444,-1.4142,3
derrama,19,1,broker,0.6122,0.0,7
correcto,19,1,broker,0.5,0.0,6
fiesta,19,1,periferico,0.0,-0.5976,3
juventud,19,1,periferico,0.449,0.5976,7
masivo,19,6,broker,0.6667,-1.118,3
tratamiento,19,2,periferico,0.2778,0.7071,6
denunciar,4,1,broker,0.8646,0.8367,24
pasar,4,1,broker,0.8802,1.6733,44
delito,4,4,broker,0.8889,0.5345,33
ley,4,2,conector_provincial,0.8735,2.5556,35
derecho,4,2,broker,0.8554,-0.2222,22
control,4,8,broker,0.8724,1.118,27
proceso,4,5,broker,0.905,2.043,40
comenzar,4,3,broker,0.8609,1.8045,29
informar,4,6,broker,0.8516,1.5689,32
historia,4,3,broker,0.8435,1.8045,21
familiar,4,1,broker,0.8733,0.0,23
legal,4,5,broker,0.8,-0.3405,10
asegurar,4,0,broker,0.895,1.0211,40
elemento,4,0,broker,0.7486,1.8962,23
policia,4,0,broker,0.8284,-1.6045,13
declarar,4,6,broker,0.8374,-0.3922,17
indicar,4,6,broker,0.8178,0.5883,15
detener,4,4,broker,0.8633,0.5345,32
cabeza,4,9,broker,0.8061,-0.7071,14
vaca,4,9,broker,0.8639,1.4142,13
relacionado,4,4,broker,0.8595,-0.2673,22
judicial,4,4,broker,0.8444,-0.2673,15
juez,4,8,broker,0.8698,1.118,19
enfrentar,4,7,broker,0.8581,1.4142,17
congreso,4,2,broker,0.6667,-0.2222,6
protocolo,4,2,broker,0.8438,0.3333,16
fgr,4,4,broker,0.8125,1.3363,16
federal,4,0,broker,0.8223,0.1459,22
arma,4,0,broker,0.5455,0.5835,11
fuego,4,0,broker,0.54,0.1459,10
febrero,4,5,broker,0.5,-0.9364,2
vigente,4,5,broker,0.625,-0.9364,4
determinar,4,5,broker,0.8438,0.8513,16
carretera,4,0,broker,0.6327,1.0211,14
resultar,4,7,broker,0.8166,0.3536,13
homicidio,4,1,broker,0.8056,0.0,12
fallecido,4,0,broker,0.56,-1.1669,5
altura,4,0,broker,0.7083,0.1459,12
abril,4,3,broker,0.7901,0.1504,9
irregularidad,4,1,broker,0.8148,-0.8367,9
solido,4,3,broker,0.5,-0.9524,2
pena,4,2,broker,0.8125,0.8889,16
acompanar,4,3,broker,0.75,-0.401,8
probable,4,5,broker,0.5,-0.3405,4
aparecer,4,3,broker,0.7347,-0.401,7
originario,4,0,broker,0.5625,-0.2917,8
movilizacion,4,0,broker,0.7769,-0.7293,11
extradicion,4,7,broker,0.7755,0.3536,7
quitar,4,1,broker,0.74,0.0,10
intervencion,4,0,broker,0.6667,-1.1669,6
incrementar,4,2,broker,0.8125,-0.7778,8
ceremonia,4,8,broker,0.8,-1.118,5
mover,4,1,broker,0.75,-1.6733,8
relevancia,4,2,periferico,0.0,-0.2222,3
violar,4,2,broker,0.8395,-0.7778,9
lleno,4,8,broker,0.8,-1.118,5
disposicion,4,5,broker,0.64,-0.3405,5
pareja,4,3,broker,0.6667,-1.5038,3
negar,4,9,broker,0.6667,-0.7071,3
ilegal,4,8,broker,0.7755,0.0,7
marca,4,6,broker,0.7347,-0.3922,7
detras,4,3,broker,0.7222,-0.401,6
humanos,4,2,broker,0.72,-0.7778,5
pie,4,3,broker,0.625,-0.401,4
arbol,4,3,broker,0.6122,0.7018,7
cambio,4,7,broker,0.5,-1.7678,2
prevenir,4,4,broker,0.6667,-1.8708,3
consumo,4,7,broker,0.75,-0.7071,4
edicion,4,6,periferico,0.0,-1.3728,1
reduccion,4,7,periferico,0.0,0.3536,2
deportes,4,2,periferico,0.4444,-0.7778,3
raiz,4,3,periferico,0.0,-0.401,2
gobierno,21,2,broker,0.9126,1.8708,78
seguridad,21,2,broker,0.8899,0.6682,45
baja,21,0,broker,0.7166,0.7481,21
california,21,0,broker,0.7361,1.2968,24
claudia,21,2,broker,0.876,0.6682,44
morena,21,3,broker,0.8652,1.1055,39
politico,21,3,broker,0.8628,1.6081,48
fiscal,21,4,broker,0.8302,1.1346,36
huachicol,21,4,broker,0.8392,0.6189,35
prosperidad,21,2,broker,0.6667,-1.1359,6
ernesto,21,0,broker,0.8339,0.1995,34
ruffo,21,0,broker,0.8367,1.2968,42
appel,21,0,broker,0.6094,1.2968,19
economica,21,2,broker,0.56,-1.1359,5
republica,21,2,broker,0.79,0.0668,20
importar,21,7,broker,0.8443,0.2673,17
exgobernador,21,0,broker,0.7101,-0.8978,13
narco,21,3,broker,0.8669,-0.402,27
gente,21,7,broker,0.8276,1.6036,29
pueblo,21,1,broker,0.8196,1.6083,37
moya,21,6,broker,0.7929,0.7746,13
rocha,21,6,broker,0.7812,1.5492,16
operacion,21,4,broker,0.75,0.1031,20
corresponder,21,2,broker,0.7551,0.6682,14
pan,21,3,broker,0.7314,1.1055,22
pri,21,3,broker,0.821,0.1005,18
combustible,21,4,broker,0.8017,1.1346,22
delincuencia,21,0,broker,0.6667,0.1995,15
organizado,21,0,broker,0.8033,-0.8978,19
lopez,21,5,broker,0.8636,1.291,22
defender,21,1,broker,0.7855,1.8966,34
hablar,21,1,broker,0.835,1.6083,43
preso,21,3,broker,0.8166,-1.9096,13
verguenza,21,2,broker,0.7917,-0.5345,12
claro,21,8,broker,0.828,0.0,23
demostrar,21,8,broker,0.8,1.5811,10
prueba,21,8,broker,0.854,0.0,33
paz,21,3,broker,0.7901,-0.9045,18
contrabando,21,4,broker,0.58,0.1031,10
ingemar,21,4,periferico,0.497,1.1346,13
panista,21,3,broker,0.7449,-0.402,14
cartel,21,5,broker,0.8,-1.8074,15
puro,21,1,broker,0.8356,1.0317,33
obrador,21,5,broker,0.86,1.291,20
tocar,21,1,broker,0.7479,0.4552,19
obtener,21,3,broker,0.8507,-0.402,23
hidrocarburo,21,4,broker,0.76,-0.9283,10
adan,21,6,broker,0.716,0.0,9
andy,21,6,broker,0.8264,0.0,11
acusar,21,3,broker,0.782,0.1005,17
quot,21,1,broker,0.7811,-0.4097,13
contrabar,21,0,broker,0.64,-1.4464,10
peor,21,1,broker,0.6712,1.32,21
caer,21,5,broker,0.8472,0.2582,24
delincuente,21,1,broker,0.782,-0.1214,17
movimiento,21,5,broker,0.8264,-0.7746,11
oposicion,21,0,broker,0.8264,-0.8978,24
corrupcion,21,1,broker,0.7958,-0.1214,17
anos,21,2,broker,0.56,-1.1359,5
manuel,21,5,periferico,0.48,0.2582,5
andres,21,5,broker,0.6939,0.2582,7
ensenada,21,0,broker,0.5185,-0.8978,9
dedicar,21,4,broker,0.8099,-0.9283,11
importacion,21,4,periferico,0.4444,-0.4126,6
dueno,21,1,broker,0.7337,-0.4097,13
cara,21,7,broker,0.8651,0.2673,17
manejar,21,1,broker,0.6446,-0.1214,11
funcionar,21,1,broker,0.75,-1.2745,8
palabra,21,7,broker,0.8264,-1.069,11
persecucion,21,1,broker,0.7857,-0.4097,14
asociacion,21,8,broker,0.6939,0.0,7
ratero,21,-1,broker,0.75,0.0,12
prian,21,-1,broker,0.84,0.0,10
donde,21,6,broker,0.8402,-0.7746,13
falso,21,4,broker,0.7812,-1.9597,8
acabar,21,7,broker,0.8673,-1.069,14
bola,21,1,broker,0.72,-0.6979,10
deberiar,21,1,broker,0.6,-0.1214,10
dano,21,1,broker,0.5,-1.2745,4
perseguir,21,6,broker,0.7222,-1.5492,6
surgir,21,8,broker,0.75,-1.5811,4
doble,21,1,broker,0.6111,-0.9862,6
votar,21,5,broker,0.8125,-0.7746,8
terror,21,1,periferico,0.375,-0.9862,4
