node_id,tipo_nodo,etiqueta,categoria_principal,confianza_categoria,categorias,polaridad,polaridad_score,ambito_estrategico,postura,postura_etiqueta,postura_score,evidencia_postura,mensajes_con_postura,coincidencias_positivas,coincidencias_negativas,peso_coincidente
T01,tema,"Economía, trabajo y costo de vida · millon",Obras,1.0,Obras | Prevencion,negativa,-0.3333,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,2.0,9.0
T02,tema,México y asuntos nacionales · puerto,Delitos,0.8329,Delitos | Obras | Corrupcion,positiva,0.3333,consolidation,sin_postura,Sin postura,0.0,0.0,0,10.0,5.0,16.0
T03,tema,"Seguridad, violencia y justicia · cdmx",Delitos,1.0,Delitos | Prevencion,mixta,0.1163,opportunity,sin_postura,Sin postura,0.0,0.0,0,24.0,19.0,56.0
T04,tema,"Seguridad, violencia y justicia · comenzar",Delitos,0.8034,Delitos | Obras | Corrupcion | Prevencion | Vialidad,mixta,0.1429,opportunity,sin_postura,Sin postura,0.0,0.0,0,28.0,21.0,74.0
T05,tema,"Bienestar, salud y educación · secretaria",,0.0,,positiva,1.0,consolidation,apoyo_defensa,Apoyo/defensa,1.0,2.0,2,4.0,0.0,4.0
T06,tema,"Comunidad, familia y vida cotidiana · deber",Delitos,0.8049,Delitos | Prevencion | Corrupcion,negativa,-0.4009,risk,sin_postura,Sin postura,0.0,0.0,0,207.0,484.0,762.0
T07,tema,Gestión municipal y servicios públicos · bienestar,Mónica Villarreal,1.0,Mónica Villarreal | Gobierno municipal | Americo | Morena | Obras,positiva,0.8621,consolidation,apoyo_defensa,Apoyo/defensa,0.9615,52.0,34,54.0,4.0,494.0
T08,tema,Corrupción y rendición de cuentas · americo,Corrupcion,1.0,Corrupcion | Americo | Morena | Prevencion | Alumbrado,mixta,-0.0769,opportunity,sin_postura,Sin postura,0.0,0.0,0,18.0,21.0,51.0
T09,tema,"Comunidad, familia y vida cotidiana · justicia",Morena,0.9435,Morena | Americo | Vialidad | Obras,positiva,0.6404,consolidation,apoyo_defensa,Apoyo/defensa,1.0,8.0,8,73.0,16.0,120.0
T10,tema,México y asuntos nacionales · perro,Prevencion,0.9157,Prevencion | Corrupcion | Delitos | Alumbrado | Agua | Americo | Obras,negativa,-0.2308,risk,sin_postura,Sin postura,0.0,0.0,0,5.0,8.0,20.0
T11,tema,"Identidad local, cultura y entretenimiento · liga",Prevencion,0.8136,Prevencion,mixta,-0.1111,opportunity,sin_postura,Sin postura,0.0,0.0,0,12.0,15.0,36.0
T12,tema,"Agua, territorio y medio ambiente · exposicion",,0.0,,positiva,0.6111,consolidation,apoyo_defensa,Apoyo/defensa,1.0,1.0,1,29.0,7.0,36.0
T13,tema,"Agua, territorio y medio ambiente · temperatura",Obras,0.8917,Obras,positiva,0.6,consolidation,sin_postura,Sin postura,0.0,0.0,0,4.0,1.0,6.0
T14,tema,"Caso, investigacion, academia",Delitos,0.9338,Delitos | Corrupcion | Prevencion | Obras,mixta,0.0,opportunity,apoyo_defensa,Apoyo/defensa,1.0,1.0,1,12.0,12.0,71.0
T15,tema,Opiniones generales y contenido compartido,Agua,0.8716,Agua | Corrupcion,mixta,-0.04,opportunity,sin_postura,Sin postura,0.0,0.0,0,60.0,65.0,132.0
T16,tema,Gestión municipal y servicios públicos · fortalecer,Obras,0.9023,Obras | Gobierno municipal,positiva,0.5814,consolidation,apoyo_defensa,Apoyo/defensa,1.0,14.0,7,34.0,9.0,45.0
T17,tema,"Bienestar, salud y educación · general",Obras,0.8486,Obras,positiva,1.0,consolidation,apoyo_defensa,Apoyo/defensa,1.0,2.0,2,14.0,0.0,22.0
T18,tema,Gestión municipal y servicios públicos · taller,Mónica Villarreal,0.9,Mónica Villarreal | Gobierno municipal | Prevencion | Vialidad,positiva,0.5385,consolidation,apoyo_defensa,Apoyo/defensa,0.9048,21.0,14,20.0,6.0,103.0
T19,tema,"Economía, trabajo y costo de vida · tamaulipas",Alumbrado,0.858,Alumbrado,positiva,0.8,consolidation,apoyo_defensa,Apoyo/defensa,1.0,7.0,4,9.0,1.0,10.0
T20,tema,"Responder, ciento, realidad",Corrupcion,0.945,Corrupcion | Delitos | Prevencion | Basura | Alumbrado,negativa,-0.8571,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,13.0,17.0
T21,tema,Gobierno y disputa política · ernesto,Morena,1.0,Morena | Gobierno municipal | Delitos | Corrupcion | Prevencion,negativa,-0.275,risk,sin_postura,Sin postura,0.0,0.0,0,58.0,102.0,318.0
T22,tema,Apoyo y aprobación pública · colonia,Obras,0.9454,Obras | Delitos | Agua | Corrupcion | Vialidad | Morena,positiva,0.2511,consolidation,apoyo_defensa,Apoyo/defensa,1.0,15.0,10,142.0,85.0,256.0
T23,tema,Gestión municipal y servicios públicos · proteccion,Prevencion,0.9474,Prevencion | Vialidad | Obras | Basura | Agua,mixta,0.1111,opportunity,apoyo_defensa,Apoyo/defensa,1.0,1.0,1,5.0,4.0,15.0
T24,tema,"Identidad local, cultura y entretenimiento · social",Obras,0.4725,Obras | Corrupcion,negativa,-0.4,risk,sin_postura,Sin postura,0.0,0.0,0,3.0,7.0,11.0
T01_P1,posicion,"Perspectiva sobre economía, trabajo y costo de vida · millon, con énfasis en construccion",Obras,1.0,Obras | Prevencion,negativa,-0.3333,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,2.0,9.0
T02_P1,posicion,"Perspectiva sobre méxico y asuntos nacionales · puerto, con énfasis en nacional",Delitos,0.8329,Delitos | Obras | Corrupcion,positiva,0.3333,consolidation,sin_postura,Sin postura,0.0,0.0,0,10.0,5.0,16.0
T03_P1,posicion,"Perspectiva sobre seguridad, violencia y justicia · cdmx, con énfasis en madre",Delitos,1.0,Delitos | Prevencion,mixta,0.1163,opportunity,sin_postura,Sin postura,0.0,0.0,0,24.0,19.0,56.0
T04_P1,posicion,"Perspectiva sobre seguridad, violencia y justicia · comenzar, con énfasis en cabeza",Delitos,0.8034,Delitos | Corrupcion | Obras | Prevencion | Vialidad,negativa,-0.619,risk,sin_postura,Sin postura,0.0,0.0,0,4.0,17.0,41.0
T04_P2,posicion,"Perspectiva sobre seguridad, violencia y justicia · comenzar, con énfasis en pasar",Delitos,0.8034,Delitos | Obras | Prevencion | Corrupcion,positiva,0.7143,consolidation,sin_postura,Sin postura,0.0,0.0,0,24.0,4.0,33.0
T05_P1,posicion,"Perspectiva sobre bienestar, salud y educación · secretaria, con énfasis en medio",,0.0,,positiva,1.0,consolidation,apoyo_defensa,Apoyo/defensa,1.0,2.0,2,4.0,0.0,4.0
T06_P1,posicion,"Familia, cuidados y vida comunitaria",Corrupcion,0.9123,Corrupcion | Prevencion | Delitos,negativa,-0.3927,risk,sin_postura,Sin postura,0.0,0.0,0,133.0,305.0,470.0
T06_P2,posicion,"Familia, cuidados y vida comunitaria",Delitos,0.8049,Delitos | Prevencion,negativa,-0.4771,risk,sin_postura,Sin postura,0.0,0.0,0,40.0,113.0,185.0
T06_P3,posicion,"Familia, cuidados y vida comunitaria",Delitos,0.8049,Delitos | Prevencion | Corrupcion,negativa,-0.32,risk,sin_postura,Sin postura,0.0,0.0,0,34.0,66.0,107.0
T07_P1,posicion,"Perspectiva sobre gestión municipal y servicios públicos · bienestar, con énfasis en tampico",Mónica Villarreal,1.0,Mónica Villarreal | Americo | Gobierno municipal | Morena | Obras,positiva,0.92,consolidation,apoyo_defensa,Apoyo/defensa,0.95,40.0,27,24.0,1.0,346.0
T07_P2,posicion,"Perspectiva sobre gestión municipal y servicios públicos · bienestar, con énfasis en tampico",Gobierno municipal,0.82,Gobierno municipal | Mónica Villarreal | Americo | Morena | Obras,positiva,0.8182,consolidation,apoyo_defensa,Apoyo/defensa,1.0,12.0,7,30.0,3.0,148.0
T08_P1,posicion,Críticas y acusaciones de corrupción,Corrupcion,1.0,Corrupcion | Americo | Morena | Prevencion | Alumbrado,mixta,-0.0769,opportunity,sin_postura,Sin postura,0.0,0.0,0,18.0,21.0,51.0
T09_P1,posicion,"Perspectiva sobre comunidad, familia y vida cotidiana · justicia, con énfasis en justicia",Morena,0.9435,Morena | Americo | Obras,positiva,0.9452,consolidation,apoyo_defensa,Apoyo/defensa,1.0,8.0,8,71.0,2.0,95.0
T09_P2,posicion,"Perspectiva sobre comunidad, familia y vida cotidiana · justicia, con énfasis en persona",Vialidad,0.9494,Vialidad | Americo | Morena,negativa,-0.75,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,14.0,25.0
T10_P1,posicion,"Perspectiva sobre méxico y asuntos nacionales · perro, con énfasis en america",Prevencion,0.9157,Prevencion | Corrupcion | Delitos | Alumbrado | Agua | Americo | Obras,negativa,-0.2308,risk,sin_postura,Sin postura,0.0,0.0,0,5.0,8.0,20.0
T11_P1,posicion,"Perspectiva sobre identidad local, cultura y entretenimiento · liga, con énfasis en buscar",Prevencion,0.8136,Prevencion,mixta,0.0769,opportunity,sin_postura,Sin postura,0.0,0.0,0,7.0,6.0,22.0
T11_P2,posicion,"Deporte, competencia y resultados",,0.0,,negativa,-0.2857,risk,sin_postura,Sin postura,0.0,0.0,0,5.0,9.0,14.0
T12_P1,posicion,"Perspectiva sobre agua, territorio y medio ambiente · exposicion, con énfasis en experiencia",,0.0,,positiva,0.6111,consolidation,apoyo_defensa,Apoyo/defensa,1.0,1.0,1,29.0,7.0,36.0
T13_P1,posicion,"Clima, lluvias y prevención de riesgos",Obras,0.8917,Obras,positiva,0.6,consolidation,sin_postura,Sin postura,0.0,0.0,0,4.0,1.0,6.0
T14_P1,posicion,Respaldo y defensa de la gestión,Delitos,0.9338,Delitos | Prevencion | Corrupcion | Obras,mixta,0.0526,opportunity,apoyo_defensa,Apoyo/defensa,1.0,1.0,1,10.0,9.0,48.0
T14_P2,posicion,Reclamos de seguridad y justicia,Delitos,0.9338,Delitos | Corrupcion | Obras | Prevencion,negativa,-0.2,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,3.0,23.0
T15_P1,posicion,"Noticias, columnas y agenda informativa",Agua,0.8716,Agua | Corrupcion,mixta,-0.04,opportunity,sin_postura,Sin postura,0.0,0.0,0,60.0,65.0,132.0
T16_P1,posicion,"Perspectiva sobre gestión municipal y servicios públicos · fortalecer, con énfasis en tampicotecuida",Obras,0.9023,Obras | Gobierno municipal,positiva,0.5814,consolidation,apoyo_defensa,Apoyo/defensa,1.0,14.0,7,34.0,9.0,45.0
T17_P1,posicion,"Salud, atención médica y asistencia",Obras,0.8486,Obras,positiva,1.0,consolidation,apoyo_defensa,Apoyo/defensa,1.0,2.0,2,14.0,0.0,22.0
T18_P1,posicion,Actividades culturales y eventos públicos,Mónica Villarreal,0.9,Mónica Villarreal | Gobierno municipal | Prevencion | Vialidad,positiva,0.5385,consolidation,apoyo_defensa,Apoyo/defensa,0.9048,21.0,14,20.0,6.0,103.0
T19_P1,posicion,"Perspectiva sobre economía, trabajo y costo de vida · tamaulipas, con énfasis en tamaulipas",Alumbrado,0.858,Alumbrado,positiva,0.8,consolidation,apoyo_defensa,Apoyo/defensa,1.0,7.0,4,9.0,1.0,10.0
T20_P1,posicion,"Perspectiva sobre responder, ciento, realidad, con énfasis en ayuda",Corrupcion,0.945,Corrupcion | Delitos | Prevencion | Basura | Alumbrado,negativa,-0.8571,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,13.0,17.0
T21_P1,posicion,Críticas y acusaciones de corrupción,Delitos,0.9698,Delitos | Morena | Corrupcion | Gobierno municipal | Prevencion,mixta,-0.0727,opportunity,sin_postura,Sin postura,0.0,0.0,0,51.0,59.0,155.0
T21_P2,posicion,Debate político y partidista,Morena,1.0,Morena | Gobierno municipal | Delitos | Corrupcion | Prevencion,negativa,-0.72,risk,sin_postura,Sin postura,0.0,0.0,0,7.0,43.0,163.0
T22_P1,posicion,"Obras, vivienda y desarrollo urbano",Obras,0.9454,Obras | Delitos | Agua | Corrupcion | Vialidad | Morena,negativa,-0.2903,risk,apoyo_defensa,Apoyo/defensa,1.0,2.0,1,44.0,80.0,152.0
T22_P2,posicion,Felicitaciones y expresiones de afecto,Obras,0.9393,Obras | Delitos | Morena,positiva,0.9029,consolidation,apoyo_defensa,Apoyo/defensa,1.0,13.0,9,98.0,5.0,104.0
T23_P1,posicion,"Perspectiva sobre gestión municipal y servicios públicos · proteccion, con énfasis en area",Prevencion,0.9474,Prevencion | Vialidad | Obras | Basura | Agua,mixta,0.1111,opportunity,apoyo_defensa,Apoyo/defensa,1.0,1.0,1,5.0,4.0,15.0
T24_P1,posicion,"Perspectiva sobre identidad local, cultura y entretenimiento · social, con énfasis en cualquiera",Obras,0.4725,Obras | Corrupcion,negativa,-0.4,risk,sin_postura,Sin postura,0.0,0.0,0,3.0,7.0,11.0
A1,cuenta,Twitter::@LaTalacha,Obras,1.0,Obras | Americo | Mónica Villarreal | Prevencion | Vialidad | Agua,positiva,0.3846,consolidation,sin_postura,Sin postura,0.0,0.0,0,9.0,4.0,29.0
A2,cuenta,TikTok::tamaulipas.al.dia,Obras,1.0,Obras | Americo | Mónica Villarreal | Vialidad | Alumbrado | Gobierno municipal,positiva,0.4,consolidation,sin_postura,Sin postura,0.0,0.0,0,7.0,3.0,23.0
A3,cuenta,YouTube::@joseangelmatias1466,Obras,0.941,Obras | Prevencion,positiva,0.6,consolidation,sin_postura,Sin postura,0.0,0.0,0,4.0,1.0,6.0
A4,cuenta,YouTube::@josedejesuspartidaserrano5845,Obras,0.9367,Obras | Prevencion | Morena | Gobierno municipal | Corrupcion | Delitos,positiva,0.2143,consolidation,sin_postura,Sin postura,0.0,0.0,0,17.0,11.0,41.0
A5,cuenta,Instagram::callesentodo,Gobierno municipal,0.95,Gobierno municipal | Mónica Villarreal | Prevencion | Americo | Delitos,positiva,0.4483,consolidation,sin_postura,Sin postura,0.0,0.0,0,21.0,8.0,40.0
A6,cuenta,Facebook::Julian Romero Treviño,Obras,0.8884,Obras | Morena | Corrupcion,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,10.0,0.0,11.0
A7,cuenta,TikTok::olgapsosa,Mónica Villarreal,1.0,Mónica Villarreal | Americo | Prevencion | Gobierno municipal | Morena | Obras,positiva,0.6,consolidation,sin_postura,Sin postura,0.0,0.0,0,8.0,2.0,20.0
A8,cuenta,YouTube::@CreciendoconnuestroMéxico,Obras,0.9393,Obras | Vialidad | Delitos,positiva,0.6,consolidation,sin_postura,Sin postura,0.0,0.0,0,12.0,3.0,20.0
A9,cuenta,YouTube::@Iztacalquense,Obras,0.9944,Obras | Basura | Corrupcion | Prevencion,positiva,0.3333,consolidation,sin_postura,Sin postura,0.0,0.0,0,4.0,2.0,10.0
A10,cuenta,YouTube::@danielalfonso8677,Corrupcion,1.0,Corrupcion,negativa,-0.7143,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,12.0,14.0
A11,cuenta,YouTube::@GilbertoSadot,Morena,0.8455,Morena | Corrupcion,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,2.0,4.0
A12,cuenta,Twitter::@soy24siete,Vialidad,1.0,Vialidad | Obras,negativa,-0.7143,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,6.0,9.0
A13,cuenta,Twitter::@JJDiazMachuca,Americo,0.9807,Americo | Prevencion | Morena | Mónica Villarreal | Gobierno municipal,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,2.0,2.0,13.0
A14,cuenta,Facebook::Sergio Ocejo Quintanilla,Obras,0.9367,Obras | Gobierno municipal,positiva,0.4286,consolidation,sin_postura,Sin postura,0.0,0.0,0,5.0,2.0,10.0
A15,cuenta,Twitter::@JTrianaT,Americo,0.9807,Americo | Mónica Villarreal | Morena,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,1.0,1.0,5.0
A16,cuenta,YouTube::@LaChefcita23,Corrupcion,1.0,Corrupcion | Gobierno municipal | Delitos,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,3.0,5.0
A17,cuenta,YouTube::@jkhaulingandjunkremovalser4303,Corrupcion,1.0,Corrupcion | Prevencion | Gobierno municipal | Mónica Villarreal,negativa,-0.4286,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,5.0,10.0
A18,cuenta,YouTube::@ramirezpcmusica,Prevencion,0.7719,Prevencion,mixta,-0.1429,opportunity,sin_postura,Sin postura,0.0,0.0,0,3.0,4.0,7.0
A19,cuenta,Twitter::@Alejand76809796,Delitos,0.9338,Delitos | Morena | Gobierno municipal | Prevencion,negativa,-0.3333,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,2.0,16.0
A20,cuenta,YouTube::@JasonVorhees-o5d,Delitos,1.0,Delitos | Prevencion,mixta,-0.0667,opportunity,sin_postura,Sin postura,0.0,0.0,0,7.0,8.0,17.0
A21,cuenta,Twitter::@ElStandardDeTam,Morena,1.0,Morena | Gobierno municipal | Delitos | Corrupcion | Mónica Villarreal,positiva,0.6,consolidation,sin_postura,Sin postura,0.0,0.0,0,4.0,1.0,12.0
A22,cuenta,YouTube::@viridianasanchez851,Gobierno municipal,0.95,Gobierno municipal | Agua | Obras | Morena | Delitos,mixta,0.0667,opportunity,sin_postura,Sin postura,0.0,0.0,0,8.0,7.0,20.0
A23,cuenta,YouTube::@nicoSaucedoEsparza,,0.0,,negativa,-0.4286,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,5.0,7.0
A24,cuenta,YouTube::@virgenguadalupecortazarvaz5164,Mónica Villarreal,0.9,Mónica Villarreal | Americo | Obras,mixta,0.1429,opportunity,sin_postura,Sin postura,0.0,0.0,0,4.0,3.0,10.0
A25,cuenta,YouTube::@DylanFernando-t4g,,0.0,,negativa,-0.5,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,3.0,4.0
A26,cuenta,Twitter::@juanbaaq,Morena,0.9435,Morena,positiva,0.5,consolidation,sin_postura,Sin postura,0.0,0.0,0,3.0,1.0,4.0
A27,cuenta,YouTube::@macgyver7998,,0.0,,mixta,-0.1429,opportunity,sin_postura,Sin postura,0.0,0.0,0,3.0,4.0,7.0
A28,cuenta,YouTube::@Macon-xh5ik,Delitos,1.0,Delitos,mixta,-0.1429,opportunity,sin_postura,Sin postura,0.0,0.0,0,3.0,4.0,8.0
A29,cuenta,YouTube::@GarciaValent,Corrupcion,1.0,Corrupcion | Prevencion | Delitos | Morena,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,4.0,4.0,11.0
A30,cuenta,YouTube::@camiloromero9971,Delitos,1.0,Delitos,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,4.0,0.0,5.0
A31,cuenta,YouTube::@gerardomendozacontreras1825,Mónica Villarreal,0.9,Mónica Villarreal,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,2.0,3.0
A32,cuenta,YouTube::@danubys1,Prevencion,0.8894,Prevencion | Gobierno municipal | Morena,mixta,0.1111,opportunity,sin_postura,Sin postura,0.0,0.0,0,5.0,4.0,10.0
A33,cuenta,YouTube::@pilargomez5520,,0.0,,negativa,-0.7143,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,6.0,7.0
A34,cuenta,YouTube::@anaquintero9841,,0.0,,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,1.0,1.0,2.0
A35,cuenta,YouTube::@juandominguez3346,Delitos,0.8049,Delitos | Obras,positiva,0.3333,consolidation,sin_postura,Sin postura,0.0,0.0,0,2.0,1.0,4.0
A36,cuenta,YouTube::@joaquinl.v.1776,Delitos,0.9338,Delitos,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,1.0,1.0,5.0
A37,cuenta,Twitter::@VoceriaSegTamps,Delitos,0.9338,Delitos | Prevencion | Vialidad | Corrupcion | Obras,positiva,0.3333,consolidation,sin_postura,Sin postura,0.0,0.0,0,4.0,2.0,14.0
A38,cuenta,Twitter::@2ositoo,Morena,0.9712,Morena | Delitos | Prevencion | Gobierno municipal | Obras,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,4.0,4.0,18.0
A39,cuenta,Twitter::@Radio_Formula,Americo,0.9807,Americo | Mónica Villarreal | Corrupcion | Obras,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,2.0,2.0,12.0
A40,cuenta,YouTube::@CandelarioCastillo-c2o,Americo,1.0,Americo | Gobierno municipal | Mónica Villarreal | Prevencion | Delitos | Corrupcion,negativa,-0.2,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,3.0,13.0
A41,cuenta,Twitter::@LaMejor_Tampico,Vialidad,0.9325,Vialidad | Gobierno municipal,positiva,0.75,consolidation,sin_postura,Sin postura,0.0,0.0,0,7.0,1.0,10.0
A42,cuenta,YouTube::@pepevilla1985,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
A43,cuenta,YouTube::@LulyBarba,Delitos,0.7964,Delitos | Obras | Corrupcion,negativa,-0.3333,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,2.0,6.0
A44,cuenta,YouTube::@Rembrandt1945,Delitos,0.7956,Delitos | Obras,negativa,-0.4286,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,5.0,7.0
A45,cuenta,YouTube::@abelperezhernandez287,Gobierno municipal,0.95,Gobierno municipal | Americo | Obras,negativa,-0.4286,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,5.0,13.0
A46,cuenta,YouTube::@artemisavirgenvirgen8226,Morena,0.9435,Morena | Prevencion | Delitos,negativa,-0.5,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,3.0,5.0
A47,cuenta,YouTube::@javiermunoz4307,Gobierno municipal,0.95,Gobierno municipal | Obras | Morena | Vialidad,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,4.0,4.0,12.0
A48,cuenta,YouTube::@EfrenOrtiz-g2e,,0.0,,positiva,0.5,consolidation,sin_postura,Sin postura,0.0,0.0,0,3.0,1.0,4.0
A49,cuenta,YouTube::@RddStar-y2v4z,Prevencion,0.7719,Prevencion,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,8.0,8.0
A50,cuenta,YouTube::@MartinGonzalezCordero-w8h,Delitos,0.8977,Delitos,negativa,-0.2,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,3.0,6.0
A51,cuenta,YouTube::@GuadalupeNunez-je5hm,Delitos,0.9184,Delitos | Morena | Americo | Obras,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,2.0,2.0,7.0
A52,cuenta,YouTube::@EvaDelÁngel-s1k,Obras,0.6133,Obras,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,4.0,4.0,9.0
A53,cuenta,Twitter::@yiyigachan,Gobierno municipal,0.82,Gobierno municipal,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,1.0,1.0,4.0
A54,cuenta,Twitter::@athendoflight,Americo,0.9807,Americo | Mónica Villarreal | Corrupcion | Delitos | Morena | Gobierno municipal,mixta,-0.0909,opportunity,sin_postura,Sin postura,0.0,0.0,0,5.0,6.0,21.0
A55,cuenta,YouTube::@RPD-DD,Morena,0.9435,Morena,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,5.0,0.0,5.0
A56,cuenta,YouTube::@shadowmxli,Morena,0.9435,Morena | Gobierno municipal,mixta,-0.0909,opportunity,sin_postura,Sin postura,0.0,0.0,0,5.0,6.0,12.0
A57,cuenta,YouTube::@IncrementaTuCartera,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,2.0,0.0,2.0
A58,cuenta,YouTube::@DeAndra750,Delitos,0.8049,Delitos | Gobierno municipal | Prevencion,negativa,-0.2,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,3.0,9.0
A59,cuenta,YouTube::@CaroDiaz-m3g,Morena,0.9435,Morena,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,6.0,6.0,12.0
A60,cuenta,YouTube::@MrCharrito58,Morena,1.0,Morena | Delitos | Obras,positiva,0.6,consolidation,sin_postura,Sin postura,0.0,0.0,0,4.0,1.0,7.0
A61,cuenta,YouTube::@MarcelaBauer-o9s,Morena,0.9435,Morena | Delitos | Obras,positiva,0.2,consolidation,sin_postura,Sin postura,0.0,0.0,0,3.0,2.0,6.0
A62,cuenta,YouTube::@PlanosARCOS,Agua,1.0,Agua | Gobierno municipal | Delitos | Obras,positiva,0.3333,consolidation,sin_postura,Sin postura,0.0,0.0,0,2.0,1.0,6.0
A63,cuenta,YouTube::@Nochi_73,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
A64,cuenta,YouTube::@SalvadorOlmospulido,Prevencion,0.5305,Prevencion,mixta,-0.1111,opportunity,sin_postura,Sin postura,0.0,0.0,0,4.0,5.0,9.0
A65,cuenta,YouTube::@anaramirez1601,Morena,0.9435,Morena,positiva,0.5,consolidation,sin_postura,Sin postura,0.0,0.0,0,3.0,1.0,4.0
A66,cuenta,YouTube::@erabaitbro3927,Prevencion,0.9474,Prevencion,negativa,-0.2,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,3.0,6.0
A67,cuenta,YouTube::@josesantana8752,Prevencion,0.7719,Prevencion,negativa,-0.3333,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,4.0,6.0
A68,cuenta,Twitter::@RadioUAT,Alumbrado,1.0,Alumbrado | Corrupcion | Gobierno municipal,positiva,0.6,consolidation,sin_postura,Sin postura,0.0,0.0,0,4.0,1.0,7.0
A69,cuenta,YouTube::@JavierLópez-m6s5f,Morena,0.9435,Morena | Delitos,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,2.0
A70,cuenta,YouTube::@julionarvaez9788,Obras,0.8542,Obras | Delitos,negativa,-0.2,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,3.0,7.0
A71,cuenta,YouTube::@unammexico-j2e,Prevencion,1.0,Prevencion | Alumbrado | Gobierno municipal | Americo | Corrupcion,positiva,0.5,consolidation,sin_postura,Sin postura,0.0,0.0,0,3.0,1.0,9.0
A72,cuenta,YouTube::@EdilArmenta,Basura,1.0,Basura,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,3.0,3.0,6.0
A73,cuenta,Twitter::@mileniotv,Americo,0.9807,Americo | Mónica Villarreal | Morena | Corrupcion | Prevencion,positiva,1.0,consolidation,apoyo_defensa,Apoyo/defensa,1.0,1.0,1,2.0,0.0,6.0
A74,cuenta,Twitter::@Milenio,Americo,0.9807,Americo | Mónica Villarreal | Morena | Corrupcion | Prevencion,positiva,1.0,consolidation,apoyo_defensa,Apoyo/defensa,1.0,1.0,1,2.0,0.0,6.0
A75,cuenta,YouTube::@Liliana-ut6ir,,0.0,,positiva,0.5,consolidation,sin_postura,Sin postura,0.0,0.0,0,3.0,1.0,4.0
A76,cuenta,YouTube::@GeorginafajardoIII,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,2.0,2.0
A77,cuenta,YouTube::@mar1257-j7n,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,3.0,3.0
A78,cuenta,YouTube::@latuna8395,,0.0,,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,3.0,3.0,6.0
A79,cuenta,YouTube::@martincendejasmedrano1529,Delitos,0.9698,Delitos | Corrupcion | Prevencion,mixta,0.1429,opportunity,sin_postura,Sin postura,0.0,0.0,0,4.0,3.0,7.0
A80,cuenta,YouTube::@robinsien8049,Americo,1.0,Americo | Gobierno municipal,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,2.0,2.0,6.0
