palabra,tema_id,sub_id,rol,participation,z_within_degree,grado_total
pardo,0,4,periferico,0.48,-0.2157,5
exelente,0,0,periferico,0.4298,0.2336,11
echeverría,0,1,broker,0.64,-1.0529,5
luis,0,1,broker,0.6797,0.6095,16
monico,0,0,periferico,0.0,-0.593,4
entrega,0,1,broker,0.6464,1.9949,25
retirar,0,0,broker,0.6939,-0.7996,7
recibir,0,1,broker,0.6777,1.4407,22
patrimonio,0,1,broker,0.5,-0.4987,6
hora,0,2,broker,0.801,1.8033,28
sheinbaum,0,4,broker,0.7188,-0.5392,8
encabezar,0,1,broker,0.7407,-0.7758,9
asegurar,0,4,broker,0.6562,-0.2157,8
armando,0,4,broker,0.5714,0.1078,7
martínez,0,4,broker,0.6111,-0.2157,6
pérez,0,1,broker,0.5185,0.0554,9
avance,0,0,broker,0.6446,-0.1797,11
regalo,0,3,periferico,0.375,-0.5531,4
presidente,0,4,broker,0.7511,2.3723,30
transformación,0,0,broker,0.6667,-0.1797,12
empresario,0,2,broker,0.642,-0.1568,9
internet,0,-1,periferico,0.0,-0.6667,1
denunciar,0,2,periferico,0.4688,0.6273,8
fomentar,0,1,periferico,0.4959,0.0554,11
erasmo,0,4,periferico,0.0,0.1078,4
gonzález,0,4,broker,0.6942,2.3723,22
robledo,0,4,periferico,0.0,0.7548,6
morelos,0,3,broker,0.7593,0.1963,18
niños,0,3,broker,0.5,-0.3033,6
hombre,0,4,broker,0.7812,-0.5392,8
educativo,0,3,broker,0.5562,0.6959,13
oposición,0,4,broker,0.72,-0.5392,5
científico,0,1,periferico,0.2449,0.0554,7
vocación,0,1,periferico,0.3704,0.3325,9
policía,0,2,periferico,0.0,1.0193,6
humanista,0,0,broker,0.56,-0.7996,5
éxito,0,3,broker,0.58,-0.3033,10
licenciada,0,0,periferico,0.0,-1.2129,1
número,0,1,broker,0.6777,-0.7758,11
necesitar,0,2,broker,0.7041,0.2352,14
gusto,0,3,broker,0.7222,0.4461,18
entender,0,2,broker,0.7654,-0.5488,9
impulso,0,0,broker,0.5312,-0.3863,8
president,0,4,periferico,0.4444,-0.8627,3
despicadora,0,1,broker,0.6122,-0.7758,7
vehículo,0,2,periferico,0.375,-0.1568,4
fraude,0,4,broker,0.68,0.4313,10
presunto,0,4,broker,0.72,0.1078,10
bandera,0,3,broker,0.54,0.1963,10
honores,0,3,periferico,0.4898,-0.3033,7
extorsión,0,0,broker,0.6111,-0.7996,6
conductor,0,2,broker,0.72,1.0193,15
víctima,0,-1,periferico,0.0,-0.6667,1
viernes,0,1,broker,0.595,0.0554,11
mil,0,2,broker,0.56,-0.9409,5
pendiente,0,0,broker,0.5,-0.593,6
feria,0,4,broker,0.6939,-0.2157,7
situación,0,2,broker,0.6116,1.0193,11
priorizar,0,0,periferico,0.0,-1.0063,2
acercar,0,1,broker,0.6851,0.3325,17
dental,0,1,broker,0.5139,0.6095,12
real,0,3,broker,0.7222,-0.8029,6
perder,0,2,broker,0.7188,-0.1568,8
registro,0,-1,broker,0.6667,-0.6667,3
permiso,0,1,broker,0.7733,-0.2217,15
maría,0,3,broker,0.7273,-0.0535,11
atropello,0,-1,broker,0.5,-0.6667,2
resolver,0,4,broker,0.76,-0.2157,10
ofrecer,0,1,broker,0.76,-0.7758,10
exigir,0,4,broker,0.5833,1.0783,12
accidente,0,2,broker,0.7778,-0.5488,6
pronto,0,3,periferico,0.32,-0.3033,5
vídeo,0,3,periferico,0.375,-0.5531,4
animal,0,2,broker,0.625,0.2352,8
maestro,0,1,broker,0.62,-0.2217,10
analista,0,-1,periferico,0.375,1.5,4
frente,0,2,broker,0.75,0.2352,12
penal,0,2,broker,0.74,-0.5488,10
reducir,0,1,broker,0.6667,-1.3299,3
afectado,0,1,broker,0.5714,-1.0529,7
formación,0,3,broker,0.6667,-0.3033,9
victoria,0,1,broker,0.7407,-1.3299,9
existir,0,2,broker,0.7733,0.2352,15
uat,0,-1,broker,0.5714,-0.6667,7
estudiante,0,1,periferico,0.2188,0.3325,8
independencia,0,3,periferico,0.0,-0.0535,5
visita,0,1,broker,0.66,-0.4987,10
ayuda,0,2,broker,0.7654,-0.1568,9
bravo,0,0,periferico,0.375,-0.7996,4
volver,0,2,broker,0.7755,-0.9409,7
jamás,0,-1,periferico,0.0,-0.6667,4
luz,0,2,broker,0.64,-0.9409,5
mensaje,0,4,broker,0.7769,-0.2157,11
carretera,0,-1,periferico,0.0,-0.6667,2
cita,0,-1,broker,0.6667,-0.6667,3
legal,0,2,broker,0.7901,-0.1568,9
andar,0,2,periferico,0.2778,0.6273,6
azul,0,-1,broker,0.6667,1.5,3
beneficiar,0,3,broker,0.7219,0.1963,13
cabeza,0,4,broker,0.56,-0.8627,5
mercadito,0,3,periferico,0.0,-0.8029,2
alcalde,0,4,broker,0.6939,-0.2157,7
proceder,0,-1,broker,0.5,-0.6667,2
error,0,-1,periferico,0.0,-0.6667,3
aceptar,0,4,broker,0.5,-0.8627,2
fuerza,0,2,broker,0.7755,-0.9409,7
recuperar,0,-1,periferico,0.4444,-0.6667,3
carlos,0,3,broker,0.6667,-1.0527,3
pequeño,0,2,broker,0.7188,-0.5488,8
concreto,0,-1,broker,0.6667,-0.6667,6
agredir,0,2,broker,0.5679,-0.1568,9
hija,0,-1,broker,0.625,-0.6667,4
circo,0,-1,broker,0.5,-0.6667,2
faltar,0,4,broker,0.6667,-0.8627,6
hermano,0,4,periferico,0.0,-1.1862,1
traidor,0,4,broker,0.625,-0.5392,4
cadena,0,4,broker,0.6667,-0.8627,3
corte,0,1,broker,0.6939,-0.7758,7
mante,0,-1,broker,0.64,1.5,5
rojo,0,-1,broker,0.5,1.5,2
utilizar,0,2,broker,0.7778,-0.5488,6
lindo,0,3,broker,0.5,-1.0527,2
cuándo,0,-1,broker,0.5,-0.6667,4
pendejo,0,-1,periferico,0.0,-0.6667,1
ecológico,0,-1,periferico,0.4444,-0.6667,3
periodista,0,-1,broker,0.625,1.5,4
dedo,0,3,periferico,0.0,-1.0527,1
confirmar,0,4,broker,0.5,-0.8627,2
festejar,0,-1,periferico,0.4444,-0.6667,3
ahorita,0,-1,broker,0.5,1.5,2
iniciar,0,2,periferico,0.0,-1.3329,4
totalmente,0,2,periferico,0.4444,-0.5488,3
presidencia,0,4,periferico,0.0,-0.8627,1
clima,0,-1,broker,0.5,1.5,2
vista,0,-1,periferico,0.0,1.5,1
divertido,0,3,periferico,0.0,-1.0527,1
pasear,0,3,periferico,0.0,-1.0527,1
tampicotecuida,1,0,broker,0.831,0.5021,76
tampicovacontodo,1,0,broker,0.8245,0.1598,61
anaya,1,2,broker,0.8501,1.945,85
municipal,1,2,broker,0.8581,1.2677,93
espacio,1,0,broker,0.8574,1.358,118
seguir,1,0,broker,0.8655,1.7003,137
fortalecer,1,0,broker,0.8441,1.5292,105
familia,1,0,broker,0.8499,1.358,115
tampiqueñas,1,0,broker,0.7705,-0.6961,39
carpintero,1,5,broker,0.8058,1.1358,22
laguna,1,5,broker,0.8209,1.1358,41
bienestar,1,3,broker,0.8234,1.1794,89
salud,1,3,broker,0.8279,1.1794,65
norte,1,1,broker,0.7975,0.3911,40
zona,1,1,broker,0.8456,1.4262,76
construir,1,0,broker,0.7468,1.0156,56
acción,1,2,broker,0.8469,1.7192,109
obras,1,3,broker,0.7491,0.5111,29
públicas,1,3,broker,0.7041,-0.1573,26
público,1,2,broker,0.8287,1.945,82
programa,1,3,broker,0.8048,1.5136,50
convivencia,1,0,broker,0.7825,-0.6961,38
compromiso,1,0,broker,0.8277,0.8445,78
sur,1,1,broker,0.8055,0.046,49
calle,1,1,broker,0.8239,2.4614,83
col,1,1,broker,0.7461,0.5636,32
servicio,1,2,broker,0.8132,1.0419,55
calidad,1,0,broker,0.7647,-0.3538,43
vida,1,0,broker,0.795,1.1868,68
colonia,1,1,conector_provincial,0.8289,2.8065,106
cuidar,1,0,broker,0.7972,0.6733,60
secretaría,1,3,broker,0.8361,1.5136,56
basura,1,1,broker,0.7873,1.2537,48
día,1,0,broker,0.8348,1.1868,95
públicos,1,3,broker,0.755,0.1769,20
servicios,1,3,broker,0.8062,0.5111,29
mejorar,1,4,broker,0.8048,1.1212,50
continuar,1,2,broker,0.8184,0.5904,64
comapa,1,1,broker,0.8148,-0.6441,27
esfuerzo,1,0,broker,0.7669,0.8445,58
sonrisas,1,3,broker,0.7107,-0.8256,11
reafirmar,1,-1,broker,0.712,-0.086,21
atención,1,2,broker,0.8358,1.2677,67
brindar,1,4,broker,0.8355,1.4528,56
avenida,1,1,broker,0.69,-0.299,20
descacharrización,1,1,broker,0.7826,-0.4716,23
jornada,1,1,broker,0.8151,-0.1265,56
sumar,1,0,broker,0.7515,-1.2096,29
compartir,1,0,broker,0.7086,0.1598,42
seguro,1,4,broker,0.8253,2.1161,70
limpio,1,6,broker,0.8317,1.4142,58
ordenado,1,6,broker,0.7284,0.7071,31
seguridad,1,4,broker,0.8019,2.1161,68
futuro,1,0,broker,0.6612,-0.1826,33
vacheando,1,3,broker,0.7769,-1.1598,11
entorno,1,0,broker,0.79,0.6733,59
reconocimiento,1,0,broker,0.7768,-1.0385,34
labor,1,1,broker,0.81,0.5636,61
limpieza,1,1,broker,0.8111,1.2537,62
vecino,1,1,broker,0.7653,-0.299,28
mantener,1,6,broker,0.831,0.7071,61
niña,1,0,broker,0.7269,0.1598,43
permitir,1,0,broker,0.761,-1.3808,29
coordinación,1,3,broker,0.8158,0.8453,47
camión,1,1,broker,0.5625,-0.1265,16
transformar,1,0,broker,0.7685,-0.8673,36
instrucción,1,2,broker,0.7682,-0.3126,17
dirección,1,3,broker,0.8357,0.1769,55
garantizar,1,4,broker,0.7889,0.458,30
alegría,1,-1,broker,0.6704,-0.086,19
iniciativa,1,0,broker,0.7517,-1.3808,27
movilidad,1,4,broker,0.7654,0.1263,18
contribuir,1,6,broker,0.8136,0.0,59
verde,1,5,broker,0.6806,-0.4369,24
área,1,5,broker,0.8343,0.6116,35
cambiar,1,-1,broker,0.7456,-0.086,13
gratuito,1,2,broker,0.6688,-0.5383,25
educación,1,0,broker,0.7337,-0.3538,39
familiar,1,-1,broker,0.6713,-1.0897,17
gob,1,6,broker,0.8133,0.0,29
digno,1,-1,broker,0.7,-0.086,20
atender,1,2,broker,0.7995,0.5904,39
personal,1,3,broker,0.8209,-0.8256,42
canal,1,1,broker,0.75,-0.1265,24
pluvial,1,1,broker,0.6913,0.5636,28
unidad,1,1,broker,0.799,-0.8166,29
vialidad,1,4,broker,0.8014,0.458,29
ciudadano,1,2,broker,0.7964,0.1389,38
generar,1,0,broker,0.795,-1.552,31
banqueta,1,1,broker,0.625,-0.8166,12
mantenimiento,1,1,broker,0.8254,0.2185,42
saludable,1,6,broker,0.7337,-2.1213,13
acompañar,1,0,broker,0.7097,-0.8673,31
ceremonia,1,-1,broker,0.7222,1.9214,12
cívico,1,-1,broker,0.5139,0.9177,12
entregar,1,1,broker,0.738,-0.6441,27
delegación,1,1,broker,0.7438,-1.5067,11
constante,1,2,broker,0.8444,-0.5383,28
visión,1,2,broker,0.6925,-0.3126,19
vial,1,4,broker,0.7701,-0.5369,19
ciudadanía,1,0,broker,0.834,-0.3538,62
jesús,1,-1,broker,0.54,1.9214,10
piña,1,-1,broker,0.5312,0.9177,8
elías,1,-1,periferico,0.375,0.9177,8
emprendedor,1,-1,broker,0.5714,-0.086,7
fundamental,1,4,broker,0.7778,0.1263,30
cambio,1,1,broker,0.8276,-0.6441,29
bache,1,3,broker,0.7578,-0.8256,16
conjunto,1,0,broker,0.7637,-1.2096,32
mes,1,2,periferico,0.46,-1.2156,10
corazón,1,-1,broker,0.72,0.9177,25
ordinaria,1,4,periferico,0.0,-1.2002,2
sesión,1,4,broker,0.6875,-0.8685,8
ubicado,1,1,broker,0.6481,-0.1265,18
ayuntamiento,1,2,broker,0.7867,-0.5383,19
instalación,1,1,broker,0.7469,-0.6441,18
fortalecimiento,1,-1,broker,0.5972,0.9177,12
rehabilitación,1,1,broker,0.801,-0.4716,28
natural,1,-1,broker,0.5042,-1.0897,19
sano,1,-1,broker,0.5926,-1.0897,9
árbol,1,5,broker,0.6746,0.0874,13
caso,1,2,broker,0.8047,-1.2156,16
sonrisa,1,3,broker,0.6942,-1.1598,11
cuidado,1,0,broker,0.7578,-1.2096,30
universidad,1,1,broker,0.6757,-0.6441,21
prioridad,1,-1,broker,0.7407,-0.086,18
condición,1,4,broker,0.7963,0.1263,40
directamente,1,2,broker,0.7922,-0.9898,19
hogar,1,5,broker,0.7031,1.1358,16
dengue,1,5,broker,0.8199,-0.9611,19
administración,1,2,broker,0.8012,0.5904,31
diario,1,6,broker,0.76,0.0,20
respuesta,1,4,broker,0.8254,-0.2053,21
riesgo,1,4,broker,0.8347,0.1263,29
jardín,1,5,broker,0.7188,1.1358,16
adecuado,1,4,broker,0.8264,-1.5318,11
honor,1,-1,broker,0.5882,1.9214,17
bucal,1,3,periferico,0.375,-1.1598,4
adopción,1,5,broker,0.625,-0.9611,4
prevenir,1,4,broker,0.7936,-0.2053,25
villa,1,-1,periferico,0.3704,-1.0897,9
abierto,1,1,broker,0.6116,-0.8166,11
solidaridad,1,2,broker,0.7107,-0.7641,11
producto,1,-1,broker,0.6111,-0.086,12
instituto,1,-1,broker,0.725,-0.086,20
trabajador,1,2,broker,0.715,0.1389,20
respaldo,1,2,broker,0.625,-0.3126,12
imagen,1,4,broker,0.8053,-0.5369,23
responsable,1,5,broker,0.7222,-0.4369,18
pintura,1,-1,broker,0.6537,0.9177,19
cercano,1,1,broker,0.7733,-1.1617,15
objetivo,1,4,broker,0.784,-0.2053,18
mascota,1,5,broker,0.6875,-0.4369,8
pensamiento,1,2,broker,0.6122,-0.7641,7
viejo,1,2,periferico,0.0,-1.2156,2
directo,1,2,broker,0.7031,-0.7641,16
lunes,1,1,broker,0.7361,-1.1617,12
completamente,1,-1,broker,0.5185,-1.0897,9
presente,1,-1,broker,0.58,-1.0897,10
capacitación,1,4,broker,0.7438,-0.8685,11
materia,1,3,broker,0.7222,-1.4939,6
humano,1,2,broker,0.5785,-0.5383,11
realizamos,1,6,broker,0.716,-0.7071,9
provocar,1,-1,broker,0.7222,-0.086,6
instalar,1,-1,broker,0.8194,-0.086,12
dif,1,-1,broker,0.8235,1.9214,17
etapa,1,-1,broker,0.6633,-1.0897,14
hola,1,-1,broker,0.6111,-1.0897,6
cercanía,1,-1,periferico,0.32,-1.0897,5
foto,1,2,broker,0.7222,-1.2156,6
oficina,1,-1,broker,0.642,0.9177,9
edad,1,4,broker,0.64,-1.2002,5
wow,1,-1,periferico,0.0,-1.0897,1
culpa,1,-1,broker,0.5,-1.0897,2
pánico,1,-1,broker,0.5,-0.086,2
súper,1,-1,periferico,0.0,-1.0897,1
consejo,1,4,periferico,0.375,-0.8685,4
felipe,1,-1,broker,0.6667,-0.086,3
causa,1,5,periferico,0.0,-2.0095,1
