palabra,tema_id,sub_id,color_tema,peso_lda,grado_total,grado_intra_sub,grado_intra_cluster,grado_extra,peso_intra_sub,peso_intra_cluster,peso_extra,pagerank,betweenness,clustering_coef,eigenvector,participation,z_within_degree,rol
educacion,3,0,#d62728,0.0247348174452781,46,6,36,4,311.0,316.0,299.0,0.001152,0.0,0.2377,0.0,0.8922,0.866,broker
educativo,3,0,#d62728,0.0204806365072727,18,6,11,1,219.0,68.0,56.0,0.000449,0.0,0.4314,0.0,0.8086,0.2887,broker
ferial,3,3,#d62728,0.0055634640157222,10,6,3,1,127.0,19.0,54.0,0.000279,0.0,0.5556,0.0,0.58,1.1147,broker
recinto,3,3,#d62728,0.0102285426110029,17,7,9,1,141.0,48.0,70.0,0.000392,0.0,0.3529,0.0,0.6782,2.401,broker
estudiante,3,0,#d62728,0.0208230949938297,27,6,21,0,226.0,140.0,0.0,0.000563,0.0,0.359,0.0,0.8532,0.2887,broker
alumno,3,0,#d62728,0.0129008777439594,16,6,10,0,198.0,65.0,0.0,0.000386,0.0,0.45,0.0,0.7891,0.2887,broker
primaria,3,0,#d62728,0.0100148450583219,9,6,3,0,145.0,16.0,0.0,0.000235,0.0,0.75,0.0,0.5185,0.2887,broker
cruz,3,6,#d62728,0.0183859299868345,30,3,26,1,69.0,177.0,57.0,0.000508,0.0,0.2966,0.0,0.8578,1.9695,broker
roja,3,6,#d62728,0.0095579773187637,9,1,8,0,42.0,46.0,0.0,0.000175,0.0,0.6944,0.0,0.716,0.2462,broker
sanchez,3,6,#d62728,0.0097644282504916,16,2,14,0,46.0,116.0,0.0,0.000278,0.0,0.3917,0.0,0.8125,0.2462,broker
maestro,3,0,#d62728,0.0092080794274806,22,6,16,0,107.0,94.0,0.0,0.000334,0.0,0.3766,0.0,0.8347,0.2887,broker
costo,3,2,#d62728,0.0121961422264575,29,5,23,1,59.0,143.0,60.0,0.000481,0.0,0.2759,0.0,0.8537,0.038,broker
gratuito,3,2,#d62728,0.0123743573203682,20,6,13,1,91.0,115.0,71.0,0.000414,0.0,0.3632,0.0,0.78,0.4562,broker
accidente,3,1,#d62728,0.0320771969854831,28,8,19,1,112.0,148.0,60.0,0.000547,0.0,0.3069,0.0,0.8138,1.5164,broker
cuerpo,3,5,#d62728,0.0377943776547908,47,9,37,1,114.0,269.0,60.0,0.000829,0.0,0.2137,0.0,0.8755,2.5658,conector_provincial
alejandra,3,6,#d62728,0.002319595310837,4,1,3,0,25.0,28.0,0.0,0.000106,0.0,0.6667,0.0,0.625,-0.6155,broker
invitar,3,2,#d62728,0.0199912339448928,33,5,27,1,67.0,205.0,122.0,0.000585,0.0,0.3011,0.0,0.8356,1.7106,broker
temporada,3,5,#d62728,0.0469293370842933,28,4,23,1,48.0,124.0,68.0,0.000379,0.0,0.2937,0.0,0.8342,1.2991,broker
acceso,3,3,#d62728,0.0151402289047837,27,3,24,0,36.0,181.0,0.0,0.000368,0.0,0.3504,0.0,0.8395,0.2572,broker
pemex,3,4,#d62728,0.015887688845396,24,6,18,0,70.0,94.0,0.0,0.00038,0.0,0.3043,0.0,0.7882,2.3385,broker
petrolero,3,4,#d62728,0.0129609210416674,11,4,7,0,56.0,28.0,0.0,0.000208,0.0,0.3091,0.0,0.6446,1.4031,broker
rescate,3,5,#d62728,0.0079555911943316,7,1,6,0,23.0,35.0,0.0,0.000135,0.0,0.7619,0.0,0.6122,-0.812,broker
secundaria,3,0,#d62728,0.0040078596211969,7,6,1,0,74.0,4.0,0.0,0.000133,0.0,0.8095,0.0,0.2449,0.2887,periferico
bombero,3,5,#d62728,0.0044025378301739,7,1,6,0,20.0,25.0,0.0,0.000137,0.0,0.4286,0.0,0.6122,0.4547,broker
medida,3,1,#d62728,0.006732958368957,27,3,24,0,35.0,157.0,0.0,0.000423,0.0,0.2991,0.0,0.7901,1.8493,broker
causa,3,1,#d62728,0.0128295328468084,22,7,15,0,59.0,89.0,0.0,0.000287,0.0,0.4113,0.0,0.7727,1.1836,broker
poza,3,7,#d62728,0.0023087612353265,4,1,3,0,17.0,13.0,0.0,0.000114,0.0,0.3333,0.0,0.75,-0.6934,broker
rica,3,7,#d62728,0.0084001338109374,3,1,2,0,17.0,12.0,0.0,0.000113,0.0,0.6667,0.0,0.6667,-0.6934,broker
crear,3,2,#d62728,0.004111798480153,22,4,18,0,44.0,108.0,0.0,0.000298,0.0,0.3463,0.0,0.8388,0.038,broker
deseo,3,8,#d62728,0.0049002645537257,6,1,5,0,17.0,27.0,0.0,0.000127,0.0,0.4,0.0,0.7778,-1.4142,broker
enviar,3,8,#d62728,0.0112191615626215,14,3,11,0,31.0,65.0,0.0,0.000229,0.0,0.3736,0.0,0.8265,1.4142,broker
visita,3,5,#d62728,0.0090502928942441,15,2,12,1,14.0,76.0,55.0,0.000201,0.0,0.419,0.0,0.8267,0.4547,broker
comida,3,2,#d62728,0.0053663896396756,22,6,16,0,65.0,82.0,0.0,0.000298,0.0,0.4156,0.0,0.7975,1.2925,broker
asistente,3,3,#d62728,0.0133111272007226,11,2,9,0,27.0,50.0,0.0,0.000141,0.0,0.7091,0.0,0.7603,-0.1715,broker
castillo,3,8,#d62728,0.0088359517976641,8,2,6,0,24.0,47.0,0.0,0.000168,0.0,0.5714,0.0,0.6562,0.0,broker
pepe,3,8,#d62728,0.0024623647332191,2,2,0,0,22.0,0.0,0.0,8.1e-05,0.0,1.0,0.0,0.0,0.0,periferico
arrancar,3,4,#d62728,0.0154936565086245,6,2,4,0,21.0,19.0,0.0,0.000105,0.0,0.6667,0.0,0.6667,-0.4677,broker
impacto,3,1,#d62728,0.0140476040542125,19,3,16,0,29.0,90.0,0.0,0.000257,0.0,0.3567,0.0,0.7645,0.5178,broker
estacion,3,1,#d62728,0.0156977567821741,13,2,11,0,22.0,62.0,0.0,0.000222,0.0,0.2564,0.0,0.7337,0.1849,broker
refineria,3,4,#d62728,0.0087684569880366,7,1,6,0,14.0,27.0,0.0,0.000143,0.0,0.3333,0.0,0.6939,0.0,broker
marzo,3,4,#d62728,0.0156188365072011,23,2,20,1,18.0,118.0,53.0,0.000313,0.0,0.3478,0.0,0.8431,1.4031,broker
compania,3,7,#d62728,0.0028814789839088,13,1,12,0,14.0,67.0,0.0,0.000236,0.0,0.2692,0.0,0.8166,2.2188,broker
extranjero,3,7,#d62728,0.0050430349074304,27,2,25,0,20.0,142.0,0.0,0.000353,0.0,0.3305,0.0,0.8395,0.2774,broker
automovil,3,1,#d62728,0.0075532002374529,7,2,5,0,19.0,27.0,0.0,0.000113,0.0,0.619,0.0,0.6939,-0.4808,broker
medicina,3,2,#d62728,0.0047524967230856,11,1,10,0,7.0,57.0,0.0,0.000136,0.0,0.4909,0.0,0.6777,0.038,broker
determinar,3,1,#d62728,0.0052145030349493,9,3,6,0,26.0,28.0,0.0,0.000126,0.0,0.5833,0.0,0.642,0.1849,broker
heroico,3,5,#d62728,0.0014343812363222,1,1,0,0,12.0,0.0,0.0,5.6e-05,0.0,0.0,0.0,0.0,-0.812,periferico
produccion,3,4,#d62728,0.0140461781993508,11,2,9,0,17.0,53.0,0.0,0.000168,0.0,0.3636,0.0,0.7438,0.4677,broker
corporacion,3,1,#d62728,0.009593634866178,10,3,7,0,24.0,38.0,0.0,0.000143,0.0,0.5333,0.0,0.7,-0.1479,broker
revision,3,1,#d62728,0.0072047756984829,13,4,9,0,31.0,46.0,0.0,0.000175,0.0,0.5,0.0,0.5799,1.1836,broker
division,3,5,#d62728,0.0130317592993378,6,2,4,0,19.0,21.0,0.0,9.9e-05,0.0,0.7333,0.0,0.7778,-0.3897,broker
coordinador,3,5,#d62728,0.008554077707231,8,2,6,0,13.0,35.0,0.0,0.000114,0.0,0.5,0.0,0.75,0.0325,broker
magia,3,3,#d62728,0.0022238283418118,8,2,6,0,13.0,29.0,0.0,0.0001,0.0,0.5,0.0,0.75,-0.1715,broker
mecanico,3,3,#d62728,0.0040871747769415,5,2,3,0,16.0,17.0,0.0,8.4e-05,0.0,0.5,0.0,0.64,-0.6002,broker
gratis,3,2,#d62728,0.003827855689451,13,5,8,0,41.0,35.0,0.0,0.000206,0.0,0.4615,0.0,0.6509,0.8743,broker
navidena,3,3,#d62728,0.0017944441642612,5,2,3,0,16.0,15.0,0.0,7.9e-05,0.0,0.7,0.0,0.56,-0.1715,broker
cuidir,3,2,#d62728,0.0022564951796084,10,1,9,0,8.0,42.0,0.0,0.000127,0.0,0.5111,0.0,0.82,-0.7983,broker
millonario,3,4,#d62728,0.0054952804930508,9,1,8,0,8.0,38.0,0.0,0.00013,0.0,0.4167,0.0,0.6914,-0.4677,broker
dulce,3,4,#d62728,0.0084470193833112,8,0,8,0,0.0,41.0,0.0,0.000101,0.0,0.6786,0.0,0.7812,-0.4677,broker
pantalla,3,2,#d62728,0.0076131909154355,6,1,5,0,8.0,22.0,0.0,8.9e-05,0.0,0.5333,0.0,0.6667,-0.7983,broker
torres,3,5,#d62728,0.0075242649763822,8,3,5,0,20.0,27.0,0.0,0.00011,0.0,0.4286,0.0,0.6562,0.4547,broker
sindicato,3,4,#d62728,0.0102844554930925,9,2,7,0,14.0,31.0,0.0,0.000125,0.0,0.3333,0.0,0.7654,0.0,broker
precisar,3,1,#d62728,0.0046675624325871,12,2,10,0,13.0,51.0,0.0,0.000134,0.0,0.5758,0.0,0.7917,-0.4808,broker
corresponder,3,1,#d62728,0.0048587024211883,17,2,15,0,13.0,71.0,0.0,0.000191,0.0,0.3897,0.0,0.7197,1.1836,broker
instante,3,5,#d62728,0.003045329125598,3,1,2,0,7.0,8.0,0.0,6.1e-05,0.0,0.6667,0.0,0.6667,-0.812,broker
activar,3,7,#d62728,0.0032589870970696,6,1,5,0,6.0,26.0,0.0,9.5e-05,0.0,0.6667,0.0,0.7222,0.2774,broker
maniobra,3,6,#d62728,0.0072847292758524,5,1,4,0,6.0,20.0,0.0,7.9e-05,0.0,1.0,0.0,0.64,0.2462,broker
publicado,3,1,#d62728,0.0063311923295259,3,0,3,0,0.0,16.0,0.0,6.5e-05,0.0,1.0,0.0,0.4444,-0.8137,periferico
seguido,3,1,#d62728,0.0033671436831355,3,1,2,0,7.0,9.0,0.0,7e-05,0.0,0.6667,0.0,0.0,-0.4808,periferico
estacionamiento,3,3,#d62728,0.003842458827421,4,2,2,0,12.0,9.0,0.0,6.7e-05,0.0,0.8333,0.0,0.625,-0.6002,broker
york,3,4,#d62728,0.0022902921773493,4,0,4,0,0.0,19.0,0.0,6.8e-05,0.0,0.6667,0.0,0.75,-0.9354,broker
fresco,3,2,#d62728,0.0082945395261049,4,0,4,0,0.0,22.0,0.0,6.9e-05,0.0,1.0,0.0,0.5,-1.2165,broker
sentencia,3,1,#d62728,0.0050981263630092,4,2,2,0,12.0,9.0,0.0,8.1e-05,0.0,0.3333,0.0,0.375,-0.4808,periferico
frenar,3,4,#d62728,0.0044540273956954,5,0,5,0,0.0,23.0,0.0,7.5e-05,0.0,0.4,0.0,0.72,-0.9354,broker
abuelo,3,4,#d62728,0.0060490109026432,4,0,4,0,0.0,18.0,0.0,7.3e-05,0.0,0.8333,0.0,0.625,-0.4677,broker
benjamin,3,3,#d62728,0.0057370709255337,3,0,3,0,0.0,13.0,0.0,5.6e-05,0.0,0.3333,0.0,0.6667,-1.029,broker
campeona,3,5,#d62728,0.0015346679138019,1,0,1,0,0.0,5.0,0.0,9.8e-05,0.0,0.0,0.0,0.0,-0.812,periferico
juegos,3,5,#d62728,0.0021144032943993,2,0,2,0,0.0,9.0,0.0,0.000131,0.0,0.0,0.0,0.5,-0.812,broker
valorar,3,2,#d62728,0.0039998511783778,1,0,1,0,0.0,5.0,0.0,4.3e-05,0.0,0.0,0.0,0.0,-1.6346,periferico
portal,3,6,#d62728,0.0021693974267691,1,0,1,0,0.0,5.0,0.0,4.4e-05,0.0,0.0,0.0,0.0,-0.6155,periferico
barra,3,7,#d62728,0.006843423936516,5,0,5,0,0.0,21.0,0.0,8.1e-05,0.0,0.4,0.0,0.8,-0.6934,broker
latino,3,7,#d62728,0.0014310695696622,1,0,1,0,0.0,4.0,0.0,4.7e-05,0.0,0.0,0.0,0.0,-0.6934,periferico
asumir,3,6,#d62728,0.0017353021539747,2,0,2,0,0.0,8.0,0.0,4.7e-05,0.0,1.0,0.0,0.5,-1.4771,broker
festividad,3,3,#d62728,0.0031891851685941,1,0,1,0,0.0,4.0,0.0,4.2e-05,0.0,0.0,0.0,0.0,-1.029,periferico
top,3,1,#d62728,0.0061391205526888,1,0,1,0,0.0,4.0,0.0,4.2e-05,0.0,0.0,0.0,0.0,-1.4795,periferico
resguardar,3,1,#d62728,0.0012044078903272,1,0,1,0,0.0,4.0,0.0,4.4e-05,0.0,0.0,0.0,0.0,-1.1466,periferico
creciente,3,4,#d62728,0.0068290447816252,2,0,2,0,0.0,8.0,0.0,5e-05,0.0,1.0,0.0,0.5,-0.9354,broker
piloto,3,1,#d62728,0.0018030280480161,2,0,2,0,0.0,8.0,0.0,5.1e-05,0.0,1.0,0.0,0.5,-1.1466,broker
sumamente,3,1,#d62728,0.001063325558789,1,0,1,0,0.0,4.0,0.0,4.4e-05,0.0,0.0,0.0,0.0,-1.1466,periferico
asesor,3,0,#d62728,0.0016858807066455,1,0,1,0,0.0,4.0,0.0,4.1e-05,0.0,0.0,0.0,0.0,-2.5981,periferico
circuito,3,5,#d62728,0.0045184907503426,1,0,1,0,0.0,4.0,0.0,4.7e-05,0.0,0.0,0.0,0.0,-0.812,periferico
rapidez,3,4,#d62728,0.0036929661873728,1,0,1,0,0.0,4.0,0.0,4.9e-05,0.0,0.0,0.0,0.0,-0.9354,periferico
agua,17,0,#c7c7c7,0.0720560252666473,55,5,42,8,309.0,729.0,576.0,0.001158,0.0,0.2613,0.0,0.917,0.8148,broker
sur,17,0,#c7c7c7,0.03488165512681,65,5,47,13,348.0,915.0,2065.0,0.002082,0.0,0.2216,0.0,0.9259,1.4486,broker
calle,17,1,#c7c7c7,0.0722288712859153,58,4,45,9,326.0,1103.0,1045.0,0.001619,0.0,0.2607,0.0,0.9138,0.0,broker
centro,17,1,#c7c7c7,0.0174284167587757,54,3,40,11,185.0,732.0,1168.0,0.001316,0.0,0.2746,0.0,0.9156,0.0,broker
avenida,17,4,#c7c7c7,0.0262054596096277,32,3,27,2,156.0,489.0,201.0,0.000563,0.0,0.5565,0.0,0.8828,0.4851,broker
hidalgo,17,4,#c7c7c7,0.0183017291128635,28,2,25,1,131.0,336.0,85.0,0.00042,0.0,0.5476,0.0,0.8878,0.4851,broker
comapa,17,0,#c7c7c7,0.0137263415381312,18,5,12,1,241.0,113.0,88.0,0.000303,0.0,0.6601,0.0,0.821,0.8148,broker
obra,17,3,#c7c7c7,0.0085737649351358,40,3,33,4,111.0,556.0,320.0,0.000651,0.0,0.3782,0.0,0.9075,1.0,broker
vecino,17,1,#c7c7c7,0.012420043349266,31,3,26,2,133.0,264.0,131.0,0.000367,0.0,0.5204,0.0,0.8907,0.0,broker
obras,17,3,#c7c7c7,0.0051220580935478,18,3,13,2,137.0,151.0,117.0,0.000271,0.0,0.6797,0.0,0.858,1.0,broker
publicas,17,3,#c7c7c7,0.004856081213802,17,2,14,1,118.0,132.0,58.0,0.000215,0.0,0.6544,0.0,0.8512,-1.0,broker
riesgo,17,5,#c7c7c7,0.0280354544520378,39,6,31,2,102.0,474.0,140.0,0.000552,0.0,0.386,0.0,0.8771,2.5495,conector_provincial
falta,17,6,#c7c7c7,0.0244298577308654,31,2,29,0,20.0,371.0,0.0,0.000321,0.0,0.514,0.0,0.8762,1.1547,broker
concreto,17,3,#c7c7c7,0.0027768351137638,13,2,11,0,54.0,109.0,0.0,0.000132,0.0,0.859,0.0,0.7929,-1.0,broker
area,17,8,#c7c7c7,0.0114437658339738,44,3,39,2,26.0,535.0,157.0,0.000611,0.0,0.3224,0.0,0.8915,2.2295,broker
banqueta,17,1,#c7c7c7,0.0079454043880105,14,2,12,0,53.0,75.0,0.0,0.000113,0.0,0.8242,0.0,0.7857,0.0,broker
reportar,17,2,#c7c7c7,0.0336215160787105,33,5,27,1,64.0,358.0,54.0,0.000384,0.0,0.4678,0.0,0.8779,0.7276,broker
provocar,17,2,#c7c7c7,0.0172122698277235,25,4,21,0,45.0,242.0,0.0,0.000234,0.0,0.6833,0.0,0.8704,0.2425,broker
inundacion,17,5,#c7c7c7,0.0090814651921391,15,1,14,0,27.0,141.0,0.0,0.00014,0.0,0.8667,0.0,0.8356,-0.8825,broker
via,17,7,#c7c7c7,0.0183744244277477,29,2,27,0,17.0,250.0,0.0,0.000238,0.0,0.5296,0.0,0.8633,1.5275,broker
cfe,17,0,#c7c7c7,0.028693925589323,20,3,17,0,60.0,130.0,0.0,0.000213,0.0,0.5895,0.0,0.875,-0.4527,broker
alerta,17,5,#c7c7c7,0.009789403527975,15,2,13,0,32.0,141.0,0.0,0.000159,0.0,0.7238,0.0,0.8356,0.5883,broker
limpiar,17,1,#c7c7c7,0.0019814695697277,14,4,10,0,51.0,67.0,0.0,0.000115,0.0,0.8022,0.0,0.8265,0.0,broker
camioneta,17,4,#c7c7c7,0.0069447341375052,20,4,16,0,56.0,129.0,0.0,0.000174,0.0,0.6316,0.0,0.85,1.2127,broker
par,17,7,#c7c7c7,0.0076687606051564,17,1,16,0,6.0,123.0,0.0,0.000127,0.0,0.7279,0.0,0.8443,0.7638,broker
recursos,17,0,#c7c7c7,0.0030632158741354,5,3,2,0,49.0,13.0,0.0,7.2e-05,0.0,1.0,0.0,0.56,-0.4527,broker
circulacion,17,2,#c7c7c7,0.0195123068988323,18,5,13,0,84.0,134.0,0.0,0.000191,0.0,0.7451,0.0,0.8272,0.7276,broker
lesionado,17,2,#c7c7c7,0.0146867232397198,21,6,15,0,75.0,108.0,0.0,0.000181,0.0,0.6238,0.0,0.78,2.1828,broker
inmueble,17,5,#c7c7c7,0.0083508742973208,14,2,12,0,25.0,91.0,0.0,0.000116,0.0,0.7253,0.0,0.8163,0.0981,broker
potosi,17,9,#c7c7c7,0.0085464557632803,15,1,12,2,17.0,94.0,110.0,0.000359,0.0,0.4952,0.0,0.8711,2.3238,broker
valles,17,9,#c7c7c7,0.0022524907253682,6,1,5,0,17.0,30.0,0.0,7.8e-05,0.0,1.0,0.0,0.7778,0.2582,broker
senalamiento,17,4,#c7c7c7,0.0048023746348917,7,2,5,0,21.0,37.0,0.0,7.3e-05,0.0,1.0,0.0,0.6939,0.4851,broker
juridico,17,8,#c7c7c7,0.0069953179918229,6,0,6,0,0.0,39.0,0.0,6.3e-05,0.0,0.8667,0.0,0.7778,-0.1715,broker
gerente,17,0,#c7c7c7,0.0024720688816159,6,3,3,0,35.0,17.0,0.0,6.8e-05,0.0,0.9333,0.0,0.6667,-0.4527,broker
administrativo,17,8,#c7c7c7,0.0129156187176704,9,1,8,0,11.0,50.0,0.0,9e-05,0.0,0.5278,0.0,0.8148,0.4287,broker
domicilio,17,5,#c7c7c7,0.005945277865976,12,2,10,0,15.0,58.0,0.0,9.8e-05,0.0,0.6212,0.0,0.8056,0.5883,broker
estructural,17,5,#c7c7c7,0.0016272818902507,4,1,3,0,15.0,15.0,0.0,6e-05,0.0,0.6667,0.0,0.625,-0.3922,broker
trafico,17,7,#c7c7c7,0.0048736496828496,17,1,16,0,11.0,93.0,0.0,0.000109,0.0,0.8456,0.0,0.8651,0.0,broker
involucrado,17,2,#c7c7c7,0.0062418659217655,17,3,14,0,27.0,92.0,0.0,0.000119,0.0,0.7279,0.0,0.8304,0.2425,broker
principio,17,4,#c7c7c7,0.0028335032984614,6,0,6,0,0.0,41.0,0.0,6.5e-05,0.0,1.0,0.0,0.7778,-1.6977,broker
recomendacion,17,5,#c7c7c7,0.0058839125558733,7,2,5,0,18.0,38.0,0.0,7.2e-05,0.0,1.0,0.0,0.7755,-0.3922,broker
similar,17,6,#c7c7c7,0.0041049956344068,8,1,7,0,8.0,51.0,0.0,8.6e-05,0.0,0.7857,0.0,0.8125,1.1547,broker
mando,17,6,#c7c7c7,0.0057156290858983,16,2,14,0,18.0,89.0,0.0,0.000152,0.0,0.6333,0.0,0.8594,1.1547,broker
ordenar,17,5,#c7c7c7,0.0019159916555508,7,0,7,0,0.0,40.0,0.0,6.1e-05,0.0,0.9524,0.0,0.7755,-0.3922,broker
disponible,17,8,#c7c7c7,0.0082074999809265,8,1,7,0,7.0,38.0,0.0,0.0001,0.0,0.75,0.0,0.8125,-0.7717,broker
conducir,17,4,#c7c7c7,0.0033386461436748,8,1,7,0,10.0,39.0,0.0,7.9e-05,0.0,0.5,0.0,0.8125,-0.9701,broker
escombro,17,2,#c7c7c7,0.0055398982949554,8,2,6,0,16.0,32.0,0.0,8.6e-05,0.0,0.6071,0.0,0.7188,-0.2425,broker
retiro,17,2,#c7c7c7,0.0074237608350813,11,2,9,0,20.0,55.0,0.0,0.000105,0.0,0.7091,0.0,0.7273,0.7276,broker
pollo,17,9,#c7c7c7,0.0018423680448904,5,0,5,0,0.0,28.0,0.0,5.4e-05,0.0,1.0,0.0,0.64,-0.7746,broker
siniestro,17,2,#c7c7c7,0.0035184638109058,6,2,4,0,15.0,28.0,0.0,6.6e-05,0.0,1.0,0.0,0.7778,-0.7276,broker
iluminar,17,8,#c7c7c7,0.0014094732468947,2,1,1,0,8.0,4.0,0.0,4.7e-05,0.0,1.0,0.0,0.5,-0.7717,broker
causar,17,7,#c7c7c7,0.0044337501749396,10,0,10,0,0.0,48.0,0.0,6.9e-05,0.0,0.9111,0.0,0.8,0.7638,broker
gallardo,17,9,#c7c7c7,0.0015108189545571,3,0,3,0,0.0,19.0,0.0,5.2e-05,0.0,1.0,0.0,0.4444,0.2582,periferico
fachada,17,2,#c7c7c7,0.0028538352344185,6,0,6,0,0.0,29.0,0.0,7.9e-05,0.0,0.3333,0.0,0.6111,-0.2425,broker
implicar,17,6,#c7c7c7,0.0037741439882665,3,0,3,0,0.0,18.0,0.0,4.7e-05,0.0,1.0,0.0,0.6667,-1.1547,broker
abarcar,17,5,#c7c7c7,0.0028208526782691,7,0,7,0,0.0,32.0,0.0,5.6e-05,0.0,1.0,0.0,0.7755,-0.8825,broker
agresion,17,7,#c7c7c7,0.0052123330533504,7,0,7,0,0.0,35.0,0.0,5.8e-05,0.0,1.0,0.0,0.8163,-0.7638,broker
indispensable,17,5,#c7c7c7,0.0023876160848885,4,0,4,0,0.0,18.0,0.0,5e-05,0.0,0.6667,0.0,0.625,-0.8825,broker
cristina,17,6,#c7c7c7,0.003419657703489,1,1,0,0,6.0,0.0,0.0,4.4e-05,0.0,0.0,0.0,0.0,0.0,periferico
cartera,17,2,#c7c7c7,0.0020258440636098,4,1,3,0,6.0,12.0,0.0,5.9e-05,0.0,0.5,0.0,0.625,-0.7276,broker
yucatan,17,9,#c7c7c7,0.0028213367331773,4,0,4,0,0.0,17.0,0.0,5.2e-05,0.0,1.0,0.0,0.625,0.2582,broker
sergio,17,6,#c7c7c7,0.0028714770451188,1,0,1,0,0.0,5.0,0.0,3.9e-05,0.0,0.0,0.0,0.0,-1.1547,periferico
ine,17,7,#c7c7c7,0.0056384559720754,5,0,5,0,0.0,23.0,0.0,5.7e-05,0.0,0.4,0.0,0.72,-0.7638,broker
deje,17,9,#c7c7c7,0.0016223844140768,2,0,2,0,0.0,10.0,0.0,4.3e-05,0.0,1.0,0.0,0.5,-0.7746,broker
sustancia,17,6,#c7c7c7,0.0027311698067933,2,0,2,0,0.0,9.0,0.0,4.5e-05,0.0,1.0,0.0,0.5,0.0,broker
lupita,17,9,#c7c7c7,0.0023509683087468,1,0,1,0,0.0,4.0,0.0,3.9e-05,0.0,0.0,0.0,0.0,-0.7746,periferico
desplomar,17,2,#c7c7c7,0.0030564239714294,2,0,2,0,0.0,8.0,0.0,4.8e-05,0.0,1.0,0.0,0.5,-1.2127,broker
lineamiento,17,8,#c7c7c7,0.002283698413521,4,0,4,0,0.0,16.0,0.0,6e-05,0.0,0.3333,0.0,0.625,-0.1715,broker
incluido,17,8,#c7c7c7,0.0041513494215905,2,0,2,0,0.0,8.0,0.0,4.2e-05,0.0,1.0,0.0,0.5,-0.7717,broker
contundente,17,7,#c7c7c7,0.0024228587280958,1,0,1,0,0.0,4.0,0.0,4e-05,0.0,0.0,0.0,0.0,-1.5275,periferico
levantamiento,17,2,#c7c7c7,0.0012024277821183,1,0,1,0,0.0,4.0,0.0,3.9e-05,0.0,0.0,0.0,0.0,-1.6977,periferico
estampa,17,0,#c7c7c7,0.0014558702241629,1,0,1,0,0.0,4.0,0.0,3.9e-05,0.0,0.0,0.0,0.0,-1.7202,periferico
oscar,17,6,#c7c7c7,0.0060288561508059,1,0,1,0,0.0,4.0,0.0,4.1e-05,0.0,0.0,0.0,0.0,-1.1547,periferico
meza,17,9,#c7c7c7,0.0017001990927383,1,0,1,0,0.0,4.0,0.0,4.4e-05,0.0,0.0,0.0,0.0,-0.7746,periferico
gracias,30,1,#aec7e8,0.0504247210919857,131,9,59,63,416.0,1526.0,7057.0,0.005548,0.0,0.1117,0.0,0.961,2.2786,broker
quedar,30,0,#aec7e8,0.0853050723671913,72,4,55,13,484.0,1033.0,1204.0,0.001866,0.0,0.1455,0.0,0.9144,0.8165,broker
casa,30,0,#aec7e8,0.0777629911899566,71,4,47,20,387.0,880.0,1403.0,0.001743,0.0,0.1606,0.0,0.9335,0.8165,broker
compartir,30,1,#aec7e8,0.0147574180737137,37,4,30,3,215.0,359.0,248.0,0.000612,0.0,0.2898,0.0,0.8751,1.0579,broker
video,30,3,#aec7e8,0.0228507351130247,53,5,48,0,130.0,791.0,0.0,0.000849,0.0,0.1967,0.0,0.8665,2.8774,conector_provincial
correo,30,0,#aec7e8,0.0374820008873939,12,3,1,8,283.0,4.0,812.0,0.000576,0.0,0.7879,0.0,0.8333,-1.2247,broker
conversacion,30,0,#aec7e8,0.038393285125494,15,4,3,8,346.0,19.0,825.0,0.000622,0.0,0.6476,0.0,0.8444,0.8165,broker
opinion,30,0,#aec7e8,0.030049355700612,21,3,10,8,224.0,99.0,592.0,0.00051,0.0,0.5333,0.0,0.898,-1.2247,broker
hola,30,3,#aec7e8,0.0054969461634755,24,5,19,0,90.0,269.0,0.0,0.000308,0.0,0.4891,0.0,0.8438,1.3506,broker
luz,30,2,#aec7e8,0.0177327934652566,36,6,24,6,63.0,385.0,547.0,0.00062,0.0,0.3206,0.0,0.8673,1.5784,broker
regalo,30,1,#aec7e8,0.0086239483207464,14,4,10,0,108.0,87.0,0.0,0.000166,0.0,0.6703,0.0,0.7449,0.651,broker
carino,30,1,#aec7e8,0.0050819893367588,8,3,5,0,76.0,40.0,0.0,0.000103,0.0,0.9286,0.0,0.75,-0.1628,broker
merecer,30,4,#aec7e8,0.0078407591208815,23,6,17,0,52.0,198.0,0.0,0.000217,0.0,0.5534,0.0,0.7977,1.4026,broker
navidad,30,2,#aec7e8,0.0081545766443014,17,6,9,2,116.0,119.0,148.0,0.000283,0.0,0.4779,0.0,0.7612,0.6499,broker
ojo,30,4,#aec7e8,0.0023844607640057,29,6,23,0,59.0,288.0,0.0,0.000311,0.0,0.4433,0.0,0.83,1.4026,broker
navideno,30,2,#aec7e8,0.0040720687247812,9,6,3,0,136.0,57.0,0.0,0.000175,0.0,0.8056,0.0,0.4938,0.6499,periferico
mirar,30,4,#aec7e8,0.0057197110727429,26,5,21,0,64.0,284.0,0.0,0.000288,0.0,0.5169,0.0,0.8402,0.9966,broker
peticion,30,1,#aec7e8,0.0022109113633632,8,1,7,0,44.0,37.0,0.0,8.5e-05,0.0,0.8929,0.0,0.7188,-0.5697,broker
desfile,30,2,#aec7e8,0.0037420829758048,8,4,4,0,81.0,26.0,0.0,0.000126,0.0,0.8571,0.0,0.5312,0.1857,broker
